sa3_name16,sa3_code16,tot_m,tot_f,tot_p,age_0_4_yr_m,age_0_4_yr_f,age_0_4_yr_p,age_5_14_yr_m,age_5_14_yr_f,age_5_14_yr_p,age_15_19_yr_m,age_15_19_yr_f,age_15_19_yr_p,age_20_24_yr_m,age_20_24_yr_f,age_20_24_yr_p,age_25_34_yr_m,age_25_34_yr_f,age_25_34_yr_p,age_35_44_yr_m,age_35_44_yr_f,age_35_44_yr_p,age_45_54_yr_m,age_45_54_yr_f,age_45_54_yr_p,age_55_64_yr_m,age_55_64_yr_f,age_55_64_yr_p,age_65_74_yr_m,age_65_74_yr_f,age_65_74_yr_p,age_75_84_yr_m,age_75_84_yr_f,age_75_84_yr_p,age_85ov_m,age_85ov_f,age_85ov_p,os_vis_m,os_vis_f,os_vis_p,count_psns_occ_priv_dwgs_m,count_psns_occ_priv_dwgs_f,count_psns_occ_priv_dwgs_p,count_persons_other_dwgs_m,count_persons_other_dwgs_f,count_persons_other_dwgs_p,indig_aboriginal_m,indig_aboriginal_f,indig_aboriginal_p,indig_torres_strait_is_m,indig_torres_strait_is_f,indig_torres_strait_is_p,indig_bth_abor_torres_st_is_m,indig_bth_abor_torres_st_is_f,indig_bth_abor_torres_st_is_p,indig_tot_m,indig_tot_f,indig_tot_p,birthplace_australia_m,birthplace_australia_f,birthplace_australia_p,birthplace_elsewhere_m,birthplace_elsewhere_f,birthplace_elsewhere_p,lang_spoken_home_eng_only_m,lang_spoken_home_eng_only_f,lang_spoken_home_eng_only_p,lang_spoken_home_oth_lang_m,lang_spoken_home_oth_lang_f,lang_spoken_home_oth_lang_p,australian_citizen_m,australian_citizen_f,australian_citizen_p,att_educ_inst_age_0_4_m,att_educ_inst_age_0_4_f,att_educ_inst_age_0_4_p,att_educ_inst_age_5_14_m,att_educ_inst_age_5_14_f,att_educ_inst_age_5_14_p,att_edu_inst_age_15_19_m,att_edu_inst_age_15_19_f,att_edu_inst_age_15_19_p,att_edu_inst_age_20_24_m,att_edu_inst_age_20_24_f,att_edu_inst_age_20_24_p,att_edu_inst_age_25_ov_m,att_edu_inst_age_25_ov_f,att_edu_inst_age_25_ov_p,high_yr_schl_comp_yr_12_eq_m,high_yr_schl_comp_yr_12_eq_f,high_yr_schl_comp_yr_12_eq_p,high_yr_schl_comp_yr_11_eq_m,high_yr_schl_comp_yr_11_eq_f,high_yr_schl_comp_yr_11_eq_p,high_yr_schl_comp_yr_10_eq_m,high_yr_schl_comp_yr_10_eq_f,high_yr_schl_comp_yr_10_eq_p,high_yr_schl_comp_yr_9_eq_m,high_yr_schl_comp_yr_9_eq_f,high_yr_schl_comp_yr_9_eq_p,high_yr_schl_comp_yr_8_belw_m,high_yr_schl_comp_yr_8_belw_f,high_yr_schl_comp_yr_8_belw_p,no_schl_m,no_schl_f,no_schl_p
Kimberley,51001,23909,23870,47782,1647,1533,3182,2965,2939,5905,1140,1024,2164,1361,1415,2776,3545,3965,7508,3010,3076,6086,2983,3149,6127,3422,3599,7024,3011,2501,5510,740,549,1294,88,106,194,639,674,1312,20445,20898,41343,3470,2974,6437,6704,7145,13850,44,44,86,161,190,354,6904,7377,14281,17401,17164,34570,2987,3068,6050,16528,16427,32958,3511,3718,7228,18970,18991,37962,251,245,496,2394,2360,4755,459,414,873,78,110,189,357,736,1092,6638,7844,14476,1965,2092,4059,4570,4011,8589,1133,896,2029,911,634,1551,196,212,406
East Pilbara,51002,23198,12111,35310,1004,925,1927,1564,1489,3055,516,535,1051,1156,871,2029,5872,3001,8873,5090,1849,6939,4409,1687,6094,2653,1133,3781,768,504,1273,135,107,243,19,21,40,212,132,341,10561,9756,20316,12637,2357,14994,2336,2119,4454,119,75,190,89,80,164,2542,2269,4807,12851,7446,20298,4799,2430,7232,14980,7920,22903,2715,2024,4738,15158,8433,23593,148,139,287,1281,1226,2505,263,283,548,64,101,160,460,488,948,7165,4135,11300,2565,1018,3585,4361,1824,6181,631,353,987,334,220,552,63,76,142
West Pilbara,51003,34820,15836,50654,1421,1298,2717,2301,2060,4361,766,591,1357,1444,970,2418,8405,3547,11957,8189,2679,10867,7034,2228,9263,4022,1596,5619,1035,700,1731,184,158,341,18,14,36,571,233,805,14588,13180,27766,20230,2660,22887,2149,1700,3847,91,83,176,64,54,122,2311,1841,4147,18781,10181,28956,8678,3375,12056,23701,11860,35566,3732,1805,5535,22891,11715,34604,281,250,530,1988,1778,3769,420,339,764,73,94,159,726,581,1305,11770,5826,17597,3813,1422,5237,6680,2471,9152,926,423,1349,402,202,600,87,33,120
Esperance,51101,8202,7838,16037,508,472,983,1132,1109,2241,546,480,1024,432,362,792,934,950,1884,1006,989,1994,1240,1096,2336,1069,1024,2099,869,802,1671,354,387,740,102,160,262,31,43,74,7610,7506,15121,590,327,915,295,300,599,7,8,12,0,0,0,300,305,612,6031,5756,11794,1026,1081,2103,6890,6623,13513,278,313,593,6699,6441,13137,74,93,167,984,938,1922,316,298,618,23,43,66,74,185,260,2154,2482,4631,804,811,1617,1828,1465,3301,455,333,792,267,216,486,21,9,27
Gascoyne,51102,8500,7707,16205,411,359,767,788,667,1458,238,237,476,308,354,658,964,1006,1969,875,837,1709,1027,939,1960,1488,1395,2882,1745,1429,3176,569,406,976,90,80,174,247,311,557,7598,6974,14575,900,731,1628,632,636,1271,3,0,3,3,10,11,643,644,1287,5702,5061,10762,1366,1324,2687,6619,5951,12567,556,539,1089,6723,6015,12733,63,61,123,632,532,1164,93,105,191,18,23,37,67,151,212,2260,2415,4674,732,737,1468,2028,1691,3711,510,363,877,434,254,692,21,19,38
Goldfields,51103,25203,19257,44462,1622,1531,3151,2761,2733,5491,1163,1125,2288,1672,1279,2955,4928,3553,8486,4123,2769,6888,4045,2630,6675,2999,2094,5086,1448,1042,2487,380,389,772,75,121,193,146,143,291,18992,17922,36914,6215,1339,7552,2283,2396,4685,25,23,44,35,54,88,2345,2470,4815,15662,12654,28314,5371,4227,9599,18127,14231,32357,2979,2777,5760,17750,14202,31953,270,283,557,2413,2362,4779,616,622,1234,175,153,328,479,716,1196,7095,6005,13100,2491,1813,4309,5183,3493,8681,1083,766,1853,689,562,1252,78,49,129
Mid West,51104,30441,28203,58646,1735,1693,3431,3758,3605,7362,1726,1675,3398,1562,1439,3003,4000,3411,7412,3803,3522,7325,4499,4061,8562,4189,3974,8161,3273,2936,6205,1481,1414,2897,412,482,895,276,344,622,26001,26643,52647,4439,1559,6001,2485,2613,5102,25,15,38,41,29,70,2561,2658,5214,22195,20823,43014,4401,4265,8669,24775,23392,48165,1816,1914,3735,24722,23515,48238,315,289,604,3306,3185,6491,1007,1036,2040,119,246,361,391,872,1259,8161,8919,17078,3009,2928,5937,6846,5808,12652,1673,1241,2913,1224,936,2157,90,89,175
Brighton,60101,8249,8613,16861,706,639,1343,1373,1255,2632,609,569,1184,493,615,1106,1030,1205,2232,1043,1149,2197,1034,1066,2096,972,1104,2073,675,657,1332,253,271,524,57,87,143,4,9,15,8186,8551,16736,62,65,122,680,712,1387,53,60,108,31,39,68,761,808,1569,7219,7524,14745,406,397,805,7564,7877,15440,159,188,344,7577,7902,15478,81,88,171,1214,1088,2298,412,394,807,65,97,163,101,232,333,1714,2058,3770,573,746,1319,2284,2351,4632,652,637,1287,334,268,602,30,16,45
Hobart - North East,60102,24912,26596,51505,1584,1497,3082,3250,3126,6384,1601,1433,3038,1418,1306,2729,2934,3139,6076,3119,3387,6507,3322,3626,6946,3278,3597,6876,2528,2848,5377,1342,1713,3059,516,915,1436,59,90,150,23984,25955,49939,922,642,1567,866,837,1699,59,54,110,47,40,87,966,925,1895,21175,22493,43663,2518,2703,5223,22400,24189,46590,973,1153,2130,22460,24405,46868,240,255,500,3064,2940,6006,1191,1100,2295,419,402,822,599,1035,1629,8573,9818,18391,1865,2070,3935,5724,6157,11876,1382,1447,2834,776,904,1678,64,58,126
Hobart - North West,60103,25364,27012,52376,1639,1566,3203,3275,3203,6479,1697,1652,3351,1619,1538,3164,3395,3534,6931,3080,3320,6393,3418,3595,7010,3227,3406,6637,2204,2701,4899,1336,1711,3050,466,788,1256,57,89,143,25013,26597,51612,351,415,760,1090,1206,2300,69,63,134,54,59,116,1213,1332,2543,20622,21676,42302,2875,3200,6077,21672,22916,44585,2098,2329,4430,22551,23980,46532,217,243,457,2984,2885,5871,1164,1162,2324,371,402,773,664,1060,1717,6915,7588,14510,1882,2054,3935,6578,6865,13445,1824,1995,3816,1200,1376,2573,200,236,436
Hobart - South and West,60104,15339,16779,32123,1012,1043,2053,2435,2204,4633,1043,1004,2042,832,811,1640,1712,1910,3617,1873,2227,4097,2044,2332,4379,1944,2292,4228,1493,1612,3103,714,938,1656,240,413,657,58,107,163,15217,16566,31790,126,210,332,546,542,1090,18,15,35,12,16,31,579,573,1151,12191,13225,25417,2466,2781,5245,13831,14942,28772,892,1147,2035,13900,15152,29054,151,171,328,2270,2088,4358,838,797,1635,278,317,599,443,808,1256,6152,7320,13470,1033,1150,2183,2980,3156,6139,679,700,1378,378,409,785,23,18,36
Hobart Inner,60105,25775,26954,52729,1211,1126,2335,2615,2435,5055,1554,1626,3184,2452,2406,4857,4183,4077,8267,3248,3480,6726,3403,3585,6994,3225,3426,6657,2279,2417,4694,1109,1398,2510,484,966,1446,492,602,1093,23200,24337,47537,2583,2616,5192,350,347,693,14,8,22,11,15,28,374,365,742,17803,18670,36478,5682,6007,11687,19776,20747,40527,3736,3996,7728,20589,21745,42334,220,212,431,2439,2264,4707,1239,1277,2519,1388,1379,2769,1618,1944,3564,14114,15050,29164,1286,1338,2627,2917,3118,6032,752,774,1530,524,719,1247,75,90,168
Sorell - Dodges Ferry,60106,7696,7946,15635,512,451,965,1006,969,1976,463,478,945,394,378,774,863,894,1760,882,975,1853,1082,1176,2254,1124,1188,2310,891,844,1742,365,424,781,116,163,278,12,21,37,7647,7872,15523,44,69,120,281,262,546,24,23,48,21,16,39,325,299,630,6523,6668,13191,661,709,1372,7130,7260,14393,152,201,353,7025,7222,14246,75,67,147,918,881,1798,299,339,640,83,81,168,119,277,392,1962,2413,4383,604,624,1231,2228,2133,4363,573,527,1097,297,256,548,20,8,29
Launceston,60201,38871,41752,80623,2416,2318,4738,4927,4795,9717,2898,2689,5592,3198,2939,6133,4939,5064,9997,4573,5133,9707,5118,5631,10749,4606,5176,9781,3589,4060,7654,1870,2515,4381,737,1428,2166,267,263,524,37111,39905,77013,1755,1852,3605,1216,1257,2470,46,57,101,33,53,84,1293,1362,2656,30959,33356,64322,4969,5189,10150,33396,36103,69500,2744,2762,5513,33838,36582,70428,422,381,802,4520,4404,8922,2083,1970,4053,1076,1044,2114,1302,1873,3176,12192,13961,26158,2705,3048,5752,9576,9829,19408,2385,2496,4881,1535,1756,3288,234,300,533
Meander Valley - West Tamar,60202,10807,10997,21802,566,517,1086,1410,1293,2710,699,683,1378,504,447,946,891,1031,1924,1050,1215,2271,1541,1636,3178,1817,1817,3632,1485,1438,2921,649,663,1321,184,254,439,18,28,43,10702,10854,21559,108,141,252,289,324,615,16,11,31,15,22,34,326,358,683,8722,8769,17489,1209,1312,2525,9900,10034,19939,212,257,471,9742,9872,19615,98,73,170,1274,1177,2453,469,469,934,64,88,153,151,355,505,2493,3256,5748,709,942,1653,3303,2900,6198,958,827,1784,529,394,927,25,14,41
North East,60203,18113,17992,36106,998,887,1886,2185,2155,4336,1011,898,1913,881,810,1690,1533,1721,3258,1832,1990,3819,2601,2649,5254,3112,2969,6084,2506,2354,4859,1168,1125,2294,284,435,722,49,46,91,17805,17700,35502,311,299,602,563,595,1155,43,33,73,17,17,37,617,644,1264,14734,14615,29352,1675,1770,3442,16436,16324,32765,300,365,668,16250,16150,32405,151,120,272,1931,1901,3831,644,622,1265,103,144,243,187,525,710,3691,4862,8546,1205,1372,2575,5741,4974,10712,1628,1404,3034,966,748,1715,58,31,89
Central Highlands (Tas.),60301,5810,5304,11120,272,282,552,758,718,1478,343,312,654,259,223,477,541,512,1055,640,656,1295,915,861,1778,982,843,1833,772,603,1376,275,227,500,52,71,121,9,14,30,5698,5238,10937,114,73,181,243,280,522,14,9,28,15,12,26,272,302,575,4813,4415,9224,427,384,809,5304,4870,10173,67,76,144,5221,4819,10042,35,44,79,675,625,1301,211,220,430,33,35,62,66,143,210,1139,1366,2500,389,433,824,1812,1451,3268,563,404,972,319,198,515,13,11,21
Huon - Bruny Island,60302,9400,9398,18793,468,503,967,1244,1121,2356,555,491,1043,389,347,739,819,862,1679,1046,1114,2161,1299,1466,2765,1601,1590,3192,1302,1218,2519,563,508,1074,126,173,301,33,33,68,9289,9259,18552,109,139,245,732,745,1480,29,29,57,24,26,48,789,799,1587,7178,7156,14331,1449,1431,2872,8481,8403,16882,302,353,660,8399,8372,16770,63,71,132,1095,984,2077,374,363,736,64,66,132,158,365,521,2867,3323,6194,720,737,1457,2356,2159,4518,647,518,1167,386,296,679,15,12,32
South East Coast,60303,3410,3280,6691,119,115,232,313,305,620,105,77,185,103,126,222,278,293,569,308,336,649,484,451,929,700,664,1364,636,583,1219,264,248,516,92,82,171,65,71,142,3192,3006,6198,210,278,490,150,145,300,9,7,15,7,4,8,164,160,323,2613,2469,5076,343,363,705,2964,2794,5756,69,104,176,2939,2763,5696,21,19,37,271,255,528,51,48,95,4,8,13,37,62,96,858,972,1823,188,206,394,968,856,1828,335,257,591,172,109,283,10,12,20
Holdfast Bay,40301,15973,17703,33679,779,660,1434,1563,1533,3093,947,853,1797,958,1056,2010,1871,2026,3896,1901,2059,3963,2220,2397,4617,2408,2635,5042,1864,2060,3926,944,1324,2263,523,1096,1622,132,189,323,15112,16786,31903,864,917,1778,113,103,218,3,9,9,6,8,16,125,119,245,11432,12505,23939,3466,3899,7362,13492,14768,28254,1488,1742,3228,13563,14969,28532,158,139,294,1463,1434,2903,767,685,1450,446,529,974,496,789,1290,7650,8578,16224,2125,2221,4344,1760,2118,3876,513,588,1098,403,529,933,86,53,143
Marion,40302,42716,46438,89158,2763,2534,5290,4753,4559,9307,2600,2610,5205,3209,3243,6449,6324,6798,13122,5793,6025,11819,5426,5871,11296,5262,6054,11312,3679,4226,7904,1978,2737,4713,941,1795,2738,352,485,836,42275,45642,87918,447,791,1236,470,476,945,26,28,53,12,18,31,508,524,1027,29108,31230,60340,11529,12774,24302,32839,35421,68264,7945,8805,16748,35827,38847,74670,474,445,922,4429,4276,8703,2003,2097,4097,1332,1563,2893,1782,2497,4275,18977,21321,40294,5982,5821,11802,4874,5551,10423,1613,1790,3399,1419,1920,3335,222,278,495
Burnie - Ulverstone,60401,22395,24066,46455,1321,1315,2632,2906,2778,5679,1577,1508,3084,1288,1269,2557,2296,2507,4804,2437,2717,5157,3099,3448,6542,3110,3381,6484,2510,2678,5185,1414,1717,3134,446,751,1196,52,44,97,21815,23492,45302,579,569,1156,1507,1614,3118,70,64,134,49,74,128,1628,1755,3379,18936,20335,39267,1851,2059,3909,20634,22139,42774,442,574,1014,20458,22011,42470,205,187,394,2620,2528,5148,1035,1071,2104,153,258,409,357,765,1121,4529,5829,10362,1690,1981,3671,6913,7032,13943,2043,2029,4074,1289,1214,2499,77,60,135
Devonport,60402,20911,22431,43343,1165,1177,2344,2746,2631,5376,1371,1293,2668,1082,1083,2167,2203,2370,4579,2334,2619,4951,2884,3207,6091,3009,3164,6178,2465,2735,5198,1270,1456,2722,375,690,1065,121,127,249,20318,21782,42102,594,649,1244,1118,1182,2294,67,74,138,43,39,83,1233,1294,2525,17575,18701,36268,1846,2078,3923,19121,20433,39551,523,666,1195,19037,20406,39441,189,182,370,2513,2397,4906,925,906,1828,141,200,339,330,714,1047,4462,5689,10151,1502,1762,3266,6631,6608,13232,1805,1817,3626,999,965,1964,51,54,99
West Coast,60403,9063,8208,17272,539,472,1014,1213,1076,2288,497,441,942,517,439,964,986,958,1940,1031,947,1974,1378,1280,2663,1446,1232,2672,942,817,1757,412,422,829,102,133,234,48,24,69,8558,7980,16531,507,237,741,857,839,1699,37,27,62,33,34,68,929,898,1827,7323,6656,13977,840,800,1636,8085,7397,15478,220,212,432,7946,7274,15216,81,75,153,1075,943,2014,280,267,551,44,74,119,113,198,314,1666,2031,3698,658,743,1400,2902,2300,5205,770,602,1373,433,297,728,25,12,33
Darwin City,70101,18564,15490,34053,737,714,1449,1202,1139,2342,577,533,1111,1414,1224,2635,4509,3915,8429,2958,2192,5148,2892,2090,4977,2318,1903,4223,1392,1222,2613,458,431,886,107,133,233,1420,1049,2466,13253,12148,25400,5309,3342,8647,734,771,1498,33,18,56,30,20,48,797,810,1609,9296,7878,17166,4868,4437,9311,11017,9175,20192,3202,3162,6363,11494,9665,21156,114,130,245,1029,965,1985,328,312,639,166,240,402,577,966,1546,8146,7354,15497,1416,1038,2456,1931,1466,3400,421,348,763,322,283,600,53,53,107
Darwin Suburbs,70102,28277,27878,56153,2056,1994,4050,3625,3435,7069,1698,1562,3259,1902,1656,3560,4894,4978,9871,4267,4293,8561,3633,3778,7402,3137,3258,6392,2164,1922,4088,753,792,1543,143,207,356,500,471,967,26458,26694,53148,1823,1182,3010,1974,2269,4244,107,119,224,243,245,489,2321,2631,4953,16316,15870,32189,8284,8607,16893,17117,16660,33783,7608,7947,15559,21067,20816,41880,380,363,741,3174,3012,6181,1108,1087,2194,475,545,1025,1188,1957,3145,11082,12008,23094,2529,2215,4747,3541,3095,6635,969,892,1862,947,926,1882,158,216,373
Litchfield,70103,17430,10687,28116,655,700,1358,1601,1424,3031,819,567,1383,1683,573,2254,3011,1365,4379,2890,1592,4484,2951,1770,4722,2217,1520,3742,1272,915,2185,295,204,497,37,47,84,1027,109,1136,11318,10376,21695,6112,310,6420,1439,693,2130,56,26,82,68,54,118,1558,771,2332,11273,7682,18958,2366,1462,3828,11925,8608,20536,964,639,1604,12060,8781,20840,118,122,239,1336,1180,2521,434,339,771,88,100,190,221,452,673,4199,3579,7783,1869,1123,2994,3450,1807,5253,700,426,1121,393,261,653,47,39,82
Palmerston,70104,16952,16878,33825,1773,1671,3442,2635,2578,5212,1022,991,2013,1266,1262,2530,3262,3422,6679,2703,2747,5447,2109,1957,4062,1311,1313,2623,624,653,1273,199,240,437,50,53,105,106,168,269,16765,16819,33589,185,57,241,1604,1696,3305,91,74,165,127,134,264,1822,1910,3735,12102,11598,23694,3248,3626,6873,13106,12614,25716,2343,2695,5041,13972,13588,27564,302,305,610,2332,2281,4613,611,631,1245,153,271,422,462,1010,1474,5549,6373,11917,1910,1606,3519,2753,2280,5027,615,545,1153,322,355,671,59,74,128
Alice Springs,70201,21454,21844,43300,1391,1295,2686,2801,2697,5503,1336,1217,2555,1545,1555,3101,3640,3865,7508,2912,2927,5843,3077,3200,6274,2670,2921,5589,1573,1535,3106,428,492,917,75,142,215,1061,1316,2378,17448,18344,35791,4001,3503,7507,6348,6591,12946,46,43,84,94,90,185,6483,6728,13212,14340,14382,28723,3504,3573,7078,11236,11171,22401,5723,6399,12120,15447,15976,31428,265,291,552,2337,2251,4587,605,482,1086,92,156,254,494,981,1477,5735,6846,12572,1719,1604,3330,2755,2512,5270,1002,944,1939,1384,1408,2796,308,342,646
Barkly,70202,3394,3137,6529,270,234,505,486,407,895,216,187,406,298,259,556,512,535,1045,369,355,722,394,404,801,409,401,807,342,267,608,84,66,149,7,15,23,55,64,120,3014,2889,5901,378,246,623,1750,1666,3417,10,4,10,11,17,25,1770,1684,3452,2736,2509,5245,305,340,650,1795,1629,3424,1179,1207,2384,2880,2714,5600,49,49,97,423,367,788,53,54,104,15,9,28,57,82,140,642,723,1359,259,272,528,585,509,1088,256,237,488,393,342,737,83,53,135
Daly - Tiwi - West Arnhem,70203,10167,9363,19526,728,734,1457,1543,1342,2882,647,599,1240,767,714,1481,1593,1639,3230,1392,1220,2607,1313,1243,2565,1233,1162,2394,782,583,1361,160,116,267,17,23,36,441,386,824,8826,8475,17297,1340,888,2233,5375,5407,10775,23,35,55,85,79,166,5477,5521,10994,7978,7523,15500,726,624,1352,3691,3091,6783,4779,4816,9596,8454,7890,16346,135,163,302,1194,1075,2272,219,221,438,31,27,57,108,188,294,1930,1958,3895,954,887,1840,1821,1644,3461,646,553,1195,697,636,1336,138,122,261
East Arnhem,70204,7094,6552,13648,579,559,1131,1354,1224,2577,640,513,1156,536,515,1058,1257,1215,2466,1040,1053,2094,873,751,1623,563,521,1079,224,160,389,31,34,66,0,7,6,36,35,62,6364,6312,12679,732,243,973,4303,4301,8606,21,11,33,72,77,156,4400,4395,8792,5973,5669,11639,431,424,855,2013,1681,3692,4190,4257,8446,6193,5895,12085,129,136,258,1093,1035,2119,252,238,485,34,41,70,111,211,323,1454,1612,3068,563,580,1142,977,794,1767,460,393,847,611,576,1185,62,63,122
Katherine,70205,12421,11207,23635,910,835,1748,1673,1549,3227,785,662,1446,944,818,1758,2049,1871,3924,1436,1277,2717,1539,1456,2999,1493,1462,2956,1215,994,2211,332,244,570,48,36,79,401,284,680,10139,9957,20092,2290,1252,3539,4417,4478,8901,29,30,65,126,128,253,4572,4642,9216,8939,8293,17233,1001,972,1972,6251,5467,11721,3564,3639,7201,9626,8894,18524,181,165,344,1343,1219,2566,261,239,501,31,66,96,170,313,479,2499,2539,5037,981,1026,2009,1961,1712,3675,801,645,1451,808,645,1449,206,169,375
Belconnen,80101,47037,48609,95644,3451,3144,6601,5976,5443,11417,2829,2798,5624,4174,4149,8320,7631,7980,15610,6944,7086,14030,5547,5578,11122,4569,5383,9957,3748,4282,8029,1651,1881,3529,523,879,1406,439,692,1127,45582,46844,92427,1458,1764,3221,743,764,1509,16,35,51,17,24,45,780,823,1597,32479,32844,65325,11911,12774,24685,34483,34967,69452,10013,10793,20811,39781,40664,80441,595,559,1154,5619,5157,10776,2142,2192,4336,2129,2196,4326,2429,3188,5615,25763,26635,52401,1929,1891,3821,5041,5621,10663,1301,1505,2808,909,1208,2116,179,226,406
Canberra East,80103,1305,607,1908,32,32,60,50,68,117,46,22,71,118,33,151,277,93,372,228,78,311,241,95,332,179,95,273,104,53,160,22,25,49,8,8,16,16,13,29,662,469,1128,643,139,777,112,14,128,4,0,4,0,0,0,114,14,128,847,380,1227,221,102,321,621,409,1028,69,49,119,632,424,1049,5,4,12,38,51,84,22,19,39,11,11,21,23,24,48,302,204,512,61,33,91,157,90,240,55,24,81,27,19,48,3,0,3
Gungahlin,80104,35115,36053,71168,3520,3193,6714,5303,5087,10393,2189,2149,4338,2451,2611,5062,6631,7331,13969,6444,6428,12869,4244,4344,8591,2476,2716,5188,1290,1501,2796,478,573,1053,96,108,201,399,563,955,34941,35915,70856,179,142,318,468,447,914,13,11,22,6,4,16,483,456,948,21633,22015,43654,11587,11991,23580,21668,22052,43723,11581,11993,23583,29061,29327,58397,626,554,1178,4952,4779,9729,1760,1767,3526,1122,1241,2366,1824,2353,4175,19058,19816,38880,1354,1306,2660,2891,3249,6140,793,813,1607,448,587,1032,121,152,278
North Canberra,80105,28494,27915,56407,1199,1168,2367,2160,2114,4274,2086,2221,4310,4232,4148,8383,6238,5782,12024,3853,3544,7401,3503,3156,6653,2576,2505,5080,1497,1578,3075,733,1080,1814,400,627,1027,621,668,1287,22519,23257,45773,5971,4656,10632,308,290,598,13,6,14,10,10,17,327,300,633,17330,16831,34161,7879,8252,16133,19290,18727,38019,5936,6428,12363,21128,20978,42108,224,197,427,1972,1974,3944,1744,1870,3615,2739,2788,5525,2497,2407,4899,18606,18347,36954,738,639,1377,1609,1705,3307,475,533,1013,389,504,888,73,99,170
South Canberra,80106,14099,14465,28567,652,623,1270,1372,1373,2746,795,751,1548,744,754,1491,2366,2489,4856,2011,1994,4007,2220,2172,4394,1865,1810,3682,1250,1238,2488,522,688,1214,304,570,870,203,214,419,12354,13020,25373,1739,1448,3191,160,168,328,0,4,6,8,10,14,168,185,351,9094,9290,18380,3354,3625,6982,10127,10341,20467,2327,2621,4946,11374,11712,23086,151,148,301,1267,1257,2528,651,610,1257,309,309,616,756,969,1729,8562,8765,17324,460,453,913,879,1136,2016,306,317,621,181,229,408,37,42,72
Tuggeranong,80107,40981,42958,83941,2965,2821,5783,5601,5268,10866,2971,2883,5855,2832,2694,5523,5526,5720,11245,5456,5854,11316,5754,6558,12309,5294,5818,11104,3100,3301,6404,1150,1480,2626,331,580,907,179,248,424,40750,42654,83405,227,307,533,939,1015,1958,30,30,59,28,26,54,999,1071,2064,31279,32170,63444,7850,8689,16538,33525,34655,68179,5686,6356,12042,37170,38720,75892,459,471,928,5268,4969,10238,2237,2230,4469,909,1042,1946,1164,2006,3175,19954,21152,41107,2201,2101,4309,6116,6929,13041,1482,1586,3069,855,998,1851,119,145,265
Weston Creek,80108,10824,11662,22488,774,757,1525,1648,1465,3112,602,610,1212,488,479,967,1116,1280,2398,1570,1719,3293,1487,1554,3036,1128,1293,2424,1165,1407,2567,644,735,1376,213,360,575,79,107,190,10657,11372,22023,170,290,463,148,146,293,7,3,9,4,4,10,157,153,314,8050,8506,16553,2220,2473,4688,8866,9337,18205,1427,1654,3079,9681,10288,19971,140,148,296,1559,1379,2944,503,489,986,196,224,422,383,582,962,5829,6249,12077,414,479,893,1044,1305,2346,313,385,697,249,314,565,28,33,58
Woden Valley,80109,17063,18145,35216,973,955,1928,2258,2054,4311,1067,974,2044,987,980,1970,2280,2466,4745,2304,2456,4759,2363,2544,4909,1922,2013,3935,1457,1753,3210,1026,1270,2297,417,695,1113,135,232,364,16326,17219,33538,746,933,1672,203,191,390,4,4,11,14,8,21,217,207,420,11000,11297,22294,4893,5611,10509,12110,12503,24614,3800,4461,8260,14000,14742,28737,170,183,346,2107,1932,4042,870,799,1668,451,419,863,786,994,1779,9913,10386,20299,597,655,1249,1399,1811,3205,395,511,901,350,428,780,59,79,133
Molonglo,80110,2271,2399,4664,242,197,439,278,269,550,79,87,169,170,213,382,609,750,1361,448,437,889,228,205,435,119,146,269,65,65,134,24,23,42,3,4,9,23,39,64,2250,2386,4632,14,16,32,20,15,36,3,3,5,0,4,4,18,26,44,1375,1417,2794,701,755,1458,1363,1438,2806,714,748,1461,1844,1871,3715,46,30,72,265,249,516,53,67,121,65,79,142,138,166,303,1363,1466,2833,59,81,143,115,142,256,19,22,47,9,17,20,0,4,10
Urriarra - Namadgi,80111,340,297,632,31,16,44,48,42,85,23,25,52,18,19,38,48,54,97,57,63,116,53,39,89,39,33,75,13,11,26,3,4,10,0,3,3,6,4,7,289,255,550,48,36,80,4,0,9,0,0,0,0,0,0,4,0,9,274,222,497,36,40,78,289,249,539,17,18,38,294,248,550,9,0,9,44,35,79,15,14,33,9,7,13,9,13,20,146,159,312,19,10,29,54,39,88,7,5,12,8,0,8,0,0,0
Christmas Island,90101,1210,775,1986,61,45,107,95,115,209,36,36,69,72,34,109,245,110,355,191,111,301,210,151,357,168,123,289,109,43,152,26,7,34,3,3,4,12,16,29,645,574,1220,568,200,768,0,7,3,3,0,8,0,0,0,4,6,9,409,323,735,571,295,868,339,255,593,444,387,823,601,469,1070,19,13,32,75,98,175,24,16,43,3,4,6,22,24,47,316,269,585,65,46,107,124,87,207,21,13,33,83,49,128,14,22,33
Cocos (Keeling) Islands,90102,326,324,657,21,24,43,35,29,68,9,17,23,20,12,24,39,38,78,43,47,89,46,54,95,55,56,112,41,35,75,12,16,31,0,0,6,14,4,14,270,271,542,59,61,114,0,0,0,4,3,6,0,0,0,3,3,8,221,234,461,40,23,67,88,73,166,181,189,370,271,262,533,0,5,9,29,27,57,4,3,9,0,0,0,3,8,15,91,103,194,14,12,27,36,23,59,7,3,10,13,9,21,49,52,93
