sa3_name16,sa3_code16,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot
Sunshine Coast Hinterland,31606,0,0,9,20,29,36,96,72,10,12,10,9,11,0,7,324,0,0,6,4,0,3,3,5,0,5,0,4,0,0,3,35,0,0,0,0,0,8,11,6,3,0,0,3,4,0,7,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,239,525,797,336,351,479,429,30,42,37,42,26,12,103,3458,3,4,19,40,21,33,43,46,8,5,10,0,0,0,10,242,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,4,3,21,13,36,19,0,0,0,3,0,0,0,99,8,48,122,198,131,106,108,84,15,15,3,23,25,17,44,933,29,503,927,1452,1181,1082,1349,1066,141,141,115,137,98,83,324,8625
Nambour,31607,0,4,3,14,26,20,91,93,13,8,3,6,0,0,3,279,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,21,0,0,0,0,0,12,22,28,11,3,6,5,0,3,0,96,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,159,377,592,212,206,295,347,50,44,15,21,20,6,66,2431,0,0,7,29,16,23,33,25,3,4,0,0,3,7,0,156,0,0,0,0,5,0,3,3,0,0,0,0,0,0,3,23,0,0,0,3,11,14,35,25,0,0,0,0,0,0,0,90,4,21,78,137,83,85,91,93,24,13,11,18,16,15,36,716,24,353,661,1121,839,795,1078,1060,217,160,105,94,107,55,226,6885
Noosa Hinterland,31608,0,0,0,6,33,12,45,37,0,4,6,5,0,0,0,150,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,4,7,0,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,206,360,197,168,312,227,21,19,16,22,18,0,50,1691,0,0,4,18,15,19,37,27,3,0,3,3,6,0,3,137,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,14,0,0,4,0,3,3,26,14,3,0,0,0,0,0,0,53,3,18,65,84,58,56,66,25,6,6,12,12,3,0,12,430,11,193,394,658,576,539,766,484,53,43,55,57,56,11,109,4018
Charters Towers - Ayr - Ingham,31801,0,0,0,3,3,9,13,32,0,6,0,0,4,0,0,80,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,8,10,4,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,101,194,198,59,44,34,33,4,5,4,7,35,23,45,793,0,0,9,12,7,4,10,4,3,4,0,0,0,0,0,60,0,0,0,0,3,11,8,10,3,0,0,0,0,0,4,36,0,0,0,0,0,3,0,12,0,3,0,0,0,0,0,27,7,28,61,88,43,27,34,52,11,17,3,18,38,17,28,461,64,550,606,467,328,276,273,283,51,84,40,64,153,85,242,3566
Townsville,31802,0,4,20,26,57,77,318,369,44,32,18,20,39,9,15,1040,0,0,4,14,12,36,27,76,12,26,13,9,15,14,5,264,0,0,0,3,26,36,71,91,18,15,25,19,18,12,15,344,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,18,22,401,903,1419,634,578,692,736,125,132,97,96,87,63,169,6161,0,4,12,60,37,51,110,109,28,22,24,40,53,30,12,601,0,0,0,9,25,56,26,62,8,10,19,5,16,8,12,258,0,0,4,6,29,33,92,113,8,7,17,7,8,3,0,330,11,102,230,531,339,445,718,879,204,181,263,217,319,142,214,4790,66,988,1827,3032,2553,2828,3875,4989,975,932,891,875,929,544,886,26193
Bundaberg,31901,0,0,9,12,22,19,103,129,9,30,3,7,13,4,5,372,0,0,7,11,3,3,4,13,0,3,0,6,11,7,0,67,0,0,0,5,4,12,8,32,7,5,17,9,14,0,0,101,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8,8,16,11,0,0,3,0,0,3,0,4,50,25,375,649,1043,335,229,297,193,60,41,29,26,71,61,140,3579,0,0,5,30,22,12,42,18,10,3,3,7,5,0,6,173,0,0,0,0,8,26,21,21,7,7,10,6,3,3,9,119,0,0,0,0,7,5,27,25,0,3,0,3,4,0,3,89,3,59,141,210,106,100,116,142,23,36,29,60,104,71,133,1329,41,870,1247,1803,1205,1022,1199,1127,190,248,259,263,437,277,560,10751
Burnett,31902,0,0,10,3,11,9,28,35,4,0,11,5,0,0,0,116,0,0,0,3,0,0,0,11,0,7,3,3,4,0,0,36,0,0,0,0,3,3,5,4,0,0,0,0,5,0,3,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,155,370,505,138,96,69,30,0,8,3,13,7,0,92,1485,0,0,5,24,7,21,12,12,4,0,0,0,0,0,6,88,0,0,0,0,0,3,3,11,0,0,0,0,0,0,3,21,0,0,0,3,7,11,11,3,0,0,0,0,0,0,0,34,3,30,47,115,62,59,35,45,16,13,15,23,60,40,97,660,11,338,602,900,616,517,433,395,69,94,70,105,178,85,318,4741
Gympie - Cooloola,31903,0,0,3,15,26,13,57,43,9,9,7,0,6,3,3,196,0,0,3,0,0,3,0,0,6,0,0,0,6,0,0,27,0,0,0,0,3,3,9,13,0,0,6,0,4,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,205,441,611,193,165,151,139,12,8,28,5,13,4,77,2062,0,0,10,38,15,14,19,27,0,11,3,0,4,3,0,144,0,0,0,0,5,3,8,6,0,0,8,0,0,3,0,36,0,0,0,0,11,0,18,3,0,0,0,0,3,0,3,44,0,30,86,143,72,70,60,30,7,12,18,4,10,16,9,570,10,399,753,1148,794,598,644,511,80,88,114,41,85,40,188,5490
Hervey Bay,31904,0,0,6,11,30,29,105,82,0,9,12,3,9,0,11,312,0,3,8,5,3,4,6,17,14,3,0,8,0,0,0,77,0,0,0,0,4,7,16,23,9,6,0,5,7,4,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,19,382,781,1254,407,295,342,256,32,29,35,13,44,14,131,4033,0,3,12,33,13,17,23,20,6,0,0,3,0,3,4,158,0,0,0,0,14,3,3,11,0,0,3,3,0,0,0,36,0,0,0,0,5,6,20,22,3,3,0,0,0,0,0,61,0,66,128,293,125,78,106,136,25,22,21,18,20,10,43,1097,32,816,1301,2105,1255,1071,1290,1027,164,177,130,145,149,79,356,10086
The Gap - Enoggera,30404,0,0,3,13,53,83,180,176,32,41,15,7,17,6,9,639,0,0,7,15,11,22,12,13,0,3,3,0,0,0,0,97,0,0,0,0,7,6,25,48,6,10,3,11,6,0,4,127,0,0,0,14,5,0,3,3,0,0,0,0,0,0,0,34,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,17,10,127,261,427,263,274,475,474,88,96,70,58,38,17,62,2747,0,3,3,29,20,33,52,43,21,18,10,12,26,13,9,297,0,0,0,3,33,18,10,3,0,0,0,0,0,0,7,67,0,0,0,0,16,20,16,17,0,0,0,3,0,0,0,73,4,31,42,162,133,219,312,268,60,46,47,59,46,30,48,1502,27,316,476,968,994,1321,1918,1784,368,348,293,277,237,145,258,9719
Brisbane Inner,30501,0,0,11,15,49,59,173,109,20,13,20,22,23,30,17,563,0,0,0,8,14,32,21,88,23,6,23,10,15,6,3,256,0,0,0,3,5,23,64,77,19,27,34,49,57,42,37,438,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,11,3,7,8,15,3,4,5,0,13,11,7,87,6,118,266,434,279,364,471,421,128,126,116,139,224,178,117,3388,0,3,13,49,38,48,80,91,29,42,43,62,97,92,18,704,0,0,0,7,230,95,44,58,23,32,49,25,33,10,16,627,0,0,0,0,18,16,31,27,3,0,3,3,4,3,0,114,10,59,79,217,201,467,724,913,261,391,515,715,1162,1032,604,7349,30,457,872,1245,1565,2337,3434,3960,1160,1454,1751,2226,3204,2859,1731,28294
Brisbane Inner - East,30502,0,0,4,17,33,33,94,114,14,11,18,9,11,5,8,373,0,0,3,7,8,9,5,19,5,4,0,7,0,3,0,77,0,0,0,0,9,16,34,18,8,8,3,12,14,8,10,142,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,7,0,0,3,0,0,0,3,19,3,49,114,236,195,255,466,388,99,104,82,62,67,42,59,2217,0,0,0,13,15,25,52,46,22,11,3,17,8,9,7,236,0,0,0,0,57,19,7,7,10,4,4,7,3,0,0,121,0,0,0,3,7,10,15,15,0,4,0,0,5,0,0,59,0,27,57,120,124,216,250,289,77,92,90,112,125,116,61,1764,13,168,313,642,845,1141,1643,1655,431,432,420,451,482,335,292,9268
Brisbane Inner - North,30503,0,0,3,31,43,64,212,147,31,14,14,13,14,16,13,611,0,7,9,17,21,28,32,43,10,18,14,16,19,26,3,257,0,0,0,5,7,22,64,86,4,11,16,19,24,23,14,301,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,19,0,0,0,5,3,4,4,5,0,5,0,3,7,0,3,37,10,101,272,505,367,417,689,509,148,142,93,126,101,55,98,3636,0,3,10,53,36,58,117,88,29,20,32,29,17,29,14,538,0,0,0,7,72,37,13,31,11,21,15,23,37,27,7,301,0,0,3,4,17,14,55,25,0,6,7,4,4,3,0,133,8,45,71,254,230,389,580,825,190,293,405,445,503,381,192,4812,42,406,752,1394,1622,2278,3419,3947,904,1192,1349,1632,1757,1189,727,22611
Brisbane Inner - West,30504,0,0,13,25,53,68,172,105,15,10,13,16,19,9,3,525,0,0,0,9,9,16,10,16,4,3,20,6,4,3,3,103,0,0,4,3,8,14,32,29,0,4,7,8,11,11,9,148,0,0,6,11,0,0,0,3,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,15,6,91,219,381,266,398,496,364,93,64,68,63,67,50,66,2689,0,4,16,37,26,64,102,72,14,24,23,22,38,39,12,495,0,0,0,4,28,12,6,10,3,4,3,13,8,3,3,93,0,0,0,3,20,4,44,22,3,0,0,3,0,3,0,113,5,44,59,159,159,231,341,328,94,140,154,158,184,133,68,2253,25,286,508,962,1103,1469,2081,1863,458,527,618,771,865,647,383,12568
Sunnybank,30306,0,0,6,8,52,40,197,77,16,34,6,6,25,8,9,495,0,0,12,15,16,24,51,41,16,13,20,9,16,8,4,235,0,0,0,0,3,15,28,29,3,10,5,6,0,0,8,121,0,0,0,20,8,5,0,0,0,0,0,0,0,0,0,44,0,0,0,3,3,5,4,0,4,0,0,0,0,0,0,23,7,91,159,261,151,117,111,69,4,21,11,12,16,10,32,1056,0,3,0,19,5,12,23,20,5,4,3,4,5,3,0,98,0,0,0,11,327,242,91,95,15,21,27,14,16,11,23,900,0,0,0,0,5,20,66,48,0,3,0,0,3,0,3,154,4,31,64,231,310,1199,1544,787,231,199,336,303,339,191,269,6047,24,297,447,886,1565,3596,5568,5394,1091,1205,1559,1568,1525,958,989,26671
Centenary,30401,0,0,0,13,53,50,280,161,16,22,25,4,3,0,10,643,0,3,5,22,21,144,89,91,5,6,11,8,0,0,3,412,0,0,0,0,15,16,18,10,4,0,3,9,4,4,0,76,0,0,0,9,0,5,3,3,0,0,0,0,0,0,0,20,0,0,0,3,0,6,4,0,0,0,0,0,0,0,0,14,3,83,202,373,245,244,269,194,23,64,37,20,11,0,62,1850,0,0,8,24,8,28,36,26,3,9,5,4,9,3,3,164,0,0,0,17,340,182,62,35,5,3,13,6,10,3,19,687,0,0,0,3,13,17,67,25,4,3,4,0,0,0,4,143,3,23,40,163,169,353,323,205,27,48,45,41,28,18,53,1526,12,259,410,871,1434,2152,2265,1592,261,292,259,195,173,95,280,10559
Kenmore - Brookfield - Moggill,30402,0,3,9,15,89,136,654,484,49,78,37,36,28,15,21,1661,0,0,14,13,26,90,67,56,4,14,10,0,0,3,3,303,0,0,0,3,8,9,23,16,0,0,4,6,4,0,0,80,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,5,6,5,0,0,0,0,0,0,0,15,14,125,301,537,391,369,776,678,131,104,75,69,53,27,98,3739,0,0,15,41,43,40,127,63,27,14,15,26,20,17,11,464,0,0,0,11,44,14,10,3,0,0,3,3,3,5,3,105,0,0,0,3,28,35,126,62,10,5,6,7,0,3,0,284,6,40,82,182,184,293,413,310,52,83,62,48,37,26,46,1865,40,352,588,1210,1390,1857,3329,2675,488,478,390,363,287,220,307,13967
Sherwood - Indooroopilly,30403,0,0,6,17,63,74,202,107,30,23,16,23,19,16,3,605,0,3,11,11,13,27,35,46,7,20,13,24,21,26,3,259,0,0,4,4,4,17,21,27,3,8,14,10,27,15,9,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,3,0,21,13,83,168,309,211,245,404,321,57,89,48,64,59,49,46,2172,0,3,15,45,26,43,102,57,21,31,38,39,47,48,19,531,0,0,0,14,78,51,25,49,30,39,39,50,58,52,5,492,0,0,0,3,15,20,38,23,3,0,0,10,3,0,3,119,10,43,49,124,144,268,404,453,110,179,232,297,346,309,73,3030,30,259,370,792,1023,1458,2451,2475,676,914,1100,1520,2094,1817,483,17467
Cairns - North,30601,0,3,7,20,37,38,105,170,16,19,7,15,12,15,3,460,0,3,4,11,7,19,6,23,0,3,0,0,0,0,0,86,0,0,0,3,16,24,42,41,5,11,3,12,8,5,8,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,4,3,0,0,0,0,0,0,4,23,0,155,435,664,421,486,681,559,98,73,83,55,62,40,90,3897,0,0,7,37,32,53,48,50,17,13,13,12,10,11,11,313,0,0,0,0,10,7,3,11,4,3,0,0,6,0,0,50,0,0,3,4,7,13,16,26,0,0,0,0,0,0,0,77,6,43,117,287,243,289,341,322,82,96,73,78,97,61,74,2211,17,380,905,1475,1395,1683,2291,2139,402,429,353,326,313,221,352,12670
Cairns - South,30602,0,0,6,27,29,32,55,62,11,10,3,3,11,4,9,273,0,0,8,21,13,25,18,38,7,12,3,5,0,5,4,159,0,0,0,3,25,121,129,78,16,17,17,17,6,11,29,462,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,3,6,0,0,0,0,0,0,0,3,17,17,253,571,866,358,433,487,347,72,64,59,56,88,107,146,3928,0,0,8,51,30,48,56,48,11,23,16,12,10,11,11,331,0,0,0,4,30,23,23,61,5,15,6,18,14,6,7,214,0,0,0,4,14,10,39,37,3,6,3,5,3,0,0,123,8,74,205,486,548,653,779,942,264,240,322,250,246,199,268,5478,67,719,1335,2147,2201,2895,3519,3714,820,816,877,785,832,687,1036,22443
Innisfail - Cassowary Coast,30603,0,0,3,6,11,6,16,24,0,0,3,0,0,0,4,78,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,27,17,5,0,4,0,4,0,6,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,237,282,86,97,76,68,12,10,10,10,43,47,38,1128,0,6,3,24,4,8,8,4,0,4,0,3,0,3,0,70,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,9,0,0,0,3,5,4,6,3,0,0,0,0,0,0,0,27,5,45,72,116,81,112,84,67,15,18,27,24,32,33,45,779,54,446,607,618,450,510,428,625,75,114,128,168,269,180,238,4910
Port Douglas - Daintree,30604,0,0,0,9,18,3,15,6,0,3,0,5,0,0,3,71,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,12,0,0,0,0,4,9,13,20,4,3,3,3,3,4,0,62,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,139,222,137,115,145,137,15,22,25,26,46,18,49,1167,0,0,3,17,6,16,15,6,6,3,3,8,5,5,9,106,0,0,0,0,3,0,0,15,0,0,3,0,0,0,0,19,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,15,0,28,46,63,52,49,47,37,12,17,9,30,34,30,24,470,11,196,323,459,403,347,467,379,85,92,82,127,143,95,159,3374
Tablelands (East) - Kuranda,30605,0,0,8,11,13,5,33,27,5,3,7,3,3,0,0,128,0,0,4,3,0,3,0,9,4,0,0,0,0,0,0,16,0,0,0,0,0,13,13,16,0,0,0,0,7,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,14,3,169,326,457,152,152,139,90,3,15,14,13,39,40,59,1661,0,3,11,50,29,20,19,7,0,0,0,0,0,0,8,153,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,16,0,3,0,3,7,9,31,6,0,0,0,0,0,0,3,62,4,38,114,212,110,105,112,93,19,28,26,25,76,26,107,1089,30,528,949,1185,702,586,624,507,88,103,109,103,197,116,329,6163
Darling Downs (West) - Maranoa,30701,0,0,3,4,10,3,36,91,12,11,23,12,11,3,0,213,0,0,0,0,0,3,3,9,9,0,4,0,0,0,0,29,0,0,0,0,0,0,3,3,3,0,3,0,3,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,116,169,60,56,76,77,13,25,31,9,17,7,36,761,0,0,3,14,4,7,11,9,6,4,5,5,0,0,3,65,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,26,25,4,0,3,3,0,0,0,65,0,7,14,40,43,38,49,56,22,21,20,27,19,4,13,385,8,139,201,323,305,282,441,767,192,156,194,159,138,55,160,3527
Darling Downs - East,30702,0,0,7,9,11,8,45,77,7,20,0,0,0,0,4,190,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,11,0,0,0,3,3,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,152,227,81,60,58,36,5,5,3,5,3,6,41,771,0,0,8,14,7,4,6,12,5,0,0,0,0,3,0,66,0,0,0,0,0,0,7,7,0,4,0,4,0,0,0,18,0,0,0,0,6,0,32,11,0,0,3,0,3,0,0,62,3,13,36,57,37,18,55,124,15,29,24,21,32,9,31,509,11,162,284,406,340,269,379,639,126,204,146,114,77,53,142,3352
Granite Belt,30703,0,0,9,0,15,4,26,30,3,6,8,6,4,0,7,116,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,7,3,0,0,0,3,0,0,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,144,242,353,140,84,64,43,3,11,14,5,6,0,56,1173,0,0,6,25,5,9,13,17,0,0,3,7,0,3,3,94,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,15,0,0,0,3,11,3,13,11,0,0,0,0,0,0,0,42,0,20,44,116,53,54,45,85,13,31,11,23,20,15,32,561,21,355,506,691,542,371,426,384,63,107,95,75,87,41,209,3966
Central Highlands (Qld),30801,0,0,0,4,14,7,48,108,10,19,5,5,9,7,4,252,0,0,0,0,0,0,5,7,0,3,6,5,0,0,0,23,0,0,0,0,0,0,8,7,0,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,44,105,144,70,55,47,44,10,12,13,5,5,4,23,579,0,0,0,17,8,4,9,6,0,0,0,0,0,13,6,70,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,47,3,6,0,0,0,0,0,71,0,11,16,59,22,23,54,87,18,25,15,17,7,4,25,379,3,115,170,326,304,302,541,783,208,197,135,121,74,46,136,3465
Rockhampton,30803,0,0,12,15,33,23,151,226,14,17,22,23,11,6,10,545,0,3,4,7,0,6,11,96,26,75,12,0,13,6,7,271,0,0,0,0,5,16,27,38,4,7,7,6,8,4,11,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,13,241,471,684,288,198,246,208,31,42,29,28,52,27,109,2663,0,3,8,42,19,29,39,46,11,6,4,12,6,0,9,234,0,0,0,0,5,14,50,232,5,7,10,6,15,4,17,359,0,0,3,3,19,10,22,81,6,11,5,3,6,0,0,166,3,40,82,205,105,142,214,448,79,87,98,51,65,45,64,1724,33,515,801,1349,1115,1039,1480,2386,382,566,423,341,379,209,476,11483
Biloela,30804,0,0,0,0,4,0,16,18,3,7,3,0,0,0,0,57,0,0,0,0,0,3,0,7,3,30,0,0,0,0,0,46,0,0,0,0,6,0,3,0,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,75,20,13,13,18,7,6,3,0,3,3,12,228,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,65,3,3,0,0,3,3,3,90,0,0,0,0,4,0,6,8,3,0,5,0,0,0,0,28,0,0,7,13,10,14,25,72,14,26,13,8,12,3,5,230,3,48,72,141,114,94,148,295,62,117,73,37,67,35,45,1352
Gladstone,30805,0,0,0,7,15,34,154,290,61,50,27,33,10,10,18,717,0,0,0,0,0,3,4,34,4,18,0,0,0,3,3,68,0,0,0,0,4,12,17,42,11,3,7,4,9,6,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,105,310,514,238,141,174,146,38,55,47,37,35,10,46,1899,0,0,7,28,12,8,21,26,20,24,11,17,5,3,5,179,0,0,0,0,7,11,7,0,3,0,0,3,0,0,3,40,0,0,3,0,12,0,31,33,3,15,3,8,7,6,0,115,5,23,68,141,117,116,142,212,61,48,44,35,35,19,14,1087,20,256,550,984,957,836,1201,1815,497,557,466,397,316,160,263,9277
Broadbeach - Burleigh,30901,0,0,14,21,49,56,174,123,16,10,16,13,8,4,6,505,0,0,9,5,3,5,0,0,0,0,0,0,3,0,3,38,0,0,0,0,5,14,40,53,16,9,11,10,21,9,7,199,0,0,3,17,5,8,3,0,0,0,0,0,0,0,0,43,0,0,0,6,6,12,5,3,0,0,0,0,0,0,0,39,26,251,495,663,376,392,462,435,65,94,80,56,90,40,118,3649,0,9,0,26,34,40,52,56,12,15,11,18,10,12,9,314,0,0,0,3,31,15,4,9,3,4,7,0,3,0,3,74,0,0,0,0,18,5,23,11,6,0,0,0,0,0,0,61,5,112,152,325,251,275,384,355,81,87,181,205,216,130,111,2873,52,816,1202,1649,1737,2068,2765,2315,471,502,570,571,570,368,627,16286
Coolangatta,30902,0,3,10,18,45,40,103,86,13,15,11,7,11,3,11,363,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,14,11,29,3,5,8,8,7,3,3,89,0,0,0,10,3,5,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,20,265,499,692,281,294,353,332,36,42,40,39,38,24,116,3065,0,3,3,36,28,43,71,52,11,8,15,12,16,12,11,326,0,0,0,0,4,4,0,0,0,3,0,8,0,0,0,27,0,0,3,0,8,9,8,3,0,0,0,0,0,0,3,27,5,46,75,179,118,101,184,186,33,52,40,48,70,36,59,1233,48,618,907,1320,1108,1193,1632,1351,225,246,231,222,252,163,400,9908
