sa3_name16,sa3_code16,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total
Creswick - Daylesford - Ballan,20102,4737,2430,2057,3238,4227,4360,3437,1446,609,26537,0,5,4,7,4,0,5,3,0,38,3,0,4,10,8,20,15,3,0,72,149,170,164,132,136,189,128,71,42,1174,0,3,5,3,4,6,8,4,0,39,0,0,0,0,4,4,0,0,0,11,3,0,0,4,0,0,0,0,0,10,0,0,0,6,0,3,0,0,0,12,4,0,3,3,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,159,182,178,156,161,224,152,84,45,1339,164,188,178,166,172,226,158,88,48,1381,6,20,23,9,18,4,7,4,0,89,4911,2633,2255,3413,4413,4591,3600,1535,658,28003
Maryborough - Pyrenees,20103,4000,2247,1895,2512,3358,3938,3580,1753,658,23942,3,11,3,7,8,8,9,0,4,45,0,0,6,0,9,11,6,0,0,31,82,124,112,98,83,93,96,37,27,750,0,4,0,3,7,11,3,0,0,21,6,0,0,4,0,6,0,3,0,22,3,0,3,6,3,3,3,0,0,22,0,0,0,0,0,0,0,4,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,87,136,120,109,95,127,116,47,30,874,92,139,122,118,104,136,122,51,36,921,4,9,3,5,6,11,7,0,0,46,4096,2398,2016,2634,3465,4088,3711,1804,692,24901
Bendigo,20201,17637,12196,11693,10751,11027,10677,8057,4841,2363,89225,24,14,15,7,11,9,8,3,4,99,8,41,34,14,29,33,29,14,0,216,370,853,581,345,318,338,224,145,123,3297,10,8,12,10,16,19,21,4,0,93,0,12,11,8,9,31,11,3,0,81,0,5,11,9,16,16,3,6,0,63,0,4,4,0,6,6,16,0,0,39,0,4,3,0,3,3,3,0,0,20,0,3,3,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,393,939,657,382,396,434,311,181,129,3816,413,952,671,391,402,447,315,186,137,3913,34,107,62,25,28,52,31,11,3,357,18084,13250,12425,11169,11461,11170,8400,5034,2499,93500
Heathcote - Castlemaine - Kyneton,20202,8004,4259,3633,5479,6893,7001,5622,2644,1080,44628,10,3,3,3,10,5,13,5,6,52,4,9,8,12,13,20,19,4,3,90,118,279,185,164,154,203,229,105,47,1487,4,3,6,5,11,10,10,0,0,45,7,3,10,9,4,5,8,0,3,45,0,0,3,0,5,9,8,3,0,24,0,0,0,3,3,3,3,7,0,25,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,136,293,212,192,194,249,268,124,57,1730,140,296,213,196,198,256,280,131,66,1779,9,41,34,18,23,14,7,9,3,155,8155,4594,3881,5696,7114,7273,5915,2788,1148,46561
Loddon - Elmore,20203,1908,980,741,1148,1604,1875,1449,719,287,10715,7,3,8,0,5,9,3,0,0,33,3,4,4,3,3,9,9,0,0,37,29,49,48,33,33,57,46,16,9,327,0,0,0,0,0,3,11,4,0,20,0,0,0,3,0,0,6,0,0,10,0,0,0,0,4,0,4,0,0,15,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,57,52,37,46,70,81,23,9,422,48,64,62,40,47,77,82,23,9,450,6,4,10,0,6,3,4,0,0,30,1956,1048,810,1189,1663,1957,1538,745,297,11200
Barwon - West,20301,4178,1965,1760,2587,2709,2400,1627,643,251,18115,3,0,0,0,0,3,0,0,3,15,3,3,3,4,4,7,6,0,0,24,73,80,63,43,38,53,37,25,22,433,4,0,6,3,3,4,8,0,0,27,6,0,0,3,0,0,0,0,0,17,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,76,60,41,62,55,24,22,518,89,88,72,62,48,68,55,26,23,529,7,12,9,5,10,4,6,0,0,47,4271,2070,1840,2648,2763,2465,1686,670,276,18688
Geelong,20302,32804,24349,24119,22775,23323,20962,15996,9648,4891,178883,25,37,27,14,19,16,22,13,13,182,15,67,34,24,31,30,18,6,3,217,570,1288,921,583,542,508,426,283,232,5349,7,33,20,34,26,45,30,3,0,204,6,16,17,8,19,10,13,3,0,88,3,10,7,9,11,14,9,0,0,70,0,13,7,10,10,14,13,0,0,68,3,3,7,3,3,3,0,0,0,18,3,0,11,8,5,10,0,0,0,33,0,0,0,0,0,0,0,0,0,0,603,1429,1013,674,638,632,518,299,236,6045,627,1460,1042,687,654,651,540,314,249,6230,88,222,155,111,110,165,87,27,10,975,33524,26026,25319,23575,24088,21778,16630,9992,5158,186087
Surf Coast - Bellarine Peninsula,20303,13389,6221,6363,8688,8791,9283,7816,3940,1727,66202,11,14,3,6,3,8,3,5,5,69,16,8,19,8,21,22,17,6,0,119,295,337,389,290,310,403,362,140,41,2571,12,9,21,17,10,21,20,4,5,112,3,3,8,7,6,6,25,4,0,58,0,3,3,0,12,7,15,0,0,41,3,3,0,3,7,10,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,339,360,438,333,364,466,438,162,45,2951,356,376,446,342,364,481,441,169,48,3017,42,51,49,42,54,41,32,4,5,311,13781,6649,6850,9071,9212,9800,8286,4114,1783,69538
Upper Goulburn Valley,20401,8879,5343,4697,5536,6981,7659,6465,3204,1284,50056,21,22,6,13,4,4,12,12,6,95,43,78,40,38,40,33,21,8,7,303,720,729,581,530,513,464,385,131,58,4103,56,105,104,60,73,47,15,4,0,470,34,38,35,30,18,34,11,6,0,210,26,40,16,21,17,14,5,4,0,150,5,5,14,13,9,24,16,3,0,95,0,14,12,0,3,0,3,0,0,32,0,0,0,3,3,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,878,1011,798,704,674,622,462,155,61,5372,899,1036,809,711,681,626,472,164,70,5473,47,203,170,66,39,25,23,7,0,588,9824,6584,5672,6321,7696,8313,6962,3382,1353,56117
Wangaratta - Benalla,20402,7715,4377,3902,4814,5978,6463,5290,3034,1537,43118,5,14,7,3,4,10,7,12,7,68,14,23,27,18,27,36,18,5,3,182,186,283,233,178,177,206,159,88,67,1581,7,6,13,11,15,20,7,0,0,76,4,0,4,9,6,9,8,0,0,42,0,0,7,0,3,5,4,0,0,22,0,0,3,4,0,7,9,7,0,28,0,3,0,0,0,0,0,0,0,3,0,5,3,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,222,325,282,218,235,287,210,103,72,1953,223,334,288,219,241,297,219,118,77,2023,5,36,15,9,17,16,15,4,4,120,7943,4747,4211,5040,6232,6781,5525,3157,1619,45257
Wodonga - Alpine,20403,12909,7575,7285,7878,9101,9089,6641,3395,1462,65327,7,11,16,16,10,17,11,12,3,107,248,266,240,209,216,200,112,37,19,1550,1097,857,780,849,776,675,481,128,74,5710,217,183,194,181,124,90,51,5,0,1044,97,174,162,114,87,66,43,12,0,761,18,44,62,31,49,46,19,0,0,266,28,13,34,6,28,23,11,0,0,141,28,27,36,9,4,3,0,0,0,106,8,19,24,16,15,7,5,0,0,89,0,0,0,0,0,0,0,0,0,0,1734,1581,1521,1416,1303,1116,715,183,95,9665,1741,1596,1539,1431,1313,1131,725,192,98,9771,28,150,155,56,39,46,31,12,3,519,14676,9321,8974,9358,10450,10263,7397,3601,1561,75609
Baw Baw,20501,9050,5234,4964,5224,6192,6285,5110,2676,1038,45777,12,11,7,3,6,3,13,8,0,60,0,0,5,0,7,0,16,0,0,32,185,283,253,119,181,145,115,84,41,1396,7,4,14,10,13,12,10,0,0,69,10,0,0,9,0,3,0,0,0,28,6,3,3,3,3,4,0,0,0,33,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,209,292,271,151,215,177,146,88,43,1578,218,306,282,152,219,178,152,87,38,1641,23,67,70,22,19,21,14,6,0,239,9294,5609,5309,5393,6431,6484,5279,2772,1080,47652
Gippsland - East,20502,6946,3751,3567,4026,5381,6536,6463,3429,1295,41392,4,8,9,3,12,14,12,5,4,75,3,5,13,7,13,34,26,12,0,121,181,247,243,224,247,385,323,131,50,2020,0,0,16,7,5,16,14,3,0,71,0,0,0,0,9,15,14,0,0,46,6,4,7,3,5,5,9,0,0,46,7,0,0,3,8,7,17,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,194,267,271,251,288,467,403,153,57,2354,194,277,277,258,306,485,416,157,56,2432,16,37,42,15,20,15,13,7,10,176,7162,4064,3887,4299,5707,7032,6896,3590,1362,44002
Gippsland - South West,20503,10150,5082,5059,6003,7722,8760,8124,4141,1814,56852,9,9,10,7,8,9,11,15,9,88,13,10,8,7,17,13,20,5,0,90,247,331,355,234,298,435,414,147,88,2547,7,12,13,8,18,27,16,4,0,100,3,3,3,3,3,7,7,4,0,30,13,3,11,4,0,10,4,0,0,46,0,3,3,3,9,8,3,6,0,33,0,3,4,0,0,3,0,0,0,8,0,0,6,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,282,357,402,268,344,494,476,164,94,2867,287,372,411,273,353,503,484,182,95,2961,57,55,31,29,30,38,19,10,4,272,10495,5504,5494,6311,8108,9304,8632,4325,1910,60082
Latrobe Valley,20504,12848,8553,8467,7915,9173,9360,6822,3922,1671,68738,15,15,6,6,13,5,10,5,3,95,6,6,14,10,22,13,13,3,0,84,306,582,478,276,258,262,185,152,101,2605,10,14,15,6,15,9,6,0,0,81,0,0,0,5,3,13,0,4,0,27,0,3,3,3,4,3,7,0,0,31,0,3,0,0,4,3,4,0,0,12,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,317,610,521,305,308,313,219,164,106,2860,337,629,528,318,319,315,231,172,105,2953,10,43,25,9,18,25,18,3,3,154,13198,9222,9012,8250,9517,9704,7069,4096,1785,71848
Wellington,20505,7430,4309,4526,4643,5329,5961,4486,2294,967,39943,14,10,4,5,9,12,11,8,0,69,3,12,41,8,18,19,14,4,0,124,134,245,253,161,178,217,140,87,36,1463,3,17,42,11,11,16,5,0,0,104,0,3,4,4,0,0,4,0,0,20,0,3,13,4,9,10,9,4,0,51,0,0,0,3,3,7,3,3,0,25,0,0,0,0,0,0,0,0,0,7,0,0,11,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,146,287,369,187,228,270,183,95,44,1808,155,299,377,193,237,281,187,107,44,1872,15,66,47,19,13,12,6,0,0,168,7605,4673,4945,4858,5584,6248,4681,2396,1007,41986
Brunswick - Coburg,20601,11611,10709,20152,13644,9817,7087,4563,3470,1578,82632,12,6,8,12,6,6,15,5,4,78,11,21,23,19,8,23,20,0,3,121,162,300,466,221,232,194,145,137,83,1946,4,12,15,8,8,14,4,4,0,70,0,9,19,6,4,8,7,0,0,48,3,5,13,0,11,15,17,3,0,62,0,7,3,0,3,6,3,3,0,31,0,3,3,3,0,0,0,0,0,9,0,3,6,0,3,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,182,350,538,263,268,265,205,155,81,2311,197,359,553,273,278,267,216,157,84,2387,57,226,243,73,78,90,52,9,6,848,11864,11294,20947,13987,10175,7451,4833,3640,1665,85865
Darebin - South,20602,8195,5426,9961,8475,7048,4605,2808,2284,1005,49807,3,5,10,4,3,10,6,4,7,46,0,9,16,6,3,9,16,3,0,62,116,174,295,150,140,121,75,53,24,1150,4,5,7,0,4,6,3,0,0,33,0,0,4,0,0,0,3,3,0,13,3,3,3,0,0,8,10,0,0,24,0,4,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,126,195,335,165,155,150,107,54,29,1309,130,203,341,165,155,155,107,61,31,1361,19,98,81,35,37,46,27,7,0,349,8342,5728,10379,8672,7234,4809,2950,2350,1038,51511
Essendon,20603,10728,8418,12012,9341,8719,6846,4022,2444,1405,63932,10,3,20,4,4,5,8,10,0,70,0,10,14,14,17,9,10,0,0,84,136,249,380,203,148,98,97,68,27,1414,0,9,19,18,23,15,19,0,0,101,0,13,5,10,5,11,8,4,3,61,0,13,10,12,4,7,3,0,0,63,0,0,0,0,0,9,0,0,0,14,4,0,4,0,0,0,0,0,0,7,0,0,7,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,150,296,443,260,206,159,146,71,38,1760,156,302,454,264,211,163,153,84,34,1826,38,151,131,77,76,103,67,12,3,647,10926,8865,12604,9683,9007,7114,4242,2538,1443,66415
Melbourne City,20604,8555,39083,42639,15397,9351,7317,4932,2107,1190,130571,10,85,36,17,11,7,4,0,3,171,140,487,1244,1476,1733,1204,454,93,12,6842,741,2010,2234,1482,1365,1251,803,423,216,10524,120,291,529,579,854,654,262,56,3,3354,73,167,257,322,436,361,156,39,4,1820,62,210,304,394,511,390,201,43,3,2116,59,201,87,168,211,262,149,30,3,1177,3,47,33,30,26,34,21,0,0,181,3,38,113,109,108,79,38,0,0,491,0,6,0,0,0,0,0,0,0,10,1207,3454,4793,4568,5244,4234,2083,689,242,26513,1219,3531,4830,4586,5252,4238,2089,685,248,26686,786,4823,4045,2040,2278,1651,510,154,23,16312,10555,47439,51511,22020,16886,13213,7527,2954,1460,173561
Port Phillip,20605,11419,8971,24935,17200,12812,9561,6473,2990,1328,95686,0,9,17,6,5,8,4,3,4,63,21,34,99,135,140,113,43,10,3,600,248,434,740,477,420,345,252,101,44,3064,12,34,85,60,94,64,39,11,3,405,3,6,25,37,23,40,20,4,0,164,4,20,24,17,40,55,20,16,0,197,0,13,16,13,23,35,5,4,0,112,0,8,4,0,8,0,0,0,0,16,0,4,10,6,7,9,0,0,0,36,0,0,0,0,0,0,0,0,0,0,298,547,992,749,752,659,390,142,52,4596,300,556,1007,762,761,670,396,146,57,4650,210,716,722,361,329,276,99,26,9,2737,11926,10244,26661,18319,13901,10504,6970,3157,1393,103075
Boroondara,20701,28119,24350,21403,19899,23193,18073,12990,7503,4535,160051,7,17,11,12,11,10,8,6,10,88,19,36,51,48,46,44,36,20,0,285,393,617,715,396,357,405,335,275,153,3652,13,28,35,32,37,31,27,0,5,201,5,14,16,7,14,18,16,4,0,96,0,12,14,15,15,14,16,7,0,92,3,9,5,4,4,15,13,0,0,58,5,7,0,0,0,0,3,0,0,21,0,10,5,4,3,5,8,6,0,42,0,3,0,0,0,0,0,0,0,3,442,736,846,498,483,530,444,314,165,4455,450,748,854,513,496,540,452,323,179,4546,310,775,371,288,396,462,295,92,8,2994,28876,25875,22631,20693,24082,19069,13725,7923,4724,167594
Manningham - West,20702,13843,10760,10372,10788,12051,10487,9219,6902,2845,87279,4,7,7,5,0,9,11,12,5,55,3,3,7,8,11,15,6,3,3,70,172,209,315,180,170,177,154,147,102,1618,3,14,14,0,10,16,7,0,0,64,0,3,3,0,3,0,3,0,0,15,9,0,0,8,3,0,3,0,0,22,0,3,3,0,3,0,5,0,0,13,0,0,0,0,4,0,0,0,0,3,0,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,184,232,349,208,196,219,181,157,105,1829,190,240,354,211,201,221,189,166,108,1888,202,179,185,198,307,438,219,63,11,1802,14232,11185,10917,11196,12562,11149,9630,7127,2969,90968
Whitehorse - West,20703,16131,16042,14417,12482,12898,10294,7345,5590,3070,98272,8,18,14,11,5,9,4,9,9,77,10,17,27,11,26,25,16,3,3,128,208,490,460,249,212,250,219,200,167,2459,3,12,11,7,16,19,11,3,0,84,0,6,0,4,4,14,12,9,0,44,0,4,3,0,0,3,7,0,0,21,0,18,11,7,3,4,3,0,0,38,0,10,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,227,556,510,280,263,318,261,210,166,2802,232,574,526,292,273,327,268,225,177,2877,199,584,330,216,280,468,218,51,3,2360,16559,17204,15274,12993,13457,11088,7831,5862,3246,103512
Bayside,20801,17934,10735,7575,11868,15168,11970,8962,4847,3385,92449,5,7,3,0,8,10,4,11,8,52,11,6,19,14,19,29,26,9,3,144,223,270,307,213,196,252,201,150,131,1939,11,8,14,11,14,9,18,8,3,99,0,7,6,3,4,10,11,4,0,48,0,6,3,7,12,8,10,3,3,42,0,0,3,0,6,3,3,4,0,25,0,0,0,0,3,3,0,0,0,15,0,0,3,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,247,304,354,253,258,313,273,185,147,2325,249,308,357,255,265,324,275,193,152,2384,154,215,107,129,112,120,68,28,4,943,18344,11261,8040,12248,15546,12412,9309,5070,3542,95772
Darebin - North,20902,14725,12124,17284,13540,11433,8509,6160,5067,2484,91324,6,38,14,6,8,14,17,7,0,114,4,49,18,13,11,22,6,3,0,131,193,568,480,303,256,217,176,143,76,2413,0,8,16,7,12,10,8,0,0,67,0,3,13,0,10,3,3,3,0,35,0,9,5,3,0,9,8,0,0,26,0,24,3,3,4,3,0,0,0,40,0,5,0,0,0,0,0,0,0,6,0,0,3,3,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,201,666,534,338,293,255,208,154,85,2733,205,707,547,343,302,273,221,161,83,2851,60,461,224,95,149,226,82,16,4,1324,14992,13288,18061,13980,11888,9008,6469,5237,2574,95492
Nillumbik - Kinglake,20903,12555,8675,5658,8312,10367,8896,5249,1874,662,62249,8,8,0,5,5,5,3,4,0,44,4,3,8,6,4,14,9,3,4,50,146,197,229,109,96,113,97,48,28,1054,0,5,8,5,4,6,9,0,0,41,0,0,6,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,15,3,0,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,151,206,249,128,105,138,124,59,33,1194,162,215,250,130,111,143,132,62,41,1235,43,64,30,26,25,52,28,10,3,281,12760,8953,5940,8466,10503,9085,5410,1941,703,63770
Stonnington - West,20606,5605,7620,17355,8326,6211,5284,4493,2771,1233,58890,7,8,4,8,3,7,5,3,0,41,11,30,110,80,88,54,30,8,3,433,144,299,473,284,231,208,185,89,45,1963,3,10,48,23,33,28,9,3,0,154,0,9,29,7,21,18,8,3,0,101,3,4,25,17,22,28,23,0,0,130,0,3,6,5,5,14,7,3,0,38,3,3,3,0,4,0,0,0,0,10,0,5,5,8,4,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,161,373,711,427,405,362,263,104,55,2861,170,380,714,436,406,371,270,111,53,2903,87,279,386,160,165,148,105,25,3,1355,5863,8278,18457,8918,6782,5801,4864,2906,1286,63153
Yarra,20607,9484,9322,25219,13433,9435,7353,5010,2612,1016,82889,9,3,23,3,7,5,8,3,4,56,11,33,46,61,73,57,47,12,3,337,207,489,969,512,399,406,403,255,103,3744,6,14,27,18,39,26,22,9,0,152,0,17,31,5,11,17,12,6,3,100,3,6,23,14,12,17,21,6,0,110,0,0,6,7,8,14,13,3,0,49,20,0,0,0,0,3,3,0,0,27,4,16,10,3,18,11,3,0,0,67,0,0,0,0,0,0,0,0,0,0,248,574,1117,614,566,550,527,288,111,4588,256,574,1136,624,567,553,533,289,108,4645,86,405,411,110,106,104,64,17,3,1312,9831,10304,26768,14166,10109,8009,5611,2921,1124,88847
Whittlesea - Wallan,20904,45308,26321,35000,30960,26077,20584,13832,7191,2297,207568,31,40,34,14,16,22,20,14,0,189,13,16,15,30,20,19,13,10,4,138,593,721,906,581,469,441,355,284,143,4493,15,17,23,15,9,16,7,3,0,104,0,3,0,4,3,6,11,0,0,30,5,9,5,4,15,9,3,0,0,58,0,3,0,0,6,3,6,0,0,21,0,0,0,0,3,4,0,0,0,8,0,0,3,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,618,774,960,631,528,502,401,298,150,4854,653,808,990,649,548,520,415,311,152,5044,115,201,231,118,233,621,356,50,3,1920,46073,27327,36224,31729,26855,21722,14598,7550,2455,214528
Keilor,21001,9854,6378,6615,7676,7838,6349,5904,4083,1608,56306,3,3,10,7,10,3,5,3,4,43,0,0,9,0,13,15,0,3,0,37,150,169,210,184,155,116,108,97,46,1228,3,3,4,3,11,6,6,3,0,42,0,0,3,0,0,5,0,0,0,15,0,0,4,3,3,3,3,3,0,20,0,0,0,3,3,0,3,0,0,15,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,160,173,234,192,184,139,127,102,46,1367,162,179,242,200,192,145,127,110,51,1403,42,49,52,35,40,73,44,14,0,359,10059,6608,6909,7914,8070,6564,6077,4207,1662,58068
Macedon Ranges,21002,6186,3181,2477,3869,4462,3754,2746,1013,375,28063,3,4,0,0,0,3,5,0,0,16,0,4,10,18,5,10,12,0,0,66,67,101,99,64,83,53,77,34,9,580,0,9,3,3,10,9,3,0,3,33,0,0,0,0,4,8,6,0,0,18,0,0,0,5,0,9,3,0,0,18,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,66,120,118,89,104,84,97,35,14,731,72,122,118,90,104,90,107,34,14,751,6,27,8,13,8,9,8,0,0,82,6265,3335,2600,3967,4576,3856,2859,1047,389,28898
Glen Eira,20802,26525,18108,22400,20531,19270,15156,10420,6424,4096,142942,21,9,20,14,6,9,12,16,10,127,8,13,17,27,13,23,34,7,0,137,306,404,580,335,298,323,250,212,188,2906,5,13,14,8,6,11,19,0,0,83,0,12,10,3,3,11,3,0,0,36,3,5,12,8,3,4,8,4,0,52,0,4,6,0,0,7,3,4,0,22,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,317,453,632,379,336,383,328,236,192,3255,339,462,659,394,341,399,337,246,208,3381,132,530,257,143,235,362,205,51,14,1930,26995,19105,23311,21069,19847,15915,10971,6723,4316,148252
