sa3_name16,sa3_code16,vfdif_sa2_nt_indst_nsp,vfdif_sa2_nt_totm,vfdif_sa2_nt_totf,vfdif_sa2_nt_totp,vfdif_sa2_act_indig_m,vfdif_sa2_act_indig_f,vfdif_sa2_act_indig_p,vfdif_sa2_act_nonind_m,vfdif_sa2_act_nonind_f,vfdif_sa2_act_nonind_p,vfdif_sa2_act_indst_nsm,vfdif_sa2_act_indst_nsf,vfdif_sa2_act_indst_nsp,vfdif_sa2_act_totm,vfdif_sa2_act_totf,vfdif_sa2_act_totp,vfdif_sa2_ot_indig_m,vfdif_sa2_ot_indig_f,vfdif_sa2_ot_indig_p,vfdif_sa2_ot_nonind_m,vfdif_sa2_ot_nonind_f,vfdif_sa2_ot_nonind_p,vfdif_sa2_ot_indst_nsm,vfdif_sa2_ot_indst_nsf,vfdif_sa2_ot_indst_nsp,vfdif_sa2_ot_totm,vfdif_sa2_ot_totf,vfdif_sa2_ot_totp,vfdif_sa2_t_indig_m,vfdif_sa2_t_indig_f,vfdif_sa2_t_indig_p,vfdif_sa2_t_nonind_m,vfdif_sa2_t_nonind_f,vfdif_sa2_t_nonind_p,vfdif_sa2_t_indst_nsm,vfdif_sa2_t_indst_nsf,vfdif_sa2_t_indst_nsp,vfdif_sa2_t_totm,vfdif_sa2_t_totf,vfdif_sa2_t_totp,vis_tot_vis_indig_m,vis_tot_vis_indig_f,vis_tot_vis_indig_p,vis_tot_vis_nonind_m,vis_tot_vis_nonind_f,vis_tot_vis_nonind_p,vis_tot_vis_indigstat_nsm,vis_tot_vis_indigstat_nsf,vis_tot_vis_indigstat_nsp,vis_tot_visitors_totm,vis_tot_visitors_totf,vis_tot_visitors_totp,lsah_eng_onl_indig_m,lsah_eng_onl_indig_f,lsah_eng_onl_indig_p,lsah_eng_onl_nonind_m,lsah_eng_onl_nonind_f,lsah_eng_onl_nonind_p,lsah_eng_on_ind_sta_nsm,lsah_eng_on_ind_sta_nsf,lsah_eng_on_ind_sta_nsp,lsah_eng_only_totm,lsah_eng_only_totf,lsah_eng_only_totp,lsah_aus_ind_lang_ind_m,lsah_aus_ind_lang_ind_f,lsah_aus_ind_lang_ind_p,lsah_aus_ind_lan_no_ind_m,lsah_aus_ind_lan_no_ind_f,lsah_aus_ind_lan_no_ind_p,lsh_aus_ind_lan_indst_nsm,lsh_aus_ind_lan_indst_nsf,lsh_aus_ind_lan_indst_nsp,lsh_austn_indig_lang_totm,lsh_austn_indig_lang_totf,lsh_austn_indig_lang_totp,saindl_se_nw_na_in_m,saindl_se_nw_na_in_f,saindl_se_nw_na_in_p,saindl_se_nw_na_no_in_m,saindl_se_nw_na_no_in_f,saindl_se_nw_na_no_in_p,saindl_se_nw_na_in_st_nsm,saindl_se_nw_na_in_st_nsf,saindl_se_nw_na_in_st_nsp,saindl_se_nw_na_totm,saindl_se_nw_na_totf,saindl_se_nw_na_totp,saindl_se_vw_wel_in_m,saindl_se_vw_wel_in_f,saindl_se_vw_wel_in_p,saindl_se_vw_we_no_in_m,saindl_se_vw_we_no_in_f,saindl_se_vw_we_no_in_p,saindl_se_vw_we_i_st_nsm,saindl_se_vw_we_i_st_nsf,saindl_se_vw_we_i_st_nsp,saindl_se_vw_we_totm,saindl_se_vw_we_totf,saindl_se_vw_we_totp,auabrigtrrl_indig_m,auabrigtrrl_indig_f,auabrigtrrl_indig_p,auabrigtrrl_no_ind_m,auabrigtrrl_no_ind_f,auabrigtrrl_no_ind_p,auabrigtrrl_indst_nsm,auabrigtrrl_indst_nsf,auabrigtrrl_indst_nsp,auabrigtrrl_totm,auabrigtrrl_totf,auabrigtrrl_totp,apaei_0_4_ind_m,apaei_0_4_ind_f,apaei_0_4_ind_p,apaei_0_4_no_ind_m,apaei_0_4_no_ind_f,apaei_0_4_no_ind_p,apaei_0_4_in_st_nsm,apaei_0_4_in_st_nsf,apaei_0_4_in_st_nsp,apaei_0_4_totm,apaei_0_4_totf,apaei_0_4_totp,apaei_5_14_ind_m,apaei_5_14_ind_f,apaei_5_14_ind_p,apaei_5_14_no_in_m,apaei_5_14_no_in_f,apaei_5_14_no_in_p,apaei_5_14_in_st_nsm,apaei_5_14_in_st_nsf,apaei_5_14_in_st_nsp,apaei_5_14_totm,apaei_5_14_totf,apaei_5_14_totp,apaei_15_19_ind_m,apaei_15_19_ind_f,apaei_15_19_ind_p,apaei_15_19_no_in_m,apaei_15_19_no_in_f,apaei_15_19_no_in_p,apaei_15_19_i_st_nsm,apaei_15_19_i_st_nsf,apaei_15_19_i_st_nsp,apaei_15_19_totm,apaei_15_19_totf,apaei_15_19_totp,apaei_20_24_ind_m,apaei_20_24_ind_f,apaei_20_24_ind_p,apaei_20_24_no_ind_m,apaei_20_24_no_ind_f,apaei_20_24_no_ind_p,apaei_20_24_in_st_nsm,apaei_20_24_in_st_nsf,apaei_20_24_in_st_nsp,apaei_20_24_totm,apaei_20_24_totf,apaei_20_24_totp,apaei_25ov_ind_m,apaei_25ov_ind_f,apaei_25ov_ind_p,apaei_25ov_no_ind_m,apaei_25ov_no_ind_f,apaei_25ov_no_ind_p,apaei_25ov_in_st_nsm,apaei_25ov_in_st_nsf,apaei_25ov_in_st_nsp,apaei_25ov_totm,apaei_25ov_totf,apaei_25ov_totp,hysc_y12_e_ind_m,hysc_y12_e_ind_f,hysc_y12_e_ind_p,hysc_y12_e_no_in_m,hysc_y12_e_no_in_f,hysc_y12_e_no_in_p,hysc_y12_e_in_st_nsm,hysc_y12_e_in_st_nsf,hysc_y12_e_in_st_nsp,hysc_y12_e_totm,hysc_y12_e_totf,hysc_y12_e_totp,hysc_y11_e_ind_m,hysc_y11_e_ind_f,hysc_y11_e_ind_p,hysc_y11_e_no_in_m,hysc_y11_e_no_in_f,hysc_y11_e_no_in_p,hysc_y11_e_in_s_nsm,hysc_y11_e_in_s_nsf,hysc_y11_e_in_s_nsp,hysc_y11_e_totm,hysc_y11_e_totf,hysc_y11_e_totp,hysc_y10_e_ind_m,hysc_y10_e_ind_f,hysc_y10_e_ind_p,hysc_y10_e_no_in_m
Orange,10304,0,5,0,5,0,0,0,17,12,35,7,0,7,26,12,40,0,0,0,0,0,0,0,0,0,0,0,0,126,107,238,1200,1055,2249,315,162,478,1639,1326,2963,133,116,248,1228,1093,2326,323,162,483,1685,1371,3058,1538,1513,3052,23252,24289,47544,290,303,592,25079,26104,51185,10,6,14,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,10,6,14,5,6,11,0,0,0,0,0,0,5,6,11,45,39,84,414,415,830,6,3,10,461,462,926,368,326,695,3415,3224,6642,50,46,102,3838,3603,7435,111,120,235,1140,1205,2349,21,27,50,1280,1352,2629,20,41,60,309,417,733,3,3,3,338,456,794,26,67,95,681,1203,1886,3,9,15,713,1277,1996,200,279,477,7913,9756,17675,47,61,111,8166,10094,18258,105,123,229,1345,1450,2793,7,15,25,1459,1591,3049,326,307,640,6438
Clarence Valley,10401,0,4,7,12,0,0,0,31,25,52,9,3,11,35,36,70,0,0,0,3,0,3,0,0,0,3,0,3,135,116,250,1795,1635,3428,254,222,477,2179,1973,4151,138,118,254,1828,1682,3513,263,224,485,2231,2025,4261,1453,1547,3001,20649,21123,41770,289,319,613,22395,22988,45386,33,28,60,3,0,5,0,0,0,34,27,68,0,0,0,0,0,0,0,0,0,0,0,0,33,22,57,3,0,5,0,0,0,32,24,61,15,6,17,0,0,0,0,0,0,15,6,17,48,39,89,263,248,511,4,6,6,320,290,611,351,313,667,2307,2125,4432,55,47,106,2721,2487,5206,103,101,206,851,858,1709,11,18,29,963,980,1945,14,24,43,143,194,336,0,0,3,164,217,380,30,67,92,322,750,1078,6,11,16,359,829,1188,216,270,481,5642,6420,12067,45,63,109,5906,6757,12659,99,125,222,1250,1385,2634,22,19,38,1371,1527,2894,328,378,710,6628
Coffs Harbour,10402,0,11,9,23,0,0,0,49,50,94,15,11,25,65,60,120,0,0,0,0,0,3,0,0,3,0,3,4,130,112,240,2719,2653,5367,441,427,863,3283,3190,6473,132,114,246,2775,2719,5500,446,430,875,3355,3269,6621,1882,2043,3923,33722,35638,69359,368,419,785,35973,38092,74070,32,23,55,7,3,9,3,0,3,36,26,63,0,0,0,0,0,0,0,0,0,0,0,0,32,23,55,7,3,9,3,0,3,36,26,63,20,21,45,3,0,3,0,0,0,22,21,42,66,48,118,563,539,1100,4,10,12,631,598,1234,463,443,905,4501,4390,8893,66,63,136,5030,4902,9931,132,147,277,1624,1576,3201,21,18,36,1774,1739,3511,27,47,69,407,573,980,6,3,9,441,621,1060,43,115,156,791,1772,2561,12,13,29,847,1896,2748,339,422,757,12192,14256,26445,98,112,211,12622,14791,27414,123,145,272,2494,2472,4964,22,26,47,2639,2639,5285,421,467,880,9504
Bourke - Cobar - Coonamble,10501,0,0,0,3,3,3,6,15,7,25,3,0,6,19,14,37,0,0,0,0,0,0,0,0,0,0,0,0,192,149,338,1155,819,1980,294,229,526,1640,1203,2841,218,165,387,1190,847,2040,303,231,537,1711,1245,2960,2846,3096,5947,7256,6677,13929,173,162,339,10280,9937,20211,30,44,72,0,0,0,0,0,0,34,44,76,4,3,10,0,0,0,0,0,0,4,3,10,24,38,60,0,0,0,0,0,0,25,38,61,16,8,29,0,0,0,0,3,3,21,17,32,86,92,172,97,127,217,3,3,7,181,216,403,600,623,1226,780,717,1494,26,27,54,1403,1372,2772,134,143,276,196,192,385,8,4,16,334,342,676,11,33,43,40,78,122,0,0,0,50,107,158,27,79,105,103,274,375,3,4,6,124,355,484,296,462,758,2118,2626,4743,36,47,87,2447,3138,5589,192,275,465,499,451,950,8,5,14,705,736,1438,608,713,1322,2244
Broken Hill and Far West,10502,0,0,0,0,0,0,0,10,4,13,0,5,3,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,94,71,167,768,650,1416,271,217,486,1124,935,2063,106,78,186,791,677,1468,270,216,485,1165,972,2140,994,1081,2071,7639,7822,15461,126,118,244,8754,9014,17775,23,19,44,0,0,3,0,0,0,24,21,49,0,0,0,0,0,0,0,0,0,0,0,0,23,15,38,0,0,3,0,0,0,23,18,44,3,4,12,0,0,0,0,0,0,10,4,16,32,23,59,114,104,221,0,3,3,150,130,280,190,209,399,796,769,1568,19,13,35,1002,997,1995,60,62,113,266,266,534,6,5,9,326,324,653,12,11,21,59,85,146,0,0,0,67,96,165,20,43,61,143,338,481,3,3,10,173,382,557,104,133,232,1802,2102,3906,31,26,54,1936,2259,4191,79,95,173,606,512,1114,10,8,19,697,611,1305,220,261,482,2395
Dubbo,10503,3,6,3,14,0,0,0,17,15,32,3,4,12,25,24,45,0,0,0,0,0,0,0,0,0,0,0,0,331,264,596,1738,1565,3304,549,392,943,2621,2226,4849,348,279,627,1789,1623,3416,554,393,950,2701,2294,4994,4796,5062,9863,24381,25477,49860,359,392,752,29536,30937,60473,26,22,51,0,0,3,0,0,0,29,22,55,0,0,3,0,0,0,0,0,0,0,0,4,25,24,43,0,0,3,0,0,0,20,20,46,34,28,60,0,0,4,0,0,0,37,28,67,159,141,299,416,404,819,7,4,14,580,556,1133,1115,1019,2131,3172,2941,6114,45,63,109,4326,4022,8347,316,315,637,979,1054,2035,23,23,45,1324,1393,2713,47,84,131,239,341,583,3,5,8,287,427,715,76,205,280,496,1025,1519,10,14,20,575,1242,1820,672,958,1629,7695,9839,17539,71,90,162,8441,10889,19324,323,387,710,1432,1629,3057,19,18,39,1771,2038,3809,1076,1135,2207,7437
Lower Hunter,10601,3,17,7,19,0,0,0,10,3,13,0,0,0,13,3,16,0,0,0,0,0,0,0,0,0,0,0,0,131,108,241,1823,1410,3231,297,248,544,2256,1764,4019,140,109,250,1894,1480,3369,302,247,554,2337,1839,4172,2703,2663,5366,36008,36593,72600,450,457,907,39164,39707,78870,21,17,36,0,0,0,0,0,0,23,17,37,0,0,0,0,0,0,0,0,0,0,0,0,20,14,33,0,0,0,0,0,0,20,13,31,8,9,15,0,0,0,0,0,0,8,9,15,86,67,155,587,634,1227,5,8,18,679,710,1389,685,628,1315,4808,4596,9403,75,70,140,5564,5290,10857,166,199,360,1637,1623,3263,28,20,48,1827,1845,3672,30,37,60,401,510,913,4,3,8,432,551,982,28,93,123,550,1294,1846,3,7,14,585,1396,1985,373,420,789,8803,10910,19712,89,81,164,9259,11404,20667,178,192,366,2717,2334,5046,22,27,56,2913,2554,5473,642,607,1250,11911
Maitland,10602,0,3,3,3,0,0,0,4,9,10,0,0,3,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,85,56,138,1112,964,2078,112,73,190,1308,1097,2405,84,58,143,1133,999,2132,112,79,188,1336,1134,2468,1791,1890,3685,30975,32379,63354,258,262,520,33020,34534,67559,17,4,24,0,0,0,0,0,0,17,4,24,0,0,0,0,0,0,0,0,0,0,0,0,17,4,24,0,0,0,0,0,0,17,4,24,10,9,16,0,0,0,0,0,0,10,9,16,60,53,115,617,557,1175,3,4,3,679,617,1293,471,425,896,4591,4346,8938,51,40,95,5105,4816,9923,134,136,269,1589,1537,3122,20,16,33,1744,1687,3428,29,42,66,518,680,1197,0,0,0,545,721,1263,28,80,110,787,1431,2215,4,8,11,825,1516,2342,282,374,660,9599,11515,21119,55,55,110,9936,11950,21889,137,153,289,2185,2017,4209,15,20,34,2338,2199,4537,392,438,828,9221
Port Stephens,10603,0,5,12,14,0,0,4,42,40,85,11,12,20,54,56,109,0,0,0,0,0,0,0,0,0,0,0,0,91,60,150,1600,1553,3151,288,193,476,1979,1802,3783,97,59,156,1645,1608,3251,289,198,482,2030,1863,3898,1663,1683,3345,29569,30263,59834,323,343,665,31560,32283,63841,13,15,32,0,0,3,0,0,0,16,16,34,0,3,4,0,0,0,0,0,0,0,3,4,11,12,29,0,0,3,0,0,0,12,17,31,11,7,15,0,0,0,0,0,0,11,9,18,54,65,120,430,437,868,5,6,8,489,504,1001,415,371,791,3707,3421,7131,53,54,111,4175,3849,8028,100,111,218,1309,1277,2584,20,13,33,1426,1408,2836,24,35,54,352,450,798,4,3,9,378,487,860,28,63,93,480,1105,1580,3,12,16,514,1172,1692,247,307,553,9181,10161,19345,64,81,146,9500,10545,20041,124,118,235,2167,2001,4164,21,15,38,2308,2134,4438,392,376,771,9315
Upper Hunter,10604,0,3,3,6,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,56,56,110,624,455,1075,136,66,200,815,576,1384,59,53,111,645,475,1115,141,69,205,836,604,1443,994,997,1994,12134,12180,24316,152,161,320,13283,13344,26623,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,28,28,59,228,214,443,3,3,8,261,248,510,264,236,501,1720,1674,3392,26,37,60,2007,1948,3957,62,59,124,531,530,1056,16,13,30,606,603,1207,5,14,18,78,141,222,0,0,4,91,159,247,11,32,43,190,417,609,0,3,3,200,453,656,120,176,295,3079,3975,7056,29,25,52,3229,4178,7410,68,68,130,832,815,1643,3,8,15,900,890,1793,234,219,455,3949
Dapto - Port Kembla,10701,0,0,3,0,0,0,0,4,7,11,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,78,58,136,942,822,1767,58,47,106,1079,927,2009,83,64,142,990,875,1863,60,49,109,1134,987,2121,1225,1367,2594,27645,28185,55830,309,362,675,29189,29908,59098,5,4,10,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,5,4,10,3,8,14,0,0,0,0,0,0,10,7,14,40,47,86,634,609,1241,7,10,23,684,665,1350,305,306,613,4248,3987,8233,60,42,99,4610,4337,8948,88,100,188,1624,1647,3275,21,26,40,1736,1769,3505,10,26,37,616,663,1280,9,10,14,637,690,1328,30,58,81,704,1215,1919,4,17,19,738,1285,2019,205,290,492,10172,11088,21261,65,100,163,10441,11476,21915,89,91,182,2176,1961,4138,14,22,44,2284,2074,4361,247,284,530,9227
Illawarra Catchment Reserve,10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiama - Shellharbour,10703,0,4,0,7,0,0,0,21,14,32,9,3,10,26,17,43,0,0,0,0,0,0,0,0,0,0,0,0,55,59,111,1304,1111,2409,125,132,254,1482,1299,2781,64,65,125,1341,1164,2507,125,128,257,1529,1364,2895,1438,1491,2932,36039,37422,73461,345,361,704,37819,39276,77094,5,4,13,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,8,0,7,21,19,33,0,3,3,0,0,0,21,15,33,53,48,95,756,677,1436,14,10,19,818,731,1554,365,339,702,5161,4960,10123,64,47,114,5588,5346,10936,120,126,249,2041,2037,4080,21,27,45,2182,2189,4370,20,28,49,722,800,1528,10,6,13,756,834,1593,33,66,98,728,1485,2216,3,10,18,767,1562,2327,258,318,573,12752,14073,26829,86,106,194,13093,14503,27598,117,113,228,2567,2472,5039,25,23,47,2707,2604,5312,309,322,631,11176
Wollongong,10704,0,10,5,10,0,0,0,49,43,91,16,5,18,61,46,110,0,0,0,0,0,0,0,0,0,0,0,0,72,70,138,2205,2067,4273,339,282,626,2623,2418,5040,80,73,148,2260,2127,4389,340,293,629,2682,2493,5172,1257,1281,2537,47954,48935,96891,394,394,788,49603,50612,100216,4,13,16,0,3,4,0,0,0,6,13,19,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,0,3,4,0,0,0,4,13,20,11,9,18,0,0,3,0,0,0,9,12,24,30,32,61,977,950,1930,8,0,6,1021,981,2002,258,261,522,6822,6517,13340,73,60,130,7158,6835,13988,94,113,213,3187,3181,6370,22,23,42,3311,3319,6624,50,54,106,3186,2820,5999,14,9,21,3253,2879,6128,58,65,119,2872,3266,6132,9,11,26,2938,3343,6276,340,380,716,26810,27753,54565,105,122,232,27257,28253,55507,85,89,167,3128,2618,5748,23,25,46,3231,2729,5962,300,264,567,11906
Great Lakes,10801,0,0,0,0,0,0,0,8,18,29,3,0,3,13,16,32,0,0,0,0,0,0,0,0,0,0,0,0,50,46,98,941,835,1775,103,103,202,1093,976,2075,57,46,101,963,863,1822,105,103,208,1116,1008,2127,787,805,1589,12774,13460,26234,168,182,346,13728,14446,28174,6,6,17,0,0,0,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,0,0,0,0,0,0,6,6,17,9,3,12,3,0,3,0,0,0,8,3,17,28,33,64,163,144,310,0,3,9,188,183,376,164,172,332,1205,1167,2376,38,31,68,1407,1368,2771,54,47,103,462,436,903,12,10,19,532,493,1022,12,12,25,78,99,180,0,0,0,90,117,204,19,34,55,166,419,578,3,3,10,184,458,641,114,105,221,3484,3865,7354,23,29,52,3625,3998,7626,60,54,113,821,824,1648,14,6,20,899,889,1789,163,190,356,4243
Kempsey - Nambucca,10802,0,0,3,7,0,0,0,16,25,42,4,3,3,22,31,48,0,0,0,0,0,0,0,0,0,0,0,0,114,115,235,1302,1162,2470,138,121,262,1565,1399,2967,136,139,273,1352,1209,2561,147,125,269,1634,1466,3103,2056,2280,4335,18602,18972,37574,333,323,657,20986,21570,42564,30,48,76,3,4,7,0,0,0,37,50,88,4,6,9,0,0,0,0,0,0,4,8,11,25,41,60,3,3,4,0,0,0,31,41,68,14,25,39,0,0,3,0,0,0,15,28,46,78,90,168,266,210,472,5,8,7,348,306,653,530,490,1022,1984,1922,3907,51,51,105,2570,2468,5034,129,155,282,731,689,1417,23,18,46,883,865,1749,12,29,35,111,155,265,0,4,5,125,186,308,29,93,124,249,634,883,7,15,19,285,739,1021,287,353,639,4834,5648,10480,51,61,114,5178,6054,11234,142,174,322,1220,1141,2361,21,26,41,1381,1345,2726,390,493,888,5961
Lord Howe Island,10803,0,0,0,0,0,0,0,3,3,5,0,3,4,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,54,108,23,16,41,80,70,154,0,0,0,53,54,108,23,16,41,80,70,154,3,5,3,152,162,309,3,3,4,154,161,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,11,26,0,0,0,11,15,28,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,3,4,11,0,0,0,76,86,157,0,3,4,79,85,160,0,0,0,10,11,23,0,0,0,14,11,24,0,0,0,43
Port Macquarie,10804,0,14,7,22,0,0,0,44,45,86,4,15,20,49,57,110,0,0,0,0,0,0,0,0,0,0,0,0,92,70,166,2016,1944,3960,330,283,612,2437,2297,4735,97,78,173,2067,2002,4074,331,285,615,2493,2369,4865,1505,1569,3072,32322,35111,67438,363,413,773,34191,37090,71283,15,11,22,0,0,0,0,0,0,15,13,26,0,0,0,0,0,0,0,0,0,0,0,0,15,8,25,0,0,0,0,0,0,15,13,21,15,8,24,4,0,4,0,3,3,19,14,27,27,61,95,509,491,1001,7,3,10,545,554,1100,380,357,731,3951,3763,7711,61,62,124,4387,4182,8569,115,109,230,1483,1496,2983,19,19,36,1620,1626,3244,25,37,70,286,436,724,4,0,3,319,474,793,44,87,126,648,1428,2071,7,11,20,693,1533,2221,255,335,595,10589,12270,22854,76,88,166,10924,12693,23622,102,126,224,2328,2366,4688,28,22,47,2453,2505,4960,353,354,706,9243
Taree - Gloucester,10805,0,4,3,12,0,0,0,8,7,16,0,0,0,12,7,17,0,0,0,0,0,0,0,0,0,0,0,0,117,75,191,1081,1061,2141,180,150,327,1374,1289,2661,130,87,212,1123,1083,2209,182,154,333,1433,1320,2758,1752,1813,3566,21797,22787,44585,308,340,643,23853,24947,48799,18,19,35,0,3,3,0,0,0,18,22,41,0,0,0,0,0,0,0,0,0,0,0,0,12,19,29,0,3,3,0,0,0,12,17,36,3,4,10,0,0,0,0,0,0,3,4,10,65,52,112,319,288,606,9,8,14,383,349,735,464,425,890,2417,2336,4749,61,42,103,2943,2796,5739,129,113,239,876,916,1789,22,19,40,1016,1049,2068,12,13,30,152,232,383,0,3,6,165,255,422,33,98,129,294,788,1081,8,3,10,335,888,1222,241,288,530,5778,6857,12636,50,70,118,6065,7214,13283,97,130,229,1359,1375,2735,17,20,35,1474,1525,2995,337,385,722,7129
Albury,10901,0,3,5,4,3,0,3,22,20,41,9,4,16,39,20,55,0,0,0,0,0,0,0,0,0,0,0,0,53,51,103,1395,1225,2620,339,244,584,1784,1521,3301,57,57,109,1440,1275,2709,335,248,583,1830,1578,3403,804,828,1624,24912,26421,51331,247,259,506,25964,27502,53468,12,24,37,3,3,5,3,0,3,19,22,42,0,0,0,0,0,0,0,0,0,0,3,3,12,17,30,3,0,3,3,0,3,17,19,40,5,9,20,0,0,0,3,0,3,12,11,23,30,16,47,392,401,796,3,0,3,421,422,844,224,222,446,3421,3316,6736,36,34,71,3683,3580,7256,73,62,130,1267,1334,2603,6,15,19,1349,1411,2758,7,14,20,442,677,1116,0,0,5,449,691,1141,18,34,57,658,1245,1904,3,3,4,678,1288,1970,115,136,254,8670,10744,19412,50,66,117,8835,10944,19785,52,65,109,2498,2562,5058,27,26,49,2570,2646,5216,165,166,333,6311
Lower Murray,10902,3,0,6,5,0,0,0,3,8,12,3,0,7,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,36,27,64,708,485,1196,207,93,300,951,604,1562,41,28,72,723,497,1221,209,93,305,974,621,1595,446,437,882,4940,4669,9604,77,77,155,5454,5180,10640,24,21,48,0,0,0,0,0,0,24,21,48,0,0,0,0,0,0,0,0,0,0,0,0,17,20,41,0,0,0,0,0,0,17,20,41,29,29,53,0,0,0,0,0,0,29,29,57,10,8,22,68,77,143,0,0,3,85,83,168,100,102,199,602,574,1181,8,9,24,715,688,1396,34,30,61,210,191,401,9,3,12,250,227,476,0,3,7,30,50,83,0,0,0,31,57,84,0,18,22,48,135,186,0,4,3,53,160,209,50,55,105,1227,1640,2863,13,17,36,1289,1714,3004,26,47,71,649,580,1220,10,10,25,687,628,1313,96,88,181,1251
Upper Murray exc. Albury,10903,0,3,3,8,0,0,0,5,4,9,0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,33,24,51,1238,1001,2236,200,147,342,1471,1168,2636,32,23,55,1286,1049,2330,202,148,353,1515,1218,2734,500,612,1110,17747,17877,35624,253,241,497,18496,18727,37224,4,5,8,3,0,3,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,3,0,3,0,0,0,4,5,8,29,27,55,0,0,0,0,0,0,30,27,57,20,18,36,251,223,472,3,3,9,272,246,517,106,134,247,2039,2068,4105,61,34,97,2208,2242,4447,28,35,68,682,731,1417,7,13,22,721,776,1503,7,7,14,118,187,300,0,0,0,126,193,316,4,27,28,216,507,722,3,7,7,225,541,764,62,121,190,4517,5920,10438,29,56,86,4608,6103,10707,43,43,87,2241,2320,4564,38,19,52,2320,2382,4701,103,115,219,4569
Armidale,11001,0,9,0,7,0,0,0,14,8,21,9,0,10,17,16,32,0,0,0,0,0,0,0,0,0,0,0,0,89,76,169,1001,1037,2035,195,203,397,1285,1316,2603,109,97,201,1038,1087,2123,195,205,401,1344,1386,2729,1204,1246,2448,14035,15046,29083,171,152,325,15411,16443,31854,14,6,20,0,0,0,0,0,0,14,6,20,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,0,0,0,0,0,0,9,10,19,11,9,21,0,0,0,0,0,0,17,9,22,38,37,78,242,212,459,5,5,11,287,260,543,277,274,555,1833,1839,3673,20,25,46,2131,2133,4269,84,90,172,953,1097,2049,14,3,22,1054,1193,2242,35,43,77,691,820,1518,0,3,5,729,866,1596,30,42,75,658,1009,1666,6,7,8,699,1056,1757,195,263,457,6546,7760,14310,34,48,86,6775,8069,14848,80,78,153,788,841,1631,7,3,14,880,918,1797,226,236,463,3243
Inverell - Tenterfield,11002,0,4,0,4,0,0,0,8,9,19,4,3,6,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,105,81,191,874,763,1641,226,215,435,1207,1064,2268,111,99,208,911,809,1717,231,214,444,1252,1115,2367,1348,1362,2709,14997,15560,30555,222,252,476,16564,17175,33739,5,10,19,0,0,0,0,0,0,11,10,21,0,0,3,0,0,0,0,0,0,0,0,3,6,13,16,0,0,0,0,0,0,11,13,19,0,0,3,0,0,0,0,0,0,0,0,3,53,42,90,211,202,415,5,9,7,266,253,518,321,295,613,1802,1783,3586,30,46,70,2150,2119,4263,84,85,173,621,581,1204,12,4,19,718,676,1396,11,14,25,97,162,263,0,4,5,110,176,288,17,44,58,181,484,662,3,11,13,201,533,734,155,214,368,3878,4937,8814,48,55,98,4077,5208,9286,86,110,200,869,968,1839,11,10,16,968,1093,2063,264,284,549,4640
