sa3_name16,sa3_code16,presch_indig_m,presch_indig_f,presch_indig_p,presch_nonind_m,presch_nonind_f,presch_nonind_p,presch_indig_st_nsm,presch_indig_st_nsf,presch_indig_st_nsp,presch_totm,presch_totf,presch_totp,infprim_indig_m,infprim_indig_f,infprim_indig_p,infprim_nonind_m,infprim_nonind_f,infprim_nonind_p,infprim_indig_st_nsm,infprim_indig_st_nsf,infprim_indig_st_nsp,infprim_totm,infprim_totf,infprim_totp,sec_indig_m,sec_indig_f,sec_indig_p,sec_nonind_m,sec_nonind_f,sec_nonind_p,sec_indig_st_nsm,sec_indig_st_nsf,sec_indig_st_nsp,sec_totm,sec_totf,sec_totp,tfei_ft_st_15_24_in_m,tfei_ft_st_15_24_id_f,tfei_ft_st_15_24_id_p,tfei_ft_st_15_24_no_id_m,tfei_ft_st_15_24_no_id_f,tfei_ft_st_15_24_no_id_p,tfei_ft_st_15_24_i_s_n_s_m,tfei_ft_st_15_24_i_s_n_s_f,tfei_ft_st_15_24_i_s_n_s_p,tfei_ft_st_15_24_totm,tfei_ft_st_15_24_totf,tfei_ft_st_15_24_totp,tfei_ft_st_25over_id_m,tfei_ft_st_25over_id_f,tfei_ft_st_25over_id_p,tfei_ft_st_25ov_non_id_m,tfei_ft_st_25ov_non_id_f,tfei_ft_st_25ov_non_id_p,tfei_ft_st_25ov_i_s_n_st_m,tfei_ft_st_25ov_i_s_n_st_f,tfei_ft_st_25ov_i_s_n_st_p,tfei_ft_st_25ov_totm,tfei_ft_st_25ov_totf,tfei_ft_st_25ov_totp,tfei_pt_st_15_24_id_m,tfei_pt_st_15_24_id_f,tfei_pt_st_15_24_id_p,tfei_pt_st_15_24_non_id_m,tfei_pt_st_15_24_no_id_f,tfei_pt_st_15_24_no_id_p,tfei_pt_st_15_24_i_s_n_s_m,tfei_pt_st_15_24_i_s_n_s_f,tfei_pt_st_15_24_i_s_n_s_p,tfei_pt_st_15_24_totm,tfei_pt_st_15_24_totf,tfei_pt_st_15_24_totp,tfei_pt_st_25ov_id_m,tfei_pt_st_25ov_id_f,tfei_pt_st_25ov_id_p,tfei_pt_st_25ov_non_id_m,tfei_pt_st_25ov_non_id_f,tfei_pt_st_25ov_non_id_p,tfei_pt_st_25ov_i_s_n_s_m,tfei_pt_st_25ov_i_s_n_s_f,tfei_pt_st_25ov_id_s_n_s_p,tfei_pt_st_25ov_totm,tfei_pt_st_25ov_totf,tfei_pt_st_25ov_totp,tfei_ft_pt_s_s_nt_st_id_m,tfei_ft_pt_s_s_nt_st_id_f,tfei_ft_pt_s_s_nt_st_id_p,tfei_ft_pt_s_s_nt_s_n_i_m,tfei_ft_pt_s_s_n_st_n_i_f,tfei_ft_pt_s_s_n_s_no_id_p,tfei_f_p_s_s_n_s_i_s_n_s_m,tfei_f_p_s_s_n_s_i_s_n_s_f,tfei_f_p_s_s_n_s_i_s_n_s_p,tfei_ft_pt_s_s_nt_st_to_m,tfei_ft_pt_s_s_nt_st_to_f,tfei_ft_pt_s_s_nt_st_to_p,tfei_tot_indig_m,tfei_tot_indig_f,tfei_tot_indig_p,tfei_tot_nonind_m,tfei_tot_nonind_f,tfei_tot_nonind_p,tfei_tot_indst_nsm,tfei_tot_indst_nsf,tfei_tot_indst_nsp,tfei_tot_totm,tfei_tot_totf,tfei_tot_totp,ut_ft_s_15_24_ind_m,ut_ft_s_15_24_ind_f,ut_ft_s_15_24_ind_p,ut_ft_s_15_24_nonind_m,ut_ft_s_15_24_nonind_f,ut_ft_s_15_24_nonind_p,ut_ft_s_15_24_in_st_nsm,ut_ft_s_15_24_in_st_nsf,ut_ft_s_15_24_in_st_nsp,ut_ft_s_15_24_totm,ut_ft_s_15_24_totf,ut_ft_s_15_24_totp,ut_ft_s_25_over_ind_m,ut_ft_s_25_over_ind_f,ut_ft_s_25_over_ind_p,ut_ft_s_25ov_nonind_m,ut_ft_s_25ov_nonind_f,ut_ft_s_25ov_nonind_p,ut_ft_s_25ov_indst_nsm,ut_ft_s_25ov_indst_nsf,ut_ft_s_25ov_indst_nsp,ut_ft_s_25ov_totm,ut_ft_s_25ov_totf,ut_ft_s_25ov_totp,ut_pt_s_15_24_ind_m,ut_pt_s_15_24_ind_f,ut_pt_s_15_24_ind_p,ut_pt_s_15_24_no_ind_m,ut_pt_s_15_24_nonind_f,ut_pt_s_15_24_nonind_p,ut_pt_s_15_24_in_st_nsm,ut_pt_s_15_24_in_st_nsf,ut_pt_s_15_24_in_st_nsp,ut_pt_s_15_24_totm,ut_pt_s_15_24_totf,ut_pt_s_15_24_totp,ut_pt_s_25over_in_m,ut_pt_s_25over_in_f,ut_pt_s_25over_in_p,ut_pt_s_25over_non_in_m,ut_pt_s_25over_non_in_f,ut_pt_s_25over_non_in_p,ut_pt_s_25ov_in_s_nsm,ut_pt_s_25ov_in_s_nsf,ut_pt_s_25ov_in_s_nsp,ut_pt_s_25over_totm,ut_pt_s_25over_totf,ut_pt_s_25over_totp,ut_ft_pt_stud_st_ns_ind_m,ut_ft_pt_stud_st_ns_ind_f,ut_ft_pt_stud_st_ns_ind_p,ut_ft_pt_stu_st_ns_nonind_m,ut_ft_pt_stu_st_ns_nonind_f,ut_ft_pt_stu_st_ns_nonind_p,ut_ft_pt_st_st_ns_in_st_nsm,ut_ft_pt_st_st_ns_in_st_nsf,ut_ft_pt_st_st_ns_in_st_nsp,ut_ft_pt_stu_st_ns_totm,ut_ft_pt_stu_st_ns_totf,ut_ft_pt_stu_st_ns_totp,ut_tot_indig_m,ut_tot_indig_f,ut_tot_indig_p,ut_tot_nonind_m,ut_tot_nonind_f,ut_tot_nonind_p,ut_tot_indigstat_nsm,ut_tot_indigstat_nsf,ut_tot_indigstat_nsp,ut_tot_totm,ut_tot_totf,ut_tot_totp,oei_ind_m,oei_ind_f,oei_ind_p,oei_nonind_m,oei_nonind_f,oei_nonind_p,oei_indst_nsm,oei_indst_nsf,oei_indst_nsp,oei_totm,oei_totf,oei_totp,t_ei_ns_ind_m,t_ei_ns_ind_f,t_ei_ns_ind_p,t_ei_ns_nonind_m,t_ei_ns_nonind_f,t_ei_ns_nonind_p,t_ei_ns_indst_nsm,t_ei_ns_indst_nsf
Kalamunda,50605,12,5,17,359,315,678,3,3,6,373,319,694,92,72,160,2481,2448,4929,25,10,33,2600,2529,5131,65,115,183,2022,1982,4008,21,15,33,2111,2116,4220,3,5,8,104,99,202,0,0,0,109,101,211,4,3,11,43,86,133,0,0,0,44,91,141,7,0,9,178,84,260,0,0,0,178,89,271,0,0,3,118,182,302,0,0,0,126,182,303,0,0,0,3,3,3,0,0,0,3,3,3,9,16,24,446,456,902,0,3,3,463,472,933,0,10,10,367,546,911,4,4,9,374,558,930,3,3,8,109,178,295,0,0,0,113,184,298,3,0,3,65,110,170,0,0,0,70,110,171,3,3,5,153,327,476,0,0,0,159,328,484,0,0,0,0,5,12,0,0,0,0,5,12,8,12,19,699,1164,1865,3,4,10,713,1181,1892,3,3,8,142,260,407,0,3,4,150,264,415,18,11,25,483,538,1016,1349,1224
Serpentine - Jarrahdale,50606,4,5,15,194,194,390,0,0,0,205,203,407,52,59,110,1353,1226,2576,5,11,21,1408,1293,2705,29,30,64,849,867,1716,6,7,17,891,905,1796,0,0,0,50,50,100,0,0,0,50,50,104,0,0,0,18,40,55,0,0,0,18,40,55,0,0,0,74,61,131,0,0,3,70,62,130,0,0,0,78,106,184,0,0,0,78,106,182,0,0,0,3,0,3,0,0,0,3,0,3,5,0,4,214,252,466,4,0,3,219,254,477,0,0,3,115,188,305,0,0,0,119,190,307,0,0,3,37,81,112,0,0,0,36,82,121,0,3,3,20,25,51,0,0,0,20,33,54,0,3,3,62,126,182,0,0,0,61,125,191,0,0,0,3,0,3,0,0,0,3,0,3,0,8,11,239,416,652,0,4,4,239,429,671,3,5,4,51,98,152,0,0,0,54,101,155,43,7,47,515,219,736,703,601
South Perth,50607,3,4,3,207,177,387,0,0,0,211,186,392,24,24,48,1337,1300,2631,5,10,22,1366,1340,2699,87,37,127,1363,1032,2393,15,9,21,1468,1074,2543,3,0,4,105,101,200,0,0,0,107,96,204,0,0,0,80,123,205,0,0,0,80,126,204,3,0,3,59,40,95,0,0,0,63,37,100,4,0,4,106,168,276,0,0,0,114,168,280,0,0,0,3,4,9,0,0,0,3,4,9,9,0,10,353,430,778,0,0,0,363,434,790,6,10,21,1146,1216,2365,13,0,13,1165,1231,2398,3,0,8,490,414,901,0,0,0,490,416,910,3,3,6,105,115,222,0,0,0,110,120,229,0,0,0,280,358,635,0,0,0,282,359,637,0,0,0,10,4,10,0,0,0,10,4,10,11,16,31,2028,2113,4144,13,3,12,2051,2138,4189,3,0,3,132,193,323,0,0,0,139,193,330,19,20,42,255,339,598,1185,1182
Cockburn,50701,16,23,36,630,656,1290,7,13,16,656,688,1346,134,123,256,4520,4257,8773,34,38,71,4687,4415,9101,93,90,183,3071,3151,6219,30,28,52,3190,3267,6456,3,3,9,282,203,484,4,0,4,287,207,493,4,3,8,151,207,358,0,0,3,155,212,366,8,0,8,263,161,422,0,0,0,272,161,431,7,4,9,275,413,683,0,0,4,280,420,696,0,0,0,8,8,12,0,0,0,8,5,12,16,10,30,969,986,1952,3,6,13,993,999,1993,10,13,23,877,1264,2141,4,3,7,890,1285,2175,5,7,11,327,508,839,3,0,7,334,520,857,0,0,0,140,200,338,0,0,0,137,200,341,3,10,20,394,705,1099,0,4,3,399,721,1121,0,0,0,0,14,16,0,0,0,0,14,16,20,32,54,1741,2697,4429,10,7,18,1772,2737,4507,8,10,22,305,432,732,0,3,6,315,444,759,39,35,75,843,955,1803,2526,2390
Fremantle,50702,8,6,10,176,193,365,0,0,0,182,198,378,38,24,60,1136,1189,2323,5,3,10,1179,1223,2397,19,15,41,877,943,1814,12,7,14,903,960,1870,0,0,0,49,43,95,5,0,5,58,43,103,4,3,3,60,69,128,0,0,0,66,74,131,0,0,0,52,30,85,0,0,0,52,33,86,0,3,4,64,117,182,0,0,0,65,118,186,0,0,0,3,0,3,0,0,0,3,0,3,0,4,11,233,259,493,7,0,6,242,265,511,3,3,3,409,522,929,0,3,3,415,523,939,6,5,12,223,353,577,0,0,0,229,354,587,0,3,4,53,74,121,0,0,0,53,79,127,3,3,4,230,381,610,0,4,3,232,383,614,0,0,0,8,3,11,0,0,0,8,3,11,12,15,22,922,1326,2249,0,5,9,936,1346,2281,6,0,7,82,140,222,0,0,4,91,142,234,16,12,32,331,410,738,1353,1289
Kwinana,50703,17,11,27,267,243,514,4,3,7,285,261,544,88,73,160,1741,1651,3397,10,12,23,1844,1739,3585,62,50,111,1051,1025,2073,12,15,28,1121,1092,2210,3,3,8,102,91,194,0,0,0,108,95,202,0,4,4,51,99,155,0,0,0,51,107,159,3,3,10,102,48,148,0,0,0,108,54,158,0,7,10,115,153,269,0,0,0,118,161,275,0,0,0,0,0,3,0,0,0,0,0,3,12,12,27,371,403,775,0,0,0,382,419,801,7,5,7,208,339,549,0,0,0,215,341,558,3,4,4,102,167,263,0,0,0,101,167,269,0,3,3,38,55,95,0,0,0,38,60,100,4,4,6,137,214,357,0,0,0,141,223,365,0,0,0,0,3,3,0,0,0,0,3,3,11,16,23,485,780,1268,0,0,0,503,792,1296,4,4,5,111,214,324,0,0,0,116,215,335,367,42,408,982,410,1397,1230,1066
Melville,50704,7,7,21,561,580,1141,3,6,8,574,595,1172,53,51,107,4102,3817,7917,27,21,50,4186,3888,8074,37,34,68,3601,3568,7166,24,25,43,3663,3618,7281,9,6,11,207,129,334,0,0,3,210,138,350,0,3,4,142,157,293,0,0,0,143,159,298,0,0,4,188,82,276,3,0,3,191,83,283,3,0,0,182,277,466,0,3,3,187,285,468,0,0,0,7,4,15,0,0,0,7,5,14,15,14,20,728,655,1379,5,3,11,743,669,1410,14,7,20,2024,2204,4231,6,5,12,2042,2222,4262,4,3,12,603,682,1287,0,0,0,609,693,1297,3,4,4,226,237,463,3,0,3,232,245,471,4,3,6,473,670,1145,0,0,0,477,674,1158,0,0,0,8,10,27,0,0,0,8,11,28,27,17,43,3334,3811,7145,15,11,21,3372,3842,7216,0,3,4,235,383,617,0,3,6,237,389,625,40,14,61,689,956,1643,1859,1782
Rockingham,50705,30,33,67,819,750,1573,0,4,4,854,793,1646,207,222,425,6130,5800,11926,54,48,108,6389,6072,12458,143,139,288,4203,4078,8278,43,34,82,4387,4257,8644,7,8,16,268,281,553,0,3,3,280,294,576,0,12,11,91,256,342,0,0,0,91,267,359,8,5,13,350,257,608,4,3,6,367,262,628,4,15,21,268,515,782,5,4,7,274,532,809,0,3,3,16,15,28,0,4,4,16,19,31,25,39,65,990,1321,2311,12,13,22,1027,1372,2398,7,18,23,583,892,1478,8,3,5,594,916,1509,4,20,23,172,459,631,0,0,0,183,476,658,0,0,3,101,185,286,0,3,3,100,190,295,3,14,10,307,666,973,0,3,3,314,675,987,0,0,0,3,10,15,0,0,0,3,10,15,14,46,63,1174,2206,3382,6,9,12,1193,2263,3460,8,21,35,281,594,868,3,9,6,292,620,914,49,57,107,1014,1151,2164,4163,3529
Albany,50901,27,30,56,335,274,612,4,5,10,370,310,678,185,158,344,2256,2173,4426,36,27,68,2473,2363,4835,95,101,198,1821,1705,3523,23,37,62,1940,1841,3776,3,6,6,123,87,207,0,0,0,122,87,214,4,4,3,43,87,128,0,0,0,51,85,136,3,4,4,147,124,274,5,0,5,158,130,282,8,13,15,158,309,464,0,0,6,166,317,479,0,0,0,0,8,9,0,0,0,3,8,10,16,23,32,475,608,1080,8,3,11,494,633,1126,3,4,6,64,96,158,0,0,0,66,99,167,0,3,3,32,86,124,0,3,3,36,96,132,0,0,0,19,36,51,0,0,0,20,36,55,3,3,3,80,232,314,0,0,3,84,239,323,0,0,0,3,0,3,0,0,0,3,0,3,9,8,19,197,453,651,0,3,3,208,467,676,3,9,10,89,148,233,0,3,3,90,157,247,271,49,318,888,621,1509,1961,1842
Wheat Belt - North,50902,30,31,59,305,260,568,6,8,12,340,298,634,149,180,328,2071,1982,4051,33,35,63,2260,2192,4451,156,132,290,1361,1291,2653,22,21,44,1537,1442,2983,0,3,3,61,51,109,0,0,0,60,53,113,0,0,0,8,46,54,0,0,0,8,41,54,4,4,9,105,98,205,0,0,0,109,102,211,0,7,5,86,248,332,0,0,0,90,251,341,0,0,0,0,3,6,0,0,0,0,4,4,9,11,23,263,438,697,0,0,0,269,449,723,0,3,7,67,125,190,0,0,0,69,125,194,0,10,5,28,58,85,0,3,3,28,71,99,0,0,3,12,26,39,0,0,0,11,30,44,0,0,0,69,174,242,0,3,3,69,180,244,0,0,0,3,0,3,0,0,0,3,0,3,3,15,20,179,389,559,0,6,8,184,402,582,5,4,17,141,164,309,4,0,9,155,172,329,68,88,153,1087,587,1670,2339,2023
Wheat Belt - South,50903,10,5,20,128,102,227,3,6,6,139,107,253,81,77,158,766,830,1598,21,10,26,863,918,1783,42,30,69,423,410,833,14,7,19,476,446,930,0,3,4,10,13,21,0,0,0,14,16,26,0,3,3,3,12,18,0,0,0,3,17,29,0,0,0,36,21,61,0,0,0,36,25,60,0,3,6,21,91,109,0,0,0,22,93,111,0,0,0,4,0,4,0,0,0,4,0,4,3,14,12,74,136,214,0,3,3,76,151,229,0,0,0,12,30,39,0,0,0,12,31,44,0,0,0,3,21,27,0,0,0,3,24,27,0,0,0,6,16,20,0,0,0,6,14,24,0,4,3,26,65,93,0,0,0,28,70,99,0,0,0,0,0,3,0,0,0,0,0,3,0,8,7,49,134,183,0,0,0,50,145,192,0,0,0,14,64,77,0,0,0,14,68,83,58,49,108,216,222,434,905,813
Kimberley,51001,125,127,251,111,92,204,0,0,3,242,221,462,966,954,1920,696,698,1399,26,18,43,1688,1673,3360,532,563,1090,373,332,703,16,4,21,917,901,1820,10,7,21,14,7,19,0,0,0,23,17,39,3,7,11,14,8,24,0,0,0,15,16,33,19,17,37,45,30,74,3,0,3,62,48,114,36,35,74,88,177,261,0,0,0,127,212,337,0,5,5,0,3,3,0,0,0,0,7,12,78,71,147,155,230,381,3,0,3,231,301,532,8,15,24,17,29,41,0,0,0,24,47,65,5,16,25,21,58,73,0,0,0,28,75,98,0,3,3,5,20,24,0,0,0,5,19,23,3,29,27,77,204,279,0,0,0,78,234,309,0,0,0,0,3,3,3,0,3,3,3,3,21,61,83,115,311,428,3,0,0,134,377,509,29,31,62,25,69,91,0,3,3,50,100,153,909,740,1649,260,232,498,1515,1528
East Pilbara,51002,55,35,98,103,110,213,3,3,3,167,151,314,276,267,546,698,674,1371,11,11,20,984,947,1935,189,174,365,310,333,638,8,3,12,505,513,1020,5,0,5,20,14,34,0,0,0,23,16,40,5,3,10,14,20,36,0,0,0,23,22,44,7,9,12,32,49,78,0,0,0,42,51,96,7,12,24,100,147,245,0,0,0,102,163,263,0,0,0,3,4,7,0,0,0,4,3,7,28,23,53,166,231,396,0,3,3,194,256,452,3,0,3,4,9,17,0,0,0,4,11,21,0,4,3,9,30,43,0,0,0,13,38,45,0,0,4,5,19,21,0,0,0,7,20,32,0,5,11,137,141,276,0,0,0,139,150,288,0,0,0,3,0,4,0,0,0,3,0,4,4,15,19,150,207,359,6,0,3,162,223,384,7,12,21,44,71,112,0,0,0,45,89,135,169,134,303,196,152,350,2461,1308
West Pilbara,51003,47,41,87,230,183,412,3,4,5,283,230,507,244,231,482,1268,1178,2447,19,9,30,1530,1425,2956,190,162,351,644,478,1122,16,10,22,850,649,1504,7,3,11,9,13,17,0,0,0,14,14,27,3,0,4,15,18,37,0,0,0,17,25,42,7,13,21,50,47,98,3,0,3,61,57,118,9,10,18,170,188,354,0,0,0,177,191,372,0,3,3,3,3,5,0,0,0,7,3,12,28,22,49,240,269,512,3,0,3,275,295,569,7,6,6,7,28,37,0,0,0,9,29,41,0,0,4,35,41,73,0,0,0,37,45,81,0,0,0,5,12,16,0,0,0,5,12,16,0,3,7,140,173,312,3,3,5,143,185,323,0,0,0,0,0,0,0,0,0,0,0,0,5,15,18,183,257,441,4,3,6,194,270,467,9,11,22,54,79,133,0,3,3,63,91,155,241,132,381,323,219,537,3116,1163
Esperance,51101,5,4,11,75,95,174,3,0,3,88,100,186,42,35,78,632,603,1238,19,12,28,692,658,1349,66,69,132,494,464,959,12,8,19,567,543,1112,0,0,3,17,3,22,0,0,0,22,10,26,0,0,0,3,7,13,0,0,0,3,7,15,0,0,0,26,29,58,0,0,3,28,33,65,0,0,0,30,69,100,0,3,3,26,69,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,78,115,194,0,8,9,83,123,204,0,0,0,11,19,27,0,0,0,11,19,27,0,0,0,10,16,22,0,0,0,10,16,22,0,0,0,4,11,19,0,0,0,4,15,20,0,0,0,15,55,73,0,0,0,15,60,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,102,142,0,0,0,35,107,140,0,0,0,16,40,53,3,0,0,15,36,52,37,27,63,162,219,382,843,726
Gascoyne,51102,20,16,33,56,42,100,0,0,0,75,57,133,95,69,161,303,285,587,5,6,10,397,358,757,64,65,128,164,138,298,0,7,9,227,204,432,0,0,0,3,3,8,0,0,0,7,3,7,0,0,0,0,6,12,0,0,0,0,6,12,3,0,3,13,15,26,0,0,0,19,15,30,3,0,6,18,48,61,0,0,0,17,50,72,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,36,75,110,0,0,0,39,82,123,4,3,8,0,3,6,0,0,0,0,8,10,0,3,3,3,11,20,0,0,0,3,14,19,0,0,0,0,3,8,0,0,0,0,3,8,0,0,3,15,29,43,0,0,0,16,36,46,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,19,55,74,0,0,0,25,60,81,0,3,9,10,6,13,0,0,0,6,14,20,70,70,141,134,109,238,541,459
Goldfields,51103,62,41,103,200,196,397,0,3,3,261,245,510,334,328,664,1471,1448,2917,14,18,32,1813,1797,3617,188,175,367,923,916,1834,9,15,23,1115,1106,2220,9,6,12,35,49,84,0,0,0,43,53,94,0,3,3,9,39,46,0,0,0,9,41,52,8,14,18,92,120,208,0,0,0,102,131,229,3,8,12,110,263,371,0,3,0,111,277,390,0,0,0,7,7,10,0,0,0,7,7,10,18,29,41,256,476,725,0,3,6,269,505,772,5,0,3,98,50,152,0,0,0,105,52,154,4,3,6,83,61,146,0,0,0,87,62,148,0,3,4,15,28,43,0,0,0,20,29,49,5,5,10,124,207,333,4,0,3,133,218,348,0,0,0,0,0,0,0,0,0,0,0,0,11,13,25,322,348,671,4,0,3,336,367,701,10,3,11,66,120,188,0,0,0,70,130,197,306,305,612,342,301,649,2108,1512
Mid West,51104,68,53,119,254,236,491,3,3,5,326,289,617,428,381,810,1963,1920,3884,30,28,56,2421,2327,4749,217,251,469,1462,1431,2892,31,24,57,1709,1713,3421,9,3,13,59,112,164,0,0,0,63,114,182,3,10,15,38,79,115,0,0,0,40,87,124,4,9,15,110,90,204,0,0,0,119,102,218,6,12,13,110,267,378,0,0,3,116,279,396,0,0,0,3,4,11,0,0,0,6,4,9,16,35,58,323,547,870,3,0,3,344,583,927,3,8,12,36,112,152,0,0,0,41,119,168,5,7,8,33,93,119,0,0,0,33,98,134,3,0,3,13,55,68,0,0,0,15,55,72,5,9,12,88,244,325,0,0,0,86,255,338,0,0,0,0,3,4,0,0,0,0,3,4,11,22,40,172,499,669,4,0,3,189,523,714,12,15,24,73,126,201,0,0,0,81,143,224,359,238,598,564,552,1110,2248,1869
Brighton,60101,12,11,19,49,59,110,0,0,0,62,77,136,155,125,281,786,745,1535,19,14,37,961,884,1849,72,69,147,496,415,914,12,8,16,581,500,1076,10,10,26,59,52,110,6,0,4,75,66,141,0,5,3,13,15,24,0,0,0,13,16,32,3,3,3,37,34,73,3,0,4,46,36,84,3,3,6,32,73,109,0,0,0,38,78,115,0,0,0,0,0,0,0,0,0,3,0,3,22,28,47,144,176,314,8,8,10,167,202,369,4,7,10,38,76,111,0,0,3,43,81,124,0,3,3,16,23,37,0,0,0,16,23,40,0,3,3,6,7,19,0,0,0,6,8,22,0,3,3,19,69,86,0,0,0,19,70,92,0,0,0,0,0,0,0,0,0,0,0,0,4,14,13,83,170,254,0,3,3,89,189,274,0,9,13,15,52,68,0,0,0,22,56,80,45,43,84,208,242,451,421,452
Hobart - North East,60102,10,10,25,192,181,368,0,3,3,200,192,393,154,156,313,2255,2151,4404,33,36,74,2439,2353,4789,108,87,196,1463,1379,2844,13,11,26,1584,1476,3066,11,6,19,115,119,237,3,3,4,130,129,259,0,0,3,34,91,132,0,0,0,37,95,136,11,0,11,147,78,227,0,0,0,157,81,242,9,3,9,134,213,341,0,0,0,144,216,354,0,0,0,3,0,10,0,0,0,3,3,9,29,11,47,435,511,943,6,3,7,467,525,994,7,3,15,301,370,677,4,0,7,312,381,691,3,4,4,118,155,272,0,0,0,121,158,275,0,3,5,42,53,95,0,0,0,45,57,96,3,8,12,201,419,618,0,0,0,202,428,630,0,0,0,4,4,9,0,0,0,4,4,9,15,22,40,667,1000,1665,3,3,11,681,1030,1711,9,14,15,114,160,276,0,0,3,122,171,294,100,46,142,774,497,1271,936,985
Hobart - North West,60103,11,16,28,164,186,344,4,0,5,184,198,382,224,246,467,2118,1995,4107,33,34,67,2372,2274,4647,121,115,229,1364,1360,2731,25,24,55,1511,1502,3012,15,19,34,169,176,343,8,9,16,186,207,393,0,7,7,91,136,228,0,6,4,92,144,238,14,6,15,137,100,242,4,0,4,154,106,264,6,6,16,164,248,408,0,0,0,175,252,424,0,0,0,4,9,11,0,0,0,4,9,14,33,37,72,568,669,1240,9,15,26,613,725,1337,8,14,20,254,264,519,0,0,3,265,281,543,3,4,12,134,149,282,0,0,0,137,157,293,3,0,3,31,61,93,0,0,0,35,65,101,9,10,21,152,310,459,3,0,0,161,324,479,0,0,0,0,3,3,0,0,0,0,3,3,22,32,54,569,787,1360,4,4,6,601,824,1421,12,13,19,144,232,374,0,4,3,151,249,400,45,55,106,584,730,1316,1352,1429
Hobart - South and West,60104,6,5,11,141,139,280,0,0,0,147,141,287,104,84,186,1591,1493,3082,13,14,25,1712,1586,3293,73,56,124,1149,1120,2263,19,9,25,1229,1175,2413,4,4,5,87,68,151,0,3,3,86,73,157,0,3,3,29,36,61,0,0,0,29,37,65,0,3,3,73,39,113,3,0,3,76,41,120,0,3,3,114,143,256,0,0,3,113,151,264,0,0,0,0,3,3,0,0,0,0,3,3,9,13,19,299,290,585,4,7,10,306,308,614,4,11,14,236,263,499,0,0,0,238,274,512,5,4,10,93,158,252,0,3,3,96,159,259,0,0,0,34,56,85,0,0,0,34,60,89,0,8,8,175,346,516,0,0,3,170,353,529,0,0,0,0,3,3,0,0,0,0,3,3,5,28,29,538,821,1358,0,10,11,546,855,1399,3,6,9,66,137,199,0,0,0,71,139,211,11,21,28,218,257,483,576,542
Hobart Inner,60105,4,9,10,206,176,381,3,3,3,208,187,396,45,43,86,1780,1668,3448,18,10,29,1840,1721,3562,37,21,61,1390,1345,2737,9,13,20,1434,1381,2819,3,5,3,103,98,207,0,0,0,108,106,214,3,3,3,105,131,239,0,0,0,105,136,242,3,0,9,87,54,143,3,0,6,94,62,153,0,5,5,129,180,314,3,0,5,140,189,320,0,0,0,3,5,6,0,0,0,3,3,6,13,12,25,429,472,897,3,7,13,444,487,934,25,25,45,1370,1479,2849,3,0,5,1396,1505,2899,14,7,13,843,795,1640,7,3,11,864,797,1659,0,0,3,108,119,230,0,0,0,113,119,231,3,14,14,396,656,1043,3,0,3,396,665,1066,0,0,0,8,9,14,0,0,0,8,9,14,41,36,76,2720,3052,5777,11,7,15,2772,3100,5871,0,3,5,118,164,278,3,3,4,118,166,287,13,12,23,273,304,584,1324,1281
Sorell - Dodges Ferry,60106,7,5,5,51,50,103,0,0,0,54,58,114,48,51,98,667,617,1282,6,12,19,719,678,1399,30,24,57,415,437,856,9,0,6,457,467,924,0,4,8,36,39,80,3,0,3,42,49,92,0,0,0,9,27,39,0,0,0,9,33,42,5,4,7,54,27,74,0,0,0,56,30,83,0,4,3,31,69,99,0,0,0,36,75,108,0,0,0,4,0,4,0,0,0,4,0,4,7,15,20,132,167,296,3,4,6,142,178,324,0,0,0,51,72,126,0,3,4,53,76,130,0,0,0,18,25,43,0,0,0,18,29,47,0,0,0,3,18,24,0,0,0,3,18,23,3,3,3,42,104,148,0,0,4,44,110,155,0,0,0,0,3,3,0,0,0,0,3,3,3,7,12,110,223,339,3,3,7,119,233,350,4,0,6,24,46,75,0,0,0,28,49,79,19,13,31,159,188,350,382,405
Launceston,60201,22,22,43,337,298,636,4,3,6,362,324,685,220,195,411,3297,3144,6438,40,45,86,3557,3384,6933,124,125,248,2340,2264,4606,16,23,37,2479,2418,4900,19,14,35,257,248,506,0,4,4,276,268,547,7,12,19,172,213,379,0,0,0,177,224,398,13,11,25,195,180,370,0,0,0,203,192,398,8,10,17,216,375,585,3,5,7,221,385,609,0,0,0,9,7,16,0,0,0,9,7,16,37,49,89,841,1021,1863,4,9,11,888,1074,1966,25,27,54,948,960,1907,3,0,5,976,993,1972,10,13,24,441,427,868,0,0,3,455,438,894,3,0,3,69,107,172,0,0,0,72,105,181,3,15,25,280,584,865,0,0,5,286,601,888,0,0,0,6,6,9,0,0,0,6,9,13,43,58,103,1745,2081,3831,4,8,12,1795,2146,3940,7,10,16,188,256,444,3,3,9,201,261,467,63,62,124,767,866,1634,2067,2205
