sa3_name16,sa3_code16,hh_in_p_1_f_hh_c_f_n_c_n_u_2,hh_in_p_1_f_hh_c_f_n_c_n_u_3,hh_in_p_1_f_hh_c_f_n_c_n_u_4,hh_in_p_1_f_hh_c_f_n_c_n_u_5,hh_in_p_1_f_h_c_f_n_c_n_u_6ov,hh_in_p_1_f_hh_c_f_no_ch_tot,hh_in_p_1_f_hh_c_f_ch_nu_ur_3,hh_in_p_1_f_hh_c_f_ch_nu_ur_4,hh_in_p_1_f_hh_c_f_ch_nu_ur_5,hh_i_p_1_f_h_c_f_ch_nu_ur_6ov,hh_in_pe_1_fa_hh_co_fa_ch_tot,hh_in_p_1_f_h_1_pa_f_nu_ur_2,hh_in_p_1_f_h_1_pa_f_nu_ur_3,hh_in_p_1_f_h_1_pa_f_nu_ur_4,hh_in_p_1_f_h_1_pa_f_nu_ur_5,hh_in_p_1_f_h_1_pa_f_n_ur_6ov,hh_in_p_1_f_h_1_pa_f_tot,hh_in_p_1_fa_hh_ot_fa_nu_ur_2,hh_in_p_1_fa_hh_ot_fa_nu_ur_3,hh_in_p_1_fa_hh_ot_fa_nu_ur_4,hh_in_p_1_fa_hh_ot_fa_nu_ur_5,hh_in_p_1_fa_hh_ot_f_n_ur_6ov,hh_in_pe_1_fa_hh_other_fa_tot,hh_in_pe_1_fa_hh_tot_nu_ur_2,hh_in_pe_1_fa_hh_tot_nu_ur_3,hh_in_pe_1_fa_hh_tot_nu_ur_4,hh_in_pe_1_fa_hh_tot_nu_ur_5,hh_in_pe_1_fa_hh_tot_n_ur_6ov,hh_in_pe_1_fa_hh_tot_tot,hhd_in_pe_mu_fa_hhd_nu_ur_4,hhd_in_pe_mu_fa_hhd_nu_ur_5,hhd_in_pe_mu_fa_hhd_n_ur_6ov,hhd_in_pe_mu_fa_hhd_tot,hhd_in_pe_totfa_hhd_nu_ur_2,hhd_in_pe_totfa_hhd_nu_ur_3,hhd_in_pe_totfa_hhd_nu_ur_4,hhd_in_pe_totfa_hhd_nu_ur_5,hhd_in_pe_totfa_hhd_n_ur_6ov,hhd_in_pe_totfa_hhd_tot,hhd_in_pe_lo_per_hhd_nu_ur_1,hhd_in_pe_lo_per_hhd_tot,hhd_in_pe_gr_hh_nu_ur_2,hhd_in_pe_gr_hh_nu_ur_3,hhd_in_pe_gr_hh_nu_ur_4,hhd_in_pe_gr_hh_nu_ur_5,hhd_in_pe_gr_hh_n_ur_6ov,hhd_in_pe_gr_hh_tot,hhd_in_pe_tot_nu_ur_1,hhd_in_pe_tot_nu_ur_2,hhd_in_pe_tot_nu_ur_3,hhd_in_pe_tot_nu_ur_4,hhd_in_pe_tot_nu_ur_5,hhd_in_pe_tot_nu_ur_6_more,hhd_in_pe_tot_tot,ot_hh_1_f_hh_c_f_no_c_nu_ur_2,ot_hh_1_f_hh_c_f_no_c_nu_ur_3,ot_hh_1_f_hh_c_f_no_c_nu_ur_4,ot_hh_1_f_hh_c_f_no_c_nu_ur_5,ot_hh_1_f_hh_c_f_n_c_n_ur_6ov,ot_hh_1_f_hh_c_f_no_c_tot,ot_hh_1_f_hh_c_f_ch_nu_ur_3,ot_hh_1_f_hh_c_f_ch_nu_ur_4,ot_hh_1_f_hh_c_f_ch_nu_ur_5,ot_hh_1_f_hh_c_f_ch_n_ur_6ov,ot_hh_1_f_hh_c_f_with_ch_tot,ot_hh_1_f_hh_1_pa_f_nu_ur_2,ot_hh_1_f_hh_1_pa_f_nu_ur_3,ot_hh_1_f_hh_1_pa_f_nu_ur_4,ot_hh_1_f_hh_1_pa_f_nu_ur_5,ot_hh_1_f_hh_1_pa_f_n_ur_6ov,ot_hh_1_f_hh_1_parent_f_tot,ot_hh_one_fa_hh_ot_fa_nu_ur_2,ot_hh_one_fa_hh_ot_fa_nu_ur_3,ot_hh_one_fa_hh_ot_fa_nu_ur_4,ot_hh_one_fa_hh_ot_fa_nu_ur_5,ot_hh_1_fa_hh_ot_fa_n_ur_6ov,ot_hh_one_fa_hhd_other_fa_tot,ot_hh_one_fa_hhd_tot_nu_ur_2,ot_hh_one_fa_hhd_tot_nu_ur_3,ot_hh_one_fa_hhd_tot_nu_ur_4,ot_hh_one_fa_hhd_tot_nu_ur_5,ot_hh_one_fa_hhd_tot_n_ur_6ov,ot_hh_one_fa_hhd_tot_tot,ot_hh_multiple_fa_hhd_nu_ur_4,ot_hh_multiple_fa_hhd_nu_ur_5,ot_hh_multiple_fa_hh_nu_u_6ov,ot_hh_multiple_fa_hhd_tot,ot_hh_totfa_hhd_nu_ur_2,ot_hh_totfa_hhd_nu_ur_3,ot_hh_totfa_hhd_nu_ur_4,ot_hh_totfa_hhd_nu_ur_5,ot_hh_totfa_hhd_nu_ur_6_more,ot_hh_totfa_hhd_tot,ot_hh_lo_per_hhd_nu_ur_1,ot_hh_lo_per_hhd_tot,ot_hh_gr_hh_nu_ur_2,ot_hh_gr_hh_nu_ur_3,ot_hh_gr_hh_nu_ur_4,ot_hh_gr_hh_nu_ur_5,ot_hh_gr_hh_nu_u_6ov,ot_hh_gr_hh_tot,ot_hh_tot_nu_ur_1,ot_hh_tot_nu_ur_2,ot_hh_tot_nu_ur_3,ot_hh_tot_nu_ur_4,ot_hh_tot_nu_ur_5,ot_hh_tot_nu_ur_6_more,ot_hh_tot_tot
Knox,21101,55,9,0,0,0,67,33,50,41,22,140,30,36,19,9,9,98,7,0,0,0,0,7,87,81,67,47,25,306,3,9,6,22,87,81,73,53,31,330,52,52,10,3,3,0,0,15,52,94,84,71,53,31,389,12298,592,112,22,0,13027,6889,9352,3394,1057,20699,2675,2083,802,186,62,5807,442,96,11,8,0,555,15420,9662,10281,3604,1119,40082,289,333,507,1121,15420,9662,10564,3938,1625,41210,10810,10810,983,183,68,16,8,1255,10810,16399,9848,10632,3955,1636,53277
Manningham - East,21102,3,0,0,0,0,3,3,13,3,0,16,0,0,0,0,0,4,0,0,0,0,0,0,5,4,9,3,0,23,0,0,0,0,5,4,13,7,0,26,3,3,0,0,0,0,0,0,3,10,4,13,7,0,37,2022,67,11,3,0,2100,1011,1769,868,207,3861,293,262,90,20,7,673,46,8,3,0,0,60,2360,1353,1871,893,214,6690,43,45,81,166,2360,1353,1919,940,295,6861,1262,1262,86,11,0,3,0,104,1262,2450,1365,1916,937,295,8228
Maroondah,21103,39,3,4,0,0,45,27,47,19,10,103,26,22,14,4,3,71,4,0,0,0,0,11,72,57,68,24,11,231,3,7,8,10,72,57,65,29,21,241,44,44,9,10,0,0,0,18,44,83,63,65,29,21,309,9213,345,69,3,0,9629,4566,6128,2464,728,13881,2186,1457,516,113,43,4311,332,70,20,0,0,428,11731,6436,6725,2587,772,28253,160,168,240,568,11731,6436,6887,2750,1018,28819,9565,9565,920,142,51,8,3,1121,9565,12651,6580,6932,2758,1020,39510
Whitehorse - East,21104,13,0,0,0,0,13,9,12,6,3,25,9,9,3,0,0,21,0,0,0,0,0,0,18,19,13,8,3,63,0,3,0,6,18,19,13,11,3,69,23,23,3,0,5,0,0,7,23,27,21,19,11,3,96,5117,240,60,17,9,5443,2659,3795,1260,318,8030,1038,692,227,49,16,2033,202,32,11,7,3,253,6358,3632,4090,1336,348,15758,93,151,173,412,6358,3632,4182,1486,522,16174,4982,4982,421,147,61,23,14,663,4982,6773,3776,4244,1508,531,21813
Yarra Ranges,21105,110,7,0,0,0,120,55,101,59,30,245,51,47,43,4,8,143,4,4,0,0,0,9,166,114,147,66,31,523,8,14,12,31,166,114,157,78,46,554,95,95,22,5,0,0,0,30,95,185,116,157,78,46,678,13151,501,62,5,3,13730,5865,8060,3420,1199,18539,2569,1996,737,238,63,5605,353,71,10,4,0,443,16076,8431,8869,3668,1270,38302,254,285,409,947,16076,8431,9122,3951,1672,39251,10640,10640,919,111,21,8,6,1078,10640,16999,8542,9146,3960,1682,50964
Cardinia,21201,71,10,0,0,0,81,31,62,32,29,152,20,26,22,6,9,84,0,0,0,0,0,0,88,64,75,32,43,310,4,4,6,18,88,64,82,43,49,333,38,38,16,0,0,0,0,12,38,105,66,82,43,49,383,7226,351,48,9,3,7636,3635,5184,2350,952,12124,1475,1366,541,162,98,3643,217,42,11,3,0,275,8921,5400,5781,2521,1052,23669,129,144,294,562,8921,5400,5907,2665,1341,24236,5746,5746,585,74,19,5,3,699,5746,9512,5472,5929,2671,1350,30676
Casey - North,21202,56,0,3,0,0,58,33,47,24,12,110,20,25,15,9,5,82,8,3,0,0,0,6,76,63,64,30,18,249,0,4,3,7,76,63,63,33,21,258,39,39,9,3,0,0,0,12,39,92,64,66,33,21,312,8644,460,69,17,4,9206,5323,7819,3224,1459,17826,2056,1577,745,239,127,4750,357,65,18,5,8,459,11059,7434,8655,3490,1597,32231,241,373,700,1319,11059,7434,8902,3858,2302,33553,6979,6979,689,148,79,42,38,999,6979,11749,7582,8979,3902,2336,41529
Casey - South,21203,61,14,0,0,0,73,44,70,38,30,181,32,35,26,16,5,118,10,3,0,0,0,12,101,91,101,51,39,388,8,4,19,35,101,91,110,57,57,421,45,45,24,3,0,0,0,34,45,128,95,116,60,57,499,9353,604,109,29,12,10102,6809,9986,4276,2272,23338,2226,2081,972,294,199,5783,420,96,26,4,6,550,11992,9588,11094,4607,2491,39767,319,493,1168,1981,11992,9588,11411,5097,3658,41744,6996,6996,840,128,55,16,11,1045,6996,12835,9710,11458,5116,3672,49786
Dandenong,21204,43,3,0,0,0,49,16,20,15,9,64,36,33,17,12,3,100,4,6,0,0,0,13,81,57,43,26,15,222,6,4,5,16,81,57,50,30,21,239,54,54,11,3,0,0,0,18,54,100,65,50,35,22,316,11116,1020,274,117,58,12576,7286,8461,3686,2021,21460,3289,2388,1001,413,223,7315,754,249,72,38,33,1146,15163,10939,9812,4249,2334,42489,408,638,1479,2531,15163,10939,10219,4893,3810,45017,12381,12381,1431,515,338,190,191,2663,12381,16592,11451,10556,5081,3999,60064
Monash,21205,31,4,0,0,0,32,23,27,6,7,57,15,14,8,7,0,37,4,0,0,0,0,10,46,39,37,15,5,145,3,0,3,9,46,39,39,16,8,148,24,24,11,3,10,4,0,29,24,61,40,45,14,10,206,12943,862,316,129,56,14311,7493,9962,3266,888,21606,2895,1882,658,170,72,5680,678,204,74,30,12,1000,16522,10442,11011,3594,1028,42592,303,408,596,1306,16522,10442,11315,3996,1624,43898,11609,11609,1557,1036,714,260,178,3744,11609,18080,11477,12031,4255,1800,59255
Brimbank,21301,51,10,3,0,0,59,29,34,19,22,109,43,42,18,11,7,123,3,4,0,0,0,7,96,80,55,28,28,294,8,9,7,23,96,80,65,40,35,316,50,50,16,8,3,4,0,32,50,110,90,67,39,35,392,10542,820,245,80,42,11726,7020,8791,3963,2045,21823,3437,2740,1353,541,339,8414,738,226,90,35,18,1106,14716,10811,10487,4618,2434,43066,396,631,1397,2425,14716,10811,10880,5247,3837,45488,10701,10701,1129,369,235,135,107,1985,10701,15848,11181,11114,5386,3941,58171
Hobsons Bay,21302,38,5,0,0,0,45,23,35,11,7,68,25,21,7,4,0,61,0,0,0,0,0,4,61,48,42,16,6,177,3,3,0,8,61,48,46,18,6,185,33,33,18,9,0,0,0,24,33,79,57,45,18,6,245,6986,331,62,3,4,7385,3666,4645,1622,524,10449,1727,1046,385,86,39,3280,362,60,18,3,3,446,9077,5103,5109,1714,568,21569,112,125,178,415,9077,5103,5214,1840,746,21982,7667,7667,705,185,50,16,10,969,7667,9781,5290,5263,1861,758,30619
Maribyrnong,21303,49,6,0,0,0,55,21,24,0,4,51,18,15,10,5,3,50,5,0,0,0,0,7,78,48,34,7,10,165,0,3,4,6,78,48,34,9,7,173,61,61,28,12,4,0,0,50,61,107,57,33,9,7,276,6388,512,164,48,34,7140,3128,3646,1128,401,8302,1383,890,349,117,70,2810,462,120,50,13,14,654,8233,4650,4205,1310,515,18912,116,125,235,471,8233,4650,4324,1429,750,19384,8063,8063,1598,669,304,107,86,2765,8063,9826,5315,4625,1540,833,30202
Melton - Bacchus Marsh,21304,91,15,0,0,0,101,58,88,54,40,241,47,67,35,20,6,174,8,3,0,0,0,7,143,143,119,76,51,533,5,3,23,35,143,143,126,74,73,566,68,68,27,3,0,0,0,36,68,168,148,128,74,73,664,9323,498,65,13,5,9905,5839,9147,3865,1590,20438,2311,2181,1006,384,210,6091,371,90,8,5,0,486,12001,8613,10228,4262,1807,36912,257,319,710,1295,12001,8613,10487,4584,2516,38204,8044,8044,858,111,30,8,7,1013,8044,12862,8720,10517,4588,2527,47264
Wyndham,21305,92,11,3,0,0,108,99,92,55,38,285,50,75,59,34,13,234,3,0,0,0,0,4,149,186,161,86,47,631,11,10,13,38,149,186,169,104,62,666,74,74,24,9,3,3,3,47,74,179,198,169,106,66,785,12845,909,199,61,24,14039,10449,12886,5026,2433,30798,3007,2709,1191,455,309,7681,539,135,42,9,15,744,16394,14211,14325,5550,2783,53261,417,638,1252,2312,16394,14211,14740,6195,4033,55571,10441,10441,1309,284,119,53,26,1794,10441,17703,14498,14858,6247,4065,67803
Frankston,21401,113,16,0,0,0,132,66,79,43,22,209,46,62,39,12,8,168,8,6,0,0,0,23,169,149,118,60,32,528,4,7,12,21,169,149,126,63,41,550,101,101,34,4,3,3,0,46,101,206,154,126,66,41,697,10813,461,55,4,0,11337,5130,6483,2493,819,14923,3175,2278,857,245,74,6614,457,92,21,5,4,578,14441,7961,7413,2747,889,33449,207,245,298,757,14441,7961,7619,2989,1193,34207,13209,13209,1322,194,37,13,4,1580,13209,15766,8152,7659,3003,1199,48987
Mornington Peninsula,21402,124,9,3,0,0,142,63,82,40,19,204,53,67,19,14,3,156,8,0,0,0,0,12,188,139,108,45,26,505,3,7,16,22,188,139,106,57,40,534,82,82,28,3,0,0,0,29,82,213,143,110,57,40,643,16678,441,47,3,0,17171,5226,7373,2994,872,16468,2860,2014,699,199,57,5833,325,43,10,0,0,376,19864,7720,8136,3199,923,39845,209,197,271,675,19864,7720,8342,3401,1198,40524,15478,15478,1016,89,25,17,3,1151,15478,20885,7811,8363,3414,1202,57149
Grampians,21501,55,3,0,0,0,58,30,44,24,17,116,32,26,17,12,11,98,4,0,0,0,0,3,89,63,61,29,28,270,8,3,5,15,89,63,68,34,35,288,90,90,22,4,0,0,0,28,90,113,62,67,34,35,400,6914,109,20,0,3,7048,1899,2118,1017,350,5386,1005,603,261,85,24,1971,187,16,0,0,0,207,8112,2625,2390,1104,376,14613,32,31,46,108,8112,2625,2422,1138,423,14722,7511,7511,461,67,19,19,10,581,7511,8570,2695,2443,1157,433,22812
Mildura,21502,93,13,0,0,0,107,57,78,50,36,224,99,109,66,32,31,336,4,3,3,0,0,11,196,186,142,84,68,679,9,12,11,34,196,186,151,95,78,714,132,132,37,8,4,0,3,51,132,233,192,158,98,82,890,5166,183,23,6,3,5380,1701,1982,1005,409,5097,933,636,282,84,30,1966,138,29,4,0,3,172,6233,2548,2290,1102,444,12610,53,75,77,201,6233,2548,2344,1170,514,12813,5546,5546,436,68,36,12,14,564,5546,6673,2613,2379,1184,525,18921
Murray River - Swan Hill,21503,48,5,0,0,0,55,43,37,30,23,138,49,37,34,16,11,146,4,3,0,0,0,10,98,93,75,47,34,352,3,0,5,7,98,93,75,44,38,358,88,88,23,4,0,0,0,25,88,127,92,75,44,38,468,4062,86,14,0,3,4165,1165,1183,748,303,3397,530,325,119,42,12,1040,103,17,4,0,0,121,4696,1599,1325,790,324,8728,24,31,35,89,4696,1599,1348,822,355,8819,4187,4187,311,48,14,10,4,392,4187,5005,1650,1362,832,363,13396
Campaspe,21601,71,4,0,0,0,75,34,35,23,15,106,39,51,23,12,9,138,3,3,0,0,0,5,109,85,62,35,22,320,0,3,8,7,109,85,61,40,30,331,75,75,7,3,3,0,0,13,75,116,86,67,40,30,418,4152,94,6,0,0,4255,1157,1421,728,301,3602,620,386,192,38,13,1247,86,9,0,0,0,100,4863,1647,1614,772,313,9207,33,42,34,108,4863,1647,1650,809,348,9313,3843,3843,285,24,10,0,0,328,3843,5146,1674,1658,816,350,13484
Moira,21602,60,0,0,0,0,60,18,26,10,15,75,24,18,27,6,4,78,0,0,0,0,0,5,85,47,49,21,19,217,0,0,0,0,85,47,49,20,21,217,42,42,14,3,0,0,0,16,42,97,48,52,20,21,272,3328,91,6,3,0,3422,884,957,532,261,2636,486,314,142,54,16,1013,65,8,0,0,0,74,3871,1300,1108,594,277,7146,38,39,29,107,3871,1300,1147,634,306,7249,3116,3116,221,18,7,0,3,254,3116,4099,1316,1156,629,308,10625
Shepparton,21603,98,5,0,0,0,107,73,88,56,38,256,112,99,57,28,24,322,12,3,3,0,0,16,217,185,150,87,62,703,13,9,11,29,217,185,167,95,75,735,172,172,42,7,3,0,0,53,172,264,194,169,93,72,963,5641,175,23,0,4,5846,2055,2557,1219,527,6355,1082,753,311,125,50,2310,150,31,3,0,0,183,6871,3005,2896,1342,584,14702,56,65,143,261,6871,3005,2952,1405,723,14962,5956,5956,489,86,36,12,13,643,5956,7367,3094,2995,1421,731,21559
Glenelg - Southern Grampians,21701,76,3,0,0,0,79,29,33,25,19,114,33,34,16,8,5,91,0,0,0,0,0,4,108,60,53,32,24,281,0,0,3,9,108,60,53,35,30,291,56,56,8,0,0,0,0,10,56,122,66,53,35,30,361,4120,59,6,0,0,4182,1205,1338,615,200,3366,664,368,147,30,15,1219,91,6,0,0,0,96,4878,1632,1491,647,215,8867,30,14,21,65,4878,1632,1521,664,238,8925,4394,4394,279,32,4,0,0,316,4394,5151,1667,1523,665,238,13633
Colac - Corangamite,21703,39,3,0,0,0,41,18,18,10,13,67,5,15,10,4,0,39,0,0,0,0,0,0,46,33,31,20,16,153,0,0,0,3,46,33,36,18,14,154,46,46,9,0,0,0,0,5,46,56,34,36,21,14,204,3980,70,8,0,0,4054,1172,1339,724,336,3570,668,380,174,60,17,1306,117,17,9,0,0,145,4768,1639,1532,784,354,9078,30,24,26,76,4768,1639,1556,809,379,9152,4289,4289,309,54,6,11,9,386,4289,5075,1686,1567,817,390,13825
Warrnambool,21704,53,4,0,0,0,55,32,37,22,10,103,32,32,22,11,5,110,3,0,0,0,0,3,90,70,62,34,23,272,0,4,3,5,90,70,62,37,23,284,52,52,13,7,0,0,0,20,52,105,72,67,39,25,356,5082,109,28,3,0,5225,1628,2045,1026,418,5121,864,585,217,71,24,1763,143,24,0,0,0,165,6090,2349,2296,1102,443,12279,30,28,43,95,6090,2349,2321,1124,484,12376,5179,5179,435,100,44,14,15,605,5179,6530,2452,2364,1141,501,18160
Capalaba,30101,99,17,5,0,0,117,62,119,51,31,261,59,57,43,19,10,196,9,3,0,0,0,9,163,143,168,75,43,588,9,12,22,38,163,143,175,86,60,628,55,55,30,0,3,0,0,32,55,192,144,179,86,60,718,6211,332,38,7,8,6602,2896,3804,1523,560,8788,1238,936,376,127,34,2711,191,39,13,0,3,245,7645,4207,4236,1654,601,18340,163,138,238,539,7645,4207,4395,1794,846,18884,4627,4627,484,105,26,4,5,623,4627,8131,4313,4425,1798,851,24136
Cleveland - Stradbroke,30102,147,15,3,0,0,170,90,120,66,33,314,69,77,39,12,6,200,14,6,3,0,0,16,222,184,160,79,42,691,9,20,34,63,222,184,169,104,79,757,147,147,37,5,0,0,0,42,147,258,190,173,104,82,944,8634,322,44,7,0,9013,3019,4113,1577,580,9291,1269,1018,387,110,44,2825,167,39,4,0,0,213,10068,4409,4553,1689,623,21338,150,157,221,530,10068,4409,4700,1848,843,21865,6337,6337,640,79,17,3,3,741,6337,10710,4481,4717,1851,847,28949
Wynnum - Manly,30103,107,19,0,3,0,131,87,101,58,22,274,90,80,37,14,8,231,14,3,0,0,0,21,212,196,136,79,30,647,14,11,13,36,212,196,153,88,47,688,100,100,40,8,7,0,0,57,100,251,205,155,88,47,841,5550,319,40,5,5,5922,2852,3815,1341,431,8440,1296,926,324,103,34,2679,233,45,4,3,0,284,7083,4132,4181,1452,474,17328,99,106,148,357,7083,4132,4286,1559,622,17683,5169,5169,618,128,34,9,3,787,5169,7703,4260,4313,1570,629,23645
Bald Hills - Everton Park,30201,63,7,0,0,0,78,28,30,16,13,82,19,26,16,4,8,76,3,0,0,0,0,8,90,61,51,21,17,241,6,4,8,15,90,61,55,20,24,254,17,17,16,5,3,0,0,25,17,102,72,60,20,24,300,3737,168,37,4,3,3951,1783,2327,867,258,5236,636,418,169,51,17,1292,140,31,3,3,0,177,4520,2399,2537,925,283,10659,60,81,101,244,4520,2399,2595,998,386,10902,2745,2745,383,81,35,6,3,510,2745,4906,2482,2627,1006,391,14152
Chermside,30202,112,10,4,3,0,126,46,77,32,23,178,47,53,22,17,12,145,16,5,0,0,0,22,171,119,97,53,33,471,5,9,8,17,171,119,104,61,36,494,120,120,41,17,5,3,0,65,120,211,132,108,62,43,682,6290,387,73,13,7,6768,2646,3238,1219,364,7470,1323,819,289,88,17,2545,351,85,20,0,3,459,7960,3939,3620,1321,393,17235,73,79,117,270,7960,3939,3695,1402,512,17506,7361,7361,991,272,79,15,10,1371,7361,8959,4211,3777,1413,518,26237
Nundah,30203,61,5,3,0,0,71,32,40,24,11,112,40,29,14,9,4,97,3,6,3,0,0,15,108,75,53,33,22,298,7,0,6,9,108,75,58,34,24,307,70,70,43,8,0,4,0,52,70,148,88,64,43,24,428,3497,252,50,11,6,3821,1484,1571,560,203,3820,720,400,145,36,15,1316,180,43,11,0,0,233,4405,2186,1776,607,223,9195,59,75,105,239,4405,2186,1828,684,326,9428,4147,4147,731,161,51,18,3,967,4147,5139,2347,1887,697,333,14544
Sandgate,30204,129,16,8,0,0,150,66,76,47,30,216,62,55,39,12,9,170,18,7,0,3,0,23,206,140,127,57,39,565,4,8,17,29,206,140,134,66,57,595,86,86,38,3,3,0,0,44,86,247,140,137,66,57,728,4854,280,46,7,4,5192,2405,2749,1001,327,6480,1197,790,254,60,33,2334,225,62,17,0,0,301,6276,3535,3062,1072,358,14303,82,94,180,353,6276,3535,3144,1164,538,14661,5505,5505,628,140,24,7,3,805,5505,6908,3673,3167,1172,543,20964
Carindale,30301,63,9,0,0,0,68,24,40,14,11,93,16,19,11,10,9,61,6,0,4,3,0,9,81,47,57,24,23,238,3,0,4,7,81,47,62,22,22,243,42,42,24,15,5,0,0,51,42,110,68,62,27,22,328,4182,265,69,11,3,4535,2013,2829,1057,322,6225,860,537,183,52,22,1646,184,53,10,4,0,248,5229,2877,3089,1116,349,12656,61,70,111,246,5229,2877,3146,1192,461,12898,3854,3854,515,220,67,24,16,841,3854,5740,3093,3217,1215,472,17589
Holland Park - Yeronga,30302,81,13,5,5,0,111,35,42,16,3,97,39,27,11,6,7,82,13,7,0,0,0,21,139,77,62,25,7,308,3,0,6,6,139,77,61,25,14,313,132,132,38,20,24,11,0,89,132,180,96,85,32,13,541,6125,463,163,43,16,6816,2331,2936,1086,310,6671,1147,584,203,47,21,1999,409,127,32,10,3,583,7681,3511,3339,1188,352,16071,84,72,90,247,7681,3511,3424,1268,445,16323,7858,7858,1657,734,278,82,43,2792,7858,9331,4247,3701,1346,488,26978
Mt Gravatt,30303,69,3,6,0,0,82,28,53,15,19,109,26,32,19,12,6,97,10,3,0,0,0,12,103,63,78,30,25,300,9,4,7,20,103,63,82,32,34,319,57,57,24,12,3,3,3,43,57,121,77,87,33,39,418,5105,440,180,78,34,5842,2634,3564,1428,547,8170,1118,791,309,103,47,2370,254,87,30,12,7,393,6485,3954,4078,1621,644,16778,134,177,340,654,6485,3954,4216,1797,982,17423,4559,4559,706,426,169,100,62,1462,4559,7186,4377,4386,1893,1045,23451
Nathan,30304,38,7,0,0,0,47,25,22,16,18,80,15,13,12,3,6,56,3,0,0,0,0,4,60,50,32,26,21,185,0,4,0,4,60,50,35,26,19,191,43,43,16,8,8,0,0,31,43,73,60,42,30,19,269,2892,211,85,41,22,3248,1369,1914,728,228,4244,629,394,161,33,22,1242,155,39,21,9,3,225,3675,2016,2178,811,281,8958,63,58,120,244,3675,2016,2245,873,406,9205,3002,3002,532,220,134,66,40,981,3002,4203,2231,2372,931,443,13187
Rocklea - Acacia Ridge,30305,68,5,0,0,0,71,21,51,25,16,112,26,49,19,9,11,109,8,4,0,0,0,10,95,75,74,33,26,312,6,7,12,31,95,75,81,39,43,339,46,46,22,6,4,0,0,30,46,120,80,85,44,43,416,3743,350,105,40,10,4257,2540,3289,1328,590,7747,820,702,310,102,51,1981,172,64,19,3,0,258,4730,3653,3719,1479,649,14239,124,189,346,660,4730,3653,3841,1672,1000,14894,2499,2499,494,166,78,23,16,777,2499,5221,3819,3921,1694,1013,18170
Mudgeeraba - Tallebudgera,30905,27,11,3,0,0,37,31,47,22,18,116,7,12,9,3,0,41,0,3,0,0,0,4,40,52,55,28,21,195,0,0,22,20,40,52,57,33,40,220,17,17,9,3,3,0,0,13,17,49,58,60,33,40,251,2427,146,17,10,0,2597,1326,2030,818,280,4457,464,438,165,44,12,1126,55,12,0,4,0,69,2942,1930,2210,881,300,8253,80,96,159,339,2942,1930,2297,977,454,8591,1291,1291,255,41,10,5,3,309,1291,3193,1969,2303,975,458,10193
Nerang,30906,88,17,7,0,0,113,60,86,50,25,220,34,61,40,14,12,158,3,0,4,0,0,7,127,136,133,63,42,501,4,11,16,36,127,136,138,71,55,530,58,58,24,10,0,0,0,32,58,152,148,141,71,55,627,5327,350,45,7,4,5741,2591,3377,1312,545,7827,1177,944,425,132,52,2732,132,42,5,0,0,181,6639,3920,3855,1449,602,16471,142,192,298,630,6639,3920,4000,1645,899,17103,4156,4156,650,139,36,10,0,828,4156,7287,4062,4033,1651,902,22087
Ormeau - Oxenford,30907,164,32,8,0,0,205,118,161,104,84,459,48,76,50,35,19,235,8,5,0,0,0,12,221,230,221,138,99,913,17,17,33,66,221,230,237,160,136,980,73,73,46,9,3,3,0,60,73,266,241,240,157,136,1112,9281,538,96,8,0,9920,4649,6695,2735,1157,15232,1552,1647,722,246,100,4269,211,72,10,3,0,301,11045,6907,7521,2992,1259,29723,246,244,436,926,11045,6907,7767,3238,1691,30648,4779,4779,961,192,58,6,3,1220,4779,12009,7102,7820,3238,1692,36643
Outback - South,31503,120,16,0,0,0,132,78,75,37,33,222,59,79,26,20,19,202,14,0,0,0,0,15,192,175,104,60,52,574,6,3,12,22,192,175,111,60,63,600,179,179,22,3,0,0,0,28,179,217,173,111,60,63,808,1802,45,8,0,0,1859,505,531,258,108,1406,205,92,55,16,3,377,38,8,0,0,0,45,2043,654,592,279,110,3688,17,17,14,40,2043,654,610,296,124,3732,2045,2045,119,19,3,0,0,139,2045,2161,676,610,296,126,5919
Buderim,31601,84,3,4,0,0,95,41,57,32,16,148,17,31,15,6,8,84,0,6,0,0,0,7,107,85,73,43,22,327,3,4,7,19,107,85,76,47,32,350,33,33,20,12,0,0,0,33,33,123,96,78,54,32,414,5322,219,58,7,0,5609,1898,2882,1039,349,6173,875,671,311,79,21,1949,103,27,16,0,0,151,6303,2815,3259,1130,374,13879,79,78,106,262,6303,2815,3339,1206,481,14144,3887,3887,514,171,72,24,5,789,3887,6816,2992,3411,1229,485,18814
Caloundra,31602,103,15,4,3,0,127,66,106,63,41,282,41,78,45,14,13,192,7,0,0,0,0,7,151,167,158,83,55,608,11,7,19,36,151,167,167,92,71,643,76,76,27,11,3,0,0,39,76,181,181,169,92,71,763,9218,313,44,6,3,9585,2631,3598,1346,434,8004,1486,1128,361,100,39,3116,171,43,10,3,3,231,10880,4120,4017,1452,477,20941,121,106,147,378,10880,4120,4139,1558,627,21322,7383,7383,813,196,44,12,3,1066,7383,11695,4316,4181,1571,630,29770
