sa3_name16,sa3_code16,h_w_in_ps_oo_ds_sh,h_w_in_ps_oo_ds_sdrtht,h_w_in_ps_oo_ds_fa,h_w_in_ps_oo_ds_od_c,h_w_in_ps_oo_ds_od_ch,h_w_in_ps_oo_ds_od_ih_t_so,h_w_in_ps_oo_od_hf_a_so,h_w_in_ps_oo_ds_od_tot,h_w_in_ps_oo_ds_ns,h_w_in_ps_oo_tot,h_w_in_ps_m_ds_sh,h_w_in_ps_m_ds_sdrtht,h_w_in_ps_m_ds_fa,h_w_in_ps_m_ds_od_c,h_w_in_ps_m_ds_od_ch,h_w_in_ps_m_ds_od_ih_t_so,h_w_in_ps_m_od_hf_a_so,h_w_in_ps_m_ds_od_tot,h_w_in_ps_m_ds_ns,h_w_in_ps_m_tot,h_w_in_ps_rrea_ds_sh,h_w_in_ps_rrea_ds_sdrtht,h_w_in_ps_rrea_ds_fa,h_w_in_ps_rrea_ds_od_c,h_w_in_ps_rrea_ds_od_ch,h_w_in_ps_rrea_ds_od_ih_t_so,h_w_in_ps_rrea_od_hf_a_so,h_w_in_ps_rrea_ds_od_tot,h_w_in_ps_rrea_ds_ns,h_w_in_ps_rrea_tot,h_w_in_ps_rha_ds_sh,h_w_in_ps_rha_ds_sdrtht,h_w_in_ps_rha_ds_fa,h_w_in_ps_rha_ds_od_c,h_w_in_ps_rha_ds_od_ch,h_w_in_ps_rha_ds_od_ih_t_so,h_w_in_ps_rha_od_hf_a_so,h_w_in_ps_rha_ds_od_tot,h_w_in_ps_rha_ds_ns,h_w_in_ps_rha_tot,h_w_in_ps_r_psh_ds_sh,h_w_in_ps_r_psh_ds_sdrtht,h_w_in_ps_r_psh_ds_fa,h_w_in_ps_r_psh_ds_od_c,h_w_in_ps_r_psh_ds_od_ch,h_w_in_ps_r_psh_ds_od_ih_t_so,h_w_in_ps_r_psh_od_hf_a_so,h_w_in_ps_r_psh_ds_od_tot,h_w_in_ps_r_psh_ds_ns,h_w_in_ps_r_psh_tot,h_w_in_ps_r_hcc_ds_sh,h_w_in_ps_r_hcc_ds_sdrtht,h_w_in_ps_r_hcc_ds_fa,h_w_in_ps_r_hcc_ds_od_c,h_w_in_ps_r_hcc_ds_od_ch,h_w_in_ps_r_hcc_ds_od_ih_t_so,h_w_in_ps_r_hcc_od_hf_a_so,h_w_in_ps_r_hcc_ds_od_tot,h_w_in_ps_r_hcc_ds_ns,h_w_in_ps_r_hcc_tot,h_w_in_ps_r_olt_ds_sh,h_w_in_ps_r_olt_ds_sdrtht,h_w_in_ps_r_olt_ds_fa,h_w_in_ps_r_olt_ds_od_c,h_w_in_ps_r_olt_ds_od_ch,h_w_in_ps_r_olt_ds_od_ih_t_so,h_w_in_ps_r_olt_od_hf_a_so,h_w_in_ps_r_olt_ds_od_tot,h_w_in_ps_r_olt_ds_ns,h_w_in_ps_r_olt_tot,h_w_in_ps_r_lns_ds_sh,h_w_in_ps_r_lns_ds_sdrtht,h_w_in_ps_r_lns_ds_fa,h_w_in_ps_r_lns_ds_od_c,h_w_in_ps_r_lns_ds_od_ch,h_w_in_ps_r_lns_ds_od_ih_t_so,h_w_in_ps_r_lns_od_hf_a_so,h_w_in_ps_r_lns_ds_od_tot,h_w_in_ps_r_lns_ds_ns,h_w_in_ps_r_lns_tot,h_w_in_ps_r_tot_ds_sh,h_w_in_ps_r_tot_ds_sdrtht,h_w_in_ps_r_tot_ds_fa,h_w_in_ps_r_tot_ds_od_c,h_w_in_ps_r_tot_ds_od_ch,h_w_in_ps_r_tot_ds_od_ih_t_so,h_w_in_ps_r_tot_od_hf_a_so,h_w_in_ps_r_tot_ds_od_tot,h_w_in_ps_r_tot_ds_ns,h_w_in_ps_r_tot_tot,h_w_in_ps_ott_ds_sh,h_w_in_ps_ott_ds_sdrtht,h_w_in_ps_ott_ds_fa,h_w_in_ps_ott_ds_od_c,h_w_in_ps_ott_ds_od_ch,h_w_in_ps_ott_ds_od_ih_t_so,h_w_in_ps_ott_od_hf_a_so,h_w_in_ps_ott_ds_od_tot,h_w_in_ps_ott_ds_ns,h_w_in_ps_ott_tot,h_w_in_ps_t_ns_ds_sh,h_w_in_ps_t_ns_ds_sdrtht,h_w_in_ps_t_ns_ds_fa,h_w_in_ps_t_ns_ds_od_c,h_w_in_ps_t_ns_ds_od_ch,h_w_in_ps_t_ns_ds_od_ih_t_so,h_w_in_ps_t_ns_od_hf_a_so,h_w_in_ps_t_ns_ds_od_tot,h_w_in_ps_t_ns_ds_ns,h_w_in_ps_t_ns_tot,h_w_in_ps_tot_ds_sh,h_w_in_ps_tot_ds_sdrtht,h_w_in_ps_tot_ds_fa,h_w_in_ps_tot_ds_od_c,h_w_in_ps_tot_ds_od_ch,h_w_in_ps_tot_ds_od_ih_t_so,h_w_in_ps_tot_od_hf_a_so,h_w_in_ps_tot_ds_od_tot,h_w_in_ps_tot_ds_ns,h_w_in_ps_tot_tot,oh_oo_ds_sh,oh_oo_ds_sdrtht,oh_oo_ds_fa,oh_oo_ds_od_c,oh_oo_ds_od_ch,oh_oo_ds_od_ih_t_so,oh_oo_od_hf_a_so,oh_oo_ds_od_tot,oh_oo_ds_ns,oh_oo_ds_tot,oh_m_ds_sh,oh_m_ds_sdrtht,oh_m_ds_fa,oh_m_ds_od_c,oh_m_ds_od_ch,oh_m_ds_od_ih_t_so,oh_m_od_hf_a_so,oh_m_ds_od_tot,oh_m_ds_ns,oh_m_ds_tot,oh_rrea_ds_sh,oh_rrea_ds_sdrtht,oh_rrea_ds_fa,oh_rrea_ds_od_c,oh_rrea_ds_od_ch,oh_rrea_ds_od_ih_t_so,oh_rrea_od_hf_a_so,oh_rrea_ds_od_tot,oh_rrea_ds_ns,oh_rrea_ds_tot,oh_rha_ds_sh,oh_rha_ds_sdrtht,oh_rha_ds_fa,oh_rha_ds_od_c,oh_rha_ds_od_ch,oh_rha_ds_od_ih_t_so,oh_rha_od_hf_a_so,oh_rha_ds_od_tot,oh_rha_ds_ns,oh_rha_ds_tot,oh_r_psh_ds_sh,oh_r_psh_ds_sdrtht,oh_r_psh_ds_fa,oh_r_psh_ds_od_c,oh_r_psh_ds_od_ch,oh_r_psh_ds_od_ih_t_so,oh_r_psh_od_hf_a_so,oh_r_psh_ds_od_tot,oh_r_psh_ds_ns,oh_r_psh_ds_tot,oh_r_hcc_ds_sh,oh_r_hcc_ds_sdrtht,oh_r_hcc_ds_fa,oh_r_hcc_ds_od_c,oh_r_hcc_ds_od_ch,oh_r_hcc_ds_od_ih_t_so,oh_r_hcc_od_hf_a_so,oh_r_hcc_ds_od_tot,oh_r_hcc_ds_ns,oh_r_hcc_ds_tot,oh_r_olt_ds_sh,oh_r_olt_ds_sdrtht,oh_r_olt_ds_fa,oh_r_olt_ds_od_c,oh_r_olt_ds_od_ch,oh_r_olt_ds_od_ih_t_so,oh_r_olt_od_hf_a_so,oh_r_olt_ds_od_tot,oh_r_olt_ds_ns,oh_r_olt_ds_tot,oh_r_lns_ds_sh,oh_r_lns_ds_sdrtht,oh_r_lns_ds_fa,oh_r_lns_ds_od_c,oh_r_lns_ds_od_ch,oh_r_lns_ds_od_ih_t_so,oh_r_lns_od_hf_a_so,oh_r_lns_ds_od_tot,oh_r_lns_ds_ns,oh_r_lns_ds_tot
Cairns - North,30601,87,3,4,3,0,0,0,3,0,97,275,11,7,0,0,0,0,0,3,302,202,46,68,0,0,0,0,0,3,324,68,7,4,0,0,0,0,0,0,81,59,20,14,0,0,0,0,0,0,87,8,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,346,79,86,0,0,0,0,0,3,516,0,0,0,0,0,0,0,0,0,0,22,0,6,0,3,0,0,3,0,30,732,89,104,3,4,0,0,3,6,941,3927,213,257,69,32,5,0,103,39,4542,6504,291,277,5,0,0,0,5,21,7107,2316,701,1026,0,0,0,0,0,33,4079,69,50,46,0,0,0,0,0,4,168,787,220,283,0,0,0,0,6,27,1319,5,3,6,0,0,0,0,0,0,15,106,13,33,4,17,0,0,22,5,173,43,13,27,0,0,0,0,4,3,79
Cairns - South,30602,247,15,25,4,3,0,0,9,0,294,650,28,21,0,0,0,0,0,0,706,731,231,499,0,0,0,0,0,4,1465,563,152,203,0,0,0,0,0,3,922,231,41,71,0,0,0,0,0,5,346,44,28,16,0,0,0,0,0,0,86,44,17,27,10,0,0,0,10,4,95,13,3,14,0,0,0,0,0,0,32,1626,466,830,10,0,0,0,12,15,2947,12,3,4,0,0,0,0,0,0,20,105,29,69,0,23,0,0,23,4,227,2643,539,949,16,20,0,0,41,24,4192,6349,401,807,72,42,4,15,131,29,7723,8910,413,887,6,3,0,9,21,24,10247,3080,1192,3218,0,0,0,19,21,28,7538,378,247,385,0,0,0,0,0,5,1006,1509,466,703,4,4,0,23,28,12,2720,39,47,40,0,0,0,0,0,0,132,232,74,121,39,27,0,6,67,21,511,89,23,37,3,0,0,0,5,4,156
Innisfail - Cassowary Coast,30603,154,0,0,5,0,32,0,39,0,193,193,0,0,0,0,0,0,3,0,196,257,21,53,0,0,0,11,11,0,338,371,46,62,0,0,0,3,3,0,481,147,4,5,0,3,0,3,4,0,163,96,3,6,0,0,0,0,0,0,109,46,3,9,4,0,0,4,11,0,67,19,0,0,0,0,3,0,3,0,21,937,76,133,5,4,3,17,26,3,1174,11,0,0,3,0,3,0,4,0,15,36,3,7,0,3,4,0,11,0,53,1322,79,146,11,5,44,19,81,5,1638,4236,12,53,114,19,13,15,161,18,4492,2753,18,26,12,0,8,12,27,28,2861,840,92,334,0,0,0,47,50,6,1324,64,23,64,0,0,0,3,3,4,155,871,35,107,6,3,7,26,36,13,1064,11,3,11,0,0,0,0,0,0,22,185,11,22,20,16,3,9,45,5,269,103,7,4,3,0,0,6,13,0,127
Port Douglas - Daintree,30604,35,0,0,0,0,0,0,5,0,38,48,0,3,0,0,0,0,0,0,55,44,7,28,0,0,0,0,0,0,81,38,7,12,0,0,0,0,0,0,50,24,4,3,0,0,0,3,0,0,32,21,4,16,0,0,0,0,0,0,33,8,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,127,24,56,0,0,0,3,3,0,216,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,22,232,28,64,3,0,0,3,9,5,333,1031,72,51,50,24,3,5,85,22,1262,997,81,54,4,0,0,7,10,12,1158,294,203,207,0,0,0,0,3,6,706,33,23,20,0,0,0,0,0,0,77,246,41,41,0,0,0,0,4,10,348,4,4,0,0,0,0,0,0,0,12,31,10,10,8,5,0,3,12,5,75,38,9,8,0,0,3,0,3,4,54
Tablelands (East) - Kuranda,30605,135,3,4,5,0,0,0,3,0,144,237,0,0,0,0,0,0,0,0,241,236,22,51,0,0,0,0,0,0,313,193,30,33,0,0,0,0,0,0,253,137,6,12,0,0,0,0,0,0,161,59,0,12,0,0,0,0,0,0,71,40,6,5,21,0,0,0,21,3,67,18,0,5,0,0,0,0,0,0,27,691,68,108,19,0,0,3,26,3,889,5,0,0,0,0,0,0,0,0,5,36,3,8,0,0,0,0,0,0,44,1103,76,116,27,0,0,3,29,7,1327,5643,46,82,129,17,15,12,171,20,5964,3742,4,20,6,3,8,7,28,18,3809,1025,81,171,0,0,0,3,8,9,1295,113,58,99,0,0,0,0,0,0,265,1119,54,100,9,3,0,8,19,5,1296,26,18,18,0,0,0,0,0,0,62,174,11,15,42,10,7,0,67,3,264,131,6,8,9,0,3,0,10,0,166
Darling Downs (West) - Maranoa,30701,201,3,0,5,0,0,0,11,0,218,268,0,0,0,0,0,0,0,0,274,287,23,26,0,0,0,0,0,0,329,133,9,9,0,0,0,0,0,0,153,128,3,3,0,0,0,0,0,0,141,16,0,3,0,0,0,0,0,0,15,69,0,5,0,0,0,0,3,3,78,27,0,3,0,0,0,0,0,0,29,651,36,47,3,0,0,3,10,7,751,10,0,0,0,0,0,0,0,0,16,37,0,5,6,0,0,3,10,4,52,1168,43,58,16,0,0,6,26,10,1308,4747,56,28,50,10,12,14,86,44,4958,3507,20,14,8,0,5,11,20,29,3594,1443,205,295,0,0,0,0,3,14,1955,180,54,45,0,0,0,0,0,6,277,1130,29,34,8,3,0,7,20,24,1234,28,26,12,0,0,0,0,0,0,70,770,21,39,14,4,3,9,26,16,881,282,4,4,3,0,0,3,9,0,301
Darling Downs - East,30702,101,0,0,0,0,0,0,0,0,102,240,0,0,0,0,0,0,0,0,240,238,13,8,0,0,0,0,0,0,260,48,5,12,0,0,0,0,0,0,67,97,0,0,0,0,0,0,0,0,105,12,4,4,0,0,0,0,0,0,17,27,0,0,0,0,0,0,0,3,29,15,0,0,0,0,0,0,0,0,15,438,22,22,0,0,0,0,0,7,487,10,0,0,0,0,0,0,0,0,11,47,0,0,0,0,0,0,0,0,48,840,23,28,3,0,0,0,4,7,891,5079,29,20,54,0,4,4,65,35,5221,4143,8,5,5,3,10,14,32,33,4218,1585,98,164,3,0,0,3,5,3,1850,59,26,28,0,0,0,0,0,0,119,1125,17,21,3,0,0,8,12,13,1181,9,46,13,0,0,0,0,0,0,74,418,9,6,11,10,0,5,34,23,480,184,5,3,0,0,0,0,0,3,200
Sunnybank,30306,25,0,0,0,0,0,0,0,0,25,44,4,0,0,0,0,0,0,0,51,58,9,0,0,0,0,0,0,0,65,29,4,0,0,0,0,0,0,0,31,19,3,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,109,14,0,0,4,0,0,4,0,127,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,185,24,0,0,4,0,0,4,0,213,4633,316,15,0,8,0,0,12,15,4993,4314,610,18,0,0,0,0,4,7,4947,1798,984,23,0,0,0,0,0,13,2819,161,66,7,0,0,0,0,0,0,228,873,326,4,0,4,0,4,5,10,1216,34,39,4,0,0,0,0,0,3,89,99,82,0,4,54,0,0,57,0,239,43,19,0,0,3,0,0,3,0,63
Centenary,30401,17,0,0,0,0,0,0,0,0,17,63,3,0,0,0,0,0,0,0,69,34,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,136,5,0,0,0,0,0,0,0,139,3593,207,16,0,0,0,0,0,0,3813,4602,203,9,0,0,0,3,3,4,4815,1221,242,5,0,0,0,0,0,3,1468,26,0,0,0,0,0,0,0,0,26,362,90,4,0,0,0,0,0,3,453,12,14,0,0,0,0,0,0,0,25,37,5,0,0,0,0,0,0,0,47,23,4,0,0,0,0,0,0,0,26
Kenmore - Brookfield - Moggill,30402,23,3,0,0,0,0,0,0,0,21,42,0,0,0,0,0,0,0,0,42,25,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,3,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,107,4,0,0,0,0,0,0,0,110,5366,208,26,0,0,0,0,0,7,5609,6427,64,14,0,0,0,3,3,7,6519,1341,82,22,0,0,0,0,0,5,1445,15,0,0,0,0,0,0,0,0,15,484,27,11,0,0,0,0,0,3,524,19,23,0,0,0,0,0,0,0,42,44,3,0,0,0,0,0,0,0,49,53,0,0,0,0,0,0,0,0,51
Sherwood - Indooroopilly,30403,13,0,3,0,0,0,0,0,0,15,26,0,7,0,0,0,0,0,0,28,41,7,41,0,0,0,0,0,0,86,0,7,4,0,0,0,0,0,0,12,10,3,6,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,19,54,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,95,19,60,0,0,0,0,0,3,178,3643,293,1111,0,0,0,0,0,8,5059,3225,302,970,0,0,0,0,3,13,4508,1380,579,3615,0,0,0,7,7,40,5617,24,85,158,0,0,0,0,0,0,262,583,150,903,0,0,0,0,3,18,1655,12,7,16,0,0,0,0,0,0,36,48,9,68,0,0,0,0,0,4,132,38,0,28,0,0,0,0,0,0,68
The Gap - Enoggera,30404,41,0,0,0,0,0,0,0,0,43,96,0,8,0,0,0,0,0,0,99,87,9,18,0,0,0,0,0,0,106,66,0,18,0,0,0,0,0,0,88,23,5,3,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,196,15,41,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,347,15,52,0,0,0,0,0,0,408,4837,218,211,0,0,0,0,3,9,5269,5974,172,302,0,0,0,0,0,9,6452,1758,221,656,0,0,0,0,0,9,2647,389,30,328,0,0,0,0,0,3,755,563,46,126,0,0,0,0,0,3,737,13,22,68,0,0,0,0,0,0,94,488,62,43,0,0,0,0,0,0,586,31,0,9,0,0,0,0,0,0,40
Brisbane Inner,30501,4,3,19,0,0,0,0,0,0,30,14,4,24,0,0,0,0,0,0,39,29,3,152,0,0,0,0,0,3,193,3,14,58,0,0,0,0,0,0,70,16,0,35,0,0,0,0,0,0,53,0,0,8,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,9,56,15,260,0,0,0,0,0,5,333,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,4,0,20,72,25,318,0,0,4,0,4,5,423,1523,169,2806,0,17,9,3,28,31,4551,1345,200,3429,0,0,0,8,7,18,4998,926,400,9900,0,0,0,21,22,65,11310,7,99,843,0,0,0,0,0,0,955,530,115,2724,0,0,0,8,5,26,3406,15,3,285,0,0,0,0,0,3,308,17,13,268,0,0,5,0,5,8,311,22,8,139,0,0,0,0,0,0,171
Brisbane Inner - East,30502,16,3,4,0,0,0,0,0,0,23,48,4,9,0,0,0,0,0,0,59,39,24,53,0,0,0,0,0,0,114,20,16,26,0,0,0,0,0,0,57,13,3,8,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,42,88,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,144,53,98,0,0,0,0,0,0,293,2366,285,429,0,0,0,0,0,5,3088,3623,678,686,0,0,0,0,0,12,4994,1418,1010,2160,0,0,0,3,3,22,4610,67,147,344,0,0,0,0,0,3,560,466,168,430,0,0,0,0,0,5,1066,3,3,7,0,0,0,0,0,0,17,33,7,22,0,0,0,0,0,0,62,36,6,20,0,0,0,0,0,0,59
Granite Belt,30703,96,3,0,5,0,0,0,6,0,99,201,0,0,0,0,0,0,0,0,198,205,28,14,0,0,0,0,0,0,251,26,7,3,0,0,0,0,0,0,29,69,0,3,0,0,0,0,0,0,78,6,0,3,0,0,0,0,0,0,10,23,0,0,3,0,0,0,4,0,24,7,0,0,0,0,0,0,0,0,10,331,39,21,3,0,0,3,4,4,398,6,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,34,657,40,20,13,0,3,3,18,3,738,5602,140,33,45,15,9,6,83,24,5881,4127,42,13,4,3,7,13,22,22,4230,1550,290,145,0,0,0,4,3,18,2007,83,58,28,0,0,0,0,0,0,170,975,64,42,8,3,3,4,13,8,1106,14,23,24,0,0,0,0,0,0,63,195,10,6,31,6,3,0,40,3,264,118,3,4,3,3,0,0,7,0,130
Central Highlands (Qld),30801,45,0,0,0,0,3,0,6,3,52,97,3,0,0,0,0,0,7,3,107,111,12,13,0,0,0,0,0,0,136,223,27,6,0,0,0,0,0,3,254,44,0,4,0,0,0,0,0,0,52,12,3,0,0,0,0,0,0,0,16,73,0,3,0,0,0,0,0,6,82,5,0,0,0,0,0,0,0,0,5,469,43,22,0,0,0,0,4,11,544,0,0,0,5,0,0,0,5,0,9,27,0,5,0,0,0,0,0,3,32,634,50,28,10,0,4,3,17,16,743,1564,4,15,86,7,24,4,127,107,1812,2310,44,37,10,0,3,4,17,49,2453,1130,179,211,0,0,0,0,0,20,1547,128,3,60,0,0,0,0,0,17,203,511,31,39,0,0,5,3,11,18,615,21,0,5,0,0,0,0,0,3,30,988,26,89,10,3,3,3,23,50,1184,130,0,8,0,4,4,0,6,8,158
Rockhampton,30803,305,3,3,3,0,0,0,3,0,311,786,4,5,0,0,0,0,0,0,798,739,75,61,0,0,0,4,4,0,881,273,52,31,0,0,0,0,0,0,362,315,9,18,0,0,0,0,3,0,341,45,13,18,0,0,0,0,0,0,75,43,4,4,3,5,0,0,9,4,68,15,0,3,0,0,0,0,0,0,17,1431,150,137,6,4,0,3,15,7,1746,11,3,6,0,0,0,0,0,0,20,86,17,12,3,0,0,0,3,3,116,2620,180,155,10,8,0,3,25,11,2986,11256,312,235,208,64,32,9,303,32,12142,12912,165,140,9,9,25,10,51,30,13304,4784,892,738,0,3,0,12,14,27,6452,431,291,186,0,0,0,0,0,3,913,2340,208,195,8,3,3,5,18,22,2776,50,157,77,0,0,0,0,0,3,289,252,41,32,32,31,4,3,76,14,408,194,31,19,3,4,0,0,10,7,253
Biloela,30804,40,0,0,0,0,0,0,0,0,40,78,0,0,0,0,0,0,0,0,78,36,0,0,0,0,0,0,0,0,38,46,0,3,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,3,0,22,7,0,0,0,0,0,0,0,0,7,147,0,3,0,0,0,0,3,0,152,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,14,269,3,7,3,0,0,0,6,0,281,1595,5,7,27,0,0,3,31,14,1650,1297,0,4,3,0,0,3,6,7,1317,381,20,60,0,0,0,0,0,3,459,116,4,27,0,0,0,0,0,0,141,420,3,17,0,0,0,3,4,3,444,13,8,3,0,0,0,0,0,3,30,235,13,49,8,4,0,0,16,4,312,87,3,0,3,0,0,0,4,0,97
Gladstone,30805,96,0,3,3,0,0,0,8,0,98,340,4,3,0,0,0,0,3,0,356,277,29,52,0,0,0,0,0,0,359,98,7,14,0,0,0,0,0,0,126,84,5,4,0,0,0,0,0,0,95,27,9,3,0,0,0,0,0,0,41,13,3,0,4,0,0,0,4,0,17,10,0,0,0,0,0,0,0,0,16,510,55,80,6,0,0,0,3,4,644,4,0,0,0,0,0,0,0,0,4,25,0,8,0,0,0,0,0,0,30,970,59,87,8,0,0,0,11,3,1133,4716,47,83,182,17,14,7,220,16,5079,7547,93,81,12,0,7,10,37,17,7779,3262,562,722,0,0,0,0,3,17,4565,312,102,166,0,0,0,0,5,0,582,1010,40,63,3,0,0,0,7,7,1125,26,34,17,0,0,0,0,0,0,76,259,21,41,35,9,3,0,46,8,368,97,9,12,3,0,0,0,3,3,122
Broadbeach - Burleigh,30901,49,0,12,0,0,0,0,0,0,57,70,21,15,0,0,0,0,0,0,103,51,44,74,0,0,0,0,0,0,167,0,3,7,0,0,0,0,0,0,11,6,11,11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,63,55,95,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,3,6,4,8,0,0,0,0,0,0,14,187,81,129,0,0,0,0,3,0,404,4485,1252,1703,19,37,0,4,54,18,7516,4453,1286,1334,0,0,0,5,4,17,7092,1344,1346,2979,0,3,0,8,14,21,5695,20,65,155,0,0,0,0,0,0,244,578,568,872,0,0,0,3,5,14,2042,3,5,32,0,0,0,0,0,0,37,41,38,107,3,22,0,0,28,3,223,49,29,45,0,0,0,0,0,0,123
Coolangatta,30902,55,9,5,0,0,0,0,0,0,67,130,22,22,0,0,0,0,0,0,175,67,45,89,0,0,0,0,0,3,202,20,10,24,0,0,0,0,0,0,50,31,13,26,0,0,0,0,3,0,71,3,4,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,116,74,144,0,0,0,0,4,4,344,3,0,0,0,0,0,0,0,0,3,3,9,11,0,0,0,0,0,0,24,308,118,182,4,0,0,0,3,4,611,3903,1023,1305,79,12,0,0,97,16,6344,4504,912,912,3,0,0,5,6,10,6337,1003,929,2129,0,0,0,12,12,31,4094,99,159,282,0,0,0,0,0,0,538,524,388,694,0,0,0,3,5,13,1622,4,11,14,0,0,0,0,0,0,30,32,41,69,0,0,0,0,0,5,152,41,27,40,0,0,0,0,3,3,109
Gold Coast - North,30903,26,16,12,11,0,0,0,11,0,64,85,35,5,0,0,0,0,0,0,130,93,104,55,0,0,0,0,0,0,249,7,23,10,0,0,0,0,0,0,41,20,27,4,0,0,0,0,0,0,51,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,119,166,75,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,17,241,230,90,14,0,0,0,14,3,572,4647,1766,1335,219,15,0,0,236,33,8023,3921,1987,863,4,0,0,0,10,26,6804,1557,2646,2243,0,0,0,0,3,22,6473,75,397,250,0,0,0,0,0,15,735,609,961,653,4,0,0,3,3,11,2240,15,76,63,0,0,0,0,0,0,157,89,138,54,14,0,0,0,20,12,304,37,48,44,0,0,0,0,3,0,138
Gold Coast Hinterland,30904,27,0,0,0,0,0,0,0,0,26,71,0,0,0,0,0,0,0,0,71,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,3,0,40,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,3,0,146,2075,31,4,19,4,0,3,26,6,2151,2815,11,4,3,0,3,13,21,10,2856,511,13,7,0,0,0,3,6,0,537,3,0,0,0,0,0,0,0,0,3,365,7,7,0,0,0,15,14,5,395,3,0,0,0,0,0,0,0,0,3,49,0,0,20,0,0,0,22,0,71,42,0,0,0,0,0,0,3,0,50
Beaudesert,31101,30,0,0,0,0,0,0,0,0,30,65,3,0,0,0,0,0,0,0,67,87,14,4,0,0,0,0,0,0,98,31,7,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,0,0,25,13,3,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,155,24,4,0,0,0,0,0,3,185,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,13,254,28,3,0,0,0,0,0,3,295,1393,44,46,39,7,0,0,44,9,1531,1244,33,7,3,0,3,0,8,0,1292,712,163,53,3,0,0,0,6,3,935,55,43,0,0,0,0,0,0,0,96,315,46,8,0,0,0,0,0,3,373,10,7,0,0,0,0,0,0,0,14,76,14,0,10,0,0,0,14,0,103,42,3,3,0,0,0,0,0,0,54
