ogc_fid,objectid_1,playarea_id,iams_id,parent_playground_name,parent_playground_iams_id,division_name,upgrade_year,equipment_replacement_cost,surface_type,surface_location,surface_area,other_surface_type,other_surface_location,other_surface_area,edging_type,fencing_type,access_description,all_access,age_range_0_to_3,age_range_4_to_7,age_range_8_to_12,age_range_13_plus,balance,bridge,bar,climber,cubby,combination_unit,flying_fox,fort,goal,panal,rocker,rotation,sculpture,slide,sound,swing,track_glide,sand_element,exercise_element,vehicle,total_structures,comments,feature_type,operational,area,perimeter,latitude,longitude,feature_type_code,create_date,feature_instance_metadata_id,objectid,natural_element,shape_length,shape_area
389,445,543,PLAR613,UMBAGONG DISTRICT PARK,PLGR98,LATHAM,2005.0,8000.0,TANBARK,NORTH WEST SUPPORT POST OF SWING FRAME,50.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,47.102438152046794,25.793971104,,,20,,,438,0,25.792140655398,47.1023795265064
390,453,274,PLAR519,DEAN PLACE,PLGR418,CHARNWOOD,2004.0,30000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,180.0,NONE,ONE METRE SOUTH OF SCRAMBLE NET,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,192.006351704508,54.116750763199995,,,20,,,446,0,54.113217060555804,192.006032879251
391,454,275,PLAR520,MATARANKA STREET,PLGR419,HAWKER,2004.0,35000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,100.0,NONE,1M EAST OF FIREPOLE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING, SPINNING POLE AND ROCKER",PLAY AREA,,207.083773269287,53.597880722,,,20,,,447,0,53.594208317961204,207.084156199466
392,455,281,PLAR52,ALLMAN CIRCUIT,PLGR42,MACQUARIE,1990.0,40000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,210.0,NONE,UNDERNEATH CENTRE OF WEST FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,183.946912032184,53.1324451016,,,20,,,448,0,53.1296269871986,183.947133984609
393,457,283,PLAR54,BADGERY STREET,PLGR44,MACQUARIE,1995.0,10000.0,TANBARK,NORTH SUPPORT POST OF SWING FRAME,110.0,NONE,UNDERNEATH EAST FLAT SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,CONTAINS SWING AND ROCKER,PLAY AREA,,125.155029659792,43.8180257098,,,20,,,450,0,43.815581294655196,125.154417840793
394,458,284,PLAR55,WYLDE PLACE,PLGR45,MACQUARIE,1985.0,8000.0,TANBARK,NORTH EAST SUPPORT POST OF SWING FRAME,65.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING,PLAY AREA,,72.8833543862993,30.5044262156,,,20,,,451,0,30.5026331643338,72.8830101505026
395,459,282,PLAR550,BLACKMAN CRESCENT,PLGR440,MACQUARIE,1985.0,8000.0,TANBARK,NORTH EAST SUPPORT POST OF SWING FRAME,65.0,NONE,UNDERNEATH WEST FLAT SWING SEAT CENTRE,,MIXED,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING,PLAY AREA,,72.7090132050894,31.336520163299998,,,20,,,452,0,31.334824860175,72.7089988885195
396,460,384,PLAR553,LEVINE STREET,PLGR443,EVATT,2003.0,60000.0,TANBARK,NORTHWEST SUPPORT POST AT MONKEY BARS,400.0,NONE,UNDERNEATH MONKEY BARS,,TIMBER (SLEEPER),NONE,NO PATH,,NO,NO,NO,NO,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SPACENET,PLAY AREA,,296.91882163463697,79.7157564741,,,20,,,453,0,79.711267140502,296.918296393621
397,461,385,PLAR554,LEVINE STREET,PLGR443,EVATT,1985.0,15000.0,TANBARK,NORTHWEST SUPPORT POST AT SLIDE,160.0,NONE,UNDERNEATH SOUTH SWING,,TIMBER (SLEEPER),NONE,NO PATH,,NO,NO,NO,NO,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,"CONTAINS SWINGS, SLIDE AND OLD TIMBER ELEMENTS.",PLAY AREA,,135.764345135756,45.843047272,,,20,,,454,0,45.8406050735559,135.76418485828998
398,462,396,PLAR555,HALL PARK,PLGR445,HALL,1980.0,8000.0,TANBARK,UNDER WEST FLAT SEAT,70.0,NONE,TWO METRES EAST OF WEST SWING SEAT,,CONCRETE,NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWINGS,PLAY AREA,,62.256806996901,31.53146026,,,20,,,455,0,31.529857119552197,62.2569589284002
399,463,397,PLAR556,HALL PARK,PLGR445,HALL,1995.0,32000.0,TANBARK,SOUTH SUPPORT POST AT SLIDE,300.0,NONE,UNDERNEATH CENTRE OF MONKEY BAR CLIMBER,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,255.407939385331,70.9055726013,,,20,,,456,0,70.9019371647797,255.408307857482
400,464,398,PLAR557,HARPER STREET PEDESTRIAN PARKLAND,PLGR447,MACGREGOR,1980.0,20000.0,GRAVEL,,70.0,NONE,,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS STEPPING LOGS.,PLAY AREA,,115.49419648185601,42.4432196875,,,20,,,457,0,42.440060327660206,115.49414069274799
401,466,285,PLAR56,MACQUARIE PLACE,PLGR46,MACQUARIE,1995.0,20000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,110.0,NONE,1M EAST OF CORKSCREW CLIMBER,,TIMBER (SLEEPER),PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT,PLAY AREA,,101.34023343016199,40.4135450131,,,20,,,459,0,40.411259738827205,101.34034320439899
402,470,491,PLAR642,JAMES HARRISON STREET,PLGR521,DUNLOP,2008.0,30000.0,RUBBER,,200.0,NONE,,,CONCRETE,NONE,WHEELCHAIR ACCESSIBLE,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,192.721173657354,59.0123760385,,,20,,,463,0,59.0079092101968,192.720469554921
419,534,315,PLAR90,BERNE CRESCENT,PLGR79,MACGREGOR,2008.0,54000.0,TANBARK,NORTH WEST POST AT BANISTER RAILS,225.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,"CONTAINS NEXUS CLIMBING UNIT, SWING AND TIMBER SCULPTURES",PLAY AREA,,200.34526555979198,50.7035935184,,,20,,,584,0,50.6997725410221,200.345173286139
403,472,606,PLAR660,JOHN KNIGHT MEMORIAL PARK,PLGR533,BELCONNEN,2009.0,20000.0,TANBARK,NO SUPPORTS IN MULCH,80.0,RUBBER,CENTRE OF RUN,60.0,CONCRETE,NONE,GRAVEL PATH,,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS FLYING FOX.,PLAY AREA,,170.903706884211,87.6825100108,,,20,,,465,0,87.6780234460544,170.903568219116
404,473,555,PLAR661,GINNINDERRA PENINSULA DISTRICT PARK,PLGR130,BELCONNEN,2005.0,8000.0,TANBARK,BASE OF NW SUPPORT POST,100.0,NONE,UNDER FLAT SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,106.867326434772,41.397007483,,,20,,,466,0,41.394947498380105,106.867794185724
405,480,294,PLAR66,TIPPING PLACE,PLGR56,MCKELLAR,1990.0,10000.0,TANBARK,SOUTH EAST SUPPORT POST AT SWING FRAME,95.0,NONE,UNDERNEATH CENTRE OF EAST FLAT SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,CONTAINS SWING AND ROCKER.,PLAY AREA,,104.521957474552,40.5124510006,,,20,,,480,0,40.51031919830071,104.52170742828899
406,481,607,PLAR659,BRYAN HUDSON STREET,PLGR532,MACGREGOR,2009.0,30000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,160.0,NONE,1M WEST OF FIREPOLE,,CONCRETE,PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING, ACTIVITY SPEAKER AND ACTIVITY DRIVING PANEL.",PLAY AREA,,198.724454144686,61.1290107711,,,20,,,481,0,61.1239721685415,198.72431746411598
407,484,296,PLAR68,DUIGAN STREET,PLGR58,SCULLIN,1985.0,30000.0,TANBARK,WEST SUPPORT POST AT SLIDE,320.0,NONE,UNDERNEATH CENTRE OF FLAT SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,284.107559266341,63.9911822662,,,20,,,484,0,63.9869715526478,284.107784588997
408,494,295,PLAR67,BAIRD PLACE,PLGR57,SCULLIN,1995.0,30000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,160.0,NONE,1M EAST OF FIREPOLE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,170.55441099317198,52.3243568367,,,20,,,501,0,52.3209705447109,170.555014047502
409,495,576,PLAR673,PERCY PEGG CIRCUIT PEDESTRIAN PARKLAND,PLGR542,DUNLOP,2008.0,52000.0,TANBARK,SOUTH WEST SUPPORT POST AT LARGE LADDER ON CLIMBER,200.0,NONE,ONE METRE WEST OF FIREPOLE,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,"CONTAINS TIMBER CLIMBER, ACTIVITY CLIMBER, SWING AND ROCKERS.",PLAY AREA,,294.49630172460303,71.1733475477,,,20,,,502,0,71.16827756355129,294.497025394435
410,496,590,PLAR674,MAG PLACE,PLGR543,DUNLOP,2002.0,51000.0,MULCH,NORTH EAST SUPPORT POST AT SLIDE,225.0,NONE,EAST SIDE OF SCRAMBLE NET CENTRE POINT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,"CONTAINS COMBINATION UNIT, SPRING ROCKERS, SEESAW ROCKER AND SPINNING BOWL.",PLAY AREA,,183.98768218320402,48.148350073,,,20,,,503,0,48.145078498744205,183.98765850074298
411,497,591,PLAR675,MAG PLACE,PLGR543,DUNLOP,,8000.0,MULCH,NORTH WEST SUPPORT POST OF SWING FRAME,60.0,NONE,UNDERNEATH NORTH FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,60.5343609833141,33.7812114302,,,20,,,504,0,33.778864115117,60.534662684842395
416,520,569,PLAR766,WESTERN FORESHORE DISTRICT PARK,PLGR134,BELCONNEN,,,TANBARK,EAST,,RUBBER SOFTFALL,WEST,,CONCRETE,,VIA GRAVEL PATH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PLAY AREA,,263.413491259466,62.495126649,,,20,,,517,0,62.491709241928504,263.413764994538
417,522,563,PLAR768,WESTERN FORESHORE DISTRICT PARK,PLGR134,BELCONNEN,,,TANBARK,SOUTH EAST,,RUBBER SOFTFALL,NORTH WEST,,CONCRETE,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLY FOX,PLAY AREA,,340.958963788484,143.0890377057,,,20,,,519,0,143.081134421887,340.95957379863
418,524,42,PLAR724,JEFFERY PLACE,PLGR54,MCKELLAR,2010.0,82640.0,TANBARK,MAIN BED,,CONCRETE,NW EDGE AND CRESCENT IN S AREA,,CONCRETE,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2009/2010 UPGRADE PROGRAM,PLAY AREA,,224.33531064809898,55.0602243142,,,20,,,521,0,55.0575762196723,224.33480062606097
420,535,316,PLAR91,BEANEY STREET,PLGR80,MACGREGOR,2000.0,30000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,205.0,NONE,1M SOUTH OF CORKSCREW CLIMBER,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWINGS AND ROCKER",PLAY AREA,,179.182214497688,53.5517792627,,,20,,,585,0,53.547797093521396,179.18138491142398
421,536,317,PLAR92,SHAKESPHEARE CRESCENT,PLGR81,FRASER,2003.0,50000.0,TANBARK,NORTH EAST POST AT SLIDE,250.0,NONE,UNDERNEATH CENTRE OF OVERHEAD SPINNER,,CONCRETE,NONE,WHEELCHAIR ACCESSIBLE,,YES,YES,YES,YES,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,"CONTAINS 2 COMBINATION UNITS, SWING AND ROCKER.",PLAY AREA,,265.837659213797,62.462995883299996,,,20,,,586,0,62.459044335676296,265.83744574587104
422,537,318,PLAR93,BINGLEY CRESCENT,PLGR82,FRASER,1990.0,20000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,65.0,NONE,ONE METRE WEST OF ARCHED HALF HOOP CLIMBER,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,85.4844222749325,35.5435935146,,,20,,,587,0,35.5414384414995,85.4846936517509
423,538,319,PLAR94,BINGLEY CRESCENT,PLGR82,FRASER,1990.0,10000.0,TANBARK,SOUTH WEST SUPPORT POST OF SWING FRAME,120.0,NONE,UNDERNEATH CENTRE OF CRADLE SWING SEAT,,PLASTIC,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,CONTAINS SWING AND ROCKER.,PLAY AREA,,113.388912936663,40.4459660323,,,20,,,588,0,40.443503078602,113.388943405959
424,539,320,PLAR95,MILDENHALL PLACE,PLGR83,FRASER,2004.0,28000.0,TANBARK,EAST SUPPORT POST AT SLIDE,160.0,NONE,ONE METRE WAST OF FIRE POLE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,176.036130791314,50.3800367263,,,20,,,589,0,50.3771549800135,176.036394127372
425,540,321,PLAR96,GUNDARA STREET,PLGR84,ARANDA,1990.0,15000.0,TANBARK,NORTH WEST SUPPORT POST OF SWING FRAME,100.0,NONE,UNDERNEATH EAST FLAT SWING SEAT CENTRE,,MIXED,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,"CONTAINS SWING, CAROUSEL AND ROCKER",PLAY AREA,,140.982348653142,44.929190436300004,,,20,,,590,0,44.926880374775706,140.982329973495
426,541,322,PLAR97,JAGARA STREET,PLGR85,ARANDA,1995.0,8000.0,TANBARK,SOUTH WEST SUPPORT POST OF SWING FRAME,80.0,NONE,UNDERNEATH CRADLE SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,89.95827169904301,37.9963928624,,,20,,,591,0,37.9944431516738,89.95767914217551
427,542,323,PLAR98,JAGARA STREET,PLGR85,ARANDA,1995.0,24000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,130.0,NONE,1M SOUTH OF CORKSCREW CLIMBER,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,CONTAINS COMBINATION UNIT AND ROCKERS.,PLAY AREA,,126.25756612266599,45.0163263041,,,20,,,592,0,45.01418674517551,126.257611755021
428,545,298,PLAR70,HARGRAVE STREET,PLGR60,SCULLIN,1998.0,24000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,130.0,NONE,UNDERNEATH CENTRE OF MONKEY BARS,,MIXED,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"CONTAINS COMBINATION UNIT, MONKEY BARS AND ROCKER.",PLAY AREA,,213.782189978876,54.980725300100005,,,20,,,535,0,54.977043723511,213.780861141479
429,546,617,PLAR700,HOLT COMMUNITY PARK,PLGR584,HOLT,2010.0,22000.0,MULCH,SOUTH WEST SUPPORT POST AT SLIDE,200.0,NONE,AT BASE OF SCRAMBLE NET,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS THE COMBINATION UNIT AND ROCKER,PLAY AREA,,176.931253735394,53.8442614817,,,20,,,536,0,53.8400221077263,176.931511947085
430,549,304,PLAR79,SMITH STREET,PLGR68,WEETANGERA,1990.0,22000.0,TANBARK,SOUTH WEST SUPPORT POST AT SLIDE,150.0,NONE,UNDERNEATH SOUTH FLAT SWING SEAT CENTRE,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,5,"CONTAINS SWING, SLIDE, CAROUSEL AND ROCKERS",PLAY AREA,,212.037400554659,54.2781515771,,,20,,,539,0,54.274815492171896,212.03764108073503
431,551,305,PLAR80,MATHIESON STREET,PLGR69,WEETANGERA,1990.0,20000.0,TANBARK,NORTH SUPPORT POST OF SWING FRAME,200.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,4,"CONTAINS SWING, CAROUSEL, SPINNING POLE AND ROCKER",PLAY AREA,,183.036913343138,48.1972146021,,,20,,,541,0,48.1943052500976,183.03670494318
432,553,306,PLAR81,BIRRELL STREET,PLGR70,PAGE,1980.0,10000.0,TANBARK,NORTH EAST SWING FRAME SUPPORT POST,160.0,NONE,UNDERNEATH SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,151.994448817348,48.8622850689,,,20,,,543,0,48.8594647327946,151.99511671770202
433,554,307,PLAR82,EARLIE PLACE,PLGR71,PAGE,1992.0,52000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,200.0,NONE,1M EAST OF RUNG CLIMBER,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,195.690848918864,60.5375256071,,,20,,,544,0,60.533803360404995,195.69084343668598
434,555,312,PLAR87,BARRETT STREET,PLGR76,MACGREGOR,1990.0,10000.0,TANBARK,NORTH WEST SUPPORT POST OF SWING FRAME,60.0,NONE,UNDERNEATH EAST FLAT SWING SEAT CENTRE,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,CONTAINS SWING AND ROCKER,PLAY AREA,,106.964406969253,47.35174825439999,,,20,,,545,0,47.3481255761172,106.96415368180901
435,556,313,PLAR88,PULLEINE CRESCENT,PLGR77,MACGREGOR,2000.0,8000.0,TANBARK,WEST SUPPORT POST OF SWING FRAME,80.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING,PLAY AREA,,88.0410173417884,33.4093047913,,,20,,,546,0,33.406740191666,88.04117991124059
436,557,314,PLAR89,CHALMERS PLACE,PLGR78,MACGREGOR,1985.0,8000.0,TANBARK,NORTH SUPPORT POST OF SWING FRAME,50.0,NONE,UNDERNEATH FLAT SWING SEAT CENTRE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING,PLAY AREA,,62.73546837846029,31.8915932341,,,20,,,547,0,31.889126656323104,62.7355786585682
437,562,299,PLAR71,BROADSMITH STREET,PLGR61,SCULLIN,2000.0,8000.0,TANBARK,NORTH EAST SWING FRAME SUPPORT POST,100.0,NONE,UNDERNEATH CENTRE OF FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,92.2671098405806,37.4094088709,,,20,,,552,0,37.4069866484201,92.2671976115151
438,568,393,PLAR196,CLISBY CLOSE,PLGR169,COOK,2000.0,30000.0,TANBARK,NORTH EAST SUPPORT POST AT SHOPFRONT PANEL,100.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,133.444958662673,47.4486099732,,,20,,,558,0,47.4457258598225,133.444641815678
445,593,324,PLAR99,BANDJALONG CRESCENT,PLGR86,ARANDA,1990.0,28000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,160.0,NONE,UNDERNEATH WEST FLAT SWING SEAT CENTRE,,MIXED,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING,PLAY AREA,,159.05772371764,53.698268006800006,,,20,,,593,0,53.695667260894396,159.057782478316
446,594,310,PLAR85,PETTERD STREET,PLGR74,PAGE,2004.0,49000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,200.0,NONE,1M EAST OF ANGLED CLIMBING WALL,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SPINNING POLE AND ROCKERS.",PLAY AREA,,185.598064996015,51.0217922877,,,20,,,594,0,51.01852184359261,185.597618720518
439,569,570,PLAR767,WESTERN FORESHORE DISTRICT PARK,PLGR134,BELCONNEN,,,TANBARK,WEST - ARTWORKS,,,,,CONCRETE,,VIA GRAVEL PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PLAY AREA,,54.289129118698796,28.475733098600003,,,20,,,559,0,28.4741742359197,54.2890048453663
440,576,303,PLAR76,MOWLE PLACE,PLGR66,WEETANGERA,1990.0,19000.0,TANBARK,NORTH EAST SUPPORT POST OF SWING FRAME,150.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,5,"CONTAINS SWING, CAROUSEL AND ROCKERS",PLAY AREA,,188.513657221175,48.801728696000005,,,20,,,566,0,48.79874972865439,188.513616155031
441,577,568,PLAR761,CLYDE FINLAY STREET NEIGHBOURHOOD PARK,PLGR618,MACGREGOR,,,TANBARK,SOUTH OF PATH,,,,,CONCRETE,,CONCRETE PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,,PLAY AREA,,92.3336201919618,34.771603946300004,,,20,,,567,0,34.768888490173,92.3336976560738
442,584,626,PLAR697,COOK COMMUNITY PARK,PLGR583,COOK,2010.0,8000.0,MULCH,NORTH EAST SUPPORT FRAME OF SWING,50.0,NONE,UNDERNEATH TODDLER SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,HAS SWINGS.,PLAY AREA,,53.8235215607797,31.093860391,,,20,,,574,0,31.0919296465627,53.82313140502279
443,585,627,PLAR698,COOK COMMUNITY PARK,PLGR583,COOK,2010.0,64000.0,MULCH,SOUTH SUPPORT POST AT SLIDE,310.0,NONE,ONE METRE TO THE NORTH OF ANGLED HOOP CLIMBER,,TIMBER (SLEEPER),NONE,GRAVEL PATH,,YES,YES,YES,YES,1,0,2,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,9,"HAS COMBINATION UNIT, TRAIN, ROCKERS AND CAROUSEL.",PLAY AREA,,309.649016834546,75.3742258459,,,20,,,575,0,75.3700457852938,309.64958299999597
444,586,616,PLAR699,HOLT COMMUNITY PARK,PLGR584,HOLT,2010.0,8000.0,MULCH,AT SE SWING POST,80.0,NONE,UNDERNEATH TODDLER SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS THE SWINGS,PLAY AREA,,75.0324094962217,37.682267765700004,,,20,,,576,0,37.6794232264298,75.0326799204851
