lga_name_2016,lga_code_2016,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot
Wagga Wagga (C),17750,0,4,0,0,0,0,0,0,0,9,22,172,4,3,3,3,0,0,0,213,82,208,26,13,23,7,6,8,0,371,0,11,3,0,0,0,0,0,0,10,38,108,9,10,9,3,3,0,0,172,15,26,3,5,3,0,0,0,0,60,340,953,160,120,92,78,26,80,16,1863,6,5,0,0,0,0,0,0,0,17,117,124,78,79,27,18,18,27,3,490,142,118,111,110,62,33,20,34,6,643,720,262,2509,333,181,279,446,482,62,5267,16,12,36,33,17,26,29,37,3,211,54,19,40,41,20,25,42,45,0,286,9,22,16,0,0,9,12,13,3,83,41,30,45,10,12,18,48,46,21,280,1607,2066,3049,760,441,496,654,771,127,9970,3,18,0,0,0,0,0,0,0,21,10,98,3,0,3,0,0,0,0,116,56,311,3,18,24,3,0,7,4,433,3,17,0,0,0,0,0,0,0,21
Walcha (A),17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,29,21,3,0,4,3,0,3,0,64,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,30,16,6,0,3,0,3,0,3,0,32,82,3,80,8,3,3,21,28,3,233,6,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,26,190,44,87,11,8,11,29,46,6,430,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Walgett (A),17900,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,40,3,8,0,0,3,5,0,90,0,0,3,0,0,0,0,0,0,3,16,3,3,11,3,0,0,4,0,44,21,5,4,9,0,3,3,4,3,50,59,7,86,21,3,7,43,26,3,254,3,0,0,3,0,0,0,9,0,16,7,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,5,6,3,4,3,0,0,3,10,3,40,145,68,112,59,5,8,58,62,10,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,3,0,0,0,0,25,0,3,0,0,0,0,0,0,0,3
Warren (A),17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,18,0,0,0,0,3,3,0,55,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,3,0,0,0,18,13,0,0,0,0,0,0,0,0,20,49,3,72,0,7,10,23,21,3,185,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,5,0,0,23,3,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,5,9,0,17,121,25,86,7,7,12,35,31,4,336,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Warrumbungle Shire (A),18020,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,9,0,3,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,52,62,6,4,4,6,4,4,0,139,0,0,0,0,0,0,0,0,0,0,41,4,3,3,0,3,0,3,0,55,29,3,7,17,0,0,0,3,0,64,147,8,186,14,19,25,67,76,15,560,9,0,6,0,0,3,6,9,0,31,19,0,3,6,0,7,5,5,3,55,3,0,0,0,0,0,0,0,0,10,30,0,3,0,3,6,8,16,5,78,359,102,214,47,30,48,98,114,22,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,4
Waverley (A),18050,14,17,3,0,0,0,0,3,0,46,47,280,0,0,4,0,0,0,3,346,625,1241,50,40,150,69,12,17,43,2245,20,59,0,3,3,3,0,3,0,95,70,200,15,13,24,3,11,14,0,348,16,31,0,3,11,3,0,0,0,70,1757,3563,281,256,382,404,91,186,118,7033,0,0,0,0,0,0,0,3,0,9,225,245,97,64,44,68,27,32,13,815,220,200,173,87,50,90,25,52,24,912,294,130,1000,163,62,101,80,159,25,2007,16,13,4,11,4,3,4,8,0,60,42,69,29,46,16,39,14,27,9,282,49,83,15,19,9,18,6,25,11,242,53,89,45,30,12,31,18,37,39,339,3439,6216,1721,730,780,840,291,556,288,14864,12,38,0,3,0,3,0,0,0,56,25,227,0,3,8,7,0,0,3,276,462,1385,19,96,211,68,3,16,13,2276,10,39,3,6,12,3,0,0,0,75
Weddin (A),18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,22,4,0,4,0,0,4,0,65,0,0,0,0,0,0,0,0,0,0,13,4,3,0,0,0,0,0,0,24,12,0,0,3,0,0,3,3,0,26,87,4,67,3,4,7,24,30,3,233,5,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,6,17,0,6,0,0,3,0,3,0,30,183,35,82,12,8,14,39,49,3,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
Wentworth (A),18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,51,3,9,5,4,0,4,0,102,0,0,0,0,0,0,0,0,0,0,8,11,0,6,0,3,5,3,0,40,15,5,9,11,6,6,3,4,0,54,125,13,213,17,11,20,74,52,5,522,6,0,0,0,0,5,3,8,0,20,10,4,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,3,0,4,12,0,5,3,0,7,11,7,3,45,214,106,229,49,25,39,86,82,13,843,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,9,3,3,3,0,0,0,0,22,0,3,0,0,0,0,0,0,0,6
Western Plains Regional (A),18230,0,3,0,0,0,0,0,0,0,9,3,32,0,0,0,0,0,0,0,37,47,114,15,14,19,19,0,30,3,269,0,10,0,0,3,0,0,0,0,8,20,75,0,4,4,3,0,0,0,114,14,17,0,3,3,0,0,0,0,40,231,600,78,75,57,49,23,68,4,1187,0,0,0,3,0,0,0,0,0,8,91,58,44,41,22,20,8,22,4,315,117,73,57,97,43,43,21,37,0,475,585,129,1768,225,162,229,386,409,60,3952,24,3,14,7,10,13,14,27,0,117,38,11,26,21,18,22,30,42,5,205,8,18,18,4,0,5,5,14,0,67,43,18,54,19,13,23,32,44,23,277,1232,1156,2068,518,349,438,524,695,108,7084,0,9,0,0,0,0,0,0,0,9,3,22,0,0,0,0,0,0,0,30,52,196,3,17,25,18,0,15,4,334,0,7,0,3,0,0,0,0,0,17
Willoughby (C),18250,13,29,3,0,3,0,0,0,0,50,50,325,5,7,3,0,0,0,5,404,818,1698,78,31,216,123,17,20,53,3063,33,51,0,0,3,0,0,0,4,88,99,229,12,9,27,16,5,4,3,393,23,36,3,3,3,0,0,0,0,66,1812,3741,323,170,467,352,78,160,135,7238,5,0,0,3,0,0,0,0,0,11,211,214,108,38,50,73,26,34,15,779,200,224,138,73,68,78,28,49,16,872,241,120,581,91,75,99,65,98,23,1396,17,16,8,4,8,12,4,6,0,71,50,46,33,19,23,33,11,11,10,242,46,77,19,11,14,18,14,10,7,202,41,51,24,9,11,3,5,18,30,189,3655,6852,1333,475,973,808,256,421,297,15072,11,27,0,0,11,0,0,0,0,50,29,252,0,3,10,8,0,0,3,314,535,1566,35,74,400,116,3,10,35,2774,15,64,0,0,5,4,0,0,0,93
Wingecarribee (A),18350,3,7,0,0,0,0,0,0,0,13,20,88,0,0,3,0,0,0,3,120,146,232,19,11,20,14,7,4,3,459,0,15,0,0,0,0,0,0,0,13,34,94,4,11,9,4,3,3,3,161,5,12,0,3,0,3,0,0,0,26,353,736,110,79,66,60,22,43,24,1499,0,0,0,3,0,0,0,0,0,5,124,133,70,44,15,30,13,28,0,469,117,84,98,72,26,26,30,21,5,483,529,118,1749,115,92,142,354,370,60,3534,13,10,17,5,7,15,15,19,3,98,45,20,23,30,11,14,29,31,4,208,11,13,11,5,3,6,7,6,0,60,27,21,39,12,0,17,29,44,17,216,1436,1600,2141,389,261,329,506,576,128,7372,0,8,0,0,0,0,0,0,0,16,6,62,3,0,3,0,0,0,0,79,76,325,5,24,47,13,0,7,0,492,3,8,0,0,0,0,0,0,0,11
Wollondilly (A),18400,0,4,0,0,0,0,0,0,0,6,7,33,3,0,0,0,0,0,3,50,79,121,7,12,11,7,3,0,6,239,4,7,0,0,0,0,0,0,0,10,22,46,5,7,4,3,0,0,0,85,7,3,0,0,0,0,0,0,0,22,235,471,59,95,54,38,23,23,19,1006,6,0,4,0,0,0,0,3,0,12,105,103,65,52,25,24,18,16,6,420,131,108,117,99,44,26,37,33,5,595,715,172,2631,142,199,180,756,457,97,5336,10,6,10,16,11,10,21,19,0,98,34,21,37,15,14,18,53,40,5,231,14,16,15,3,0,3,10,18,5,84,35,13,68,4,8,19,47,46,26,270,1405,1125,3007,433,372,323,971,641,168,8456,3,7,0,0,0,0,0,0,0,17,9,25,3,0,0,0,0,0,0,36,64,304,3,3,22,3,0,3,7,409,0,13,0,0,0,0,0,0,0,18
Wollongong (C),18450,8,29,0,3,0,0,0,0,0,49,60,730,10,8,8,6,4,3,3,841,538,1137,85,75,124,72,34,52,26,2149,19,37,0,0,6,0,0,0,3,64,81,414,27,34,31,4,7,3,3,604,44,70,6,15,13,0,0,4,3,160,1229,3926,419,488,447,305,158,241,84,7305,0,5,8,6,4,4,3,5,0,32,341,417,344,254,109,87,75,95,30,1745,523,496,635,399,228,156,154,143,35,2769,1455,545,7086,727,555,542,1762,1377,203,14248,38,25,52,55,34,43,69,91,10,417,108,84,89,107,65,75,114,110,14,763,41,79,48,28,19,16,39,41,10,316,70,70,145,61,26,50,143,124,103,784,4551,8070,8951,2253,1666,1363,2568,2298,523,32244,6,56,0,3,0,0,0,0,0,75,50,473,9,5,13,0,0,4,4,553,367,1627,27,114,196,52,0,21,11,2425,12,73,0,3,3,0,0,0,0,87
Woollahra (A),18500,10,21,0,0,3,3,0,0,0,38,55,375,0,3,10,3,0,0,3,451,635,1160,24,33,109,70,6,9,41,2080,6,41,0,3,7,3,0,3,3,69,63,162,5,9,23,6,0,0,3,271,10,22,0,0,4,0,0,0,0,44,1555,3140,130,152,328,328,46,61,143,5884,3,3,0,0,0,0,0,0,0,7,178,184,37,38,28,69,9,16,14,568,138,114,68,51,32,58,4,21,8,487,213,90,378,68,44,87,29,58,9,977,14,13,0,5,3,14,3,0,0,51,57,39,11,14,17,39,8,15,5,206,36,69,5,5,9,16,0,13,8,151,56,71,20,12,17,15,5,19,21,225,3025,5506,689,387,624,703,104,215,256,11516,6,44,0,0,3,3,0,0,0,57,42,260,3,0,10,0,0,0,3,323,424,1103,6,42,175,67,0,4,18,1851,14,40,0,0,5,0,0,0,0,62
Yass Valley (A),18710,0,3,0,0,0,0,0,0,0,3,20,35,0,4,0,0,0,0,0,69,76,80,3,5,23,3,0,4,5,202,3,3,0,0,0,0,0,0,0,10,18,29,0,0,7,0,0,0,0,61,9,9,0,0,4,0,0,0,0,22,176,264,30,38,48,13,4,8,14,598,0,0,0,0,0,0,0,0,0,0,72,37,23,14,12,4,3,3,4,178,74,41,31,39,21,7,0,12,0,241,215,61,512,61,61,41,106,117,27,1197,5,4,7,4,3,0,3,10,0,41,15,10,4,4,3,3,7,11,4,65,3,5,3,0,0,0,0,0,0,19,22,4,18,3,7,7,12,7,14,96,727,587,641,180,195,91,137,170,62,2800,3,0,0,0,0,0,0,0,0,8,12,44,3,0,0,0,0,0,0,56,67,120,3,8,11,4,0,4,3,220,0,3,0,0,3,0,0,0,0,7
Unincorporated NSW,19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,3,0,0,13,38,3,35,0,0,3,0,24,7,108,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,75,9,37,5,3,4,3,32,8,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
No usual address (NSW),19499,0,3,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,19,18,53,0,8,3,3,3,3,0,95,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,45,128,19,36,21,13,13,33,8,316,0,0,0,0,0,0,0,0,0,0,3,8,3,9,4,0,3,3,0,39,9,12,20,18,5,8,12,14,3,94,33,25,219,29,14,20,80,71,6,502,5,0,3,4,0,3,8,9,0,26,8,3,3,5,0,6,6,4,0,39,3,0,0,0,0,0,3,5,0,13,3,4,8,7,3,4,11,16,12,80,126,273,286,117,60,59,131,167,36,1251,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,10,48,0,4,12,3,0,9,0,84,0,0,0,0,0,0,0,0,0,3
Migratory - Offshore - Shipping (NSW),19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,0,0,0,7,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpine (S),20110,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,14,14,33,3,3,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,3,15,26,0,4,0,0,0,0,0,53,3,0,0,0,0,0,0,0,0,4,61,136,20,25,13,12,9,17,3,292,0,0,0,0,0,0,0,0,0,0,34,19,15,15,7,3,4,5,0,110,41,29,27,18,13,16,3,3,4,154,184,24,455,38,16,26,118,113,16,986,3,0,7,6,0,3,9,3,0,27,11,0,6,6,3,4,13,9,0,54,4,0,7,0,0,0,5,8,0,27,17,7,9,4,0,4,15,6,0,61,397,278,550,120,55,69,169,168,35,1838,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,14,45,0,4,5,0,0,4,0,78,3,6,0,0,0,0,0,0,0,10
Ararat (RC),20260,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,11,6,0,5,3,0,0,0,0,20,0,4,0,0,0,0,0,0,0,3,4,11,0,3,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,4,63,89,9,13,6,8,3,13,0,203,0,0,0,0,0,0,0,0,0,3,43,18,5,22,9,3,4,4,3,109,25,13,12,24,5,3,3,5,3,98,171,21,256,109,7,24,68,98,13,773,6,0,3,3,0,3,3,9,0,24,14,5,3,12,0,0,7,11,0,50,4,0,3,0,0,0,0,10,0,25,20,3,15,9,0,3,5,20,5,86,356,181,320,201,30,54,97,169,26,1441,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,25,0,5,3,4,0,0,0,34,0,3,0,0,0,0,0,0,0,3
Ballarat (C),20570,10,24,0,0,0,0,0,0,0,30,23,189,3,3,0,0,0,3,0,228,198,430,38,23,37,23,17,14,8,785,11,27,0,3,0,0,0,3,0,48,82,277,17,43,23,10,7,13,0,474,21,40,3,12,4,3,0,0,3,87,620,1833,187,230,173,106,57,118,55,3368,0,3,0,0,0,0,0,0,0,8,182,220,128,98,62,55,55,42,10,858,223,223,229,163,103,86,57,74,17,1174,803,228,3420,368,246,340,610,693,92,6816,13,8,30,36,12,35,27,59,3,216,46,29,48,41,18,31,49,42,6,307,18,24,20,8,7,8,10,3,7,108,50,37,90,23,18,47,69,65,37,440,2307,3593,4208,1049,714,745,958,1135,240,14946,5,33,0,0,0,3,0,0,0,40,13,157,3,3,3,0,0,0,0,176,143,617,9,37,62,15,3,7,8,901,5,56,0,4,3,0,0,0,0,80
Banyule (C),20660,3,31,0,0,4,3,0,0,0,44,81,575,8,10,14,4,3,3,3,687,598,1182,100,64,147,71,35,60,37,2302,33,53,0,3,15,6,3,0,0,115,174,458,32,47,63,16,3,18,10,823,33,49,12,21,15,3,3,3,3,133,1542,3704,457,369,600,362,132,212,75,7464,5,3,0,7,0,0,0,0,0,19,301,378,216,147,135,89,48,59,11,1392,355,376,348,196,168,114,62,95,24,1743,785,306,3404,376,311,273,395,495,98,6435,23,18,24,28,20,21,12,21,0,175,72,37,54,54,48,47,45,49,12,426,20,66,31,15,23,12,13,14,10,201,55,71,69,28,25,27,31,47,56,411,4086,7311,4761,1369,1582,1052,793,1097,322,22374,6,52,0,4,8,0,0,0,0,70,44,448,5,7,21,0,0,0,3,530,332,1500,31,85,258,52,5,27,28,2311,22,99,0,10,16,0,0,0,0,153
Bass Coast (S),20740,0,0,0,0,0,0,0,0,0,5,5,17,0,0,0,0,0,0,0,24,28,57,6,0,8,0,3,4,3,111,3,3,0,0,0,0,0,0,0,10,11,60,6,16,0,0,0,3,0,91,6,5,0,3,0,0,0,0,0,14,141,324,48,48,23,20,5,23,5,637,3,3,0,0,0,0,0,0,0,7,49,49,41,24,11,16,7,19,8,214,65,50,65,54,17,20,7,26,3,306,373,48,1182,91,50,107,208,274,47,2388,4,0,18,4,0,9,9,14,0,55,17,13,21,16,3,17,13,15,0,118,6,5,6,7,0,0,0,0,0,37,38,9,42,15,5,21,26,40,24,205,755,644,1417,274,128,210,279,424,93,4222,3,6,0,0,0,0,0,0,0,9,5,14,0,4,0,0,0,0,3,23,26,108,3,7,5,4,0,0,0,160,0,5,0,3,0,0,0,0,0,9
Baw Baw (S),20830,0,5,0,0,0,0,0,0,0,10,9,54,3,0,0,0,0,0,0,59,52,129,9,8,7,4,3,5,4,209,0,7,0,0,0,0,0,0,0,14,33,95,0,16,7,0,3,0,0,162,4,14,4,3,3,0,0,0,0,31,230,557,65,54,62,24,9,41,8,1047,3,0,0,3,0,0,0,0,0,4,100,85,59,38,25,12,13,25,3,376,146,93,82,75,27,25,21,39,4,516,670,98,1991,140,121,136,488,522,57,4219,14,5,17,8,7,11,16,19,0,95,25,10,30,11,0,11,36,18,3,142,10,6,5,3,0,0,11,8,3,46,61,15,56,14,6,23,38,51,30,279,1360,1168,2325,371,272,256,626,722,115,7211,0,10,0,0,3,0,0,0,0,19,9,42,0,3,0,0,0,0,0,56,40,186,3,18,23,3,0,4,0,280,0,21,0,0,3,0,0,0,0,26
Bayside (C),20910,20,33,3,0,0,0,0,0,0,58,104,394,4,5,11,3,0,0,7,534,977,1061,41,33,129,63,5,14,32,2362,56,62,0,3,7,3,0,0,4,137,203,320,13,19,41,15,6,8,4,629,28,24,4,20,3,4,0,0,0,91,2490,3749,275,255,469,436,52,94,111,7934,5,3,0,0,0,0,0,0,0,10,395,417,131,60,70,119,24,35,18,1266,403,292,141,108,90,124,29,38,19,1247,620,184,1346,162,143,198,111,212,45,3027,22,6,11,13,6,20,7,13,0,95,79,61,26,25,22,51,17,22,3,308,66,68,16,12,10,11,3,10,4,195,72,63,44,15,20,28,10,10,39,306,5539,6745,2060,738,1034,1079,264,452,295,18203,14,41,3,5,9,3,0,0,0,72,69,344,0,6,13,3,0,0,9,441,470,1258,19,60,165,56,0,8,13,2061,30,103,4,3,18,3,0,0,4,161
Benalla (RC),21010,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,11,13,23,0,0,4,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,12,17,0,3,3,0,0,0,0,38,0,3,0,0,0,0,0,0,0,4,52,138,8,8,14,7,3,7,3,237,4,0,0,0,0,0,0,0,0,5,40,26,21,14,3,8,3,8,3,123,45,9,21,25,16,7,4,15,0,143,190,25,485,44,43,40,105,113,12,1047,4,0,6,0,0,0,4,10,0,29,11,4,11,5,0,4,12,3,0,58,0,0,3,0,0,0,3,0,0,12,12,3,21,4,4,6,24,22,4,102,388,258,582,104,83,74,160,172,28,1846,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,5,20,51,0,3,4,0,0,0,4,83,0,5,0,0,0,0,0,0,0,5
