lga_name_2016,lga_code_2016,d_5_9_fpet_mptlf,d_5_9_fpet_mpnlf,d_5_9_fpet_mplfsns,d_5_9_fpet_t,d_5_9_fpulftw_mpeft,d_5_9_fpulftw_mpept,d_5_9_fpulftw_mp_eaw,d_5_9_fpulftw_mp_e_hns,d_5_9_fpulftw_mpet,d_5_9_fpulftw_mpulftw,d_5_9_fpulftw_mpulptw,d_5_9_fpulftw_mput,d_5_9_fpulftw_mptlf,d_5_9_fpulftw_mpnlf,d_5_9_fpulftw_mplfsns,d_5_9_fpulftw_t,d_5_9_fpulptw_mpeft,d_5_9_fpulptw_mpept,d_5_9_fpulptw_mpeaw,d_5_9_fpulptw_mp_e_hns,d_5_9_fpulptw_mpet,d_5_9_fpulptw_mpulftw,d_5_9_fpulptw_mpulptw,d_5_9_fpulptw_mput,d_5_9_fpulptw_mptlf,d_5_9_fpulptw_mpnlf,d_5_9_fpulptw_mplfsns,d_5_9_fpulptw_t,d_5_9_fput_mpeft,d_5_9_fput_mpept,d_5_9_fput_mpeaw,d_5_9_fput_mpehns,d_5_9_fput_mpet,d_5_9_fput_mpulftw,d_5_9_fput_mpulptw,d_5_9_fput_mput,d_5_9_fput_mptlf,d_5_9_fput_mpnlf,d_5_9_fput_mplfsns,d_5_9_fput_t,d_5_9_fptlf_mpeft,d_5_9_fptlf_mpept,d_5_9_fptlf_mpeaw,d_5_9_fptlf_mpehns,d_5_9_fptlf_mpet,d_5_9_fptlf_mpulftw,d_5_9_fptlf_mpulptw,d_5_9_fptlf_mput,d_5_9_fptlf_mptlf,d_5_9_fptlf_mpnlf,d_5_9_fptlf_mplfsns,d_5_9_fptlf_t,d_5_9_fpnlf_mpeft,d_5_9_fpnlf_mpept,d_5_9_fpnlf_mpeaw,d_5_9_fpnlf_mpehns,d_5_9_fpnlf_mpet,d_5_9_fpnlf_mpulftw,d_5_9_fpnlf_mpulptw,d_5_9_fpnlf_mput,d_5_9_fpnlf_mptlf,d_5_9_fpnlf_mpnlf,d_5_9_fpnlf_mplfsns,d_5_9_fpnlf_t,d_5_9_fplfsns_mpeft,d_5_9_fplfsns_mpept,d_5_9_fplfsns_mpeaw,d_5_9_fplfsns_mpehns,d_5_9_fplfsns_mpet,d_5_9_fplfsns_mpulftw,d_5_9_fplfsns_mpulptw,d_5_9_fplfsns_mput,d_5_9_fplfsns_mptlf,d_5_9_fplfsns_mpnlf,d_5_9_fplfsns_mplfsns,d_5_9_fplfsns_t,d_5_9_fpt_mpeft,d_5_9_fpt_mpept,d_5_9_fpt_mpeaw,d_5_9_fpt_mpehns,d_5_9_fpt_mpet,d_5_9_fpt_mpulftw,d_5_9_fpt_mpulptw,d_5_9_fpt_mput,d_5_9_fpt_mptlf,d_5_9_fpt_mpnlf,d_5_9_fpt_mplfsns,d_5_9_fpt_t,d_10_12_fpeft_mpeft,d_10_12_fpeft_mpept,d_10_12_fpeft_mpeaw,d_10_12_fpeft_mpehns,d_10_12_fpeft_mpet,d_10_12_fpeft_mpulftw,d_10_12_fpeft_mpulptw,d_10_12_fpeft_mput,d_10_12_fpeft_mptlf,d_10_12_fpeft_mpnlf,d_10_12_fpeft_mplfsns,d_10_12_fpeft_t,d_10_12_fpept_mpeft,d_10_12_fpept_mpept,d_10_12_fpept_mpeaw,d_10_12_fpept_mpehns,d_10_12_fpept_mpet,d_10_12_fpept_mpulftw,d_10_12_fpept_mpulptw,d_10_12_fpept_mput,d_10_12_fpept_mptlf,d_10_12_fpept_mpnlf,d_10_12_fpept_mplfsns,d_10_12_fpept_t,d_10_12_fpeaw_mpeft,d_10_12_fpeaw_mpept,d_10_12_fpeaw_mpeaw,d_10_12_fpeaw_mpehns,d_10_12_fpeaw_mpet,d_10_12_fpeaw_mpulftw,d_10_12_fpeaw_mpulptw,d_10_12_fpeaw_mput,d_10_12_fpeaw_mptlf,d_10_12_fpeaw_mpnlf,d_10_12_fpeaw_mplfsns,d_10_12_fpeaw_t,d_10_12_fphns_mpeft,d_10_12_fphns_mpept,d_10_12_fphns_mpeaw,d_10_12_fphns_mpehns,d_10_12_fphns_mpet,d_10_12_fphns_mpulftw,d_10_12_fphns_mpulptw,d_10_12_fphns_mput,d_10_12_fphns_mptlf,d_10_12_fphns_mpnlf,d_10_12_fphns_mplfsns,d_10_12_fphns_t,d_10_12_fpet_mpeft,d_10_12_fpet_mpept,d_10_12_fpet_mpeaw,d_10_12_fpet_mpehns,d_10_12_fpet_mpet,d_10_12_fpet_mpulftw,d_10_12_fpet_mpulptw,d_10_12_fpet_mput,d_10_12_fpet_mptlf,d_10_12_fpet_mpnlf,d_10_12_fpet_mplfsns,d_10_12_fpet_t,d_10_12_fpulftw_mpeft,d_10_12_fpulftw_mpept,d_10_12_fpulftw_mpeaw,d_10_12_fpulftw_mpehns,d_10_12_fpulftw_mpet,d_10_12_fpulftw_mpulftw,d_10_12_fpulftw_mpulptw,d_10_12_fpulftw_mput,d_10_12_fpulftw_mptlf,d_10_12_fpulftw_mpnlf,d_10_12_fpulftw_mplfsns,d_10_12_fpulftw_t,d_10_12_fpulptw_mpeft,d_10_12_fpulptw_mpept,d_10_12_fpulptw_mpeaw,d_10_12_fpulptw_mpehns,d_10_12_fpulptw_mpet,d_10_12_fpulptw_mpulftw,d_10_12_fpulptw_mpulptw,d_10_12_fpulptw_mput,d_10_12_fpulptw_mptlf,d_10_12_fpulptw_mpnlf,d_10_12_fpulptw_mplfsns,d_10_12_fpulptw_t,d_10_12_fput_mpeft,d_10_12_fput_mpept,d_10_12_fput_mpeaw,d_10_12_fput_mpehns,d_10_12_fput_mpet,d_10_12_fput_mpulftw,d_10_12_fput_mpulptw,d_10_12_fput_mput,d_10_12_fput_mptlf,d_10_12_fput_mpnlf,d_10_12_fput_mplfsns,d_10_12_fput_t,d_10_12_fptlf_mpeft,d_10_12_fptlf_mpept,d_10_12_fptlf_mpeaw,d_10_12_fptlf_mpehns,d_10_12_fptlf_mpet,d_10_12_fptlf_mpulftw,d_10_12_fptlf_mpulptw,d_10_12_fptlf_mput,d_10_12_fptlf_mptlf,d_10_12_fptlf_mpnlf,d_10_12_fptlf_mplfsns,d_10_12_fptlf_t,d_10_12_fpnlf_mpeft,d_10_12_fpnlf_mpept,d_10_12_fpnlf_mpeaw,d_10_12_fpnlf_mpehns
Laverton (S),54970,17,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,3,3,3,0,3,7,7,0,0,16,3,0,3,16,3,0,16,0,0,0,0,0,3,0,4,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,18,9,0,8,25,9,0,29,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,10,0,0,8,3,0,0,0
Mandurah (C),55110,1770,104,11,1877,37,9,4,3,50,12,0,12,61,8,0,72,94,22,0,0,117,5,0,8,123,3,0,132,128,31,8,3,167,19,0,16,188,14,0,200,1600,182,56,36,1872,73,4,79,1956,115,11,2076,721,95,39,25,881,55,5,54,934,113,0,1043,0,0,0,0,0,4,0,4,4,0,16,18,2316,279,99,59,2755,129,13,142,2891,225,26,3141,304,35,3,4,347,18,0,18,366,21,0,387,579,70,15,3,671,20,0,26,694,31,0,722,9,4,8,0,19,3,0,3,22,3,0,24,10,0,0,3,11,0,0,0,12,0,0,12,901,112,27,15,1048,40,0,43,1090,60,0,1155,24,3,0,0,27,9,0,9,41,5,0,42,52,10,3,0,63,11,0,11,71,0,0,77,71,15,7,4,94,20,0,20,115,8,0,117,976,125,30,16,1146,54,0,56,1202,65,0,1272,307,30,16,14
Manjimup (S),55180,240,16,0,256,4,0,0,0,4,0,0,0,4,4,0,4,3,3,0,0,10,0,0,0,11,0,0,11,7,3,0,0,13,0,0,0,14,4,0,15,202,38,12,0,253,3,0,3,257,16,0,274,60,8,3,5,77,5,0,4,89,16,0,101,0,0,0,0,0,0,0,0,0,0,0,0,265,48,17,5,334,10,0,7,339,28,4,378,54,6,3,0,67,0,0,0,69,4,0,67,109,15,0,0,126,0,0,0,123,8,0,135,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,170,18,6,0,196,0,0,0,195,7,0,207,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,0,3,5,0,0,5,4,0,0,0,4,3,0,3,9,0,0,5,176,18,6,0,197,7,0,7,206,14,0,213,21,3,0,3
Meekatharra (S),55250,8,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,5,0,16,0,0,0,0,0,3,0,3,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14,3,0,3,10,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
Melville (C),55320,3046,91,0,3138,36,3,0,0,34,9,0,9,46,9,0,50,122,10,3,0,135,8,0,8,145,5,0,148,153,16,3,0,173,16,0,16,191,10,0,202,2792,282,55,31,3161,71,9,79,3241,102,0,3337,942,91,20,7,1063,39,5,44,1106,73,0,1184,6,0,0,3,7,0,0,0,7,0,11,13,3737,376,75,36,4221,111,9,127,4349,177,12,4536,557,58,14,8,631,20,3,22,655,36,0,695,1060,108,17,9,1190,29,0,30,1219,24,0,1244,26,0,4,0,28,3,0,3,35,6,0,38,10,0,0,3,16,5,0,5,18,0,0,18,1648,164,37,19,1865,47,6,56,1925,62,0,1984,32,7,0,0,40,8,0,8,45,3,0,52,44,8,3,0,56,0,0,0,58,6,0,61,81,15,3,0,98,8,0,8,110,9,0,118,1723,181,41,19,1970,57,6,61,2029,72,0,2105,429,41,15,3
Mukinbudin (S),55950,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,20,0,0,0,20,0,0,20,3,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,23,0,0,0,23,3,0,27,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0
Tasman (M),65210,39,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,23,10,6,0,37,0,0,0,42,4,0,42,14,0,0,0,19,0,0,0,21,12,0,32,0,0,0,0,3,0,0,0,3,0,0,3,45,8,4,0,57,3,0,4,65,19,0,78,6,0,0,0,10,0,0,0,10,0,0,10,10,3,0,0,14,0,0,0,14,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,0,24,0,0,0,24,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,3,0,20,0,0,0,20,3,0,26,10,3,0,0
Menzies (S),55390,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,8,3,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merredin (S),55460,105,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,94,7,4,3,101,0,0,0,107,3,0,112,27,9,0,0,36,3,0,3,44,6,0,51,3,0,0,0,3,0,0,0,3,0,0,3,128,13,7,3,148,4,0,4,146,14,0,157,20,0,0,0,27,0,0,0,27,0,0,27,38,0,0,3,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,3,65,0,0,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,3,65,0,0,0,65,0,0,64,13,0,0,0
Ngaanyatjarraku (S),56620,22,9,0,32,7,0,0,0,7,0,0,0,4,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,3,4,6,0,10,14,9,0,0,21,0,0,4,26,18,0,47,0,4,3,0,9,0,0,0,14,24,0,41,0,0,0,0,0,0,0,0,0,0,12,17,17,13,3,0,32,0,3,3,35,44,11,96,3,0,0,0,3,0,0,0,3,0,0,4,0,3,0,0,3,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,13,6,0,13,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,8,6,5,0,0,12,0,0,5,18,5,0,22,0,3,0,0
Mingenew (S),55530,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,5,15,0,0,0,15,0,0,15,4,3,0,3,4,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,4,22,3,0,3,22,0,0,23,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0
Mundaring (S),56090,1091,30,0,1121,9,0,0,0,9,0,0,0,6,0,0,8,40,0,0,0,45,8,0,7,53,3,0,50,47,0,0,0,52,6,0,13,62,3,0,63,974,103,19,16,1109,32,0,34,1147,31,0,1180,387,38,13,12,454,14,3,17,469,24,0,490,0,0,0,3,3,0,0,0,3,0,3,13,1359,143,34,32,1569,48,3,56,1621,56,8,1682,213,17,12,3,246,9,0,6,251,11,0,265,382,48,14,3,447,12,0,11,462,14,0,475,18,0,0,0,18,0,0,0,18,0,0,18,3,0,0,3,7,0,0,0,7,0,0,7,617,66,22,12,715,18,0,24,742,27,0,761,6,0,0,0,6,0,0,0,6,0,0,7,20,0,0,0,20,0,0,0,25,0,0,25,28,0,0,0,27,0,0,0,29,0,0,29,644,66,22,12,745,19,0,22,770,27,0,797,173,17,4,14
Northam (S),56730,267,9,0,275,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,6,0,0,0,6,3,0,8,10,0,0,0,11,0,0,0,7,3,0,12,236,28,3,0,275,0,0,0,277,13,0,289,99,7,0,3,112,12,0,12,125,15,0,143,0,0,0,0,0,0,0,0,0,0,0,0,334,43,9,4,388,14,0,14,399,33,0,425,53,5,0,0,63,0,0,0,63,0,0,63,83,10,0,0,90,0,0,0,92,9,0,102,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,142,13,0,0,160,0,0,0,161,8,0,168,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,4,4,0,0,9,5,0,0,0,5,3,0,3,5,0,0,12,147,13,0,0,161,5,0,5,166,7,0,177,43,0,4,0
Northampton (S),56790,69,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,52,5,8,0,70,0,0,0,71,0,0,77,32,4,0,0,35,3,0,3,37,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,88,11,8,0,107,3,0,3,111,11,0,125,20,0,0,0,24,0,0,0,24,3,0,20,29,8,0,0,34,0,0,0,40,0,0,40,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,4,4,0,56,0,0,0,60,5,0,66,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,51,4,4,0,63,0,0,0,63,5,0,68,3,3,0,0
Waratah/Wynyard (M),65410,329,15,0,343,0,0,0,0,3,7,0,7,8,0,0,8,3,0,0,0,4,0,0,0,7,3,0,7,3,0,0,0,10,8,0,8,15,3,0,19,288,33,6,5,330,17,4,14,347,23,0,364,98,26,4,0,128,5,0,6,141,39,3,181,0,0,0,0,0,0,0,0,0,0,0,0,383,59,13,6,455,24,3,29,484,63,3,547,57,9,0,0,67,0,0,0,67,8,0,73,93,5,0,0,105,3,0,6,105,4,0,112,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,153,17,0,4,171,3,0,6,179,11,0,190,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,11,0,0,0,11,0,0,10,5,0,0,0,7,0,0,0,13,0,0,14,160,17,0,4,186,7,0,5,187,13,0,199,58,11,3,3
Moora (S),55600,106,6,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,0,3,106,0,0,0,107,6,0,114,27,3,0,0,33,0,0,0,34,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,127,7,0,3,136,0,0,0,144,11,0,150,17,0,0,0,17,0,0,0,17,0,0,22,27,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,0,48,0,0,0,48,0,0,50,0,0,0,0,0,4,0,4,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,5,47,4,0,0,49,4,0,4,55,3,0,53,13,0,0,0
Subiaco (C),57980,443,16,0,456,14,3,0,0,17,0,0,0,17,0,0,17,17,3,0,0,20,0,0,4,24,4,0,27,27,7,0,0,35,0,0,4,34,4,0,41,388,66,9,5,462,8,4,10,479,20,0,499,201,20,3,0,231,3,5,12,240,21,0,259,0,0,0,0,0,0,0,0,0,0,0,0,590,89,10,7,693,16,12,26,717,41,0,759,64,17,0,0,82,6,0,6,88,11,0,97,128,17,0,3,151,3,4,6,152,3,3,157,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,199,36,0,3,239,11,4,14,249,13,3,267,10,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,7,0,3,3,7,0,0,7,14,0,0,0,14,0,3,3,15,0,0,15,209,37,0,3,253,11,4,13,269,13,3,282,70,10,0,0
Swan (C),58050,3994,158,10,4156,75,7,0,3,88,22,0,22,108,10,0,119,169,18,8,0,197,9,4,16,212,3,0,221,244,30,11,3,282,35,4,42,327,12,0,341,3551,441,96,58,4152,136,23,167,4316,175,10,4502,1542,209,51,54,1860,102,14,118,1975,247,3,2221,0,0,0,9,9,4,0,4,10,0,28,36,5098,647,152,124,6021,243,41,285,6305,421,41,6757,783,82,10,0,878,30,10,32,915,47,3,971,1168,162,21,10,1360,32,3,37,1397,43,0,1437,30,5,8,0,47,0,0,0,47,0,0,46,20,0,0,13,37,0,0,0,37,4,0,43,2001,249,43,22,2318,60,10,75,2398,100,4,2499,42,3,0,0,49,20,0,15,63,5,0,69,89,8,6,0,108,0,0,4,110,6,0,126,133,14,6,3,155,19,3,25,175,15,0,190,2135,264,46,29,2477,83,12,96,2571,112,4,2692,663,86,32,27
Morawa (S),55670,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,22,0,0,0,25,0,0,0,25,0,0,25,10,0,0,0,10,0,0,0,9,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3,33,0,0,0,38,3,0,39,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0
Mount Magnet (S),55810,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,14,0,0,14,4,0,0,0,4,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,12,0,0,3,17,0,0,16,0,3,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0
Nungarin (S),56860,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0
Mount Marshall (S),55880,26,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,25,0,0,0,25,4,0,28,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,32,0,0,0,32,4,0,35,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0
Tammin (S),58190,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,21,3,0,0,21,0,0,0,21,0,0,21,3,0,0,0,4,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,32,0,0,0,33,0,0,29,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0
Three Springs (S),58260,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,29,0,0,0,29,0,0,29,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,36,0,0,0,36,0,0,36,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,4,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,7,3,0,9,8,0,0,0
Mosman Park (T),55740,263,9,0,273,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,8,0,0,8,231,26,7,0,259,8,0,3,266,9,0,273,72,7,0,0,81,4,0,4,83,5,3,95,0,0,0,0,0,0,0,0,0,0,0,0,302,35,8,0,341,11,0,9,354,16,3,372,60,8,0,0,69,0,0,0,69,0,0,71,91,10,0,0,104,5,0,5,103,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,14,0,4,178,3,0,3,181,3,0,183,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,159,14,0,4,184,3,0,3,186,3,0,191,51,10,0,0
Nannup (S),56300,34,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,3,34,0,0,0,37,0,0,37,0,3,0,0,3,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,3,37,5,0,5,44,0,0,44,8,0,0,0,8,0,0,0,8,0,0,8,5,6,0,0,13,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,22,0,0,0,22,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,22,0,0,0,22,3,0,28,0,0,0,0
