lga_name_2016,lga_code_2016,m_y12_equivalent_indigenous,m_y12_equivalent_non_indig,m_y12_equiv_indigstat_ns,m_y12_equivalent_tot,m_y11_equivalent_indigenous,m_y11_equiv_non_indig,m_y11_equiv_indigstat_ns,m_y11_equivalent_tot,m_y10_equivalent_indigenous,m_y10_equiv_non_indig,m_y10_equiv_indigstat_ns,m_y10_equivalent_tot,m_y9_equivalent_indigenous,m_y9_equiv_non_indig,m_y9_equiv_indigstat_ns,m_y9_equivalent_tot,m_y8_below_indigenous,m_y8_below_non_indig,m_y8_below_indigstat_ns,m_y8_below_tot,m_did_not_go_to_school_indig,m_did_not_go_to_sch_non_indig,m_di_no_go_to_sch_indst_ns,m_did_not_go_to_school_tot,m_highest_yr_school_ns_indig,m_highest_yr_sch_ns_non_indig,m_highe_yr_sch_ns_indst_ns,m_highest_yr_school_ns_tot,m_tot_indigenous,m_tot_non_indigenous,m_tot_indigstat_ns,m_tot_tot,f_y12_equivalent_indigenous,f_y12_equivalent_non_indig,f_y12_equiv_indigstat_ns,f_y12_equivalent_tot,f_y11_equivalent_indigenous,f_y11_equiv_non_indig,f_y11_equiv_indigstat_ns,f_y11_equivalent_tot,f_y10_equivalent_indigenous,f_y10_equiv_non_indig,f_y10_equiv_indigstat_ns,f_y10_equivalent_tot,f_y9_equivalent_indigenous,f_y9_equiv_non_indig,f_y9_equiv_indigstat_ns,f_y9_equivalent_tot,f_y8_below_indigenous,f_y8_below_non_indig,f_y8_below_indigstat_ns,f_y8_below_tot,f_did_not_go_to_school_indig,f_did_not_go_to_sch_non_indig,f_di_no_go_to_sch_indst_ns,f_did_not_go_to_school_tot,f_highest_yr_school_ns_indig,f_highest_yr_sch_ns_non_indig,f_highe_yr_sch_ns_indst_ns,f_highest_yr_school_ns_tot,f_tot_indigenous,f_tot_non_indigenous,f_tot_indigstat_ns,f_tot_tot,p_y12_equivalent_indigenous,p_y12_equivalent_non_indig,p_y12_equiv_indigstat_ns,p_y12_equivalent_tot,p_y11_equivalent_indigenous,p_y11_equiv_non_indig,p_y11_equiv_indigstat_ns,p_y11_equivalent_tot,p_y10_equivalent_indigenous,p_y10_equiv_non_indig,p_y10_equiv_indigstat_ns,p_y10_equivalent_tot,p_y9_equivalent_indigenous,p_y9_equiv_non_indig,p_y9_equiv_indigstat_ns,p_y9_equivalent_tot,p_y8_below_indigenous,p_y8_below_non_indig,p_y8_below_indigstat_ns,p_y8_below_tot,p_did_not_go_to_school_indig,p_did_not_go_to_sch_non_indig,p_di_no_go_to_sch_indst_ns,p_did_not_go_to_school_tot,p_highest_yr_school_ns_indig,p_highest_yr_sch_ns_non_indig,p_highe_yr_sch_ns_indst_ns,p_highest_yr_school_ns_tot,p_tot_indigenous,p_tot_non_indigenous,p_tot_indigstat_ns,p_tot_tot
Narrogin (S),56460,21,648,3,673,7,160,0,169,28,484,3,513,13,132,0,139,12,87,3,101,0,6,0,6,13,79,194,287,84,1591,203,1884,25,757,0,778,14,209,0,221,38,432,0,473,11,99,4,112,8,96,0,101,0,4,0,4,17,81,198,296,109,1671,205,1988,42,1403,7,1453,19,371,4,393,67,919,6,984,20,231,4,251,17,177,3,198,0,5,0,5,31,163,389,583,196,3262,414,3869
Nedlands (C),56580,22,6360,25,6403,0,223,3,229,3,454,7,466,0,77,0,80,3,61,0,60,0,9,0,11,0,112,367,482,32,7293,401,7725,9,6514,21,6542,3,303,3,312,0,707,8,718,0,98,0,98,0,95,7,98,0,17,0,17,0,142,352,502,17,7870,389,8274,33,12866,48,12943,3,526,7,538,4,1161,13,1181,0,174,0,173,3,153,5,161,0,25,0,29,3,253,722,980,44,15158,794,16003
Northam (S),56730,43,1232,16,1288,19,399,3,420,58,1206,9,1273,24,302,4,325,14,186,6,207,0,15,0,20,22,603,361,982,178,3939,392,4507,36,1534,9,1580,25,441,3,476,73,1088,16,1174,22,204,0,225,22,151,4,181,0,12,0,10,17,191,332,547,194,3623,368,4189,77,2764,20,2864,48,841,7,894,124,2296,27,2444,45,511,3,555,38,338,7,386,5,25,0,32,38,798,695,1524,371,7565,757,8699
Sandstone (S),57630,0,9,0,9,0,8,0,8,0,21,0,22,0,4,0,4,0,3,0,6,0,0,0,0,0,0,6,6,0,43,11,56,0,9,0,9,0,3,0,3,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,27,4,32,0,21,0,21,0,8,0,8,0,30,0,29,0,8,0,8,0,3,0,3,0,0,0,0,0,0,15,15,0,70,19,91
Serpentine-Jarrahdale (S),57700,41,3863,15,3927,18,1138,4,1162,39,2885,13,2939,7,510,7,522,0,256,4,259,0,22,0,22,43,460,562,1071,153,9144,611,9905,57,4731,16,4800,28,1201,3,1237,34,2425,15,2474,12,292,0,301,3,201,3,205,0,25,0,25,4,169,477,651,136,9044,512,9693,95,8598,36,8723,45,2339,11,2393,79,5314,26,5420,18,796,8,826,6,453,5,469,0,51,0,51,47,629,1038,1716,289,18183,1119,19597
Shark Bay (S),57770,3,131,0,130,6,44,0,50,8,121,0,135,4,18,0,24,3,16,0,16,0,0,0,0,0,14,45,54,27,348,45,416,4,147,0,155,6,43,0,46,4,81,0,84,4,25,0,28,3,3,0,3,0,0,0,0,0,6,26,36,26,299,28,354,8,279,0,284,13,87,0,95,14,202,4,222,11,45,0,53,3,17,0,20,0,0,0,0,0,20,66,92,49,645,74,772
South Perth (C),57840,54,11852,38,11945,12,881,0,893,39,1646,11,1691,19,292,3,310,5,226,0,233,0,46,3,49,12,341,1076,1427,138,15276,1135,16552,58,12206,45,12310,13,960,4,977,45,2123,13,2185,15,378,7,397,7,354,4,365,3,86,0,93,17,559,1085,1668,163,16657,1168,17989,112,24055,91,24252,31,1835,7,1871,78,3768,29,3877,30,670,13,705,16,579,4,606,3,130,3,136,31,894,2163,3089,301,31936,2305,34539
Stirling (C),57910,223,50962,208,51397,105,5658,26,5791,182,11110,83,11380,43,2172,23,2234,34,2900,36,2969,11,774,5,795,49,1987,4883,6921,660,75559,5262,81485,299,53622,230,54151,118,5408,41,5567,216,12425,89,12729,50,2476,20,2551,45,3645,48,3740,5,982,3,989,50,2611,4772,7434,785,81175,5199,87157,524,104586,442,105550,226,11068,63,11355,398,23540,174,24111,93,4643,41,4779,76,6548,82,6706,18,1755,11,1787,105,4603,9651,14355,1446,156735,10465,168643
Subiaco (C),57980,33,6125,15,6172,3,275,3,282,8,469,10,481,0,96,0,92,4,84,0,82,0,15,0,15,0,135,505,639,51,7192,535,7775,40,6344,21,6402,3,309,7,317,6,622,7,637,0,99,0,101,0,111,0,112,0,18,0,21,3,184,504,689,52,7689,538,8281,72,12468,41,12577,5,585,8,599,16,1089,10,1119,0,192,0,197,3,189,0,197,3,28,0,31,3,320,1009,1331,101,14874,1072,16053
Swan (C),58050,309,23494,96,23899,138,5063,37,5239,323,11100,88,11504,87,1888,17,1995,55,1531,19,1604,16,362,9,387,45,1273,2994,4311,972,44713,3261,48937,388,26074,129,26588,125,4896,29,5055,328,10357,84,10771,70,1690,17,1779,54,1715,16,1789,4,473,6,485,249,1643,2709,4598,1217,46856,2994,51065,691,49569,228,50488,263,9964,70,10297,648,21451,174,22280,158,3585,34,3772,107,3244,34,3390,21,837,13,871,293,2913,5700,8908,2183,91563,6250,100000
Tammin (S),58190,3,62,0,59,0,9,0,5,6,36,0,47,0,6,0,8,0,12,0,11,0,0,0,0,0,3,19,28,16,127,19,159,0,69,0,74,4,9,0,10,11,21,0,32,0,4,0,4,4,0,0,5,0,0,0,0,0,0,17,20,16,112,17,147,4,133,0,131,7,13,0,22,12,63,0,76,4,15,0,13,4,15,0,18,0,0,0,0,0,5,41,44,30,238,41,309
Three Springs (S),58260,0,75,3,78,3,25,0,25,3,62,0,63,0,12,0,18,3,10,0,13,0,0,0,0,0,7,10,23,15,197,15,223,0,110,0,111,3,15,0,19,4,39,0,42,0,7,0,11,0,7,0,11,0,0,0,0,4,9,12,30,15,191,17,221,4,181,3,184,3,41,0,49,9,101,0,110,3,22,0,29,5,19,0,18,0,0,0,0,3,23,28,54,28,388,33,442
Perenjori (S),57000,5,128,3,133,3,36,0,39,3,91,4,93,5,15,0,23,0,6,0,6,0,4,0,4,0,8,41,52,12,294,41,346,5,68,0,71,3,28,0,27,5,35,3,43,3,7,0,5,0,8,0,8,0,3,0,3,0,8,15,22,14,149,16,178,6,200,5,206,6,56,0,66,9,125,3,135,3,19,0,27,0,11,0,11,0,4,0,4,0,17,48,67,22,435,58,522
Perth (C),57080,41,7302,42,7381,14,488,7,508,22,694,8,726,8,144,0,151,0,111,5,112,0,40,0,37,8,180,1721,1908,86,8949,1780,10821,45,6657,22,6730,11,386,5,397,12,630,0,648,0,109,3,115,0,99,0,107,0,42,0,42,0,154,1479,1635,73,8080,1512,9665,84,13962,67,14110,19,868,9,902,38,1327,4,1369,7,251,3,260,0,206,3,218,0,83,0,85,9,329,3198,3538,160,17033,3295,20481
Pingelly (S),57140,6,118,0,120,0,47,0,45,18,135,0,158,3,24,0,24,7,31,0,37,0,0,0,0,11,24,49,79,34,378,51,470,6,147,3,149,0,49,0,52,25,102,0,128,7,30,3,46,4,16,0,26,0,0,0,0,3,15,39,59,52,367,47,459,7,260,4,270,0,92,3,98,39,242,0,285,9,57,3,67,9,51,0,58,0,0,0,0,10,37,89,137,85,747,98,933
Toodyay (S),58330,13,622,0,641,0,184,3,187,17,584,6,604,0,99,0,100,7,88,0,93,0,0,0,0,0,56,170,226,37,1635,175,1852,8,712,7,728,11,190,0,203,11,496,4,512,0,87,4,94,0,67,3,73,0,3,0,3,0,45,161,208,38,1609,177,1817,20,1337,9,1366,9,372,4,392,33,1075,9,1123,3,193,4,194,10,151,3,159,0,4,0,11,0,105,330,432,74,3239,356,3675
Wagait (S),74560,3,67,3,78,3,26,0,27,7,49,0,58,0,10,0,10,0,10,0,10,0,0,0,0,0,7,16,18,13,168,19,195,6,96,0,103,4,15,0,22,7,29,0,35,0,8,0,7,0,4,0,3,0,0,0,0,0,6,4,8,17,158,4,184,11,163,7,183,5,39,0,51,11,83,0,86,0,15,0,18,0,11,0,10,0,0,0,0,0,11,21,35,27,331,23,385
West Arnhem (R),74660,272,254,3,528,241,48,0,292,328,96,9,434,178,19,0,205,207,10,0,215,82,0,0,82,292,19,153,460,1594,453,166,2215,308,261,3,569,258,29,0,285,318,65,3,390,172,7,0,178,219,3,0,221,70,0,0,70,314,18,131,467,1659,384,135,2182,580,516,6,1101,503,78,0,582,649,163,11,817,351,27,0,380,422,13,3,438,148,0,0,148,608,43,279,924,3257,830,303,4389
Trayning (S),58400,0,46,0,47,0,16,0,16,0,38,0,38,0,12,0,13,0,11,0,16,0,0,0,0,0,7,27,34,0,132,27,166,4,33,0,34,0,13,0,11,0,31,0,33,0,7,0,8,0,13,0,13,0,0,0,0,0,3,24,29,5,99,24,129,4,81,0,81,0,31,0,29,0,72,0,73,0,19,0,25,0,20,0,23,0,0,0,0,0,13,48,61,12,236,48,296
No usual address (Tas.),69499,7,139,3,141,3,29,0,32,12,108,0,125,4,27,0,32,3,16,0,19,0,0,0,0,11,58,64,130,29,377,68,475,5,146,0,149,3,23,0,27,6,72,0,79,0,16,0,18,0,15,0,12,0,0,0,0,5,21,33,57,17,297,33,343,6,282,3,296,6,51,0,59,12,185,0,203,3,44,0,50,3,29,0,32,0,3,0,3,11,83,96,187,49,679,96,825
West Daly (R),74680,111,63,0,173,64,0,0,71,236,16,0,253,109,0,0,107,173,0,0,176,28,0,0,28,107,5,30,142,827,93,30,946,123,64,0,185,93,8,0,98,282,4,0,291,124,0,0,127,182,0,0,185,25,0,0,22,118,5,39,162,943,83,41,1069,227,124,0,359,158,15,0,167,516,27,0,542,234,3,0,236,355,0,0,356,51,0,0,48,228,5,72,308,1765,178,72,2018
Unincorporated NT,79399,83,1155,6,1245,30,263,3,297,56,519,11,589,22,113,4,132,12,69,3,84,3,13,0,13,61,108,429,602,264,2243,455,2962,102,1131,16,1243,30,170,3,204,47,312,8,365,11,54,0,64,8,48,3,53,0,11,0,13,38,68,301,407,247,1780,330,2359,182,2286,21,2489,61,437,3,500,106,829,14,957,30,166,4,202,20,115,4,138,3,19,0,26,102,173,738,1011,511,4028,788,5324
No usual address (NT),79499,25,277,3,302,27,73,0,96,58,197,3,255,31,55,3,81,42,32,3,80,10,3,0,12,188,40,173,397,386,666,185,1233,31,322,0,348,15,57,0,71,33,132,3,172,24,35,0,60,36,16,0,44,4,3,0,7,160,23,152,335,295,586,162,1046,56,596,4,655,40,127,0,172,96,327,6,433,53,85,5,144,81,39,3,124,11,4,0,18,344,67,325,737,678,1252,351,2275
Upper Gascoyne (S),58470,3,11,0,20,10,7,0,16,12,14,0,35,7,3,0,6,3,3,0,5,0,0,0,0,15,4,16,31,52,44,17,114,10,15,0,25,7,0,0,10,16,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,13,36,31,9,77,10,35,0,46,26,4,0,29,27,26,0,58,8,3,0,11,3,3,0,7,0,0,0,0,20,4,26,42,88,77,23,190
Victoria Park (T),58510,75,9370,35,9476,23,901,7,932,52,1729,10,1789,11,304,3,312,11,333,8,349,8,98,0,105,17,589,1178,1785,185,13324,1244,14756,72,9363,39,9471,26,786,0,813,40,1655,13,1705,7,362,0,371,12,432,4,447,0,111,0,111,43,812,1048,1908,201,13519,1107,14832,142,18734,73,18952,48,1686,6,1739,91,3380,22,3495,16,664,5,679,22,767,10,799,10,211,3,223,60,1405,2228,3695,389,26845,2345,29583
Migratory - Offshore - Shipping (Tas.),69799,0,17,0,18,0,8,0,8,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,46,3,49,0,11,0,11,0,3,3,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,18,0,24,0,25,0,9,3,10,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,65,4,73
No usual address (OT),99499,0,10,0,7,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,21,0,16,0,16,0,0,0,3,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,25,3,30,0,19,0,25,0,0,0,3,0,11,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,42,3,46
Migratory - Offshore - Shipping (OT),99799,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Victoria Plains (S),58540,0,152,3,152,3,41,0,44,0,108,0,112,0,17,0,22,0,18,0,18,0,0,0,0,0,13,46,59,11,346,49,405,8,137,0,142,0,35,0,35,3,90,0,93,0,16,0,16,0,8,0,10,0,0,0,0,0,11,18,25,8,289,23,322,9,283,3,293,3,80,0,83,5,196,0,198,0,32,0,36,0,27,0,31,0,0,0,0,0,22,68,87,19,640,68,727
Wyalkatchem (S),59330,3,73,0,74,0,22,0,22,0,52,0,53,0,25,0,25,0,16,0,15,0,0,0,0,0,10,32,42,3,193,37,232,0,75,0,73,0,11,0,11,0,48,0,50,0,15,0,15,0,13,0,13,0,3,0,3,0,9,26,40,3,173,31,205,3,142,6,151,0,35,0,34,0,98,0,101,0,36,0,36,0,31,0,33,0,3,0,3,0,23,57,79,5,367,64,435
Wyndham-East Kimberley (S),59340,149,812,10,973,83,161,0,253,190,489,5,688,59,92,4,149,72,72,3,148,35,9,0,40,52,44,302,406,649,1681,331,2653,179,994,13,1188,120,166,0,293,251,278,3,530,84,45,0,132,72,19,3,92,51,4,0,58,81,35,304,418,835,1547,323,2705,324,1807,21,2157,205,333,3,544,443,765,12,1221,143,136,3,281,145,91,3,239,87,12,0,96,137,81,606,824,1483,3224,650,5362
Yalgoo (S),59350,5,75,0,78,3,17,0,21,3,39,0,43,3,7,0,5,0,0,0,0,3,0,0,4,7,3,32,39,26,136,32,195,9,27,0,33,5,7,0,18,10,15,0,27,0,0,0,0,0,3,0,4,0,0,0,0,3,0,17,23,34,48,17,105,11,101,0,111,13,24,0,36,21,51,0,74,3,7,0,7,0,4,0,7,3,0,0,8,6,3,54,66,58,184,54,300
Vincent (C),58570,45,9710,45,9800,19,775,4,799,26,1292,4,1325,8,206,7,220,4,330,3,337,3,85,0,90,0,293,1178,1473,99,12698,1237,14033,54,9917,32,10001,10,654,0,665,16,1208,8,1236,3,208,0,215,0,570,4,577,0,136,3,135,3,305,1147,1458,91,13001,1198,14288,95,19634,75,19806,24,1431,8,1458,41,2499,18,2561,13,413,6,430,4,900,7,912,3,216,3,227,8,599,2319,2927,188,25700,2435,28326
Wagin (S),58610,0,228,5,237,0,75,0,75,4,207,3,220,0,57,0,58,0,36,0,44,0,4,0,4,0,33,63,96,10,639,78,722,0,272,0,274,3,74,0,82,6,207,3,217,0,39,0,40,0,34,0,38,0,3,0,3,0,26,79,106,15,659,80,756,0,497,6,509,6,147,0,152,7,418,11,433,0,91,3,95,0,76,0,80,0,8,0,8,3,56,143,203,27,1300,158,1476
Wandering (S),58680,0,69,0,69,0,14,0,14,0,58,0,63,0,8,0,8,0,4,0,4,0,0,0,0,0,10,20,25,0,171,20,191,0,64,3,70,0,20,0,20,0,49,0,49,0,4,0,4,0,3,0,4,0,0,0,0,0,3,13,23,0,146,20,167,0,139,3,141,0,33,0,33,0,108,0,112,0,9,0,9,0,6,0,9,0,0,0,0,0,18,33,50,3,314,36,357
Wanneroo (C),58760,237,34800,181,35211,102,7050,43,7195,197,14226,102,14524,58,2411,15,2490,21,1714,23,1761,9,628,3,642,52,1530,3776,5359,670,62365,4151,67186,288,38993,171,39456,129,6838,43,7007,246,13242,107,13599,49,2179,16,2243,36,2087,21,2140,7,781,3,790,55,1782,3504,5341,805,65899,3873,70578,517,73797,354,74664,230,13889,84,14207,444,27465,213,28122,111,4593,35,4740,55,3802,45,3902,13,1409,8,1430,104,3316,7282,10695,1479,128260,8024,137766
Westonia (S),59030,0,50,0,49,0,17,0,17,0,42,0,44,0,9,0,11,0,4,0,4,0,0,0,0,0,0,25,29,0,130,28,152,0,46,0,49,0,12,0,15,0,18,0,18,0,4,0,3,0,0,0,0,0,0,0,0,0,0,12,18,0,84,15,98,0,94,3,98,0,27,0,34,0,60,0,57,0,13,0,15,0,8,0,8,0,0,0,0,0,4,37,45,6,211,45,258
Burnie (C),60610,85,1894,5,1983,65,572,3,638,131,2431,33,2601,31,644,9,689,24,379,16,423,7,33,0,36,9,265,369,644,358,6218,437,7017,138,2272,23,2432,62,680,13,752,167,2495,27,2687,36,637,11,682,19,384,11,417,0,30,0,34,21,306,374,707,447,6809,457,7711,223,4162,32,4417,126,1254,17,1394,300,4922,60,5286,69,1275,21,1371,47,767,23,839,6,65,0,69,37,573,747,1353,809,13019,894,14726
Central Coast (M) (Tas.),60810,79,2012,20,2104,58,609,3,675,203,3014,41,3249,62,813,7,885,35,502,9,541,3,18,0,17,18,284,424,725,453,7253,500,8205,142,2524,25,2686,63,772,11,841,196,2952,35,3181,55,784,12,855,22,449,13,479,0,17,0,17,12,367,427,818,490,7864,525,8879,220,4534,41,4792,123,1379,13,1518,397,5968,72,6438,121,1603,19,1742,51,949,19,1021,3,32,0,32,36,655,854,1542,945,15113,1024,17087
Central Highlands (M) (Tas.),61010,0,227,0,229,3,67,0,68,8,335,5,352,3,118,5,122,5,76,0,79,0,3,0,3,7,33,70,113,25,865,73,966,14,245,4,257,3,64,0,67,16,258,0,277,3,69,0,72,0,40,0,39,0,3,0,3,6,35,42,82,41,716,47,799,17,471,3,490,10,127,0,139,27,598,9,625,7,190,5,201,5,109,0,116,0,7,0,7,15,77,106,190,68,1578,118,1770
Circular Head (M),61210,47,526,6,580,45,214,4,258,167,1111,23,1295,44,327,6,376,27,176,5,206,3,8,0,16,23,105,207,331,350,2464,247,3062,100,716,7,824,57,263,4,326,167,914,8,1091,36,259,3,301,13,128,4,147,0,4,0,4,18,87,198,300,395,2377,225,2992,148,1248,11,1406,101,480,9,581,337,2020,28,2392,79,584,13,675,38,305,13,347,3,10,0,18,41,196,396,637,740,4842,468,6057
Clarence (C),61410,180,8892,47,9114,58,1671,22,1752,197,5622,41,5858,59,1151,16,1229,30,621,22,682,3,60,0,63,81,914,878,1870,616,18931,1024,20567,236,10034,72,10344,72,1857,26,1954,185,6124,62,6375,48,1265,20,1335,30,802,17,847,0,56,0,61,33,689,903,1628,614,20833,1109,22544,420,18926,119,19460,132,3532,43,3707,382,11748,107,12232,109,2416,40,2563,62,1427,43,1527,5,119,0,126,119,1599,1783,3500,1227,39759,2130,43114
Derwent Valley (M),61510,27,920,13,957,12,331,7,357,38,1477,4,1525,14,357,11,383,11,237,3,257,3,30,0,34,10,159,225,394,122,3519,265,3904,46,1099,8,1153,14,360,3,384,57,1342,13,1414,15,342,9,364,3,185,7,203,3,10,0,13,16,194,215,424,161,3543,257,3953,72,2022,21,2111,34,690,11,739,100,2820,21,2940,25,705,18,747,17,430,11,456,3,43,0,51,27,354,434,820,279,7061,520,7860
Devonport (C),61610,109,2427,22,2551,29,717,8,749,193,3299,29,3518,45,782,12,838,30,476,9,517,3,25,0,26,16,327,503,842,424,8043,583,9051,156,2988,22,3166,69,846,0,921,194,3475,27,3700,57,918,19,990,27,515,18,561,3,35,0,39,20,443,510,977,526,9218,603,10347,258,5413,41,5715,104,1557,11,1672,394,6776,55,7224,99,1699,31,1827,55,991,25,1074,5,56,5,63,34,769,1019,1814,952,17255,1186,19394
Dorset (M),61810,10,495,7,511,3,154,0,159,27,1127,12,1159,11,303,0,309,7,179,6,194,0,10,0,6,4,111,168,283,59,2374,192,2631,14,753,10,779,3,208,3,220,29,938,13,980,8,255,0,260,3,133,3,138,0,3,0,3,3,122,162,287,62,2419,185,2665,23,1254,13,1290,9,364,3,381,55,2059,24,2141,19,555,3,573,12,311,8,332,0,12,0,12,3,234,328,568,124,4796,382,5300
Palmerston (C),72800,308,5243,40,5593,207,1557,11,1780,277,2302,22,2602,84,393,3,482,51,213,0,273,14,40,0,60,54,247,991,1297,1001,10004,1078,12080,371,5923,49,6345,210,1239,16,1464,313,1749,16,2077,87,324,5,407,65,241,0,308,13,52,0,65,80,209,970,1262,1139,9742,1054,11930,677,11169,92,11940,415,2804,26,3242,587,4047,40,4676,167,715,11,889,114,455,7,580,32,96,0,125,139,454,1959,2556,2137,19737,2136,24005
Roper Gulf (R),73600,197,216,3,413,213,50,0,263,362,126,4,498,250,52,0,305,321,42,0,359,77,3,0,86,180,31,140,354,1608,513,152,2275,210,210,5,420,327,22,0,355,371,72,3,451,230,20,0,252,263,13,0,278,71,0,0,71,186,11,108,310,1655,359,115,2135,409,426,5,838,541,71,0,611,737,200,8,950,476,74,0,554,583,54,0,635,152,3,0,157,370,41,255,666,3263,873,272,4410
Tiwi Islands (R),74050,122,60,0,190,193,11,0,203,266,22,0,285,52,0,0,57,40,9,0,52,8,0,0,9,45,5,23,74,727,116,28,868,158,71,0,226,182,4,0,186,295,12,0,311,50,0,0,50,62,0,0,65,9,0,0,9,40,0,16,55,793,83,16,895,284,129,0,414,378,14,0,392,564,34,0,599,100,0,0,107,105,13,0,115,10,0,0,13,81,5,37,125,1520,197,39,1759
Victoria Daly (R),74550,66,114,3,180,52,34,0,93,118,101,0,219,80,32,0,117,94,14,0,107,58,3,0,62,79,18,148,245,543,318,154,1019,58,140,3,203,81,28,0,106,143,54,0,201,74,6,0,82,107,4,0,112,64,0,0,63,84,9,122,215,615,240,127,980,120,258,9,384,132,64,0,199,262,154,0,420,162,37,0,202,204,17,0,218,119,3,0,124,162,24,273,453,1158,556,279,2000
Flinders (M) (Tas.),62010,6,120,0,129,3,36,0,40,21,113,0,134,17,24,0,39,6,7,0,15,0,0,0,3,7,18,23,43,55,320,25,400,16,131,6,151,7,25,0,32,18,81,0,97,6,19,0,28,5,12,0,15,0,0,0,0,3,14,9,26,57,278,20,354,16,250,9,277,10,61,0,74,37,192,4,235,24,42,0,64,15,16,0,34,0,0,0,3,8,26,33,76,111,599,41,756
George Town (M),62210,10,602,15,633,4,214,0,216,46,978,16,1032,16,245,3,264,3,168,3,174,0,10,0,10,5,127,219,348,83,2343,248,2671,28,747,11,789,12,227,0,237,31,907,11,942,11,229,7,240,0,134,4,138,0,5,0,5,12,111,201,323,96,2358,227,2684,43,1358,21,1421,15,438,0,459,76,1882,20,1977,19,470,5,505,8,301,3,313,0,11,0,11,19,238,414,674,177,4700,477,5351
Glamorgan/Spring Bay (M),62410,9,536,7,549,7,125,0,128,16,655,6,672,10,219,4,229,8,93,3,106,0,4,0,4,3,100,131,238,53,1731,150,1934,24,580,4,612,7,139,0,150,24,572,9,603,3,168,0,174,3,77,0,81,0,14,0,14,3,107,135,245,72,1644,155,1869,37,1112,10,1157,14,266,0,281,39,1223,16,1273,13,385,4,403,11,170,6,184,0,16,0,16,12,209,265,486,121,3377,304,3801
Glenorchy (C),62610,212,6111,47,6369,74,1380,12,1464,234,5103,65,5396,56,1247,29,1333,36,885,16,942,3,160,3,166,32,573,1046,1654,651,15458,1220,17330,245,6626,45,6913,97,1500,10,1611,256,5399,62,5712,68,1402,30,1495,39,1078,27,1140,6,213,3,225,33,707,1118,1865,742,16930,1299,18967,456,12738,93,13284,172,2883,26,3081,491,10496,123,11112,124,2647,61,2830,75,1963,40,2082,7,377,6,393,66,1282,2166,3514,1393,32389,2519,36299
Hobart (C),62810,146,13649,79,13881,20,1009,5,1037,46,2487,29,2561,9,473,4,491,6,394,3,401,0,75,0,74,7,323,1213,1544,248,18405,1333,19980,150,14638,65,14850,22,1018,5,1051,52,2764,24,2843,15,539,3,556,12,565,8,589,4,89,0,94,9,397,1171,1577,255,20004,1283,21546,295,28286,150,28728,45,2024,15,2083,100,5253,54,5397,25,1009,12,1048,22,961,10,986,5,160,0,165,14,714,2381,3118,501,38407,2614,41525
Wickepin (S),59100,0,105,0,103,0,30,0,31,3,76,0,78,0,21,0,21,0,14,0,14,0,0,0,0,0,17,26,46,4,264,26,294,0,123,0,122,0,27,0,26,3,62,0,63,0,14,0,14,0,10,0,13,0,0,0,0,0,9,17,27,8,242,19,270,0,225,0,227,3,56,0,60,4,139,0,145,0,40,0,40,0,28,0,26,0,0,0,0,0,22,46,70,9,505,48,563
Huon Valley (M),63010,93,2216,31,2338,42,530,6,576,186,1825,26,2032,60,431,9,505,40,260,5,309,3,12,0,13,16,200,373,592,448,5481,449,6370,136,2566,26,2730,52,544,10,600,202,1609,25,1833,41,375,12,428,22,213,0,239,0,15,0,14,22,203,375,602,477,5528,451,6458,229,4785,59,5071,96,1070,17,1179,385,3430,53,3866,102,807,22,929,66,473,8,548,3,25,0,30,44,411,745,1197,923,11006,900,12825
Kentish (M),63210,19,594,0,607,10,206,3,219,48,897,11,958,8,260,4,275,13,154,4,165,3,13,0,13,7,88,158,250,98,2206,180,2483,24,796,5,825,16,202,0,223,37,793,5,834,15,183,5,198,5,113,6,124,0,9,0,7,4,82,148,234,97,2175,176,2452,40,1385,5,1429,31,406,5,445,80,1690,22,1795,21,442,6,474,13,268,11,291,0,15,0,23,9,171,304,486,199,4384,352,4933
King Island (M),63410,4,198,0,208,0,59,0,60,6,252,3,256,0,35,0,35,3,34,0,36,0,0,0,0,3,21,45,72,14,603,51,672,3,228,4,234,6,61,4,69,10,180,3,190,0,37,0,34,0,27,0,24,0,0,0,0,0,25,56,88,17,558,72,647,5,427,5,441,4,125,4,130,13,432,6,451,0,70,0,70,4,61,0,69,0,0,0,0,5,50,101,154,33,1161,126,1321
