lga_name_2016,lga_code_2016,h_w_in_ps_oo_ds_sh,h_w_in_ps_oo_ds_sdrtht,h_w_in_ps_oo_ds_fa,h_w_in_ps_oo_ds_od_c,h_w_in_ps_oo_ds_od_ch,h_w_in_ps_oo_ds_od_ih_t_so,h_w_in_ps_oo_od_hf_a_so,h_w_in_ps_oo_ds_od_tot,h_w_in_ps_oo_ds_ns,h_w_in_ps_oo_tot,h_w_in_ps_m_ds_sh,h_w_in_ps_m_ds_sdrtht,h_w_in_ps_m_ds_fa,h_w_in_ps_m_ds_od_c,h_w_in_ps_m_ds_od_ch,h_w_in_ps_m_ds_od_ih_t_so,h_w_in_ps_m_od_hf_a_so,h_w_in_ps_m_ds_od_tot,h_w_in_ps_m_ds_ns,h_w_in_ps_m_tot,h_w_in_ps_rrea_ds_sh,h_w_in_ps_rrea_ds_sdrtht,h_w_in_ps_rrea_ds_fa,h_w_in_ps_rrea_ds_od_c,h_w_in_ps_rrea_ds_od_ch,h_w_in_ps_rrea_ds_od_ih_t_so,h_w_in_ps_rrea_od_hf_a_so,h_w_in_ps_rrea_ds_od_tot,h_w_in_ps_rrea_ds_ns,h_w_in_ps_rrea_tot,h_w_in_ps_rha_ds_sh,h_w_in_ps_rha_ds_sdrtht,h_w_in_ps_rha_ds_fa,h_w_in_ps_rha_ds_od_c,h_w_in_ps_rha_ds_od_ch,h_w_in_ps_rha_ds_od_ih_t_so,h_w_in_ps_rha_od_hf_a_so,h_w_in_ps_rha_ds_od_tot,h_w_in_ps_rha_ds_ns,h_w_in_ps_rha_tot,h_w_in_ps_r_psh_ds_sh,h_w_in_ps_r_psh_ds_sdrtht,h_w_in_ps_r_psh_ds_fa,h_w_in_ps_r_psh_ds_od_c,h_w_in_ps_r_psh_ds_od_ch,h_w_in_ps_r_psh_ds_od_ih_t_so,h_w_in_ps_r_psh_od_hf_a_so,h_w_in_ps_r_psh_ds_od_tot,h_w_in_ps_r_psh_ds_ns,h_w_in_ps_r_psh_tot,h_w_in_ps_r_hcc_ds_sh,h_w_in_ps_r_hcc_ds_sdrtht,h_w_in_ps_r_hcc_ds_fa,h_w_in_ps_r_hcc_ds_od_c,h_w_in_ps_r_hcc_ds_od_ch,h_w_in_ps_r_hcc_ds_od_ih_t_so,h_w_in_ps_r_hcc_od_hf_a_so,h_w_in_ps_r_hcc_ds_od_tot,h_w_in_ps_r_hcc_ds_ns,h_w_in_ps_r_hcc_tot,h_w_in_ps_r_olt_ds_sh,h_w_in_ps_r_olt_ds_sdrtht,h_w_in_ps_r_olt_ds_fa,h_w_in_ps_r_olt_ds_od_c,h_w_in_ps_r_olt_ds_od_ch,h_w_in_ps_r_olt_ds_od_ih_t_so,h_w_in_ps_r_olt_od_hf_a_so,h_w_in_ps_r_olt_ds_od_tot,h_w_in_ps_r_olt_ds_ns,h_w_in_ps_r_olt_tot,h_w_in_ps_r_lns_ds_sh,h_w_in_ps_r_lns_ds_sdrtht,h_w_in_ps_r_lns_ds_fa,h_w_in_ps_r_lns_ds_od_c,h_w_in_ps_r_lns_ds_od_ch,h_w_in_ps_r_lns_ds_od_ih_t_so,h_w_in_ps_r_lns_od_hf_a_so,h_w_in_ps_r_lns_ds_od_tot,h_w_in_ps_r_lns_ds_ns,h_w_in_ps_r_lns_tot,h_w_in_ps_r_tot_ds_sh,h_w_in_ps_r_tot_ds_sdrtht,h_w_in_ps_r_tot_ds_fa,h_w_in_ps_r_tot_ds_od_c,h_w_in_ps_r_tot_ds_od_ch,h_w_in_ps_r_tot_ds_od_ih_t_so,h_w_in_ps_r_tot_od_hf_a_so,h_w_in_ps_r_tot_ds_od_tot,h_w_in_ps_r_tot_ds_ns,h_w_in_ps_r_tot_tot,h_w_in_ps_ott_ds_sh,h_w_in_ps_ott_ds_sdrtht,h_w_in_ps_ott_ds_fa,h_w_in_ps_ott_ds_od_c,h_w_in_ps_ott_ds_od_ch,h_w_in_ps_ott_ds_od_ih_t_so,h_w_in_ps_ott_od_hf_a_so,h_w_in_ps_ott_ds_od_tot,h_w_in_ps_ott_ds_ns,h_w_in_ps_ott_tot,h_w_in_ps_t_ns_ds_sh,h_w_in_ps_t_ns_ds_sdrtht,h_w_in_ps_t_ns_ds_fa,h_w_in_ps_t_ns_ds_od_c,h_w_in_ps_t_ns_ds_od_ch,h_w_in_ps_t_ns_ds_od_ih_t_so,h_w_in_ps_t_ns_od_hf_a_so,h_w_in_ps_t_ns_ds_od_tot,h_w_in_ps_t_ns_ds_ns,h_w_in_ps_t_ns_tot,h_w_in_ps_tot_ds_sh,h_w_in_ps_tot_ds_sdrtht,h_w_in_ps_tot_ds_fa,h_w_in_ps_tot_ds_od_c,h_w_in_ps_tot_ds_od_ch,h_w_in_ps_tot_ds_od_ih_t_so,h_w_in_ps_tot_od_hf_a_so,h_w_in_ps_tot_ds_od_tot,h_w_in_ps_tot_ds_ns,h_w_in_ps_tot_tot,oh_oo_ds_sh,oh_oo_ds_sdrtht,oh_oo_ds_fa,oh_oo_ds_od_c,oh_oo_ds_od_ch,oh_oo_ds_od_ih_t_so,oh_oo_od_hf_a_so,oh_oo_ds_od_tot,oh_oo_ds_ns,oh_oo_ds_tot,oh_m_ds_sh,oh_m_ds_sdrtht,oh_m_ds_fa,oh_m_ds_od_c,oh_m_ds_od_ch,oh_m_ds_od_ih_t_so,oh_m_od_hf_a_so,oh_m_ds_od_tot,oh_m_ds_ns,oh_m_ds_tot,oh_rrea_ds_sh,oh_rrea_ds_sdrtht,oh_rrea_ds_fa,oh_rrea_ds_od_c,oh_rrea_ds_od_ch,oh_rrea_ds_od_ih_t_so,oh_rrea_od_hf_a_so,oh_rrea_ds_od_tot,oh_rrea_ds_ns,oh_rrea_ds_tot,oh_rha_ds_sh,oh_rha_ds_sdrtht,oh_rha_ds_fa,oh_rha_ds_od_c,oh_rha_ds_od_ch,oh_rha_ds_od_ih_t_so,oh_rha_od_hf_a_so,oh_rha_ds_od_tot,oh_rha_ds_ns,oh_rha_ds_tot,oh_r_psh_ds_sh,oh_r_psh_ds_sdrtht,oh_r_psh_ds_fa,oh_r_psh_ds_od_c,oh_r_psh_ds_od_ch,oh_r_psh_ds_od_ih_t_so,oh_r_psh_od_hf_a_so,oh_r_psh_ds_od_tot,oh_r_psh_ds_ns,oh_r_psh_ds_tot,oh_r_hcc_ds_sh,oh_r_hcc_ds_sdrtht,oh_r_hcc_ds_fa,oh_r_hcc_ds_od_c,oh_r_hcc_ds_od_ch,oh_r_hcc_ds_od_ih_t_so,oh_r_hcc_od_hf_a_so,oh_r_hcc_ds_od_tot,oh_r_hcc_ds_ns,oh_r_hcc_ds_tot,oh_r_olt_ds_sh,oh_r_olt_ds_sdrtht,oh_r_olt_ds_fa,oh_r_olt_ds_od_c,oh_r_olt_ds_od_ch,oh_r_olt_ds_od_ih_t_so,oh_r_olt_od_hf_a_so,oh_r_olt_ds_od_tot,oh_r_olt_ds_ns,oh_r_olt_ds_tot,oh_r_lns_ds_sh,oh_r_lns_ds_sdrtht,oh_r_lns_ds_fa,oh_r_lns_ds_od_c,oh_r_lns_ds_od_ch,oh_r_lns_ds_od_ih_t_so,oh_r_lns_od_hf_a_so,oh_r_lns_ds_od_tot,oh_r_lns_ds_ns,oh_r_lns_ds_tot
Adelaide (C),40070,0,0,3,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,4,3,7,13,0,0,0,0,0,0,17,0,12,12,0,0,0,0,0,0,22,4,3,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,37,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,7,10,21,39,0,0,3,0,3,5,85,440,713,590,0,0,0,15,15,12,1761,290,541,630,0,0,0,10,10,7,1479,150,934,1910,0,0,0,11,16,18,3029,11,169,278,0,0,0,0,0,0,461,103,444,532,0,0,0,20,19,14,1116,3,64,179,0,0,0,3,3,0,253,7,21,67,0,0,0,3,3,4,93,5,16,30,0,0,0,0,0,0,46
Adelaide Hills (DC),40120,18,0,0,0,0,0,0,0,0,18,57,0,0,0,0,0,0,0,0,57,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,96,3,0,0,0,0,0,0,0,99,5265,98,19,12,0,0,3,16,51,5443,6178,42,20,3,0,3,3,14,21,6281,612,49,26,0,0,0,0,0,5,691,28,11,4,0,0,0,0,0,0,48,597,22,10,0,0,0,0,0,8,638,22,22,6,0,0,0,0,0,0,53,52,5,0,3,3,0,0,8,0,61,46,0,0,0,0,0,0,0,0,48
Alexandrina (DC),40220,31,0,0,0,0,0,0,0,0,28,58,0,0,0,0,0,0,0,0,60,51,4,0,0,0,0,0,0,0,56,11,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,92,9,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,193,6,3,0,0,0,0,0,0,207,3955,75,22,28,38,0,9,76,6,4136,3349,30,12,5,0,0,5,12,15,3422,852,60,51,0,0,0,3,4,3,967,98,27,20,0,0,0,0,0,0,148,611,32,26,0,0,0,0,4,4,683,33,15,15,0,0,0,0,0,0,64,79,0,0,3,6,0,0,8,0,89,54,0,3,0,0,0,0,0,4,63
Anangu Pitjantjatjara (AC),40250,6,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,5,328,3,0,0,0,0,0,0,0,330,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,346,3,0,0,0,0,0,3,0,350,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,50,11,0,0,0,0,0,0,0,58,15,6,0,0,0,0,0,0,0,20
Barossa (DC),40310,16,0,0,4,0,0,0,4,0,22,48,0,0,0,0,0,0,0,0,48,21,3,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,37,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,104,3,0,4,0,0,0,4,0,112,3039,96,15,35,10,5,0,44,10,3207,3456,57,3,0,0,3,9,10,12,3541,661,109,28,0,0,0,0,0,0,806,64,39,12,0,0,0,0,0,0,112,475,32,6,0,0,3,0,3,3,522,41,47,27,0,0,0,0,0,0,117,78,12,7,0,0,0,0,0,0,91,52,4,4,0,0,0,0,0,0,60
Cleve (DC),41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,307,0,0,4,0,8,0,9,0,321,201,0,0,0,0,0,4,4,0,206,10,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,17,55,0,0,0,0,0,0,0,3,57,3,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,15
Elliston (DC),41750,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,203,3,0,9,0,0,5,17,3,228,80,0,0,0,0,0,3,5,4,89,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,11,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,8,0,17,14,0,0,0,0,0,0,0,0,17
Flinders Ranges (DC),41830,13,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,10,13,0,3,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,11,3,9,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,8,3,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8,3,0,0,0,0,0,0,85,261,4,0,0,0,0,0,0,0,268,177,3,0,0,0,0,0,0,0,184,30,3,0,0,0,0,0,0,0,30,9,3,9,0,0,0,0,0,0,18,42,3,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,12
Franklin Harbour (DC),41960,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,195,9,0,4,0,0,0,6,0,218,123,0,0,3,0,0,3,3,0,122,18,0,0,0,0,0,0,0,0,18,4,3,0,0,0,0,0,0,0,9,59,0,0,0,0,0,0,0,0,60,0,7,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,6
Gawler (T),42030,17,3,0,0,0,0,0,0,0,17,57,3,0,0,0,0,0,0,0,54,29,15,0,0,0,0,0,0,0,44,12,15,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,60,38,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7,138,40,0,0,0,0,0,0,0,176,2350,185,6,37,3,0,0,41,0,2580,3117,194,6,0,0,0,0,5,6,3327,936,356,51,0,0,0,0,0,8,1348,119,254,18,0,0,0,0,0,0,384,433,111,13,0,0,0,0,0,3,559,24,46,3,0,0,0,0,0,0,77,102,17,0,8,3,0,0,10,0,133,22,14,0,0,0,0,0,0,0,40
Goyder (DC),42110,13,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,3,0,47,717,13,0,4,0,0,3,10,10,749,454,4,0,0,0,0,3,3,7,464,63,6,0,0,0,0,0,0,0,72,6,7,0,0,0,0,0,0,0,15,152,3,0,0,0,0,0,0,0,161,5,3,0,0,0,0,0,0,0,16,39,0,0,0,0,0,0,0,0,47,18,0,0,0,0,0,0,0,0,24
Grant (DC),42250,16,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,53,1079,0,0,5,0,0,0,9,4,1089,1105,0,3,0,0,4,0,6,3,1110,110,9,5,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,160,3,0,0,0,0,0,0,3,168,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,5,0,65,31,0,0,0,0,0,0,0,3,35
Kangaroo Island (DC),42750,13,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,40,705,5,0,3,0,0,3,6,14,726,531,3,0,0,0,3,0,10,3,541,124,7,19,0,0,0,0,0,0,145,37,3,0,0,0,0,0,0,0,44,170,5,0,0,0,0,0,0,3,178,9,11,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,0,0,30,32,3,0,0,0,0,0,0,0,32
Karoonda East Murray (DC),43080,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,189,0,0,0,0,0,0,3,0,195,104,0,0,0,0,0,0,0,0,108,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,6
Lower Eyre Peninsula (DC),43710,6,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,3,54,745,0,0,22,3,9,0,35,7,786,718,3,0,0,0,3,0,3,0,726,57,0,0,0,0,0,0,3,0,61,6,4,0,0,0,0,0,0,0,12,181,3,0,0,0,3,0,8,0,188,3,0,0,0,0,0,0,0,0,3,25,3,0,0,3,0,0,8,0,37,18,3,0,0,0,0,0,0,0,23
Loxton Waikerie (DC),43790,15,0,0,0,0,0,0,0,0,15,39,0,0,0,0,0,0,0,0,39,21,4,3,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,57,3,3,0,0,0,0,0,0,64,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,121,7,3,0,0,0,0,0,0,127,1668,55,15,18,7,0,0,31,7,1781,1277,25,0,8,0,0,3,6,6,1317,246,30,33,0,0,0,0,0,0,311,75,23,35,0,0,0,0,0,0,138,344,14,20,0,0,0,3,3,0,387,14,22,9,0,0,0,0,0,0,45,108,7,3,3,7,0,0,14,3,135,37,3,0,0,0,0,0,0,0,46
Mallala (DC),43920,12,0,0,0,0,0,0,0,0,13,49,0,0,0,0,0,0,0,0,50,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,89,3,0,0,0,0,0,3,0,91,876,0,0,0,0,3,3,5,4,893,1596,0,0,3,0,0,3,5,8,1611,77,0,0,0,0,0,3,3,0,78,0,6,0,0,0,0,0,0,0,7,202,0,0,0,0,0,0,0,4,214,0,3,3,0,0,0,0,0,0,6,24,0,0,0,4,0,0,4,0,27,21,0,0,0,0,0,0,0,0,25
Mount Gambier (C),44620,30,0,0,0,0,0,0,0,0,29,78,3,0,0,0,0,0,0,0,80,47,17,15,0,0,0,0,0,0,85,22,33,3,0,0,0,0,0,0,61,7,3,4,0,0,0,0,0,0,17,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,60,23,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,8,197,64,27,0,0,0,0,0,0,288,2606,163,93,3,4,0,3,11,5,2882,3136,189,62,0,0,6,3,8,5,3397,889,411,438,0,0,0,0,3,11,1754,279,400,139,0,0,0,0,0,0,819,382,53,64,0,0,0,0,0,3,511,46,36,8,0,0,0,0,0,0,90,45,26,27,3,3,0,0,8,3,106,32,16,6,0,0,0,0,0,0,56
Mount Remarkable (DC),44830,18,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46,599,3,0,3,0,0,0,9,15,622,286,0,0,0,0,0,0,0,0,289,22,0,0,0,0,0,0,0,0,21,4,3,0,0,0,0,0,0,0,10,94,0,0,0,0,0,0,0,0,91,4,4,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,10
Murray Bridge (RC),45040,40,0,0,0,0,0,0,0,0,41,82,5,0,0,0,0,0,0,0,90,71,13,0,0,0,0,0,0,0,85,71,28,0,0,0,0,0,0,0,102,26,5,0,0,0,0,0,0,0,30,12,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,186,48,0,3,0,0,0,3,0,240,3,0,0,0,0,0,0,0,0,3,18,3,0,0,0,0,0,0,0,20,334,61,0,3,0,0,0,3,0,398,2235,78,0,16,32,5,3,54,21,2390,2240,54,3,0,0,3,4,3,17,2325,1030,207,35,0,0,0,0,0,9,1283,209,244,0,0,0,0,0,0,0,460,430,46,0,0,0,0,0,3,3,488,21,22,0,0,0,0,0,0,0,48,83,8,0,3,3,0,0,6,7,104,47,12,0,0,0,0,0,0,0,57
Coorow (S),52030,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,19,199,4,0,5,0,0,0,3,0,209,65,0,0,0,0,0,5,5,0,67,14,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,14,45,0,0,0,0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,3,32,0,0,3,0,0,0,4,0,32,9,0,0,0,0,0,0,0,0,12
Albany (C),50080,61,0,0,0,0,0,0,0,0,61,133,0,0,0,0,0,0,0,0,133,62,10,0,0,0,0,0,0,0,73,82,10,0,0,0,0,0,0,0,91,36,0,0,0,0,0,0,0,0,37,11,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,8,198,19,0,0,0,0,0,3,3,227,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,13,406,22,3,0,0,0,0,3,4,439,4448,217,3,55,53,7,5,117,20,4802,3990,58,3,3,0,3,3,15,18,4086,1301,184,13,0,0,0,9,5,9,1509,348,171,0,0,0,0,0,0,3,521,975,81,4,0,0,5,0,9,5,1072,35,122,13,0,0,0,0,0,0,171,147,20,0,22,13,4,0,41,7,218,92,12,0,0,0,3,0,4,0,111
Holdfast Bay (C),42600,17,9,4,0,0,0,0,0,0,29,27,8,0,0,0,0,0,0,0,40,15,14,18,0,0,0,0,0,0,47,9,0,0,0,0,0,0,0,0,6,9,7,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,25,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,79,42,29,0,0,0,0,0,0,151,3456,1306,524,3,0,0,5,9,12,5310,2975,861,338,0,0,0,0,3,12,4190,625,1014,1015,0,0,0,21,20,6,2673,46,119,60,0,0,0,0,0,0,224,438,513,322,0,0,0,3,3,7,1292,17,36,118,0,0,0,0,0,0,167,15,20,22,0,0,0,0,3,4,63,22,27,30,0,0,0,0,0,0,74
Kimba (DC),43220,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,187,3,0,0,0,0,0,0,0,193,89,0,0,0,0,0,0,0,0,89,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,49,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,12
