lga_name_2016,lga_code_2016,hh_in_p_1_f_hh_c_f_n_c_n_u_2,hh_in_p_1_f_hh_c_f_n_c_n_u_3,hh_in_p_1_f_hh_c_f_n_c_n_u_4,hh_in_p_1_f_hh_c_f_n_c_n_u_5,hh_in_p_1_f_h_c_f_n_c_n_u_6ov,hh_in_p_1_f_hh_c_f_no_ch_tot,hh_in_p_1_f_hh_c_f_ch_nu_ur_3,hh_in_p_1_f_hh_c_f_ch_nu_ur_4,hh_in_p_1_f_hh_c_f_ch_nu_ur_5,hh_i_p_1_f_h_c_f_ch_nu_ur_6ov,hh_in_pe_1_fa_hh_co_fa_ch_tot,hh_in_p_1_f_h_1_pa_f_nu_ur_2,hh_in_p_1_f_h_1_pa_f_nu_ur_3,hh_in_p_1_f_h_1_pa_f_nu_ur_4,hh_in_p_1_f_h_1_pa_f_nu_ur_5,hh_in_p_1_f_h_1_pa_f_n_ur_6ov,hh_in_p_1_f_h_1_pa_f_tot,hh_in_p_1_fa_hh_ot_fa_nu_ur_2,hh_in_p_1_fa_hh_ot_fa_nu_ur_3,hh_in_p_1_fa_hh_ot_fa_nu_ur_4,hh_in_p_1_fa_hh_ot_fa_nu_ur_5,hh_in_p_1_fa_hh_ot_f_n_ur_6ov,hh_in_pe_1_fa_hh_other_fa_tot,hh_in_pe_1_fa_hh_tot_nu_ur_2,hh_in_pe_1_fa_hh_tot_nu_ur_3,hh_in_pe_1_fa_hh_tot_nu_ur_4,hh_in_pe_1_fa_hh_tot_nu_ur_5,hh_in_pe_1_fa_hh_tot_n_ur_6ov,hh_in_pe_1_fa_hh_tot_tot,hhd_in_pe_mu_fa_hhd_nu_ur_4,hhd_in_pe_mu_fa_hhd_nu_ur_5,hhd_in_pe_mu_fa_hhd_n_ur_6ov,hhd_in_pe_mu_fa_hhd_tot,hhd_in_pe_totfa_hhd_nu_ur_2,hhd_in_pe_totfa_hhd_nu_ur_3,hhd_in_pe_totfa_hhd_nu_ur_4,hhd_in_pe_totfa_hhd_nu_ur_5,hhd_in_pe_totfa_hhd_n_ur_6ov,hhd_in_pe_totfa_hhd_tot,hhd_in_pe_lo_per_hhd_nu_ur_1,hhd_in_pe_lo_per_hhd_tot,hhd_in_pe_gr_hh_nu_ur_2,hhd_in_pe_gr_hh_nu_ur_3,hhd_in_pe_gr_hh_nu_ur_4,hhd_in_pe_gr_hh_nu_ur_5,hhd_in_pe_gr_hh_n_ur_6ov,hhd_in_pe_gr_hh_tot,hhd_in_pe_tot_nu_ur_1,hhd_in_pe_tot_nu_ur_2,hhd_in_pe_tot_nu_ur_3,hhd_in_pe_tot_nu_ur_4,hhd_in_pe_tot_nu_ur_5,hhd_in_pe_tot_nu_ur_6_more,hhd_in_pe_tot_tot,ot_hh_1_f_hh_c_f_no_c_nu_ur_2,ot_hh_1_f_hh_c_f_no_c_nu_ur_3,ot_hh_1_f_hh_c_f_no_c_nu_ur_4,ot_hh_1_f_hh_c_f_no_c_nu_ur_5,ot_hh_1_f_hh_c_f_n_c_n_ur_6ov,ot_hh_1_f_hh_c_f_no_c_tot,ot_hh_1_f_hh_c_f_ch_nu_ur_3,ot_hh_1_f_hh_c_f_ch_nu_ur_4,ot_hh_1_f_hh_c_f_ch_nu_ur_5,ot_hh_1_f_hh_c_f_ch_n_ur_6ov,ot_hh_1_f_hh_c_f_with_ch_tot,ot_hh_1_f_hh_1_pa_f_nu_ur_2,ot_hh_1_f_hh_1_pa_f_nu_ur_3,ot_hh_1_f_hh_1_pa_f_nu_ur_4,ot_hh_1_f_hh_1_pa_f_nu_ur_5,ot_hh_1_f_hh_1_pa_f_n_ur_6ov,ot_hh_1_f_hh_1_parent_f_tot,ot_hh_one_fa_hh_ot_fa_nu_ur_2,ot_hh_one_fa_hh_ot_fa_nu_ur_3,ot_hh_one_fa_hh_ot_fa_nu_ur_4,ot_hh_one_fa_hh_ot_fa_nu_ur_5,ot_hh_1_fa_hh_ot_fa_n_ur_6ov,ot_hh_one_fa_hhd_other_fa_tot,ot_hh_one_fa_hhd_tot_nu_ur_2,ot_hh_one_fa_hhd_tot_nu_ur_3,ot_hh_one_fa_hhd_tot_nu_ur_4,ot_hh_one_fa_hhd_tot_nu_ur_5,ot_hh_one_fa_hhd_tot_n_ur_6ov,ot_hh_one_fa_hhd_tot_tot,ot_hh_multiple_fa_hhd_nu_ur_4,ot_hh_multiple_fa_hhd_nu_ur_5,ot_hh_multiple_fa_hh_nu_u_6ov,ot_hh_multiple_fa_hhd_tot,ot_hh_totfa_hhd_nu_ur_2,ot_hh_totfa_hhd_nu_ur_3,ot_hh_totfa_hhd_nu_ur_4,ot_hh_totfa_hhd_nu_ur_5,ot_hh_totfa_hhd_nu_ur_6_more,ot_hh_totfa_hhd_tot,ot_hh_lo_per_hhd_nu_ur_1,ot_hh_lo_per_hhd_tot,ot_hh_gr_hh_nu_ur_2,ot_hh_gr_hh_nu_ur_3,ot_hh_gr_hh_nu_ur_4,ot_hh_gr_hh_nu_ur_5,ot_hh_gr_hh_nu_u_6ov,ot_hh_gr_hh_tot,ot_hh_tot_nu_ur_1,ot_hh_tot_nu_ur_2,ot_hh_tot_nu_ur_3,ot_hh_tot_nu_ur_4,ot_hh_tot_nu_ur_5,ot_hh_tot_nu_ur_6_more,ot_hh_tot_tot
Cleve (DC),41190,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,219,5,0,0,0,221,51,75,41,10,178,26,10,5,0,0,43,4,0,0,0,0,4,243,66,79,39,9,447,0,0,0,0,243,66,79,39,11,448,222,222,14,0,0,0,0,14,222,258,66,79,39,11,675
Coober Pedy (DC),41330,13,0,0,0,0,16,8,8,3,7,27,3,5,8,3,0,20,3,0,0,0,0,3,24,11,22,5,5,68,0,0,3,0,24,11,22,10,11,72,20,20,0,0,0,0,0,0,20,24,13,22,10,11,96,142,8,0,0,0,145,41,28,12,8,84,22,9,9,0,0,36,6,0,0,0,0,6,169,51,36,12,10,272,0,0,0,0,169,51,36,12,10,272,308,308,11,3,0,0,0,10,308,174,53,36,12,10,596
Copper Coast (DC),41560,44,0,0,0,0,46,17,14,8,15,48,13,19,8,8,0,43,3,0,0,0,0,4,64,33,19,17,16,149,0,0,3,8,64,33,24,22,18,154,25,25,10,0,0,0,0,6,25,68,36,24,22,18,185,1958,47,6,0,0,2008,402,435,191,66,1100,219,179,65,23,8,498,44,3,0,0,0,48,2227,631,510,215,74,3656,15,10,10,30,2227,631,525,228,84,3686,1730,1730,115,17,0,0,0,127,1730,2343,643,523,228,84,5551
Elliston (DC),41750,3,0,0,0,0,3,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,4,3,0,0,18,144,0,0,0,0,147,32,43,21,8,102,15,3,0,0,0,22,0,0,0,0,0,3,161,35,39,21,8,267,0,0,0,0,161,35,39,21,11,272,129,129,3,0,0,0,0,3,129,169,35,39,21,11,401
Grant (DC),42250,13,0,0,0,0,13,4,4,0,6,17,3,3,3,0,0,7,0,0,0,0,0,0,16,13,5,0,6,36,0,3,0,3,16,13,5,5,7,44,5,5,0,0,0,0,0,0,5,16,13,10,5,7,53,899,20,0,0,0,915,272,438,180,51,940,89,39,23,8,3,167,13,0,0,0,0,13,999,336,464,185,54,2038,6,10,8,30,999,336,473,192,67,2065,556,556,41,4,3,0,0,42,556,1041,340,470,192,67,2665
Kangaroo Island (DC),42750,4,0,0,0,0,9,0,7,8,0,11,3,0,0,0,0,3,0,0,0,0,0,0,9,4,7,8,0,28,0,0,0,0,9,4,7,8,0,28,9,9,0,0,0,0,0,0,9,9,4,7,8,0,40,608,12,3,0,0,623,157,123,80,23,383,66,44,12,3,3,125,3,0,0,0,0,5,676,212,146,85,24,1133,0,4,3,8,676,212,143,94,24,1143,589,589,42,0,0,0,0,49,589,715,209,149,94,29,1775
Karoonda East Murray (DC),43080,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,3,0,0,0,136,39,41,23,13,107,10,12,3,4,0,29,9,0,0,0,0,9,150,53,41,26,13,284,0,0,0,0,150,53,41,27,13,284,126,126,5,0,0,0,0,5,126,156,53,41,27,13,411
Lower Eyre Peninsula (DC),43710,5,0,0,0,0,5,4,0,6,4,22,0,6,0,0,0,12,0,0,0,0,0,0,6,15,6,6,3,38,0,0,0,0,6,15,8,12,5,44,12,12,0,0,0,0,0,0,12,6,15,8,12,5,54,660,11,0,0,0,674,178,256,115,36,586,65,42,12,6,0,123,4,0,0,0,0,8,737,229,267,119,42,1388,6,0,6,10,737,229,265,125,45,1403,447,447,31,4,0,0,0,30,447,762,229,265,125,45,1879
Loxton Waikerie (DC),43790,18,0,0,0,0,19,4,17,10,7,39,16,8,6,3,0,35,6,0,0,0,0,6,36,19,29,10,8,98,0,0,0,0,36,19,29,10,12,105,19,19,11,0,0,0,0,6,19,45,17,29,10,12,127,1454,29,4,0,0,1485,390,457,181,70,1086,186,123,49,12,3,378,22,3,0,0,0,27,1667,543,507,193,66,2982,6,13,14,33,1667,543,517,205,82,3011,1269,1269,67,12,3,3,0,88,1269,1736,555,519,208,83,4367
Mallala (DC),43920,15,0,0,0,0,18,11,7,9,3,28,3,6,3,4,3,19,3,0,0,0,0,4,16,15,17,9,6,68,0,5,3,8,16,15,17,14,10,74,13,13,3,0,0,0,0,3,13,19,15,17,14,10,91,810,35,3,0,0,851,340,435,194,75,1049,109,81,35,20,4,251,20,0,0,0,0,22,940,458,475,216,83,2169,14,17,28,62,940,458,492,230,109,2233,637,637,67,3,0,0,0,76,637,1008,463,492,229,109,2940
Mount Gambier (C),44620,38,0,0,0,0,35,26,28,20,18,93,27,28,18,8,4,82,0,0,0,0,0,0,68,55,49,30,18,216,0,0,3,3,68,55,48,26,22,217,47,47,15,3,0,0,0,18,47,90,57,48,26,22,288,2617,61,4,0,0,2680,848,1075,406,189,2508,597,371,167,35,16,1180,69,6,0,0,0,80,3280,1284,1246,437,202,6449,19,11,22,50,3280,1284,1264,452,218,6503,3288,3288,207,22,8,4,0,244,3288,3490,1306,1269,457,218,10035
Mount Remarkable (DC),44830,18,0,0,0,0,14,3,3,4,3,14,0,0,0,0,0,10,0,0,0,0,0,0,18,8,7,4,3,35,0,0,0,0,18,8,7,4,4,37,4,4,0,0,0,0,0,4,4,18,8,3,4,4,46,444,4,0,0,0,451,87,88,53,13,242,29,9,3,8,0,52,9,0,0,0,0,9,486,105,92,63,13,748,5,3,7,11,486,105,93,61,14,763,331,331,15,0,0,0,0,15,331,498,105,93,61,14,1105
Murray Bridge (RC),45040,58,6,0,0,0,61,31,36,19,21,111,41,30,23,12,12,114,10,0,0,0,0,12,107,72,59,35,28,299,7,0,6,14,107,72,63,37,37,309,68,68,18,4,0,0,0,17,68,121,73,63,38,38,398,2151,82,13,3,7,2266,632,723,326,116,1800,393,296,102,41,15,841,50,12,3,0,0,71,2600,1022,846,373,140,4977,20,21,37,76,2600,1022,864,390,177,5051,2235,2235,189,26,14,3,13,247,2235,2787,1051,878,397,189,7535
Flinders Ranges (DC),41830,14,0,0,0,0,18,7,4,5,10,30,5,6,0,0,0,12,0,0,0,0,0,0,15,15,12,5,10,58,0,0,0,3,15,15,11,5,11,55,29,29,0,0,0,0,0,0,29,15,15,11,5,11,85,207,8,0,0,0,212,44,40,18,8,110,26,14,3,0,0,44,0,0,0,0,0,0,240,64,43,18,11,371,0,0,0,0,240,64,48,18,11,368,222,222,9,0,0,0,0,9,222,249,64,48,18,11,603
Franklin Harbour (DC),41960,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,3,5,0,3,0,8,182,4,0,0,0,191,36,43,23,7,108,9,9,10,0,0,24,0,0,0,0,0,0,191,44,54,23,7,318,0,0,0,0,191,44,57,28,7,324,141,141,9,0,0,0,0,9,141,202,44,57,28,7,471
Gawler (T),42030,20,0,0,0,0,24,16,18,7,3,54,16,19,12,3,7,58,0,0,0,0,0,3,38,40,30,18,14,138,3,0,5,9,38,40,33,18,17,147,26,26,4,0,0,0,0,5,26,47,38,33,18,17,176,2342,58,8,0,0,2408,818,971,359,146,2286,541,418,132,48,10,1153,57,10,0,0,0,73,2947,1305,1111,410,152,5919,37,24,32,100,2947,1305,1152,432,184,6017,2623,2623,195,21,0,0,0,213,2623,3135,1325,1150,432,184,8857
Holdfast Bay (C),42600,31,3,0,0,0,34,13,9,7,0,36,13,18,3,0,0,33,0,0,0,0,0,6,45,30,15,7,0,102,0,0,0,3,45,30,15,7,0,108,30,30,8,0,0,0,0,15,30,55,35,20,7,0,151,4050,103,7,0,0,4156,1243,1562,515,99,3414,717,342,94,14,5,1176,153,21,3,0,0,180,4918,1711,1669,530,107,8931,22,24,19,68,4918,1711,1693,553,125,9001,5172,5172,429,92,25,0,9,551,5172,5341,1794,1720,558,135,14721
Kimba (DC),43220,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,130,0,0,0,0,132,29,36,37,5,113,8,5,3,0,0,22,0,0,0,0,0,0,144,39,41,37,5,263,0,0,0,4,144,39,42,37,5,269,118,118,3,0,0,0,0,3,118,150,39,42,37,5,389
Kingston (DC) (SA),43360,3,0,0,0,0,6,3,6,4,0,8,0,3,3,0,0,4,0,0,0,0,0,0,5,7,3,4,0,19,0,0,0,0,5,7,3,4,0,19,3,3,0,0,0,0,0,0,3,5,7,3,4,0,27,348,6,0,0,0,351,72,96,38,9,209,27,14,5,3,0,52,4,0,0,0,0,5,377,87,103,44,9,617,0,0,0,5,377,87,104,41,9,623,301,301,10,0,0,0,0,10,301,388,92,103,41,9,932
Light (RegC),43650,10,3,0,0,0,13,11,13,5,4,37,3,0,0,3,0,10,0,0,0,0,0,0,20,18,13,8,4,62,0,3,3,7,20,18,16,9,10,71,9,9,0,0,0,0,0,0,9,20,17,16,9,10,77,1426,42,3,0,0,1464,567,827,410,143,1943,184,138,81,14,0,421,36,0,0,3,0,36,1643,751,906,422,143,3868,19,29,26,71,1643,751,925,455,171,3937,941,941,51,12,0,0,0,66,941,1688,765,925,455,171,4948
Maralinga Tjarutja (AC),44000,4,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,4,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Marion (C),44060,80,7,3,0,0,93,52,48,29,11,131,33,49,19,17,10,122,17,3,0,0,0,21,134,106,64,40,19,368,3,0,0,10,134,106,73,38,26,377,102,102,31,22,5,3,0,58,102,164,126,76,43,28,535,8335,350,89,19,10,8802,3674,4355,1300,398,9724,1959,1178,368,70,38,3617,392,84,22,4,3,503,10684,5288,4838,1390,447,22642,113,103,133,344,10684,5288,4949,1495,582,22990,10157,10157,1047,368,121,45,7,1591,10157,11734,5656,5066,1537,592,34739
Mid Murray (DC),44210,10,0,0,0,0,12,5,5,8,0,26,9,6,6,3,0,22,3,0,0,0,0,3,21,17,13,7,3,62,0,0,0,0,21,17,13,7,3,66,26,26,0,0,0,0,0,3,26,25,18,13,7,3,94,1189,25,4,0,0,1216,230,259,130,29,649,162,79,25,10,0,285,14,4,0,0,0,24,1367,344,293,137,32,2168,8,8,3,20,1367,344,298,150,38,2187,1127,1127,85,10,0,0,0,93,1127,1453,349,299,151,36,3414
Mitcham (C),44340,24,0,3,0,0,32,18,25,12,5,62,17,14,3,3,0,37,5,0,0,0,0,5,47,29,33,18,3,133,0,0,4,4,47,29,34,18,3,132,32,32,16,5,8,0,0,24,32,62,39,37,17,3,197,6203,198,37,11,11,6453,2528,3999,1373,326,8223,1032,724,238,48,19,2055,169,50,9,5,0,233,7404,3494,4280,1431,352,16969,62,64,79,203,7404,3494,4337,1496,429,17171,5663,5663,484,170,75,34,15,774,5663,7885,3663,4421,1532,442,23608
Mount Barker (DC),44550,21,7,0,0,0,28,21,30,18,7,78,7,8,7,0,3,33,0,0,0,0,0,0,31,36,41,23,7,139,0,3,0,3,31,36,38,27,12,141,21,21,7,0,0,0,0,12,21,36,38,38,27,12,172,3308,89,12,0,0,3410,1309,1803,736,230,4077,552,465,158,56,10,1247,71,13,0,0,0,83,3931,1879,1978,800,238,8819,45,32,44,122,3931,1879,2021,830,284,8940,2648,2648,199,32,10,0,0,248,2648,4135,1913,2028,830,284,11837
Port Lincoln (C),46300,41,8,3,0,0,48,14,20,15,10,65,28,33,20,14,6,94,7,0,0,0,0,5,67,50,46,32,14,218,0,0,4,6,67,50,48,32,18,222,69,69,15,3,0,0,0,13,69,82,52,50,32,18,310,1437,36,0,0,0,1478,424,541,216,63,1244,265,163,53,19,7,501,36,8,0,0,0,47,1735,642,591,234,65,3268,8,3,9,24,1735,642,599,239,79,3289,1599,1599,142,18,6,0,0,168,1599,1878,659,607,239,79,5054
Port Pirie City and Dists (M),46450,30,3,0,0,0,37,20,26,15,18,74,28,29,16,13,12,93,6,0,0,0,0,6,62,51,39,29,28,206,0,3,3,8,62,51,41,28,26,214,48,48,11,0,0,0,0,10,48,66,56,47,28,26,269,1804,41,0,0,0,1843,564,606,278,107,1550,396,247,83,33,20,780,44,5,0,0,0,53,2246,850,694,315,130,4227,8,7,8,24,2246,850,704,321,134,4255,2265,2265,109,10,0,0,0,118,2265,2349,857,706,321,134,6636
Naracoorte and Lucindale (DC),45090,10,0,0,0,0,10,6,13,5,5,25,5,3,0,0,0,13,0,0,0,0,0,0,15,13,14,5,7,47,0,0,0,0,15,13,14,5,7,47,11,11,3,0,0,0,0,3,11,20,16,14,5,7,66,997,23,3,0,0,1019,275,349,170,59,856,105,63,35,7,3,220,17,0,0,0,0,25,1120,363,394,177,62,2114,3,4,5,15,1120,363,397,181,65,2131,838,838,65,16,8,7,11,109,838,1186,382,408,186,72,3078
Northern Areas (DC),45120,12,0,0,0,0,12,6,0,3,0,7,4,3,3,0,0,4,0,0,0,0,0,0,13,8,3,3,0,33,0,0,3,3,13,8,3,3,3,35,4,4,0,0,0,0,0,3,4,15,11,3,3,3,38,604,16,0,0,0,620,134,155,104,29,432,67,36,14,4,0,125,9,0,0,0,0,9,685,181,169,113,30,1183,3,0,0,4,685,181,176,112,34,1190,558,558,44,0,0,0,0,42,558,727,187,176,112,34,1783
Norwood Payneham St Peters (C),45290,13,3,0,0,0,22,11,12,8,0,22,10,12,0,0,0,20,0,0,0,0,0,3,26,22,14,8,3,66,0,0,3,4,26,22,14,3,3,73,32,32,15,5,0,0,0,19,32,40,23,14,3,4,128,3368,130,37,7,3,3555,1338,1634,482,103,3551,709,409,98,21,9,1256,192,38,8,0,0,237,4268,1918,1779,516,111,8599,28,30,25,85,4268,1918,1809,546,140,8681,5102,5102,572,212,89,19,6,899,5102,4842,2131,1898,565,144,14686
Onkaparinga (C),45340,154,28,3,0,0,182,107,147,66,45,365,127,130,79,43,26,401,17,8,0,0,0,28,296,269,224,110,73,981,8,8,16,33,296,269,234,118,87,1015,183,183,50,15,0,0,0,68,183,348,285,241,118,85,1261,16554,494,52,9,3,17113,6581,8304,2901,921,18713,3706,2733,950,277,83,7751,454,97,17,0,0,563,20714,9901,9325,3185,1007,44136,188,216,206,600,20714,9901,9508,3403,1210,44745,15459,15459,1345,170,40,11,6,1566,15459,22061,10071,9548,3410,1216,61767
Tumby Bay (DC),47910,4,0,0,0,0,4,3,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,5,4,3,0,16,0,0,0,3,4,5,8,3,0,14,8,8,3,0,0,0,0,3,8,5,5,8,3,0,25,386,5,3,0,0,392,81,84,49,19,229,35,21,8,0,0,63,6,0,0,0,0,6,423,102,96,52,19,679,0,0,0,7,423,102,98,50,19,690,349,349,21,0,0,0,0,23,349,437,103,98,50,19,1052
Boddington (S),50630,5,0,0,0,0,8,3,3,3,0,11,0,0,5,4,0,8,0,0,0,0,0,0,3,4,6,7,0,25,0,0,0,3,3,4,6,5,0,27,4,4,0,0,0,0,0,0,4,4,4,6,5,0,32,185,0,0,0,0,183,69,92,30,11,204,37,14,3,3,0,56,0,0,0,0,0,0,215,87,96,37,11,446,0,0,0,3,215,87,93,34,11,447,140,140,6,0,0,0,0,6,140,224,87,95,34,11,601
Boyup Brook (S),50770,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,5,5,0,0,0,0,0,0,5,6,0,0,0,0,14,237,6,0,0,0,241,50,67,39,6,159,20,9,7,3,0,41,3,0,0,0,0,3,259,68,75,41,10,450,0,0,0,4,259,68,79,42,11,450,180,180,13,0,0,0,0,13,180,268,68,79,42,11,646
Orroroo/Carrieton (DC),45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,136,0,0,0,0,136,15,34,15,6,71,8,4,3,0,0,22,0,0,0,0,0,0,147,23,36,15,6,230,0,0,0,0,147,23,36,15,10,232,117,117,9,0,0,0,0,9,117,154,23,36,15,10,352
Peterborough (DC),45540,3,0,0,0,0,3,0,3,3,0,9,3,10,3,0,0,20,0,0,0,0,0,0,14,11,9,3,4,32,0,0,0,0,14,11,9,5,4,38,11,11,0,0,0,0,0,0,11,14,11,9,5,4,47,199,3,0,0,0,204,36,28,13,3,85,42,24,8,4,0,82,3,0,0,0,0,3,240,62,38,20,4,367,0,0,0,6,240,62,41,27,9,375,310,310,26,0,0,0,0,26,310,265,62,41,27,9,711
Playford (C),45680,136,15,3,0,0,155,114,110,75,69,360,157,137,131,51,31,510,23,4,0,0,0,26,315,277,241,122,100,1059,8,12,27,45,315,277,252,131,132,1108,196,196,73,8,6,0,0,87,196,390,278,254,133,135,1384,6310,288,38,3,0,6638,2793,3369,1541,951,8654,2193,1620,789,279,172,5057,292,69,14,0,0,377,8799,4772,4205,1828,1123,20721,114,127,213,445,8799,4772,4314,1951,1336,21168,8047,8047,861,127,41,11,6,1046,8047,9664,4901,4357,1964,1336,30263
Port Adelaide Enfield (C),45890,135,11,3,0,0,151,63,91,42,29,231,133,134,87,33,24,418,23,3,0,0,0,28,288,209,178,83,60,824,10,5,18,31,288,209,191,91,75,854,244,244,59,17,6,0,0,83,244,350,229,197,91,75,1182,9712,471,114,41,13,10347,4664,5224,1727,714,12334,2763,1653,628,185,89,5327,541,107,37,7,10,702,13010,6889,6004,1960,831,28703,161,196,294,645,13010,6889,6165,2160,1128,29353,13942,13942,1442,375,172,75,78,2139,13942,14452,7268,6335,2235,1203,45438
Port Augusta (C),46090,121,11,0,0,0,132,71,61,50,36,212,77,92,65,25,12,271,16,11,0,0,0,31,214,179,128,74,51,641,3,8,22,39,214,179,130,79,72,675,170,170,27,3,0,0,0,31,170,241,185,130,79,72,885,1164,32,0,0,0,1202,399,382,140,52,978,206,110,59,16,10,394,32,0,0,0,0,32,1402,542,444,156,57,2601,11,6,7,27,1402,542,457,163,65,2624,1408,1408,96,6,11,0,0,107,1408,1492,548,462,163,65,4144
Prospect (C),46510,13,0,0,0,0,13,3,18,3,0,25,7,7,0,0,0,18,4,0,0,0,0,4,23,15,18,3,0,58,0,0,0,0,23,15,18,3,0,58,24,24,4,10,5,0,0,18,24,31,24,21,3,0,102,1694,67,23,0,5,1793,859,1162,392,91,2498,316,184,54,18,5,572,83,25,4,4,0,108,2095,1136,1239,412,104,4977,26,26,35,79,2095,1136,1265,432,136,5058,2131,2131,266,111,48,20,11,464,2131,2364,1249,1316,451,144,7653
Renmark Paringa (DC),46670,8,3,0,0,0,16,11,11,12,7,42,9,10,3,6,0,28,0,3,0,0,0,4,19,26,16,16,10,85,0,3,0,3,19,26,16,17,5,87,13,13,7,0,0,0,0,9,13,27,28,16,17,5,104,1091,30,0,3,0,1125,310,345,140,56,847,183,108,33,16,10,347,21,6,0,0,0,30,1298,454,382,151,68,2353,4,7,19,31,1298,454,390,160,80,2380,1048,1048,74,3,3,3,4,87,1048,1371,456,393,165,90,3521
Robe (DC),46860,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,197,3,0,0,0,201,53,41,15,11,116,18,3,0,0,0,25,4,0,0,0,0,3,215,62,41,20,9,344,0,0,0,0,215,62,41,20,9,344,183,183,9,0,0,0,0,13,183,228,62,41,20,9,546
Roxby Downs (M),46970,15,4,0,0,0,20,4,4,5,3,21,0,0,3,0,0,4,0,0,0,0,0,0,18,7,11,5,3,44,0,0,0,0,18,7,11,5,3,44,3,3,3,0,0,0,0,3,3,18,7,11,5,3,52,278,3,0,0,0,279,145,191,106,35,477,36,29,11,4,0,78,0,0,0,0,0,0,312,177,207,115,35,837,4,3,0,5,312,177,210,113,37,843,253,253,31,3,3,0,0,32,253,336,181,210,113,37,1131
Salisbury (C),47140,150,22,0,3,0,178,107,124,87,49,361,133,141,76,34,25,409,21,8,4,0,0,29,306,273,213,120,69,981,11,13,19,40,306,273,218,137,90,1024,189,189,52,16,3,3,0,76,189,356,295,224,135,90,1288,10818,478,80,23,8,11413,5269,6027,2440,1335,15077,2948,2250,926,307,161,6596,499,106,17,3,0,623,14269,8112,7057,2773,1506,33705,196,248,491,934,14269,8112,7254,3013,1994,34642,11966,11966,1238,235,65,36,24,1601,11966,15505,8346,7320,3054,2021,48210
Southern Mallee (DC),47290,4,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,0,3,19,0,0,0,0,7,3,3,0,3,19,0,0,0,0,0,0,0,0,0,3,3,3,0,3,21,239,0,0,0,0,239,66,79,40,6,194,25,15,6,0,0,50,4,0,0,0,0,4,272,85,87,42,6,489,3,0,0,3,272,85,88,42,7,490,231,231,22,3,0,0,0,24,231,291,82,91,42,7,740
Streaky Bay (DC),47490,4,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,0,0,12,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,264,3,0,0,0,267,56,83,42,16,202,21,15,3,0,0,44,4,0,0,0,0,4,297,78,90,42,16,519,3,0,0,7,297,78,91,42,15,524,232,232,10,0,0,0,0,9,232,303,79,91,42,15,762
Tatiara (DC),47630,12,0,0,0,0,12,4,6,3,3,12,0,3,0,0,0,3,0,0,0,0,0,0,12,4,3,5,3,26,0,0,0,0,12,4,7,5,3,27,3,3,3,0,0,0,0,3,3,12,4,7,5,3,37,767,10,0,0,0,775,219,257,158,51,687,76,47,19,0,0,146,14,7,0,0,0,16,853,279,276,162,55,1625,5,3,7,15,853,279,283,164,61,1641,662,662,52,10,8,5,9,85,662,905,289,291,172,63,2383
