lga_name_2016,lga_code_2016,vfdif_sa2_nt_indst_nsp,vfdif_sa2_nt_totm,vfdif_sa2_nt_totf,vfdif_sa2_nt_totp,vfdif_sa2_act_indig_m,vfdif_sa2_act_indig_f,vfdif_sa2_act_indig_p,vfdif_sa2_act_nonind_m,vfdif_sa2_act_nonind_f,vfdif_sa2_act_nonind_p,vfdif_sa2_act_indst_nsm,vfdif_sa2_act_indst_nsf,vfdif_sa2_act_indst_nsp,vfdif_sa2_act_totm,vfdif_sa2_act_totf,vfdif_sa2_act_totp,vfdif_sa2_ot_indig_m,vfdif_sa2_ot_indig_f,vfdif_sa2_ot_indig_p,vfdif_sa2_ot_nonind_m,vfdif_sa2_ot_nonind_f,vfdif_sa2_ot_nonind_p,vfdif_sa2_ot_indst_nsm,vfdif_sa2_ot_indst_nsf,vfdif_sa2_ot_indst_nsp,vfdif_sa2_ot_totm,vfdif_sa2_ot_totf,vfdif_sa2_ot_totp,vfdif_sa2_t_indig_m,vfdif_sa2_t_indig_f,vfdif_sa2_t_indig_p,vfdif_sa2_t_nonind_m,vfdif_sa2_t_nonind_f,vfdif_sa2_t_nonind_p,vfdif_sa2_t_indst_nsm,vfdif_sa2_t_indst_nsf,vfdif_sa2_t_indst_nsp,vfdif_sa2_t_totm,vfdif_sa2_t_totf,vfdif_sa2_t_totp,vis_tot_vis_indig_m,vis_tot_vis_indig_f,vis_tot_vis_indig_p,vis_tot_vis_nonind_m,vis_tot_vis_nonind_f,vis_tot_vis_nonind_p,vis_tot_vis_indigstat_nsm,vis_tot_vis_indigstat_nsf,vis_tot_vis_indigstat_nsp,vis_tot_visitors_totm,vis_tot_visitors_totf,vis_tot_visitors_totp,lsah_eng_onl_indig_m,lsah_eng_onl_indig_f,lsah_eng_onl_indig_p,lsah_eng_onl_nonind_m,lsah_eng_onl_nonind_f,lsah_eng_onl_nonind_p,lsah_eng_on_ind_sta_nsm,lsah_eng_on_ind_sta_nsf,lsah_eng_on_ind_sta_nsp,lsah_eng_only_totm,lsah_eng_only_totf,lsah_eng_only_totp,lsah_aus_ind_lang_ind_m,lsah_aus_ind_lang_ind_f,lsah_aus_ind_lang_ind_p,lsah_aus_ind_lan_no_ind_m,lsah_aus_ind_lan_no_ind_f,lsah_aus_ind_lan_no_ind_p,lsh_aus_ind_lan_indst_nsm,lsh_aus_ind_lan_indst_nsf,lsh_aus_ind_lan_indst_nsp,lsh_austn_indig_lang_totm,lsh_austn_indig_lang_totf,lsh_austn_indig_lang_totp,saindl_se_nw_na_in_m,saindl_se_nw_na_in_f,saindl_se_nw_na_in_p,saindl_se_nw_na_no_in_m,saindl_se_nw_na_no_in_f,saindl_se_nw_na_no_in_p,saindl_se_nw_na_in_st_nsm,saindl_se_nw_na_in_st_nsf,saindl_se_nw_na_in_st_nsp,saindl_se_nw_na_totm,saindl_se_nw_na_totf,saindl_se_nw_na_totp,saindl_se_vw_wel_in_m,saindl_se_vw_wel_in_f,saindl_se_vw_wel_in_p,saindl_se_vw_we_no_in_m,saindl_se_vw_we_no_in_f,saindl_se_vw_we_no_in_p,saindl_se_vw_we_i_st_nsm,saindl_se_vw_we_i_st_nsf,saindl_se_vw_we_i_st_nsp,saindl_se_vw_we_totm,saindl_se_vw_we_totf,saindl_se_vw_we_totp,auabrigtrrl_indig_m,auabrigtrrl_indig_f,auabrigtrrl_indig_p,auabrigtrrl_no_ind_m,auabrigtrrl_no_ind_f,auabrigtrrl_no_ind_p,auabrigtrrl_indst_nsm,auabrigtrrl_indst_nsf,auabrigtrrl_indst_nsp,auabrigtrrl_totm,auabrigtrrl_totf,auabrigtrrl_totp,apaei_0_4_ind_m,apaei_0_4_ind_f,apaei_0_4_ind_p,apaei_0_4_no_ind_m,apaei_0_4_no_ind_f,apaei_0_4_no_ind_p,apaei_0_4_in_st_nsm,apaei_0_4_in_st_nsf,apaei_0_4_in_st_nsp,apaei_0_4_totm,apaei_0_4_totf,apaei_0_4_totp,apaei_5_14_ind_m,apaei_5_14_ind_f,apaei_5_14_ind_p,apaei_5_14_no_in_m,apaei_5_14_no_in_f,apaei_5_14_no_in_p,apaei_5_14_in_st_nsm,apaei_5_14_in_st_nsf,apaei_5_14_in_st_nsp,apaei_5_14_totm,apaei_5_14_totf,apaei_5_14_totp,apaei_15_19_ind_m,apaei_15_19_ind_f,apaei_15_19_ind_p,apaei_15_19_no_in_m,apaei_15_19_no_in_f,apaei_15_19_no_in_p,apaei_15_19_i_st_nsm,apaei_15_19_i_st_nsf,apaei_15_19_i_st_nsp,apaei_15_19_totm,apaei_15_19_totf,apaei_15_19_totp,apaei_20_24_ind_m,apaei_20_24_ind_f,apaei_20_24_ind_p,apaei_20_24_no_ind_m,apaei_20_24_no_ind_f,apaei_20_24_no_ind_p,apaei_20_24_in_st_nsm,apaei_20_24_in_st_nsf,apaei_20_24_in_st_nsp,apaei_20_24_totm,apaei_20_24_totf,apaei_20_24_totp,apaei_25ov_ind_m,apaei_25ov_ind_f,apaei_25ov_ind_p,apaei_25ov_no_ind_m,apaei_25ov_no_ind_f,apaei_25ov_no_ind_p,apaei_25ov_in_st_nsm,apaei_25ov_in_st_nsf,apaei_25ov_in_st_nsp,apaei_25ov_totm,apaei_25ov_totf,apaei_25ov_totp,hysc_y12_e_ind_m,hysc_y12_e_ind_f,hysc_y12_e_ind_p,hysc_y12_e_no_in_m,hysc_y12_e_no_in_f,hysc_y12_e_no_in_p,hysc_y12_e_in_st_nsm,hysc_y12_e_in_st_nsf,hysc_y12_e_in_st_nsp,hysc_y12_e_totm,hysc_y12_e_totf,hysc_y12_e_totp,hysc_y11_e_ind_m,hysc_y11_e_ind_f,hysc_y11_e_ind_p,hysc_y11_e_no_in_m,hysc_y11_e_no_in_f,hysc_y11_e_no_in_p,hysc_y11_e_in_s_nsm,hysc_y11_e_in_s_nsf,hysc_y11_e_in_s_nsp,hysc_y11_e_totm,hysc_y11_e_totf,hysc_y11_e_totp,hysc_y10_e_ind_m,hysc_y10_e_ind_f,hysc_y10_e_ind_p,hysc_y10_e_no_in_m
Southern Midlands (M),65010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,19,70,88,159,3,5,7,85,103,188,16,8,24,74,98,175,4,8,8,94,112,209,157,167,322,2658,2480,5139,49,57,106,2862,2705,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,19,38,0,0,0,19,22,42,24,36,55,348,308,654,8,15,21,375,357,728,17,7,23,125,118,250,0,6,6,139,131,274,3,0,6,16,21,30,0,0,0,20,23,37,0,4,7,31,74,110,0,0,0,38,78,113,15,30,47,545,679,1224,8,6,15,575,709,1283,14,15,23,196,249,446,4,3,4,212,269,480,45,41,92,919
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,59,8,0,8,48,22,68,0,0,0,33,22,59,8,0,8,48,22,68,0,0,0,46,24,70,0,0,0,43,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,0,0,0,9,9,21,0,0,0,8,3,8,0,0,0,8,3,8,0,0,0,17
Serpentine-Jarrahdale (S),57700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,19,279,286,571,16,12,27,309,305,614,12,4,19,300,300,596,16,12,27,326,313,644,235,253,492,10909,10916,21830,68,54,125,11217,11227,22450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,226,198,424,0,0,3,226,204,431,68,78,151,1807,1692,3498,15,17,28,1893,1783,3678,17,21,38,517,575,1086,3,9,10,537,599,1139,0,0,3,124,184,312,4,0,4,128,188,320,4,7,13,222,407,628,0,0,0,224,417,641,41,55,99,3886,4771,8662,15,16,36,3950,4843,8795,21,30,52,1233,1325,2559,7,5,11,1257,1364,2623,47,38,83,2999
Shark Bay (S),57770,0,0,3,3,0,0,0,10,9,19,0,3,3,13,14,22,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,596,519,1115,87,76,161,694,604,1294,9,7,16,596,522,1119,87,76,161,694,607,1300,37,23,64,383,336,719,8,3,6,425,364,792,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,8,10,14,6,4,9,41,35,75,0,0,0,48,36,86,0,0,0,5,3,6,0,0,0,5,3,6,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,15,13,0,0,0,4,15,13,3,4,8,131,150,279,0,0,0,130,156,286,6,6,13,48,43,84,0,0,0,54,46,102,8,4,14,121
South Perth (C),57840,0,7,3,4,0,0,0,7,0,6,3,0,3,8,0,7,0,0,0,4,0,5,0,0,0,4,0,5,36,32,67,673,639,1310,95,75,173,805,743,1547,37,32,70,700,656,1356,101,75,173,834,758,1595,238,216,455,14435,14851,29288,65,89,156,14742,15159,29903,26,15,40,0,0,3,0,0,0,27,17,47,0,0,0,0,0,0,0,0,0,0,0,0,20,15,41,0,0,3,0,0,0,22,17,44,0,3,6,0,0,0,0,0,0,0,3,6,4,3,9,224,192,418,0,0,0,235,200,426,53,49,110,1925,1764,3688,18,14,34,2004,1826,3830,62,17,74,1154,1011,2158,8,3,11,1220,1027,2240,7,7,15,1016,1029,2046,13,3,14,1035,1044,2073,8,5,11,1067,1232,2303,0,0,0,1074,1244,2316,60,58,114,11910,12246,24156,38,45,91,12006,12348,24359,35,23,57,1102,1131,2229,4,4,10,1141,1159,2297,52,45,105,1866
Stirling (C),57910,0,15,9,21,0,0,0,6,9,19,6,0,6,7,9,20,0,0,0,18,8,18,0,0,0,18,8,18,92,69,158,2310,2226,4535,269,221,495,2668,2510,5183,95,66,162,2414,2328,4737,277,224,500,2780,2618,5403,983,1064,2049,66903,69592,136498,382,453,831,68266,71111,139376,21,29,52,0,0,3,0,0,0,24,32,53,0,3,3,0,0,0,0,0,0,3,3,3,19,24,47,0,0,3,0,0,0,17,28,44,6,4,16,0,0,0,0,0,0,6,10,12,18,11,26,1308,1241,2554,15,8,21,1336,1266,2603,198,187,387,10199,9855,20056,72,75,150,10474,10119,20595,68,75,144,4179,4378,8558,18,35,50,4267,4493,8761,15,19,39,2855,2834,5691,17,20,36,2891,2878,5766,26,51,71,4238,5626,9868,20,20,36,4286,5700,9978,231,303,539,51256,53880,105138,214,233,442,51704,54415,106120,124,137,263,6574,6355,12932,32,46,74,6735,6532,13263,201,235,441,12018
Perenjori (S),57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,261,57,312,64,8,69,328,61,388,5,0,11,258,57,314,64,8,69,328,61,391,21,19,37,309,170,481,3,4,5,331,197,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,4,4,7,6,3,9,15,20,38,0,0,0,25,21,49,0,0,3,3,0,7,0,0,0,8,0,6,0,0,0,7,0,5,0,0,0,7,0,5,0,0,0,5,10,13,0,0,0,5,10,11,5,5,6,134,68,200,3,0,5,138,71,208,3,3,5,36,28,56,0,0,0,39,27,64,3,6,8,95
West Coast (M),65610,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,209,116,324,61,21,80,275,143,424,13,8,18,218,122,342,61,21,80,286,157,444,159,134,298,1721,1631,3355,42,25,66,1923,1798,3721,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,3,6,3,12,17,17,34,0,0,0,25,21,49,28,35,60,195,163,363,7,7,16,231,205,441,7,7,14,44,43,87,5,3,3,53,50,101,0,3,3,7,11,17,0,0,0,7,16,19,0,8,7,32,50,80,0,0,0,30,58,87,18,23,41,368,394,763,6,5,14,392,426,818,11,18,29,136,147,286,7,0,7,158,166,323,50,36,82,643
West Tamar (M),65810,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,293,309,605,34,23,59,340,338,682,12,6,18,312,335,650,34,24,58,359,373,732,244,278,525,9706,10065,19770,119,100,217,10075,10448,20517,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,3,4,12,111,83,192,0,4,7,116,90,205,76,78,155,1246,1184,2428,23,13,38,1343,1275,2622,17,16,36,533,546,1079,3,9,14,556,570,1125,3,0,6,124,162,281,0,0,0,127,164,289,3,8,15,238,500,737,0,3,3,248,509,754,45,57,103,3165,3798,6961,22,20,48,3234,3881,7113,20,22,37,732,941,1666,3,7,11,750,965,1721,63,64,125,2957
Toodyay (S),58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,101,106,201,11,19,31,118,123,238,8,0,10,102,106,205,11,19,31,120,125,247,62,51,108,1879,1841,3721,19,23,37,1959,1914,3870,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,40,0,0,0,19,27,40,10,13,19,182,178,358,4,6,11,196,198,390,11,3,13,62,64,122,0,0,3,71,68,142,0,0,0,3,14,23,0,0,0,3,14,23,3,3,7,13,63,77,3,0,3,14,67,87,13,12,21,620,725,1344,0,7,9,642,736,1378,3,13,15,203,198,402,3,0,4,207,210,414,20,12,37,598
Waroona (S),58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,72,53,123,13,9,22,89,69,155,7,5,9,73,60,132,13,9,22,93,71,158,48,49,99,1652,1646,3292,25,30,58,1732,1727,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,32,0,0,0,12,18,36,13,12,28,225,202,427,5,6,9,244,224,467,5,4,14,70,65,134,3,0,4,81,71,153,0,0,3,10,16,28,0,0,0,8,21,29,0,0,0,12,48,55,0,0,0,12,48,56,5,6,16,453,521,973,5,5,15,467,535,1002,11,6,10,194,209,405,3,3,9,205,217,424,8,17,27,548
Trayning (S),58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,0,0,3,11,9,13,0,0,0,11,6,11,0,0,3,11,9,13,4,12,18,158,112,272,0,0,0,165,127,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,14,26,0,0,0,16,13,31,0,0,0,3,3,3,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,46,33,81,0,0,0,47,34,81,0,0,0,16,13,31,0,0,0,16,11,29,0,0,0,38
No usual address (Tas.),69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,46,341,283,623,8,0,11,378,300,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,3,9,11,0,0,0,12,18,26,0,0,0,12,18,33,0,3,3,6,12,25,0,0,0,10,21,28,0,0,0,4,6,9,0,0,0,4,6,9,0,0,0,10,9,24,0,0,0,15,15,28,7,5,6,139,146,282,3,0,3,141,149,296,3,3,6,29,24,57,0,0,0,32,24,62,12,6,12,109
Alice Springs (T),70200,239,721,733,1454,0,3,3,25,26,52,7,18,24,33,43,75,0,0,0,0,0,0,0,0,0,0,0,0,386,400,779,1246,1310,2555,405,441,847,2033,2153,4185,390,408,801,1256,1321,2581,405,441,847,2050,2174,4224,1275,1380,2654,7031,7109,14146,93,92,179,8402,8578,16979,573,748,1312,19,18,38,3,3,9,595,765,1358,62,89,150,0,0,0,0,0,0,60,89,151,487,633,1115,19,15,36,3,0,0,511,643,1154,32,35,69,0,0,3,0,0,0,36,40,71,25,45,71,125,131,254,0,0,0,148,178,328,422,354,782,1051,1045,2100,11,10,23,1486,1419,2896,119,88,207,358,298,654,9,9,12,479,393,877,14,14,24,73,100,177,0,0,0,85,120,206,41,76,115,345,736,1084,8,5,12,397,816,1211,274,361,633,3763,4663,8426,29,32,65,4066,5053,9122,188,245,436,1066,870,1934,11,12,24,1265,1128,2396,273,368,648,1380
Upper Gascoyne (S),58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,60,45,105,24,8,33,88,57,144,3,3,5,60,45,105,24,8,33,88,57,144,71,69,136,48,36,83,0,0,3,126,103,226,10,3,12,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,8,6,9,14,16,32,0,3,5,0,0,0,17,21,38,6,4,7,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,3,5,3,10,10,11,15,35,0,0,0,20,25,46,16,13,25,7,0,4,0,0,0,22,16,33,14,16,32,14
Victoria Park (T),58510,0,0,0,3,0,0,0,3,0,3,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,11,24,525,447,975,224,144,373,765,604,1374,17,12,27,538,459,998,230,149,371,785,619,1396,236,233,475,10978,10800,21784,61,73,134,11280,11107,22385,6,6,11,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,6,6,11,3,7,6,0,0,0,0,0,0,3,7,6,0,8,8,176,178,357,0,0,0,176,183,364,46,32,77,1162,1196,2360,10,8,18,1215,1238,2451,13,16,28,592,627,1222,4,0,7,607,648,1260,8,14,18,840,788,1633,0,0,0,850,803,1650,5,10,17,1068,1225,2290,0,7,3,1074,1240,2317,74,72,142,9397,9405,18801,35,41,73,9505,9515,19016,25,30,53,1016,886,1897,8,0,6,1047,917,1961,51,40,92,1818
Migratory - Offshore - Shipping (Tas.),69799,3,4,3,8,0,0,0,7,3,8,0,0,0,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,346,173,524,68,22,88,426,201,624,3,3,9,349,173,524,68,22,89,429,201,626,0,0,0,37,16,56,0,3,3,37,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,17,11,24,0,0,0,18,11,25,0,0,0,8,3,9,0,3,3,8,4,10,0,0,0,16
Victoria Plains (S),58540,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,22,46,8,0,9,34,21,57,4,0,4,25,20,46,8,0,9,34,25,61,13,7,24,409,352,760,3,5,8,423,371,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,4,3,13,0,0,0,36,55,89,0,0,0,39,59,98,3,0,3,11,9,23,0,0,0,11,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,0,0,0,3,10,17,0,8,9,147,137,284,3,0,3,156,137,296,3,0,3,49,42,87,0,0,0,50,42,88,0,3,5,114
Wandering (S),58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,5,5,15,0,0,0,8,6,15,0,0,0,5,5,15,0,0,3,195,183,382,0,3,3,197,190,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,20,28,52,0,0,0,20,28,52,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,64,139,0,3,3,69,70,141,0,0,0,14,20,33,0,0,0,14,20,33,0,0,0,57
Wanneroo (C),58760,0,5,4,18,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,0,3,0,0,0,0,0,3,0,55,50,107,1667,1571,3232,107,102,209,1822,1727,3550,57,55,112,1744,1654,3397,102,105,215,1905,1813,3718,1224,1307,2530,67335,68455,135789,465,483,946,69021,70251,139269,18,23,43,0,0,0,0,0,0,18,23,43,0,0,0,0,0,0,0,0,0,0,0,0,18,27,40,0,0,0,0,0,0,18,27,40,9,9,18,0,0,0,0,0,0,8,9,21,31,32,62,1471,1414,2885,18,13,32,1521,1454,2980,345,307,653,12866,12143,25010,97,103,203,13310,12557,25867,78,84,161,4860,4797,9660,30,33,64,4967,4919,9885,25,12,35,1773,2014,3789,6,4,10,1807,2031,3837,23,49,75,2117,3764,5886,14,22,33,2154,3833,5984,244,293,537,35172,39358,74532,182,175,364,35599,39829,75429,120,145,269,8063,7846,15912,46,49,94,8233,8045,16278,224,263,487,15370
Vincent (C),58570,0,0,0,0,0,0,0,0,9,9,0,0,0,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,16,19,34,462,423,890,76,68,145,558,508,1065,16,19,34,483,440,922,78,68,144,572,523,1098,103,107,217,11732,11477,23212,70,65,131,11906,11651,23562,5,3,9,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,188,183,373,0,0,0,192,187,375,9,13,18,1386,1259,2649,5,12,15,1403,1279,2683,4,9,14,409,507,915,0,3,4,413,521,937,7,12,14,464,577,1035,5,6,4,472,587,1055,3,12,14,968,1177,2139,6,4,11,973,1188,2166,45,52,99,9729,9947,19676,43,32,74,9821,10030,19850,21,10,28,849,748,1600,4,0,8,873,762,1633,29,18,45,1382
Wagin (S),58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,22,52,15,0,22,46,26,73,3,0,3,35,22,61,15,0,22,51,26,77,14,21,40,771,805,1579,16,8,20,808,832,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,18,0,0,0,11,7,20,3,4,4,97,100,197,0,0,0,104,104,206,0,3,3,20,23,43,3,0,3,22,26,50,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,3,21,23,0,0,0,3,21,23,0,0,0,229,273,505,7,0,4,236,275,511,0,3,6,74,82,156,0,0,3,79,84,160,4,6,7,216
West Arthur (S),58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21,4,3,3,14,17,29,0,0,0,16,10,24,4,3,3,18,15,31,9,10,24,358,338,696,9,6,8,380,349,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,6,5,11,0,3,3,38,38,79,3,0,3,43,47,88,0,0,0,6,9,17,0,0,0,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,9,9,3,0,3,125,133,253,0,0,3,130,134,260,0,3,5,25,35,62,0,0,0,29,41,72,3,3,3,105
Westonia (S),59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,70,16,8,18,71,12,84,0,0,0,61,12,66,16,8,18,74,12,86,0,0,6,144,98,240,3,3,7,150,103,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,14,9,25,3,0,3,18,9,30,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,6,0,0,0,50,46,96,0,0,3,49,49,97,0,0,0,17,12,27,0,0,0,17,15,34,0,0,0,42
Unincorporated ACT,89399,22,59,53,111,104,69,168,2895,2752,5646,357,333,692,3351,3158,6506,0,0,0,4,4,11,0,3,6,7,4,16,190,165,356,7266,6474,13740,2191,1591,3777,9647,8226,17868,201,166,363,7579,6816,14401,2207,1610,3820,9988,8590,18585,2985,3047,6032,139145,141946,281098,723,783,1513,142856,145783,288639,58,65,119,6,3,8,0,0,0,63,64,124,3,0,3,0,0,0,0,0,0,3,0,3,52,64,111,6,3,8,0,0,0,62,66,121,20,40,62,0,3,0,0,0,0,24,38,66,87,72,158,2316,2220,4541,16,12,23,2423,2305,4726,649,580,1223,22368,21089,43462,125,135,263,23144,21803,44947,217,253,470,9629,9669,19297,48,48,93,9896,9967,19864,100,107,208,7774,8134,15912,30,26,64,7913,8265,16177,131,218,350,9809,12457,22264,39,52,97,9981,12729,22712,1067,1148,2215,108325,112309,220636,431,464,899,109826,113924,223750,186,212,398,7604,7433,15036,52,52,101,7841,7692,15529,508,536,1046,18594
