lga_name_2016,lga_code_2016,sme_usl_ad_1_yr_ago_as_2016_m,sme_usl_ad_1_yr_ago_as_2016_f,sme_usl_ad_1_yr_ago_as_2016_p,dif_usl_ad_1_yr_ago_sme_sa2_m,dif_usl_ad_1_yr_ago_sme_sa2_f,dif_usl_ad_1_yr_ago_sme_sa2_p,dif_us_ad_1_ago_dif_sa2_nsw_m,dif_us_ad_1_ago_dif_sa2_nsw_f,dif_us_ad_1_ago_dif_sa2_nsw_p,dif_us_ad_1_ago_dif_sa2_vic_m,dif_us_ad_1_ago_dif_sa2_vic_f,dif_us_ad_1_ago_dif_sa2_vic_p,dif_us_ad_1_ago_dif_sa2_qld_m,dif_us_ad_1_ago_dif_sa2_qld_f,dif_us_ad_1_ago_dif_sa2_qld_p,dif_us_ad_1_ago_dif_sa2_sa_m,dif_us_ad_1_ago_dif_sa2_sa_f,dif_us_ad_1_ago_dif_sa2_sa_p,dif_us_ad_1_ago_dif_sa2_wa_m,dif_us_ad_1_ago_dif_sa2_wa_f,dif_us_ad_1_ago_dif_sa2_wa_p,dif_us_ad_1_ago_dif_sa2_tas_m,dif_us_ad_1_ago_dif_sa2_tas_f,dif_us_ad_1_ago_dif_sa2_tas_p,dif_us_ad_1_ago_dif_sa2_nt_m,dif_us_ad_1_ago_dif_sa2_nt_f,dif_us_ad_1_ago_dif_sa2_nt_p,dif_us_ad_1_ago_dif_sa2_act_m,dif_us_ad_1_ago_dif_sa2_act_f,dif_us_ad_1_ago_dif_sa2_act_p,dif_us_ad_1_ago_dif_sa2_ot_m,dif_us_ad_1_ago_dif_sa2_ot_f,dif_us_ad_1_ago_dif_sa2_ot_p,dif_us_ad_1_ago_dif_sa2_tot_m,dif_us_ad_1_ago_dif_sa2_tot_f,dif_us_ad_1_ago_dif_sa2_tot_p,difnt_usl_add_1_yr_ago_os_m,difnt_usl_add_1_yr_ago_os_f,difnt_usl_add_1_yr_ago_os_p,difnt_usl_add_1_yr_ago_ns_m,difnt_usl_add_1_yr_ago_ns_f,difnt_usl_add_1_yr_ago_ns_p,difnt_usl_add_1_yr_ago_tot_m,difnt_usl_add_1_yr_ago_tot_f,difnt_usl_add_1_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p
Claremont (T),51750,3544,3730,7272,115,122,231,15,15,32,14,11,28,6,7,13,3,5,7,552,590,1144,0,3,3,9,5,16,0,3,3,0,0,0,603,647,1249,142,127,274,8,10,15,864,904,1766,435,505,935,4841,5139,9975
Cockburn (C),51820,38832,40016,78847,1212,1241,2457,76,73,152,71,68,135,101,105,206,41,43,88,5411,5713,11120,15,27,38,35,22,57,18,17,33,3,0,3,5769,6066,11841,709,800,1507,82,82,167,7779,8188,15965,4170,4010,8182,50781,52220,102994
Collie (S),51890,3473,3374,6848,248,294,540,6,3,8,7,7,12,5,4,12,0,0,0,186,198,384,0,0,0,0,0,0,0,0,0,0,0,0,208,217,421,11,14,24,13,11,22,477,527,1004,435,413,849,4390,4312,8703
Dandaragan (S),52590,1273,1126,2398,86,81,168,3,4,3,0,3,0,5,4,9,7,3,13,124,117,240,0,0,0,0,0,3,0,0,0,0,0,0,142,128,268,27,11,32,3,4,10,254,219,477,156,157,312,1685,1505,3185
Dardanup (S),52660,5359,5477,10832,237,272,511,5,3,14,4,4,14,8,5,12,0,3,3,586,636,1224,3,3,10,4,3,6,0,0,0,0,0,0,615,665,1282,43,42,86,16,20,29,910,996,1905,576,516,1095,6844,6987,13830
Denmark (S),52730,2176,2224,4396,185,169,358,0,4,8,0,0,0,3,0,4,0,0,0,190,206,401,0,3,0,0,0,3,0,0,0,0,0,0,201,219,418,11,5,16,10,6,11,406,400,804,300,298,601,2877,2927,5808
Derby-West Kimberley (S),52800,2717,2742,5451,261,285,546,11,9,23,24,29,53,17,20,41,4,0,10,227,218,444,5,3,6,14,19,33,0,0,0,0,0,0,307,304,612,34,31,66,53,54,111,656,677,1331,458,357,809,3824,3778,7599
Donnybrook-Balingup (S),52870,2258,2287,4544,119,144,269,7,4,6,0,3,4,5,3,5,0,0,3,152,168,322,0,0,0,0,0,0,0,0,0,0,0,0,168,184,344,15,23,45,0,8,6,305,358,662,297,297,599,2865,2940,5805
Corrigin (S),52100,451,401,850,28,37,63,0,0,0,0,0,0,0,0,3,0,0,0,29,37,59,0,0,0,0,0,0,0,0,0,0,0,0,26,34,64,4,4,4,0,0,0,63,72,139,77,64,138,588,535,1125
Cottesloe (T),52170,2735,2818,5556,103,118,218,31,29,57,25,25,54,13,8,22,4,0,3,355,376,735,0,0,0,3,0,3,0,4,6,0,0,0,430,450,881,88,104,193,13,9,22,641,683,1320,335,313,653,3714,3818,7534
Cranbrook (S),52240,454,419,867,13,6,19,0,0,0,0,0,0,0,3,3,4,0,3,20,26,46,0,0,0,0,0,0,0,0,0,0,0,0,30,28,57,3,0,7,0,0,0,41,44,86,64,62,127,558,519,1077
Cuballing (S),52310,360,318,678,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,22,44,0,0,0,3,4,6,0,0,0,0,0,0,31,27,55,0,0,0,0,0,0,33,28,58,73,45,120,464,395,857
Cue (S),52380,65,48,115,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,0,0,0,0,0,3,13,14,23,35,19,53,107,81,194
Cunderdin (S),52450,606,486,1086,40,31,69,0,0,0,0,0,0,0,0,3,0,4,4,76,50,122,3,0,3,0,0,0,0,0,0,0,0,0,79,53,128,7,14,23,0,0,0,124,96,219,78,66,137,799,645,1442
Dowerin (S),52940,274,269,548,22,16,36,3,3,3,0,0,0,0,0,0,0,0,0,20,17,36,0,0,0,0,0,0,0,0,0,0,0,0,21,23,44,0,3,3,0,0,0,44,35,82,23,25,50,346,338,677
Dumbleyung (S),53010,281,251,533,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0,8,23,30,0,0,0,0,0,0,0,0,0,0,0,0,8,21,31,0,0,0,0,0,0,20,31,53,40,40,76,341,319,660
Dundas (S),53080,246,216,464,25,20,40,3,0,3,3,3,3,6,0,5,6,3,8,44,27,74,0,0,0,0,0,0,0,0,0,0,0,0,60,39,103,7,7,14,0,0,0,91,68,159,85,64,141,417,345,764
Kalamunda (S),54200,22814,23404,46214,711,743,1451,34,40,80,29,29,52,34,34,68,15,15,24,1998,2034,4033,0,0,3,15,15,29,0,8,5,0,0,0,2130,2173,4294,231,279,514,62,40,96,3133,3229,6360,2194,2027,4224,28145,28657,56802
East Fremantle (T),53150,2708,2913,5625,65,63,129,9,12,21,6,14,19,6,6,19,7,3,9,346,399,743,0,0,0,3,3,9,0,0,4,0,0,0,385,443,829,48,56,100,8,8,17,502,573,1074,298,315,614,3513,3800,7319
East Pilbara (S),53220,4067,2149,6214,275,237,510,44,26,69,43,20,66,67,36,97,15,11,31,870,431,1301,9,3,9,10,5,13,0,0,0,0,0,0,1055,533,1588,45,34,81,28,25,55,1410,827,2234,1528,515,2044,7004,3485,10491
Esperance (S),53290,5224,5209,10437,504,537,1040,17,13,23,13,16,30,23,14,37,13,10,27,329,333,660,4,3,9,9,11,15,0,0,0,0,0,3,414,398,805,24,29,55,11,17,26,946,977,1921,908,810,1714,7077,6995,14070
Exmouth (S),53360,994,898,1895,123,117,240,0,0,7,4,7,13,13,10,22,4,8,9,84,78,160,0,0,3,3,4,11,3,7,5,3,0,7,118,113,228,19,14,31,3,0,7,264,243,509,156,133,285,1410,1280,2691
Fremantle (C),53430,10036,10906,20936,366,378,743,61,71,129,46,63,110,31,48,81,6,7,19,1370,1427,2802,10,8,19,7,7,20,7,11,18,0,0,0,1542,1643,3187,272,293,569,42,48,94,2230,2361,4593,1538,1529,3066,13798,14799,28594
Gingin (S),53570,2075,1889,3961,98,103,195,0,0,0,0,3,0,5,10,18,0,0,0,159,154,313,0,0,0,0,0,3,0,0,0,0,0,0,168,171,339,57,69,130,3,4,9,328,348,671,277,257,535,2677,2490,5174
Gnowangerup (S),53640,492,433,925,18,22,41,0,0,0,3,3,6,0,0,0,3,0,3,45,34,72,0,0,0,0,0,0,0,0,0,0,0,0,45,34,87,5,7,13,0,0,0,72,66,141,83,53,132,643,547,1193
Kalgoorlie/Boulder (C),54280,10822,10084,20903,743,645,1388,56,51,100,46,47,97,81,88,177,54,43,94,1425,1314,2735,23,22,43,24,21,49,0,0,0,0,0,0,1715,1587,3297,143,193,336,50,50,103,2648,2480,5123,1930,1577,3501,15393,14135,29534
Karratha (C),54310,7050,5800,12851,1378,1222,2599,72,53,124,48,27,69,105,92,192,38,17,56,1005,893,1893,11,16,31,28,27,63,0,0,0,0,0,0,1299,1126,2426,119,137,258,44,29,68,2841,2515,5352,1860,1029,2897,11754,9339,21095
Goomalling (S),53710,408,398,799,17,26,46,0,0,0,0,0,0,0,0,5,0,0,0,19,28,51,0,0,0,0,0,0,0,0,0,0,0,0,18,32,54,0,3,3,0,0,0,42,59,101,61,54,115,509,510,1021
Gosnells (C),53780,45593,44962,90553,1473,1469,2940,72,81,154,80,65,147,68,83,151,45,40,92,5404,5230,10633,10,10,24,18,17,34,9,3,8,3,3,8,5720,5526,11249,1127,1382,2507,123,116,235,8449,8489,16937,5129,3852,8974,59164,57307,116467
Greater Geraldton (C),53800,13985,14283,28267,869,957,1825,28,36,65,23,17,37,42,41,81,9,8,22,1584,1779,3363,4,8,13,15,15,28,0,0,0,3,0,3,1713,1901,3613,100,120,221,54,49,102,2737,3021,5759,2202,1904,4107,18921,19211,38131
Halls Creek (S),53920,1061,1151,2211,76,56,133,3,6,11,8,11,12,4,10,12,0,3,7,68,70,140,4,5,7,11,11,23,0,0,0,0,0,0,104,111,215,10,10,19,150,148,299,340,325,666,171,165,340,1571,1639,3216
Harvey (S),53990,10125,10091,20212,759,755,1509,14,13,27,14,15,31,19,31,46,10,4,15,846,889,1737,6,5,14,14,10,24,0,0,0,0,3,3,917,974,1896,80,104,185,30,27,53,1795,1854,3646,1204,1145,2351,13122,13094,26212
Irwin (S),54060,1420,1388,2806,106,124,233,0,0,3,4,3,4,0,0,3,0,0,0,93,91,187,0,0,0,0,0,0,0,0,0,0,0,0,100,94,197,0,3,6,0,3,5,218,230,443,151,142,298,1786,1754,3547
Jerramungup (S),54130,447,368,818,25,20,37,3,0,4,5,4,10,0,0,0,0,0,0,27,21,51,0,0,0,0,0,0,0,0,0,0,0,0,37,25,65,9,3,7,0,3,3,67,49,117,80,68,151,602,487,1085
Joondalup (C),54170,61716,63243,124961,1509,1514,3026,123,140,265,107,100,208,103,90,198,38,23,56,6068,6192,12267,20,27,43,32,42,79,16,18,36,3,3,3,6518,6628,13147,997,1107,2099,128,113,239,9148,9360,18503,4869,4514,9381,75726,77122,152848
Katanning (S),54340,1518,1482,3000,149,107,258,3,3,10,4,0,4,4,6,6,3,0,3,116,100,218,0,0,0,0,0,0,0,0,0,0,0,0,129,109,241,11,19,30,4,3,13,295,245,537,281,283,566,2096,2011,4104
Kellerberrin (S),54410,499,493,999,16,19,30,0,0,0,0,0,0,0,0,0,0,0,0,23,22,38,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44,4,0,4,0,0,0,38,41,74,73,71,141,608,606,1216
Kwinana (C),54830,13489,13472,26957,537,563,1102,27,36,63,27,23,49,41,42,80,29,19,49,2484,2497,4983,3,6,6,12,18,27,6,6,9,0,0,0,2626,2645,5275,250,294,546,39,38,78,3446,3548,6991,2676,1603,4280,19609,18620,38226
Lake Grace (S),54900,520,455,982,23,24,44,0,0,0,0,0,0,4,11,15,0,0,3,32,37,68,0,0,0,0,0,0,0,0,0,0,0,0,37,47,82,5,5,8,3,4,6,69,77,144,57,63,118,649,598,1245
Kent (S),54480,237,188,420,13,10,23,0,0,0,0,3,3,0,0,0,0,0,0,10,8,25,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,0,0,0,0,0,0,22,25,53,47,32,78,302,247,547
Kojonup (S),54550,783,782,1568,42,46,84,0,4,4,0,0,0,3,3,7,0,0,0,36,38,74,0,0,0,0,0,0,0,0,0,0,0,0,47,39,86,12,5,16,0,0,0,101,87,191,102,98,195,986,971,1958
Merredin (S),55460,1306,1198,2506,112,111,219,3,0,0,0,3,4,3,3,8,0,0,0,111,92,206,0,0,0,0,0,0,0,0,0,0,0,0,121,99,221,58,23,79,3,8,14,291,237,529,156,126,286,1751,1566,3318
Kondinin (S),54620,355,296,654,18,18,33,0,0,0,0,0,0,0,0,0,0,0,0,37,28,66,0,0,0,0,0,0,0,0,0,0,0,0,45,28,70,3,6,10,3,0,5,67,56,119,44,39,82,471,386,852
Koorda (S),54690,179,162,346,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,16,12,24,0,0,0,0,0,0,0,0,0,0,0,0,16,12,24,0,0,0,0,0,0,22,18,42,18,13,30,216,193,407
Kulin (S),54760,327,299,627,9,16,22,0,0,0,0,0,0,0,0,0,0,0,0,22,24,46,0,0,0,0,0,0,0,0,0,0,0,0,22,24,46,3,3,5,0,0,0,33,38,78,35,26,56,393,361,758
Laverton (S),54970,498,232,722,17,24,41,0,3,4,6,0,9,8,3,5,3,0,6,81,44,124,3,0,3,3,0,3,0,0,0,0,0,0,107,52,156,9,4,7,0,5,13,131,81,213,160,50,209,780,361,1143
Leonora (S),55040,443,285,725,46,37,80,10,3,14,3,0,5,8,3,7,3,0,5,124,82,204,0,0,0,0,0,0,0,0,0,0,0,0,149,92,239,3,6,15,0,0,0,195,128,331,239,102,341,875,517,1395
Mandurah (C),55110,28611,30559,59168,1470,1659,3133,91,94,186,77,71,153,115,119,236,32,33,68,4235,4652,8888,29,38,65,32,33,70,0,0,3,0,0,3,4614,5057,9665,355,386,740,97,97,196,6537,7201,13739,3576,3419,7001,38722,41180,79906
Manjimup (S),55180,3663,3554,7218,219,239,461,5,4,13,4,5,10,7,3,7,4,0,3,226,244,476,0,0,3,0,3,7,0,0,0,0,0,0,251,269,520,28,20,49,9,12,20,507,532,1045,441,451,898,4615,4542,9157
Meekatharra (S),55250,360,248,606,16,17,41,0,0,3,3,0,3,3,3,11,5,0,9,82,54,141,0,0,0,0,0,0,0,0,0,0,0,0,103,63,161,0,4,8,4,0,4,123,89,212,137,103,240,620,433,1050
Melville (C),55320,37188,40199,77388,1118,1127,2250,84,83,171,80,95,170,77,77,147,34,36,73,4062,4393,8456,4,3,6,16,29,50,11,18,29,0,3,6,4374,4733,9105,778,899,1681,74,56,132,6348,6817,13167,3290,3354,6639,46821,50370,97194
Mukinbudin (S),55950,222,193,413,22,18,34,0,0,0,0,0,0,3,0,3,0,0,0,15,19,33,0,0,0,0,0,3,0,0,0,0,0,0,18,20,40,0,3,3,0,0,0,42,44,80,26,19,51,288,256,545
Menzies (S),55390,221,140,360,0,0,0,0,5,5,0,0,0,6,0,9,0,0,0,34,14,53,0,0,0,0,0,0,0,0,0,0,0,0,38,20,61,0,0,0,0,3,3,42,28,70,46,14,56,313,177,487
Mingenew (S),55530,203,158,356,13,10,27,0,0,0,0,0,0,3,0,3,0,0,0,6,11,18,0,0,0,0,0,0,0,0,0,0,0,0,7,11,21,0,0,0,0,0,0,22,20,40,30,22,50,255,196,454
Mundaring (S),56090,14693,14895,29584,309,333,641,15,9,27,29,37,65,15,17,30,13,11,21,1308,1385,2694,3,3,3,10,16,21,3,3,6,0,0,0,1399,1479,2877,97,106,197,27,33,62,1826,1950,3783,3218,1249,4465,19733,18095,37830
Morawa (S),55670,293,253,553,22,22,39,0,0,0,0,0,0,0,0,0,0,0,0,49,42,85,0,0,0,0,0,0,0,0,0,0,0,0,47,42,89,0,0,3,0,0,0,70,60,131,27,32,59,391,352,740
Moora (S),55600,996,892,1887,61,69,135,3,3,7,0,0,0,0,0,0,0,4,4,48,44,98,0,0,0,0,3,4,0,0,0,0,0,0,58,56,113,10,8,15,0,0,0,126,126,258,132,133,266,1252,1162,2415
Ngaanyatjarraku (S),56620,526,568,1098,38,39,75,3,3,6,0,0,0,0,7,8,12,13,26,38,32,65,0,0,0,7,7,19,0,0,0,0,0,0,63,61,127,3,0,3,118,109,225,217,207,425,27,37,70,774,810,1588
Nungarin (S),56860,93,81,178,11,12,19,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,26,30,52,11,6,20,132,118,257
Peppermint Grove (S),56930,544,706,1249,12,21,34,0,4,5,3,3,6,0,0,0,0,4,4,54,95,152,0,0,0,0,0,0,0,0,0,0,0,0,64,107,167,17,31,41,0,0,0,92,152,244,58,75,130,693,936,1623
Mosman Park (T),55740,2911,3421,6331,155,188,346,19,23,43,17,15,31,10,8,20,3,0,4,343,412,756,0,0,0,5,3,10,0,0,0,0,0,0,398,470,865,132,140,268,0,6,12,689,805,1496,421,443,864,4019,4669,8691
Mount Magnet (S),55810,177,139,316,8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24,0,0,3,0,0,0,21,22,44,66,53,120,260,217,476
Mount Marshall (S),55880,218,183,403,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,27,27,53,0,0,0,0,0,0,0,0,0,0,0,0,31,27,53,3,3,3,4,3,8,36,36,71,28,18,45,279,234,513
Murchison (S),56160,38,42,84,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,0,0,0,0,0,0,12,10,21,31,17,43,82,69,155
Murray (S),56230,6218,6209,12434,272,333,604,6,15,21,5,12,16,24,17,34,0,3,8,799,830,1628,4,3,11,5,5,8,3,0,3,0,0,0,843,879,1725,30,36,69,18,18,42,1167,1271,2436,893,767,1659,8274,8253,16527
Nannup (S),56300,523,488,1014,22,26,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,99,0,0,0,0,0,0,0,0,3,0,0,0,54,50,101,3,8,11,0,0,3,80,83,166,77,63,139,680,635,1315
Quairading (S),57350,372,386,759,19,18,35,0,0,0,0,3,6,0,0,0,0,0,0,34,39,70,0,0,0,0,0,0,0,0,0,0,0,0,34,43,72,3,0,3,0,0,0,52,60,112,77,66,141,499,513,1013
Ravensthorpe (S),57420,670,574,1244,50,52,105,4,4,9,0,0,5,0,0,4,0,0,0,59,40,101,0,0,0,0,0,0,0,0,0,0,0,0,67,52,119,7,4,7,4,0,4,134,101,239,133,97,232,937,780,1718
Rockingham (C),57490,45178,46188,91361,2338,2586,4925,219,166,389,244,187,427,197,197,396,71,69,140,6000,6451,12452,32,46,75,73,66,136,17,32,48,7,0,4,6856,7215,14072,586,618,1205,134,119,249,9920,10538,20455,6070,5453,11528,61166,62174,123341
Southern Midlands (M),65010,2605,2393,5002,54,76,128,0,7,13,7,3,8,10,10,25,4,0,4,7,7,19,127,146,276,0,0,0,0,0,0,0,0,0,162,178,341,0,5,5,5,4,6,217,265,484,257,246,502,3083,2901,5983
Narembeen (S),56370,338,312,649,16,21,37,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33,0,0,0,0,0,0,0,0,0,0,0,0,16,22,35,0,7,7,0,0,3,36,41,80,26,33,65,400,390,791
Tasman (M),65210,942,867,1812,51,52,98,4,3,6,9,3,10,6,6,16,0,0,0,7,3,4,48,51,98,0,0,0,0,0,0,0,0,0,69,69,144,3,0,4,0,5,5,126,127,248,145,147,294,1216,1143,2357
Waratah/Wynyard (M),65410,5345,5472,10814,245,262,505,33,24,59,34,25,62,42,42,88,4,3,11,12,18,33,350,350,702,4,3,8,3,0,7,0,0,0,489,479,961,12,18,28,15,6,17,763,759,1517,549,569,1119,6658,6795,13454
West Coast (M),65610,1672,1493,3159,117,114,229,16,8,24,28,23,54,30,40,66,6,5,9,13,17,32,47,58,106,3,7,6,0,0,0,0,0,0,152,156,304,9,12,13,8,6,9,275,282,558,195,190,385,2140,1965,4103
West Tamar (M),65810,8772,9169,17937,251,271,522,68,60,131,74,80,149,69,68,134,5,8,15,46,44,87,762,873,1639,16,14,33,4,5,5,0,0,0,1042,1152,2199,41,39,86,16,24,34,1352,1485,2839,871,837,1704,10993,11489,22477
Narrogin (S),56460,1859,1934,3788,139,148,287,3,5,6,3,4,5,8,7,14,0,3,3,140,164,304,0,0,0,6,6,9,0,0,0,0,0,0,161,190,351,17,19,39,9,5,17,321,366,685,309,321,633,2488,2615,5106
Nedlands (C),56580,8116,8498,16616,347,356,706,41,37,75,37,36,70,45,37,78,12,9,17,833,754,1588,5,0,5,3,3,6,10,6,14,0,0,0,979,882,1862,194,197,391,5,11,21,1523,1445,2974,691,686,1378,10332,10634,20967
Roper Gulf (R),73600,2707,2619,5325,49,47,103,20,18,36,21,18,38,46,32,77,6,8,13,13,8,16,0,0,3,85,85,172,0,0,0,0,0,0,186,163,347,13,13,24,43,49,86,290,273,562,278,222,502,3272,3112,6387
Tiwi Islands (R),74050,1115,1104,2220,13,12,26,0,0,3,6,4,12,0,3,3,0,0,3,0,0,0,0,0,0,17,22,38,0,0,0,0,0,0,29,34,62,6,4,7,11,12,16,53,61,114,52,39,82,1212,1208,2421
Victoria Daly (R),74550,1007,976,1985,27,15,48,16,17,30,3,3,6,40,32,68,7,0,6,21,13,39,0,0,0,46,47,97,0,0,0,0,0,0,134,115,250,0,3,3,6,9,17,170,148,313,233,210,447,1406,1336,2750
Northam (S),56730,4040,4125,8166,276,315,589,0,3,3,10,13,21,3,7,14,8,7,12,289,308,595,3,3,9,3,0,3,0,0,0,0,0,0,309,344,659,22,23,50,13,12,23,627,688,1314,999,515,1512,5665,5334,10990
Northampton (S),56790,1302,1214,2512,90,86,181,5,4,8,5,0,3,6,4,13,0,0,0,80,82,170,0,3,5,5,3,8,0,0,0,0,0,0,102,98,198,6,3,11,3,7,9,201,197,397,204,169,374,1705,1583,3289
Sandstone (S),57630,41,23,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,5,5,5,11,11,15,55,34,89
Serpentine-Jarrahdale (S),57700,9921,9798,19712,284,335,620,16,13,26,15,10,21,9,11,27,0,0,4,1654,1775,3427,0,4,4,5,5,11,0,0,0,0,0,0,1699,1823,3519,103,92,196,30,29,65,2112,2284,4394,1340,915,2264,13375,12994,26371
Shark Bay (S),57770,360,296,656,33,19,55,4,0,7,0,0,0,5,3,8,4,3,4,35,52,81,0,0,0,0,0,0,0,0,0,0,0,0,44,60,107,5,8,6,0,0,0,80,87,175,65,43,105,508,430,931
South Perth (C),57840,14660,15427,30084,621,677,1302,48,58,110,62,59,126,34,33,64,25,23,48,2388,2393,4785,9,6,15,20,14,37,3,8,10,0,0,0,2597,2596,5198,600,625,1219,53,50,99,3874,3944,7816,1813,1873,3684,20345,21243,41583
Stirling (C),57910,75481,79816,155302,2808,2859,5658,221,226,449,224,241,458,185,186,371,78,62,142,10912,11190,22110,14,20,36,42,42,85,24,21,48,4,0,3,11699,11991,23689,2389,2471,4863,206,185,396,17104,17504,34611,8687,8936,17621,101270,106257,207534
Subiaco (C),57980,6383,6727,13115,489,456,948,53,50,106,47,60,106,21,26,42,12,13,25,972,1059,2029,4,4,5,10,10,12,0,0,3,0,0,0,1116,1215,2338,476,524,996,27,24,57,2108,2221,4332,817,876,1696,9312,9829,19138
Swan (C),58050,49903,50434,100345,1790,1869,3660,109,114,220,99,93,190,113,110,227,49,43,90,7028,7172,14195,12,11,28,35,34,75,9,16,29,0,0,4,7453,7602,15057,720,849,1572,154,133,286,10118,10449,20565,5422,5535,10949,65445,66418,131858
Tammin (S),58190,172,146,319,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,3,3,0,0,0,9,15,28,30,22,57,211,184,401
Three Springs (S),58260,244,215,460,17,14,30,0,0,0,0,0,0,0,0,0,0,0,0,13,26,36,0,0,0,0,0,0,0,0,0,0,0,0,16,23,40,3,3,5,0,0,0,29,47,79,22,24,45,298,286,583
West Arnhem (R),74660,2508,2458,4966,56,52,108,14,14,23,16,20,35,28,13,44,8,9,13,11,11,16,0,0,0,91,80,172,0,0,0,0,0,0,164,139,312,11,17,28,28,40,69,264,250,517,334,295,629,3110,2998,6114
West Daly (R),74680,1316,1363,2681,5,17,23,3,3,8,8,15,20,6,10,17,0,0,0,0,0,0,0,0,0,41,21,62,0,0,0,0,0,0,51,52,101,4,0,8,32,36,66,99,98,201,114,117,237,1526,1587,3110
Unincorporated NT,79399,2228,1893,4115,168,166,334,61,56,116,70,63,133,136,135,270,31,27,57,49,52,100,9,0,10,167,156,320,7,0,10,0,0,3,535,490,1026,70,62,133,8,3,13,780,722,1504,732,482,1214,3738,3097,6833
No usual address (NT),79499,370,269,639,92,73,167,73,73,145,64,68,126,114,105,215,27,18,46,56,60,116,4,8,8,118,109,222,3,4,7,0,0,0,452,450,900,34,64,94,9,6,21,588,591,1185,361,290,654,1321,1151,2476
Perenjori (S),57000,291,173,464,7,12,23,0,0,0,0,0,0,0,0,0,0,0,0,36,10,40,0,0,0,0,0,0,0,0,0,0,0,0,33,13,44,0,0,3,3,0,3,49,24,76,56,16,73,392,215,610
Perth (C),57080,5572,4950,10525,772,716,1491,89,80,171,70,67,133,89,92,179,31,27,60,1534,1421,2951,15,14,29,11,12,25,6,3,9,0,0,0,1844,1713,3554,1085,1085,2165,32,21,52,3732,3533,7264,2054,1749,3806,11361,10232,21591
Pingelly (S),57140,425,421,841,33,37,71,0,0,0,0,0,0,0,0,0,0,0,0,45,39,78,0,0,0,0,0,0,0,0,0,0,0,0,48,36,85,0,3,0,0,0,0,82,76,153,70,70,143,577,560,1137
Plantagenet (S),57210,1963,1930,3892,126,107,237,0,3,3,4,0,5,4,3,4,0,8,8,173,160,333,0,3,3,0,0,0,0,0,0,0,0,0,185,170,357,12,9,15,0,6,7,323,298,614,315,216,534,2595,2441,5042
Port Hedland (T),57280,4337,3669,8007,810,821,1631,61,48,113,37,37,74,137,119,252,21,20,40,801,709,1506,15,11,25,22,11,37,3,3,10,0,0,0,1093,962,2057,82,84,173,40,43,82,2025,1916,3943,1236,1021,2254,7600,6608,14209
Toodyay (S),58330,1777,1707,3488,52,55,105,0,7,4,0,0,0,0,0,0,3,0,3,147,150,297,3,3,3,3,0,3,0,0,0,0,0,0,162,158,321,4,9,19,0,3,4,218,227,447,237,237,472,2232,2178,4408
Yalgoo (S),59350,116,68,183,5,3,7,0,0,0,0,0,0,3,0,3,0,0,0,44,22,62,0,0,0,0,0,0,0,0,0,0,0,0,45,22,66,0,0,0,0,0,0,56,24,74,49,27,75,218,113,330
Trayning (S),58400,136,103,240,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,23,24,46,34,32,63,191,155,350
No usual address (Tas.),69499,112,66,176,46,30,72,10,16,32,19,10,31,25,31,59,3,6,13,9,13,24,127,126,253,5,0,4,4,0,4,0,0,0,207,205,415,20,21,39,3,3,8,279,258,540,128,63,188,516,391,909
Clarence (C),61410,20904,22677,43584,511,520,1033,94,89,181,102,114,215,136,138,267,22,22,46,49,52,105,1913,2102,4016,29,28,57,9,12,19,0,0,0,2353,2556,4913,130,150,279,51,33,78,3042,3260,6302,2339,2011,4348,26290,27947,54236
Derwent Valley (M),61510,4003,3969,7976,180,213,389,11,13,25,11,16,30,25,26,47,0,4,3,9,14,25,263,275,540,0,0,0,0,0,0,0,0,0,327,346,677,12,7,21,18,13,29,529,585,1114,419,419,836,4955,4974,9929
