lga_name_2016,lga_code_2016,d_10_12_fpnlf_mpet,d_10_12_fpnlf_mpulftw,d_10_12_fpnlf_mpulptw,d_10_12_fpnlf_mput,d_10_12_fpnlf_mptlf,d_10_12_fpnlf_mpnlf,d_10_12_fpnlf_mplfsns,d_10_12_fpnlf_t,d_10_12_fplfsns_mpeft,d_10_12_fplfsns_mpept,d_10_12_fplfsns_mpeaw,d_10_12_fplfsns_mpehns,d_10_12_fplfsns_mpet,d_10_12_fplfsns_mpulftw,d_10_12_fplfsns_mpulptw,d_10_12_fplfsns_mput,d_10_12_fplfsns_mptlf,d_10_12_fplfsns_mpnlf,d_10_12_fplfsns_mplfsns,d_10_12_fplfsns_t,d_10_12_fpt_mpeft,d_10_12_fpt_mpept,d_10_12_fpt_mpeaw,d_10_12_fpt_mpehns,d_10_12_fpt_mpet,d_10_12_fpt_mpulftw,d_10_12_fpt_mpulptw,d_10_12_fpt_mput,d_10_12_fpt_mptlf,d_10_12_fpt_mpnlf,d_10_12_fpt_mplfsns,d_10_12_fpt_t,d_13_14_fpeft_mpeft,d_13_14_fpeft_mpept,d_13_14_fpeft_mpeaw,d_13_14_fpeft_mpehns,d_13_14_fpeft_mpet,d_13_14_fpeft_mpulftw,d_13_14_fpeft_mpulptw,d_13_14_fpeft_mput,d_13_14_fpeft_mptlf,d_13_14_fpeft_mpnlf,d_13_14_fpeft_mplfsns,d_13_14_fpeft_t,d_13_14_fpept_mpeft,d_13_14_fpept_mpept,d_13_14_fpept_mpeaw,d_13_14_fpept_mpehns,d_13_14_fpept_mpet,d_13_14_fpept_mpulftw,d_13_14_fpept_mpulptw,d_13_14_fpept_mput,d_13_14_fpept_mptlf,d_13_14_fpept_mpnlf,d_13_14_fpept_mplfsns,d_13_14_fpept_t,d_13_14_fpeaw_mpeft,d_13_14_fpeaw_mpept,d_13_14_fpeaw_mpeaw,d_13_14_fpeaw_mpehns,d_13_14_fpeaw_mpet,d_13_14_fpeaw_mpulftw,d_13_14_fpeaw_mpulptw,d_13_14_fpeaw_mput,d_13_14_fpeaw_mptlf,d_13_14_fpeaw_mpnlf,d_13_14_fpeaw_mplfsns,d_13_14_fpeaw_t,d_13_14_fphns_mpeft,d_13_14_fphns_mpept,d_13_14_fphns_mpeaw,d_13_14_fphns_mpehns,d_13_14_fphns_mpet,d_13_14_fphns_mpulftw,d_13_14_fphns_mpulptw,d_13_14_fphns_mput,d_13_14_fphns_mptlf,d_13_14_fphns_mpnlf,d_13_14_fphns_mplfsns,d_13_14_fphns_t,d_13_14_fpet_mpeft,d_13_14_fpet_mpept,d_13_14_fpet_mpeaw,d_13_14_fpet_mpehns,d_13_14_fpet_mpet,d_13_14_fpet_mpulftw,d_13_14_fpet_mpulptw,d_13_14_fpet_mput,d_13_14_fpet_mptlf,d_13_14_fpet_mpnlf,d_13_14_fpet_mplfsns,d_13_14_fpet_t,d_13_14_fpulftw_mpeft,d_13_14_fpulftw_mpept,d_13_14_fpulftw_mpeaw,d_13_14_fpulftw_mpehns,d_13_14_fpulftw_mpet,d_13_14_fpulftw_mpulftw,d_13_14_fpulftw_mpulptw,d_13_14_fpulftw_mput,d_13_14_fpulftw_mptlf,d_13_14_fpulftw_mpnlf,d_13_14_fpulftw_mplfsns,d_13_14_fpulftw_t,d_13_14_fpulptw_mpeft,d_13_14_fpulptw_mpept,d_13_14_fpulptw_mpeaw,d_13_14_fpulptw_mpehns,d_13_14_fpulptw_mpet,d_13_14_fpulptw_mpulftw,d_13_14_fpulptw_mpulptw,d_13_14_fpulptw_mput,d_13_14_fpulptw_mptlf,d_13_14_fpulptw_mpnlf,d_13_14_fpulptw_mplfsns,d_13_14_fpulptw_t,d_13_14_fput_mpeft,d_13_14_fput_mpept,d_13_14_fput_mpeaw,d_13_14_fput_mpehns,d_13_14_fput_mpet,d_13_14_fput_mpulftw,d_13_14_fput_mpulptw,d_13_14_fput_mput,d_13_14_fput_mptlf,d_13_14_fput_mpnlf,d_13_14_fput_mplfsns,d_13_14_fput_t,d_13_14_fptlf_mpeft,d_13_14_fptlf_mpept,d_13_14_fptlf_mpeaw,d_13_14_fptlf_mpehns,d_13_14_fptlf_mpet,d_13_14_fptlf_mpulftw,d_13_14_fptlf_mpulptw,d_13_14_fptlf_mput,d_13_14_fptlf_mptlf,d_13_14_fptlf_mpnlf,d_13_14_fptlf_mplfsns,d_13_14_fp_t,d_13_14_fpnlf_mpeft,d_13_14_fpnlf_mpept,d_13_14_fpnlf_mpeaw,d_13_14_fpnlf_mpehns,d_13_14_fpnlf_mpet,d_13_14_fpnlf_mpulftw,d_13_14_fpnlf_mpulptw,d_13_14_fpnlf_mput,d_13_14_fpnlf_mptlf,d_13_14_fpnlf_mpnlf,d_13_14_fpnlf_mplfsns,d_13_14_fpnlf_t,d_13_14_fplfsns_mpeft,d_13_14_fplfsns_mpept,d_13_14_fplfsns_mpeaw,d_13_14_fplfsns_mpehns,d_13_14_fplfsns_mpet,d_13_14_fplfsns_mpulftw,d_13_14_fplfsns_mpulptw,d_13_14_fplfsns_mput,d_13_14_fplfsns_mptlf,d_13_14_fplfsns_mpnlf,d_13_14_fplfsns_mplfsns,d_13_14_fplfsns_t,d_13_14_fpt_mpeft,d_13_14_fpt_mpept,d_13_14_fpt_mpeaw,d_13_14_fpt_mpehns,d_13_14_fpt_mpet,d_13_14_fpt_mpulftw,d_13_14_fpt_mpulptw,d_13_14_fpt_mput,d_13_14_fpt_mptlf,d_13_14_fpt_mpnlf,d_13_14_fpt_mplfsns,d_13_14_fpt_t,d_15_17_fpeft_mpeft,d_15_17_fpeft_mpept,d_15_17_fpeft_mpeaw,d_15_17_fpeft_mpehns,d_15_17_fpeft_mpet,d_15_17_fpeft_mpulftw,d_15_17_fpeft_mpulptw,d_15_17_fpeft_mput,d_15_17_fpeft_mptlf,d_15_17_fpeft_mpnlf,d_15_17_fpeft_mplfsns,d_15_17_fpeft_t,d_15_17_fpept_mpeft,d_15_17_fpept_mpept,d_15_17_fpept_mpeaw,d_15_17_fpept_mpehns,d_15_17_fpept_mpet,d_15_17_fpept_mpulftw,d_15_17_fpept_mpulptw,d_15_17_fpept_mput,d_15_17_fpept_mptlf,d_15_17_fpept_mpnlf,d_15_17_fpept_mplfsns,d_15_17_fpept_t
Mingenew (S),55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mundaring (S),56090,210,8,0,8,213,11,0,230,0,0,0,0,0,0,0,0,0,0,6,5,819,86,26,23,958,28,0,31,989,40,4,1029,165,16,4,3,186,5,0,5,188,5,0,194,243,29,4,3,275,7,0,7,282,3,0,290,5,3,0,0,12,0,0,0,12,0,0,9,5,0,0,3,6,0,0,0,6,0,0,8,414,44,7,11,476,18,0,18,494,13,0,502,3,0,0,0,3,0,0,0,5,0,0,5,9,0,0,0,9,0,0,0,9,0,0,9,8,0,0,0,13,0,0,0,12,0,0,12,426,45,7,11,487,15,0,15,504,13,0,518,103,4,5,4,114,9,0,9,124,4,0,129,0,0,0,0,0,0,0,0,0,0,3,3,532,50,11,13,601,27,0,27,626,16,3,646,251,25,13,0,293,3,0,5,292,13,0,310,343,34,7,3,390,16,0,14,406,14,0,416
Northam (S),56730,51,4,3,7,54,14,0,72,0,0,0,0,0,0,0,0,0,0,0,0,189,15,4,0,209,8,3,13,218,22,0,246,35,11,0,0,40,0,0,0,40,3,0,48,41,7,0,0,58,0,0,0,58,7,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,21,0,0,103,0,0,0,103,7,0,108,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,8,0,0,8,85,21,0,0,105,0,0,0,103,7,0,117,34,0,0,0,36,0,0,0,39,9,0,44,0,0,0,0,0,0,0,0,0,0,3,3,114,21,0,3,138,5,0,5,143,17,3,164,49,6,0,0,60,0,0,0,60,3,0,60,50,14,4,0,64,0,0,0,64,6,0,72
Northampton (S),56790,8,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,53,11,4,0,67,0,0,0,70,6,0,77,8,0,0,0,11,0,0,0,6,0,0,6,11,4,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,27,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,27,0,0,0,28,0,0,28,7,0,0,0,8,0,0,0,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,35,0,0,0,35,3,0,37,10,4,0,0,13,0,0,0,13,3,0,14,16,4,0,0,18,0,0,0,18,0,0,18
Waratah/Wynyard (M),65410,69,5,3,7,79,26,0,111,0,0,0,0,0,0,0,0,0,0,0,0,214,26,5,8,254,14,3,15,271,40,0,307,36,9,0,0,45,0,0,0,45,6,0,49,57,5,0,0,65,5,0,7,70,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,100,17,0,3,117,5,0,7,123,7,0,129,0,0,0,0,3,0,0,0,3,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,7,104,15,0,0,120,5,0,7,126,11,0,137,22,4,0,3,36,0,0,0,34,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,128,20,0,7,156,4,0,6,161,23,0,179,62,7,0,3,73,0,0,0,74,5,0,77,83,9,0,0,99,3,0,3,100,6,0,105
Moora (S),55600,8,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,5,63,4,0,4,61,6,0,71,9,0,0,0,5,0,0,0,5,0,0,5,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0,19,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0,19,0,0,22,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,27,0,0,0,27,0,0,28,15,0,0,0,15,0,0,0,15,0,0,14,11,0,0,0,14,0,0,0,14,0,0,12
Subiaco (C),57980,77,3,0,3,80,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,276,47,0,3,332,11,4,17,346,14,3,368,46,9,0,0,50,0,0,0,54,4,0,60,86,10,0,0,98,3,0,3,98,4,0,102,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,136,20,0,4,155,3,0,3,160,13,0,171,6,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,16,0,0,0,16,0,0,16,145,22,0,4,168,3,0,3,176,13,0,188,36,4,0,0,40,0,0,0,42,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,179,27,0,4,208,4,0,4,218,14,0,233,93,8,0,0,95,3,0,3,103,7,0,112,93,12,0,0,107,4,0,6,112,3,0,111
Swan (C),58050,803,39,6,43,853,148,5,1008,0,0,0,3,4,0,0,0,4,0,18,21,2800,351,82,61,3288,120,21,143,3428,267,25,3719,572,52,15,3,639,14,0,21,653,36,0,691,747,108,21,7,874,21,4,25,899,36,0,937,19,3,11,0,35,0,0,0,35,0,0,35,4,3,0,9,21,0,0,0,21,3,4,24,1338,157,51,22,1568,34,5,40,1609,80,3,1686,41,3,0,0,45,21,0,21,66,3,0,63,39,6,3,3,54,6,3,10,63,3,0,60,82,11,6,3,96,25,3,27,126,5,0,131,1420,169,52,22,1661,57,10,70,1729,85,3,1815,331,43,13,8,396,16,6,25,422,104,0,525,0,0,0,4,7,0,0,0,7,0,7,14,1754,209,69,35,2064,77,16,92,2157,188,11,2360,847,89,16,3,958,26,6,35,990,50,0,1044,946,132,27,7,1107,26,8,31,1141,38,0,1174
Morawa (S),55670,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,3,0,13,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,6,3,0,10,4,0,0,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Mount Magnet (S),55810,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,6,0,0,0,7,0,0,7,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nungarin (S),56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Marshall (S),55880,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammin (S),58190,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
Three Springs (S),58260,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,20,0,0,0,20,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosman Park (T),55740,64,0,0,0,67,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,217,26,0,4,243,7,0,7,251,3,0,258,50,3,0,0,46,0,0,0,46,3,0,53,66,9,0,0,74,0,0,0,74,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,0,0,6,119,10,0,3,125,0,0,0,129,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,119,10,0,3,133,3,0,3,133,3,0,135,34,8,0,0,40,0,0,0,39,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,150,14,0,3,171,4,0,4,171,8,0,181,56,3,0,0,59,0,0,0,59,0,0,62,97,14,0,0,116,0,0,0,117,0,0,116
Nannup (S),56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,24,0,0,0,24,3,0,25,3,0,0,0,3,0,0,0,3,0,0,6,10,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,19,0,0,0,19,3,0,18,3,0,0,0,3,0,0,0,3,3,0,10,5,0,0,0,9,0,0,0,9,0,0,7
Perth (C),57080,18,6,0,6,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,29,10,3,0,42,6,0,6,52,9,0,59,10,0,0,0,10,0,0,0,10,4,0,14,3,4,0,0,9,0,0,3,13,0,0,13,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,21,0,0,3,21,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,20,0,0,3,23,4,0,30,7,6,3,0,14,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,40,3,0,3,37,9,0,49,17,3,0,0,20,0,0,0,20,4,0,25,6,4,0,0,8,0,3,3,15,0,0,12
Pingelly (S),57140,3,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,23,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,3
Murchison (S),56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murray (S),56230,85,0,0,0,90,15,0,99,0,0,0,0,0,0,0,0,0,0,0,3,306,32,20,3,368,3,0,3,376,31,4,405,58,4,0,0,60,0,0,3,62,3,0,73,80,6,5,0,96,0,0,0,99,0,0,99,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,142,14,5,0,159,4,0,6,164,6,0,169,0,0,0,0,0,3,0,3,3,0,0,3,7,0,0,0,12,0,0,0,12,0,0,13,8,0,0,0,15,3,0,3,16,0,0,18,149,17,3,0,173,7,0,8,178,12,0,185,39,3,0,3,42,3,0,3,49,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,186,19,6,3,213,6,0,7,225,27,0,249,87,6,0,0,95,6,0,6,96,13,0,107,97,6,6,0,110,3,3,6,121,4,0,120
Narembeen (S),56370,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,18,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3
Nedlands (C),56580,179,6,0,4,188,5,0,193,0,0,0,0,3,0,0,0,3,3,3,3,710,43,4,6,768,19,4,29,795,38,4,834,116,9,0,0,127,4,3,12,133,11,0,144,200,16,3,0,218,8,0,7,226,12,0,232,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,4,4,0,0,0,4,0,0,4,316,23,3,4,354,13,3,16,366,17,0,386,3,0,0,0,3,0,0,0,5,0,0,5,15,0,0,0,14,0,0,0,14,0,0,14,17,0,0,0,15,0,0,0,13,0,0,13,331,29,3,4,369,17,3,17,385,17,0,404,94,8,0,0,98,4,0,4,103,4,0,111,0,0,0,0,0,0,0,0,0,0,0,3,429,36,3,5,467,19,3,24,492,24,4,516,145,16,0,0,167,3,0,3,169,8,0,176,243,29,0,3,274,8,3,11,284,12,0,303
Plantagenet (S),57210,22,3,0,3,28,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,79,29,0,3,109,0,3,6,112,17,0,130,12,0,0,0,12,0,0,0,12,5,0,17,25,9,0,0,32,0,0,0,34,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,0,50,0,0,0,50,8,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,9,0,0,53,0,0,0,49,7,0,57,10,10,0,0,14,0,0,0,14,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,48,16,0,0,63,0,0,0,66,10,0,77,29,0,0,0,29,0,0,0,31,4,0,33,18,6,0,0,24,3,0,3,31,5,0,33
Narrogin (S),56460,16,0,0,0,18,5,0,22,0,3,0,0,3,0,0,0,3,0,0,3,82,13,3,0,98,7,0,7,102,10,0,117,22,3,0,0,26,0,0,0,25,0,0,25,23,3,3,0,27,0,0,0,27,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,4,0,55,0,0,0,53,0,0,59,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,46,4,4,0,56,4,0,4,56,3,0,60,0,3,0,0,3,0,0,0,3,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,49,10,3,0,64,4,0,4,65,13,3,82,34,0,0,0,32,0,0,0,32,0,0,32,33,3,0,0,31,0,0,0,31,3,0,39
Peppermint Grove (S),56930,32,0,0,0,32,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,51,5,3,0,58,0,0,0,59,4,0,65,4,3,0,0,4,0,0,0,4,0,0,4,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,16,0,0,0,19,0,0,19,12,3,0,0,14,3,0,3,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,33,3,0,4,37,0,0,38,6,0,0,0,5,0,0,0,5,0,0,5,25,3,0,0,23,0,0,0,23,0,0,27
Port Hedland (T),57280,81,0,0,0,81,17,3,98,0,0,0,0,0,0,0,0,0,0,0,0,264,30,11,5,314,3,0,3,318,23,3,344,53,3,0,0,51,0,0,0,57,0,0,58,60,4,0,0,63,0,0,0,63,0,0,64,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,110,7,0,7,126,0,0,0,127,3,0,130,3,0,0,0,3,0,0,0,9,0,0,9,0,0,0,0,0,4,0,4,4,0,0,4,3,0,0,0,3,5,0,5,7,0,0,7,114,7,0,7,130,9,0,9,138,3,0,143,29,3,0,0,36,0,0,0,36,13,0,45,0,0,0,0,0,0,0,0,0,0,3,3,150,14,3,7,166,9,0,9,170,13,3,188,103,3,0,0,108,0,0,0,108,0,0,111,55,9,0,0,63,0,0,0,65,0,0,65
